"family","genus","sp","species","haploid"
"Cupressaceae","Pinus","densiflora*","Pinus_densiflora*",12
"Cupressaceae","Pinus","koraiensis*","Pinus_koraiensis*",12
"Cupressaceae","Thuja","koraiensis*","Thuja_koraiensis*",11
"Pinaceae","Abies","alba","Abies_alba",12
"Pinaceae","Abies","alba","Abies_alba",12
"Pinaceae","Abies","alba","Abies_alba",12
"Pinaceae","Abies","cephalonica*","Abies_cephalonica*",12
"Pinaceae","Abies","cilicica*","Abies_cilicica*",12
"Pinaceae","Abies","pinsapo","Abies_pinsapo",12
"Pinaceae","Abies","numidica*","Abies_numidica*",12
"Pinaceae","Abies","grandis*","Abies_grandis*",12
"Pinaceae","Abies","concolor","Abies_concolor",12
"Pinaceae","Abies","x","Abies_x",12
"Pinaceae","Abies","sibirica*","Abies_sibirica*",12
"Ephedraceae","Ephedra","monosperma","Ephedra_monosperma",7
"Taxaceae","Taxus","cuspidata","Taxus_cuspidata",12
"Cupressaceae","Microbiota","decussata","Microbiota_decussata",11
"Ephedraceae","Ephedra","monosperma","Ephedra_monosperma",7
"Pinaceae","Picea","koraiensis","Picea_koraiensis",12
"Cupressaceae","Juniperus","davurica","Juniperus_davurica",11
"Cupressaceae","Juniperus","sargentii","Juniperus_sargentii",11
"Cupressaceae","Juniperus","sibirica","Juniperus_sibirica",11
"Cupressaceae","Juniperus","rigida","Juniperus_rigida",11
"Ephedraceae","Ephedra","equisetina","Ephedra_equisetina",7
"Pinaceae","Abies","sibirica","Abies_sibirica",12
"Ephedraceae","Ephedra","distachya","Ephedra_distachya",14
"Ephedraceae","Ephedra","sinica","Ephedra_sinica",14
"Cupressaceae","Tetraclinis","articulata","Tetraclinis_articulata",11
"Cupressaceae","Tetraclinis","articulata","Tetraclinis_articulata",11
"Ephedraceae","Ephedra","monosperma","Ephedra_monosperma",7
"Ephedraceae","Ephedra","monosperma","Ephedra_monosperma",7
"Araucariaceae","Agathis","australis (D.Don) Loudon","Agathis_australis (d.don) loudon",13
"Cupressaceae","Libocedrus","bidwillii Hook.f.","Libocedrus_bidwillii hook.f.",11
"Cupressaceae","Libocedrus","plumosa (D.Don) Sarg.","Libocedrus_plumosa (d.don) sarg.",11
"Podocarpaceae","Phyllocladus","alpinus Hook.f.","Phyllocladus_alpinus hook.f.",9
"Podocarpaceae","Phyllocladus","toatoa Molloy","Phyllocladus_toatoa molloy",9
"Podocarpaceae","Phyllocladus","trichomanoides D.Don","Phyllocladus_trichomanoides d.don",9
"Podocarpaceae","Dacrycarpus","dacrydioides (A.Rich.) de Laub.","Dacrycarpus_dacrydioides (a.rich.) de laub.",10
"Podocarpaceae","Dacrydium","cupressinum Lamb.","Dacrydium_cupressinum lamb.",10
"Podocarpaceae","Halocarpus","bidwillii (Kirk) Quinn","Halocarpus_bidwillii (kirk) quinn",9
"Podocarpaceae","Halocarpus","biformis (Hook.) Quinn","Halocarpus_biformis (hook.) quinn",12
"Podocarpaceae","Halocarpus","kirkii (Parl.) Quinn","Halocarpus_kirkii (parl.) quinn",11
"Podocarpaceae","Lepidothamnus","intermedius (Kirk) Quinn","Lepidothamnus_intermedius (kirk) quinn",15
"Podocarpaceae","Lepidothamnus","laxifolius (Hook.f.) Quinn","Lepidothamnus_laxifolius (hook.f.) quinn",15
"Podocarpaceae","Lepidothamnus","laxifolius (Hook.f.) Quinn  intermedius (Kirk) Quinn","Lepidothamnus_laxifolius (hook.f.) quinn  intermedius (kirk) quinn",15
"Podocarpaceae","Manoao","colensoi (Hook.) Molloy","Manoao_colensoi (hook.) molloy",10
"Podocarpaceae","Podocarpus","acutifolius Kirk","Podocarpus_acutifolius kirk",17
"Podocarpaceae","Podocarpus","hallii ?","Podocarpus_hallii ?",12
"Podocarpaceae","Podocarpus","hallii Kirk","Podocarpus_hallii kirk",17
"Podocarpaceae","Podocarpus","hallii Kirk  nivalis Hook.","Podocarpus_hallii kirk  nivalis hook.",18
"Podocarpaceae","Podocarpus","nivalis ?","Podocarpus_nivalis ?",12
"Podocarpaceae","Podocarpus","nivalis Hook.","Podocarpus_nivalis hook.",19
"Podocarpaceae","Podocarpus","nivalis Hook.  totara G.Benn. ex D.Don","Podocarpus_nivalis hook.  totara g.benn. ex d.don",18
"Podocarpaceae","Podocarpus","totara Aureus","Podocarpus_totara aureus",17
"Podocarpaceae","Podocarpus","totara G.Benn. ex D.Don","Podocarpus_totara g.benn. ex d.don",17
"Podocarpaceae","Prumnopitys","ferruginea (D.Don) de Laub.","Prumnopitys_ferruginea (d.don) de laub.",18
"Podocarpaceae","Prumnopitys","taxifolia (D.Don) de Laub.","Prumnopitys_taxifolia (d.don) de laub.",19
"Cupressaceae","Juniperus","communis","Juniperus_communis",11
"Cupressaceae","Juniperus","communis","Juniperus_communis",11
"Cupressaceae","Juniperus","sibirica","Juniperus_sibirica",11
"Cupressaceae","Pinus","sylvestris","Pinus_sylvestris",12
"Cupressaceae","Pinus","sylvestris","Pinus_sylvestris",12
"Taxaceae","Taxus","baccata","Taxus_baccata",12
"Taxaceae","Taxus","baccata","Taxus_baccata",12
"Pinaceae","Abies","pinsapo","Abies_pinsapo",12
"Ephedraceae","Ephedra","fragilis","Ephedra_fragilis",7
"Ephedraceae","Ephedra","major","Ephedra_major",7
"Ephedraceae","Ephedra","scoparia","Ephedra_scoparia",7
"Cupressaceae","Juniperus","hemispherica","Juniperus_hemispherica",11
"Cupressaceae","Juniperus","macrocarpa","Juniperus_macrocarpa",11
"Cupressaceae","Juniperus","oophora","Juniperus_oophora",11
"Cupressaceae","Juniperus","oxycedrus","Juniperus_oxycedrus",11
"Cupressaceae","Juniperus","phoenicea","Juniperus_phoenicea",22
"Cupressaceae","Pinus","canariensis","Pinus_canariensis",12
"Cupressaceae","Pinus","halepensis","Pinus_halepensis",12
"Cupressaceae","Pinus","halepensis","Pinus_halepensis",12
"Cupressaceae","Pinus","ceciliae","Pinus_ceciliae",12
"Cupressaceae","Pinus","pinaster","Pinus_pinaster",12
"Cupressaceae","Pinus","pinea","Pinus_pinea",12
"Cupressaceae","Tetraclinis","articulata","Tetraclinis_articulata",11
"Pinaceae","Abies","Abies alba","Abies_abies alba",12
"Pinaceae","Abies","Abies nordmanniana","Abies_abies nordmanniana",12
"Pinaceae","Abies","Abies grandis","Abies_abies grandis",12
"Pinaceae","Abies","Abies procera","Abies_abies procera",12
"Pinaceae","Pseudotsuga","Pseudotsuga menziesii","Pseudotsuga_pseudotsuga menziesii",13
"Pinaceae","Tsuga","Tsuga heterophylla","Tsuga_tsuga heterophylla",12
"Pinaceae","Picea","Picea sitchensis","Picea_picea sitchensis",12
"Pinaceae","Picea","Picea omorika","Picea_picea omorika",12
"Pinaceae","Picea","Picea abies","Picea_picea abies",12
"Pinaceae","Picea","Picea engelmannii","Picea_picea engelmannii",12
"Pinaceae","Larix","Larix decidua","Larix_larix decidua",12
"Pinaceae","Larix","Larix marschlinsii(x)","Larix_larix marschlinsii(x)",12
"Pinaceae","Larix","Larix kaempferi","Larix_larix kaempferi",12
"Pinaceae","Cedrus","Cedrus deodara","Cedrus_cedrus deodara",12
"Pinaceae","Cedrus","Cedrus libani","Cedrus_cedrus libani",12
"Cupressaceae","Pinus","Pinus sylvestris","Pinus_pinus sylvestris",12
"Cupressaceae","Pinus","Pinus nigra","Pinus_pinus nigra",12
"Cupressaceae","Pinus","Pinus nigra","Pinus_pinus nigra",12
"Cupressaceae","Pinus","Pinus mugo","Pinus_pinus mugo",12
"Cupressaceae","Pinus","Pinus contorta","Pinus_pinus contorta",12
"Cupressaceae","Pinus","Pinus pinaster","Pinus_pinus pinaster",12
"Cupressaceae","Pinus","Pinus radiata","Pinus_pinus radiata",12
"Cupressaceae","Pinus","Pinus ponderosa","Pinus_pinus ponderosa",12
"Cupressaceae","Pinus","Pinus strobus","Pinus_pinus strobus",12
"Cupressaceae","Pinus","Pinus peuce","Pinus_pinus peuce",12
"Cupressaceae","Pinus","Pinus wallichiana","Pinus_pinus wallichiana",12
"Cupressaceae","Sequoia","Sequoia sempervirens","Sequoia_sequoia sempervirens",33
"Cupressaceae","Sequoiadendron","Sequoiadendron giganteum","Sequoiadendron_sequoiadendron giganteum",11
"Cupressaceae","Cryptomeria","Cryptomeria japonica","Cryptomeria_cryptomeria japonica",11
"Cupressaceae","Cupressus","Cupressus macrocarpa","Cupressus_cupressus macrocarpa",11
"Cupressaceae","Chamaecyparis","Chamaecyparis lawsoniana","Chamaecyparis_chamaecyparis lawsoniana",11
"Cupressaceae","Thuja","Thuja plicata","Thuja_thuja plicata",11
"Cupressaceae","Juniperus","Juniperus communis","Juniperus_juniperus communis",11
"Araucariaceae","Araucaria","Araucaria araucana","Araucaria_araucaria araucana",13
"Taxaceae","Taxus","Taxus baccata","Taxus_taxus baccata",12
"Taxaceae","Taxus","baccata","Taxus_baccata",12
"Cupressaceae","Juniperus","communis","Juniperus_communis",11
"Cupressaceae","Juniperus","communis","Juniperus_communis",11
"Ephedraceae","Ephedra","distachya","Ephedra_distachya",12
"Ephedraceae","Ephedra","major","Ephedra_major",7
"Cupressaceae","Pinus","pinaster","Pinus_pinaster",12
"Cupressaceae","Pinus","sylvestris","Pinus_sylvestris",12
"Pinaceae","Picea","abies","Picea_abies",12
"Pinaceae","Abies","alba","Abies_alba",12
"Cupressaceae","Juniperus","communis","Juniperus_communis",11
"Pinaceae","Picea","abies","Picea_abies",12
"Cupressaceae","Pinus","peuce","Pinus_peuce",12
"Cupressaceae","Pinus","sylvestris","Pinus_sylvestris",12
"Ephedraceae","Ephedra","rupestris","Ephedra_rupestris",7
"Zamiaceae","Zamia","integrifolia","Zamia_integrifolia",8
"Pinaceae","Picea","sitchensis","Picea_sitchensis",12
"Pinaceae","Larix","laricina","Larix_laricina",12
"Ephedraceae","Ephedra","viridis","Ephedra_viridis",14
"Araucariaceae","Araucaria","angustifolia","Araucaria_angustifolia",13
"Araucariaceae","Araucaria","angustifolia","Araucaria_angustifolia",13
"Araucariaceae","Araucaria","angustifolia","Araucaria_angustifolia",13
"Araucariaceae","Araucaria","columnaris","Araucaria_columnaris",13
"Araucariaceae","Araucaria","columnaris","Araucaria_columnaris",13
"Araucariaceae","Araucaria","luxurians","Araucaria_luxurians",13
"Araucariaceae","Araucaria","montana","Araucaria_montana",13
"Araucariaceae","Araucaria","nemorosa","Araucaria_nemorosa",13
"Araucariaceae","Araucaria","rulei","Araucaria_rulei",13
"Araucariaceae","Araucaria","scopulorum","Araucaria_scopulorum",13
"Araucariaceae","Araucaria","araucana","Araucaria_araucana",13
"Araucariaceae","Araucaria","bidwillii","Araucaria_bidwillii",13
"Araucariaceae","Araucaria","cunninghamii","Araucaria_cunninghamii",13
"Araucariaceae","Agathis","robusta","Agathis_robusta",13
"Araucariaceae","Agathis","robusta","Agathis_robusta",13
"Araucariaceae","Agathis","australis","Agathis_australis",13
"Cupressaceae","Widdringtonia","nodiflora","Widdringtonia_nodiflora",20
"Taxaceae","Cephalotaxus","griffithii","Cephalotaxus_griffithii",12
"Taxaceae","Cephalotaxus","harringtonia","Cephalotaxus_harringtonia",12
"Taxaceae","Cephalotaxus","fortunei","Cephalotaxus_fortunei",12
"Taxaceae","Cephalotaxus","fortunei","Cephalotaxus_fortunei",12
"Taxaceae","Cephalotaxus","harringtonia","Cephalotaxus_harringtonia",11
"Taxaceae","Cephalotaxus","oliveri","Cephalotaxus_oliveri",12
"Taxaceae","Cephalotaxus","sinensis","Cephalotaxus_sinensis",12
"Taxaceae","Cephalotaxus","mannii","Cephalotaxus_mannii",12
"Cupressaceae","Cupressus","funebris","Cupressus_funebris",11
"Cupressaceae","Cupressus","funebris","Cupressus_funebris",11
"Cupressaceae","Cupressus","funebris","Cupressus_funebris",11
"Cupressaceae","Juniperus","pseudosabina","Juniperus_pseudosabina",11
"Cupressaceae","Juniperus","pseudosabina","Juniperus_pseudosabina",11
"Cupressaceae","Juniperus","pseudosabina","Juniperus_pseudosabina",11
"Cupressaceae","Juniperus","pseudosabina","Juniperus_pseudosabina",11
"Cupressaceae","Juniperus","communis","Juniperus_communis",11
"Cupressaceae","Juniperus","communis","Juniperus_communis",11
"Cupressaceae","Juniperus","communis","Juniperus_communis",11
"Cupressaceae","Pilgerodendron","uviferum","Pilgerodendron_uviferum",11
"Cupressaceae","Cupressus","abramsiana","Cupressus_abramsiana",11
"Cupressaceae","Juniperus","occidentalis","Juniperus_occidentalis",11
"Cupressaceae","Cupressus","macnabiana","Cupressus_macnabiana",11
"Cupressaceae","Cupressus","arizonica","Cupressus_arizonica",11
"Cupressaceae","Cupressus","lusitanica","Cupressus_lusitanica",11
"Cupressaceae","Cupressus","lusitanica","Cupressus_lusitanica",11
"Cupressaceae","Cupressus","lusitanica","Cupressus_lusitanica",11
"Cupressaceae","Juniperus","comitana","Juniperus_comitana",11
"Cupressaceae","Calocedrus","decurrens","Calocedrus_decurrens",11
"Cupressaceae","Calocedrus","decurrens","Calocedrus_decurrens",11
"Cupressaceae","Cupressus","forbesii","Cupressus_forbesii",22
"Cupressaceae","Cupressus","sempervirens","Cupressus_sempervirens",22
"Cupressaceae","Cupressus","sempervirens","Cupressus_sempervirens",11
"Cupressaceae","Cupressus","sempervirens","Cupressus_sempervirens",11
"Cupressaceae","Cupressus","sempervirens","Cupressus_sempervirens",11
"Cupressaceae","Juniperus","gamboana","Juniperus_gamboana",22
"Cupressaceae","Chamaecyparis","thyoides","Chamaecyparis_thyoides",11
"Cupressaceae","Chamaecyparis","thyoides","Chamaecyparis_thyoides",11
"Cupressaceae","Chamaecyparis","thyoides","Chamaecyparis_thyoides",11
"Cupressaceae","Chamaecyparis","palustris","Chamaecyparis_palustris",11
"Cupressaceae","Chamaecyparis","sphaeroidea","Chamaecyparis_sphaeroidea",11
"Cupressaceae","Chamaecyparis","sphaeroidalis","Chamaecyparis_sphaeroidalis",11
"Cupressaceae","Cupressus","nivea","Cupressus_nivea",11
"Cupressaceae","Chamaecyparis","nutkanus","Chamaecyparis_nutkanus",11
"Cupressaceae","Cupressus","bourgeauii","Cupressus_bourgeauii",11
"Cupressaceae","Thuja","boursieri","Thuja_boursieri",11
"Cupressaceae","Cupressus","americana","Cupressus_americana",11
"Cupressaceae","Chamaecyparis","obtusa","Chamaecyparis_obtusa",11
"Cupressaceae","Chamaecyparis","obtusa","Chamaecyparis_obtusa",11
"Cupressaceae","Chamaecyparis","obtusa","Chamaecyparis_obtusa",11
"Cupressaceae","Chamaecyparis","obtusa","Chamaecyparis_obtusa",11
"Cupressaceae","Chamaecyparis","obtusa","Chamaecyparis_obtusa",11
"Cupressaceae","Chamaecyparis","obtusa","Chamaecyparis_obtusa",11
"Cupressaceae","Cupressus","dupreziana","Cupressus_dupreziana",11
"Cupressaceae","Juniperus","sargentii","Juniperus_sargentii",11
"Cupressaceae","Juniperus","sibirica","Juniperus_sibirica",11
"Cupressaceae","Juniperus","sibirica","Juniperus_sibirica",11
"Cupressaceae","Juniperus","sibirica","Juniperus_sibirica",11
"Cupressaceae","Juniperus","sibirica","Juniperus_sibirica",11
"Cupressaceae","Juniperus","sibirica","Juniperus_sibirica",12
"Cupressaceae","Juniperus","sibirica","Juniperus_sibirica",11
"Cupressaceae","Juniperus","sibirica","Juniperus_sibirica",11
"Cupressaceae","Juniperus","communis","Juniperus_communis",22
"Cupressaceae","Juniperus","conferta","Juniperus_conferta",22
"Cupressaceae","Cupressus","torulosa","Cupressus_torulosa",11
"Cupressaceae","Juniperus","macropoda","Juniperus_macropoda",11
"Cupressaceae","Juniperus","macropoda","Juniperus_macropoda",11
"Cupressaceae","Juniperus","macropoda","Juniperus_macropoda",11
"Cupressaceae","Juniperus","wallichiana","Juniperus_wallichiana",22
"Cupressaceae","Juniperus","wallichiana","Juniperus_wallichiana",22
"Cupressaceae","Juniperus","fargessi","Juniperus_fargessi",11
"Cupressaceae","Juniperus","fargessi","Juniperus_fargessi",11
"Cupressaceae","Widdringtonia","whytei","Widdringtonia_whytei",11
"Cupressaceae","Thuja","occidentalis","Thuja_occidentalis",11
"Cupressaceae","Thuja","occidentalis","Thuja_occidentalis",11
"Cupressaceae","Juniperus","communis","Juniperus_communis",11
"Cupressaceae","Fokienia","hodginsii","Fokienia_hodginsii",12
"Cupressaceae","Fokienia","hodginsii","Fokienia_hodginsii",11
"Cupressaceae","Fokienia","hodginsii","Fokienia_hodginsii",11
"Cupressaceae","Juniperus","deppeana","Juniperus_deppeana",11
"Cupressaceae","Juniperus","virginiana","Juniperus_virginiana",11
"Cupressaceae","Platycladus","orientalis","Platycladus_orientalis",11
"Cupressaceae","Thuja","plicata","Thuja_plicata",11
"Cupressaceae","Chamaecyparis","lawsoniana","Chamaecyparis_lawsoniana",11
"Cupressaceae","Chamaecyparis","lawsoniana","Chamaecyparis_lawsoniana",11
"Cupressaceae","Cupressus","arizonica","Cupressus_arizonica",11
"Cupressaceae","Cupressus","arizonica","Cupressus_arizonica",11
"Cupressaceae","Cupressus","goveniana","Cupressus_goveniana",11
"Cupressaceae","Cupressus","goveniana","Cupressus_goveniana",11
"Cupressaceae","Cupressus","macrocarpa","Cupressus_macrocarpa",11
"Cupressaceae","Cupressus","macrocarpa","Cupressus_macrocarpa",22
"Cupressaceae","Cupressus","macrocarpa","Cupressus_macrocarpa",11
"Cupressaceae","Cupressus","pygmaea","Cupressus_pygmaea",11
"Cupressaceae","Cupressus","sargentii","Cupressus_sargentii",11
"Cupressaceae","Juniperus","communis","Juniperus_communis",11
"Cupressaceae","Juniperus","communis","Juniperus_communis",11
"Cupressaceae","Callitris","columellaris","Callitris_columellaris",11
"Cupressaceae","Callitris","glauca","Callitris_glauca",11
"Cupressaceae","Callitris","rhomboidea","Callitris_rhomboidea",11
"Cupressaceae","Callitris","verrucosa","Callitris_verrucosa",11
"Cupressaceae","Juniperus","communis","Juniperus_communis",11
"Cupressaceae","Juniperus","communis","Juniperus_communis",11
"Cupressaceae","Juniperus","communis","Juniperus_communis",11
"Cupressaceae","Juniperus","communis","Juniperus_communis",11
"Cupressaceae","Juniperus","communis","Juniperus_communis",11
"Cupressaceae","Juniperus","phoenicea","Juniperus_phoenicea",11
"Cupressaceae","Calocedrus","macrolepis","Calocedrus_macrolepis",11
"Cupressaceae","Chamaecyparis","pisifera","Chamaecyparis_pisifera",11
"Cupressaceae","Chamaecyparis","pisifera","Chamaecyparis_pisifera",11
"Cupressaceae","Chamaecyparis","pisifera","Chamaecyparis_pisifera",11
"Cupressaceae","Chamaecyparis","pisifera","Chamaecyparis_pisifera",11
"Cupressaceae","Chamaecyparis","formosensis","Chamaecyparis_formosensis",11
"Cupressaceae","Cupressus","duclouxiana","Cupressus_duclouxiana",11
"Cupressaceae","Cupressus","chengiana","Cupressus_chengiana",11
"Cupressaceae","Juniperus","fargesii","Juniperus_fargesii",11
"Cupressaceae","Thuja","koraiensis","Thuja_koraiensis",11
"Cupressaceae","Callitris","endlicheri","Callitris_endlicheri",11
"Cupressaceae","Callitris","preissii","Callitris_preissii",11
"Cupressaceae","Juniperus","taxifolia","Juniperus_taxifolia",11
"Cupressaceae","Libocedrus","bidwillii","Libocedrus_bidwillii",11
"Cupressaceae","Libocedrus","bidwillii","Libocedrus_bidwillii",11
"Cupressaceae","Libocedrus","plumosa","Libocedrus_plumosa",11
"Cupressaceae","Libocedrus","plumosa","Libocedrus_plumosa",11
"Zamiaceae","Bowenia","serrulata","Bowenia_serrulata",9
"Zamiaceae","Bowenia","serrulata","Bowenia_serrulata",9
"Zamiaceae","Bowenia","serrulata","Bowenia_serrulata",9
"Zamiaceae","Ceratozamia","hildae","Ceratozamia_hildae",8
"Zamiaceae","Ceratozamia","hildae","Ceratozamia_hildae",8
"Zamiaceae","Ceratozamia","microstrobila","Ceratozamia_microstrobila",8
"Zamiaceae","Ceratozamia","zaragozae","Ceratozamia_zaragozae",8
"Cycadaceae","Cycas","revoluta","Cycas_revoluta",11
"Cycadaceae","Cycas","revoluta","Cycas_revoluta",11
"Cycadaceae","Cycas","revoluta","Cycas_revoluta",11
"Cycadaceae","Cycas","revoluta","Cycas_revoluta",11
"Cycadaceae","Cycas","revoluta","Cycas_revoluta",11
"Cycadaceae","Cycas","revoluta","Cycas_revoluta",11
"Cycadaceae","Cycas","revoluta","Cycas_revoluta",10
"Cycadaceae","Cycas","revoluta","Cycas_revoluta",11
"Zamiaceae","Dioon","purpusii","Dioon_purpusii",9
"Zamiaceae","Zamia","inermis","Zamia_inermis",8
"Zamiaceae","Zamia","inermis","Zamia_inermis",8
"Zamiaceae","Zamia","loddigesii","Zamia_loddigesii",9
"Zamiaceae","Zamia","loddigesii","Zamia_loddigesii",12
"Zamiaceae","Zamia","loddigesii","Zamia_loddigesii",9
"Zamiaceae","Zamia","loddigesii","Zamia_loddigesii",9
"Zamiaceae","Zamia","loddigesii","Zamia_loddigesii",9
"Zamiaceae","Zamia","loddigesii","Zamia_loddigesii",9
"Zamiaceae","Zamia","purpurea","Zamia_purpurea",8
"Cycadaceae","Cycas","circinalis","Cycas_circinalis",11
"Cycadaceae","Cycas","circinalis","Cycas_circinalis",11
"Cycadaceae","Cycas","circinalis","Cycas_circinalis",11
"Zamiaceae","Zamia","acuminata","Zamia_acuminata",12
"Zamiaceae","Zamia","acuminata","Zamia_acuminata",12
"Zamiaceae","Zamia","acuminata","Zamia_acuminata",12
"Zamiaceae","Zamia","angustifolia","Zamia_angustifolia",8
"Zamiaceae","Zamia","angustifolia","Zamia_angustifolia",8
"Zamiaceae","Zamia","angustifolia","Zamia_angustifolia",8
"Zamiaceae","Zamia","furfuracea","Zamia_furfuracea",9
"Zamiaceae","Zamia","furfuracea","Zamia_furfuracea",9
"Zamiaceae","Zamia","furfuracea","Zamia_furfuracea",9
"Zamiaceae","Zamia","furfuracea","Zamia_furfuracea",9
"Zamiaceae","Zamia","furfuracea","Zamia_furfuracea",9
"Zamiaceae","Zamia","furfuracea","Zamia_furfuracea",9
"Zamiaceae","Zamia","lindenii","Zamia_lindenii",8
"Zamiaceae","Zamia","lindenii","Zamia_lindenii",8
"Zamiaceae","Zamia","muricata","Zamia_muricata",12
"Zamiaceae","Zamia","muricata","Zamia_muricata",12
"Zamiaceae","Zamia","obliqua","Zamia_obliqua",9
"Zamiaceae","Zamia","portoricensis","Zamia_portoricensis",8
"Zamiaceae","Zamia","pseudoparasitica","Zamia_pseudoparasitica",8
"Zamiaceae","Zamia","pseudoparasitica","Zamia_pseudoparasitica",8
"Zamiaceae","Zamia","pygmaea","Zamia_pygmaea",8
"Zamiaceae","Zamia","pygmaea","Zamia_pygmaea",8
"Zamiaceae","Zamia","pygmaea","Zamia_pygmaea",8
"Zamiaceae","Zamia","skinneri","Zamia_skinneri",9
"Zamiaceae","Zamia","skinneri","Zamia_skinneri",9
"Zamiaceae","Zamia","skinneri","Zamia_skinneri",9
"Zamiaceae","Zamia","tuerckheimii","Zamia_tuerckheimii",8
"Cycadaceae","Cycas","thouarsii","Cycas_thouarsii",11
"Zamiaceae","Zamia","lecointei","Zamia_lecointei",8
"Zamiaceae","Zamia","ulei","Zamia_ulei",13
"Zamiaceae","Zamia","pumila","Zamia_pumila",8
"Zamiaceae","Zamia","pumila","Zamia_pumila",8
"Zamiaceae","Zamia","manicata","Zamia_manicata",9
"Zamiaceae","Zamia","manicata","Zamia_manicata",9
"Zamiaceae","Stangeria","eriopus","Stangeria_eriopus",8
"Zamiaceae","Stangeria","eriopus","Stangeria_eriopus",8
"Zamiaceae","Stangeria","eriopus","Stangeria_eriopus",8
"Zamiaceae","Encephalartos","villosus","Encephalartos_villosus",9
"Zamiaceae","Encephalartos","villosus","Encephalartos_villosus",9
"Zamiaceae","Ceratozamia","kuesteriana","Ceratozamia_kuesteriana",8
"Zamiaceae","Ceratozamia","kuesteriana","Ceratozamia_kuesteriana",8
"Zamiaceae","Macrozamia","spiralis","Macrozamia_spiralis",9
"Zamiaceae","Macrozamia","secunda","Macrozamia_secunda",9
"Zamiaceae","Macrozamia","riedlei","Macrozamia_riedlei",9
"Zamiaceae","Macrozamia","pauli-guilielmi","Macrozamia_pauli-guilielmi",9
"Zamiaceae","Macrozamia","moorei","Macrozamia_moorei",9
"Zamiaceae","Macrozamia","miquelii","Macrozamia_miquelii",9
"Zamiaceae","Macrozamia","heteromera","Macrozamia_heteromera",9
"Zamiaceae","Macrozamia","communis","Macrozamia_communis",9
"Zamiaceae","Zamia","fischeri","Zamia_fischeri",8
"Zamiaceae","Zamia","fischeri","Zamia_fischeri",8
"Zamiaceae","Zamia","integrifolia","Zamia_integrifolia",8
"Zamiaceae","Zamia","integrifolia","Zamia_integrifolia",8
"Zamiaceae","Ceratozamia","mexicana","Ceratozamia_mexicana",8
"Zamiaceae","Ceratozamia","mexicana","Ceratozamia_mexicana",8
"Zamiaceae","Ceratozamia","mexicana","Ceratozamia_mexicana",8
"Zamiaceae","Ceratozamia","mexicana","Ceratozamia_mexicana",8
"Zamiaceae","Zamia","standleyi","Zamia_standleyi",8
"Zamiaceae","Zamia","restrepoi","Zamia_restrepoi",9
