class,order,family,genus,species,haploid
Actinopteri,Cypriniformes,Cyprinidae,gobio,Gobio_gobio,25
Actinopteri,Cypriniformes,Cyprinidae,gobio,Gobio_gobio,25
Actinopteri,Cypriniformes,Cyprinidae,gobio,Gobio_gobio,25
Actinopteri,Cypriniformes,Cyprinidae,gobio,Gobio_gobio,25
Actinopteri,Cypriniformes,Cyprinidae,gobio,Gobio_gobio,25
Actinopteri,Cypriniformes,Cyprinidae,gobio,Gobio_kubanicus,25
Actinopteri,Cypriniformes,Cyprinidae,gobio,Gobio_soldatovi,25
Actinopteri,Cypriniformes,Cyprinidae,gobio,Gobio_tenuicorpus,25
Actinopteri,Cypriniformes,Cyprinidae,gobiobotia,Gobiobotia_abbreviata,25
Actinopteri,Cypriniformes,Cyprinidae,gobiobotia,Gobiobotia_boulengeri,25
Actinopteri,Cypriniformes,Cyprinidae,gobiobotia,Gobiobotia_boulengeri,25
Actinopteri,Cypriniformes,Cyprinidae,gobiobotia,Gobiobotia_brevibarba,25
Actinopteri,Cypriniformes,Cyprinidae,gobiobotia,Gobiobotia_ichangensis,25
Actinopteri,Cypriniformes,Cyprinidae,gobiobotia,Gobiobotia_longibarba,25
Actinopteri,Cypriniformes,Cyprinidae,hemibarbus,Hemibarbus_barbus,25
Actinopteri,Cypriniformes,Cyprinidae,hemibarbus,Hemibarbus_barbus,25
Actinopteri,Cypriniformes,Cyprinidae,hemibarbus,Hemibarbus_labeo,25
Actinopteri,Cypriniformes,Cyprinidae,hemibarbus,Hemibarbus_labeo,25
Actinopteri,Cypriniformes,Cyprinidae,hemibarbus,Hemibarbus_labeo,25
Actinopteri,Cypriniformes,Cyprinidae,hemibarbus,Hemibarbus_longirostris,25
Actinopteri,Cypriniformes,Cyprinidae,hemibarbus,Hemibarbus_longirostris,25
Actinopteri,Cypriniformes,Cyprinidae,hemibarbus,Hemibarbus_longirostris,25
Actinopteri,Cypriniformes,Cyprinidae,hemibarbus,Hemibarbus_longirostris,25
Actinopteri,Cypriniformes,Cyprinidae,hemibarbus,Hemibarbus_maculatus,25
Actinopteri,Cypriniformes,Cyprinidae,hemibarbus,Hemibarbus_maculatus,25
Actinopteri,Cypriniformes,Cyprinidae,hemibarbus,Hemibarbus_mylodon,25
Actinopteri,Cypriniformes,Cyprinidae,hemiculter,Hemiculter_bleekeri,24
Actinopteri,Cypriniformes,Cyprinidae,hemiculter,Hemiculter_eigenmanni,24
Actinopteri,Cypriniformes,Cyprinidae,hemiculter,Hemiculter_leucisculus,24
Actinopteri,Cypriniformes,Cyprinidae,hemiculter,Hemiculter_nigromarginis,24
Actinopteri,Cypriniformes,Cyprinidae,hemiculterella,Hemiculterella_sauvagei,24
Actinopteri,Cypriniformes,Cyprinidae,hemigrammocypris,Hemigrammocypris_rasborella,24
Actinopteri,Cypriniformes,Cyprinidae,hemitremia,Hemitremia_flammea,25
Actinopteri,Cypriniformes,Cyprinidae,hesperoleucus,Hesperoleucus_symmetricus,25
Actinopteri,Cypriniformes,Cyprinidae,hesperoleucus,Hesperoleucus_symmetricus,25
Actinopteri,Cypriniformes,Cyprinidae,huigobio,Huigobio_chenhsienensis,25
Actinopteri,Cypriniformes,Cyprinidae,hybognathus,Hybognathus_hayi,25
Actinopteri,Cypriniformes,Cyprinidae,hybognathus,Hybognathus_nuchalis,25
Actinopteri,Cypriniformes,Cyprinidae,hybognathus,Hybognathus_placitus,25
Actinopteri,Cypriniformes,Cyprinidae,hypophthalmichthys,Hypophthalmichthys_molitrix,24
Actinopteri,Cypriniformes,Cyprinidae,hypophthalmichthys,Hypophthalmichthys_molitrix,24
Actinopteri,Cypriniformes,Cyprinidae,hypophthalmichthys,Hypophthalmichthys_molitrix,24
Actinopteri,Cypriniformes,Cyprinidae,hypophthalmichthys,Hypophthalmichthys_molitrix,24
Actinopteri,Cypriniformes,Cyprinidae,hypophthalmichthys,Hypophthalmichthys_molitrix,24
Actinopteri,Cypriniformes,Cyprinidae,hypselobarbus,Hypselobarbus_curmuca,50
Actinopteri,Cypriniformes,Cyprinidae,hypsibarbus,Hypsibarbus_wetmorei,25
Actinopteri,Cypriniformes,Cyprinidae,labeo,Labeo_alluaudi,25
Actinopteri,Cypriniformes,Cyprinidae,labeo,Labeo_bata,25
Actinopteri,Cypriniformes,Cyprinidae,labeo,Labeo_bata,25
Actinopteri,Cypriniformes,Cyprinidae,labeo,Labeo_behri,25
Actinopteri,Cypriniformes,Cyprinidae,labeo,Labeo_caeruleus,24
Actinopteri,Cypriniformes,Cyprinidae,labeo,Labeo_calbasu,25
Actinopteri,Cypriniformes,Cyprinidae,labeo,Labeo_calbasu,25
Actinopteri,Cypriniformes,Cyprinidae,labeo,Labeo_calbasu,25
Actinopteri,Cypriniformes,Cyprinidae,labeo,Labeo_coubie,25
Actinopteri,Cypriniformes,Cyprinidae,labeo,Labeo_dero,24
Actinopteri,Cypriniformes,Cyprinidae,labeo,Labeo_dero,25
Actinopteri,Cypriniformes,Cyprinidae,labeo,Labeo_diplostomus,25
Actinopteri,Cypriniformes,Cyprinidae,labeo,Labeo_dussumieri,25
Actinopteri,Cypriniformes,Cyprinidae,labeo,Labeo_gonius,27
Actinopteri,Cypriniformes,Cyprinidae,labeo,Labeo_pangusia,25
Actinopteri,Cypriniformes,Cyprinidae,labeo,Labeo_parvus,25
Actinopteri,Cypriniformes,Cyprinidae,labeo,Labeo_parvus,25
Actinopteri,Cypriniformes,Cyprinidae,labeo,Labeo_rohita,25
Actinopteri,Cypriniformes,Cyprinidae,labeo,Labeo_rohita,25
Actinopteri,Cypriniformes,Cyprinidae,labeo,Labeo_rohita,25
Actinopteri,Cypriniformes,Cyprinidae,labeo,Labeo_rohita,25
Actinopteri,Cypriniformes,Cyprinidae,labeo,Labeo_rohita,25
Actinopteri,Cypriniformes,Cyprinidae,labeo,Labeo_rohita,25
Actinopteri,Cypriniformes,Cyprinidae,labeo,Labeo_roseopunctatus,25
Actinopteri,Cypriniformes,Cyprinidae,labeo,Labeo_rouaneti,25
Actinopteri,Cypriniformes,Cyprinidae,labeo,Labeo_senegalensis,25
Actinopteri,Cypriniformes,Cyprinidae,labeobarbus,Labeobarbus_aeneus,74
Actinopteri,Cypriniformes,Cyprinidae,labeobarbus,Labeobarbus_capensis,75
Actinopteri,Cypriniformes,Cyprinidae,labeobarbus,Labeobarbus_capensis,75
Actinopteri,Cypriniformes,Cyprinidae,labeobarbus,Labeobarbus_intermedius,75
Actinopteri,Cypriniformes,Cyprinidae,labeobarbus,Labeobarbus_intermedius,75
Actinopteri,Cypriniformes,Cyprinidae,labeobarbus,Labeobarbus_kimberleyensis,74
Actinopteri,Cypriniformes,Cyprinidae,labeobarbus,Labeobarbus_marequensis,75
Actinopteri,Cypriniformes,Cyprinidae,labeobarbus,Labeobarbus_natalensis,75
Actinopteri,Cypriniformes,Cyprinidae,labeobarbus,Labeobarbus_polylepis,75
Actinopteri,Cypriniformes,Cyprinidae,labeobarbus,Labeobarbus_polylepis,75
Actinopteri,Cypriniformes,Cyprinidae,labeobarbus,Labeobarbus_polylepis,74
Actinopteri,Cypriniformes,Cyprinidae,labiobarbus,Labiobarbus_lineatus,25
Actinopteri,Cypriniformes,Cyprinidae,leptobarbus,Leptobarbus_hoevenii,25
Actinopteri,Cypriniformes,Cyprinidae,leptobarbus,Leptobarbus_hoevenii,25
Actinopteri,Cypriniformes,Cyprinidae,leptocypris,Leptocypris_niloticus,25
Actinopteri,Cypriniformes,Cyprinidae,leucaspius,Leucaspius_delineatus,25
Actinopteri,Cypriniformes,Cyprinidae,leucaspius,Leucaspius_delineatus,25
Actinopteri,Cypriniformes,Cyprinidae,leucaspius,Leucaspius_delineatus,25
Actinopteri,Cypriniformes,Cyprinidae,leuciscus,Leuciscus_bergi,25
Actinopteri,Cypriniformes,Cyprinidae,leuciscus,Leuciscus_idus,25
Actinopteri,Cypriniformes,Cyprinidae,leuciscus,Leuciscus_idus,25
Actinopteri,Cypriniformes,Cyprinidae,leuciscus,Leuciscus_leuciscus,25
Actinopteri,Cypriniformes,Cyprinidae,leuciscus,Leuciscus_leuciscus,25
Actinopteri,Cypriniformes,Cyprinidae,leuciscus,Leuciscus_leuciscus,25
Actinopteri,Cypriniformes,Cyprinidae,leuciscus,Leuciscus_baicalensis,25
Actinopteri,Cypriniformes,Cyprinidae,leuciscus,Leuciscus_schmidti,25
Actinopteri,Cypriniformes,Cyprinidae,leuciscus,Leuciscus_waleckii,25
Actinopteri,Cypriniformes,Cyprinidae,luciobarbus,Luciobarbus_bocagei,50
Actinopteri,Cypriniformes,Cyprinidae,luciobarbus,Luciobarbus_brachycephalus,50
Actinopteri,Cypriniformes,Cyprinidae,luciobarbus,Luciobarbus_comizo,50
Actinopteri,Cypriniformes,Cyprinidae,luciobarbus,Luciobarbus_microcephalus,50
Actinopteri,Cypriniformes,Cyprinidae,luciobarbus,Luciobarbus_sclateri,50
Actinopteri,Cypriniformes,Cyprinidae,luciobarbus,Luciobarbus_steindachneri,50
Actinopteri,Cypriniformes,Cyprinidae,luciobrama,Luciobrama_macrocephalus,24
Actinopteri,Cypriniformes,Cyprinidae,lythrurus,Lythrurus_roseipinnis,25
Actinopteri,Cypriniformes,Cyprinidae,macrhybopsis,Macrhybopsis_aestivalis,25
Actinopteri,Cypriniformes,Cyprinidae,margariscus,Margariscus_margarita,25
Actinopteri,Cypriniformes,Cyprinidae,meda,Meda_fulgida,25
Actinopteri,Cypriniformes,Cyprinidae,megalobrama,Megalobrama_amblycephala,24
Actinopteri,Cypriniformes,Cyprinidae,megalobrama,Megalobrama_amblycephala,24
Actinopteri,Cypriniformes,Cyprinidae,megalobrama,Megalobrama_amblycephala,24
Actinopteri,Cypriniformes,Cyprinidae,megalobrama,Megalobrama_amblycephala,24
Actinopteri,Cypriniformes,Cyprinidae,megalobrama,Megalobrama_amblycephala,24
Actinopteri,Cypriniformes,Cyprinidae,megalobrama,Megalobrama_terminalis,24
Actinopteri,Cypriniformes,Cyprinidae,megalobrama,Megalobrama_terminalis,24
Actinopteri,Cypriniformes,Cyprinidae,microphysogobio,Microphysogobio_longidorsalis,25
Actinopteri,Cypriniformes,Cyprinidae,microphysogobio,Microphysogobio_yaluensis,25
Actinopteri,Cypriniformes,Cyprinidae,microphysogobio,Microphysogobio_yaluensis,25
Actinopteri,Cypriniformes,Cyprinidae,morulius,Morulius_chrysophekadion,25
Actinopteri,Cypriniformes,Cyprinidae,mylopharodon,Mylopharodon_conocephalus,25
Actinopteri,Cypriniformes,Cyprinidae,mylopharyngodon,Mylopharyngodon_piceus,24
Actinopteri,Cypriniformes,Cyprinidae,mylopharyngodon,Mylopharyngodon_piceus,24
Actinopteri,Cypriniformes,Cyprinidae,mylopharyngodon,Mylopharyngodon_piceus,24
Actinopteri,Cypriniformes,Cyprinidae,mylopharyngodon,Mylopharyngodon_piceus,24
Actinopteri,Cypriniformes,Cyprinidae,mystacoleucus,Mystacoleucus_marginatus,25
Actinopteri,Cypriniformes,Cyprinidae,neolissochilus,Neolissochilus_dukai,50
Actinopteri,Cypriniformes,Cyprinidae,nocomis,Nocomis_leptocephalus,25
Actinopteri,Cypriniformes,Cyprinidae,nocomis,Nocomis_micropogon,25
Actinopteri,Cypriniformes,Cyprinidae,notropis,Notropis_amabilis,25
Actinopteri,Cypriniformes,Cyprinidae,notropis,Notropis_atherinoides,25
Actinopteri,Cypriniformes,Cyprinidae,notropis,Notropis_atrocaudalis,25
Actinopteri,Cypriniformes,Cyprinidae,notropis,Notropis_baileyi,25
Actinopteri,Cypriniformes,Cyprinidae,notropis,Notropis_boops,25
Actinopteri,Cypriniformes,Cyprinidae,notropis,Notropis_braytoni,25
Actinopteri,Cypriniformes,Cyprinidae,notropis,Notropis_buccatus,25
Actinopteri,Cypriniformes,Cyprinidae,notropis,Notropis_buchanani,25
Actinopteri,Cypriniformes,Cyprinidae,notropis,Notropis_chrosomus,25
Actinopteri,Cypriniformes,Cyprinidae,notropis,Notropis_dorsalis,25
Actinopteri,Cypriniformes,Cyprinidae,notropis,Notropis_jemezanus,25
Actinopteri,Cypriniformes,Cyprinidae,notropis,Notropis_longirostris,25
Actinopteri,Cypriniformes,Cyprinidae,cyprinella,Cyprinella_lep,25
Actinopteri,Cypriniformes,Cyprinidae,notropis,Notropis_maculatus,25
Actinopteri,Cypriniformes,Cyprinidae,notropis,Notropis_nubilus,25
Actinopteri,Cypriniformes,Cyprinidae,notropis,Notropis_oxyrhynchus,25
Actinopteri,Cypriniformes,Cyprinidae,notropis,Notropis_petersoni,25
Actinopteri,Cypriniformes,Cyprinidae,notropis,Notropis_potteri,25
Actinopteri,Cypriniformes,Cyprinidae,notropis,Notropis_sabinae,25
Actinopteri,Cypriniformes,Cyprinidae,notropis,Notropis_shumardi,25
Actinopteri,Cypriniformes,Cyprinidae,notropis,Notropis_stilbius,25
Actinopteri,Cypriniformes,Cyprinidae,notropis,Notropis_stramineus,25
Actinopteri,Cypriniformes,Cyprinidae,notropis,Notropis_stramineus,25
Actinopteri,Cypriniformes,Cyprinidae,notropis,Notropis_texanus,25
Actinopteri,Cypriniformes,Cyprinidae,notropis,Notropis_texanus,25
Actinopteri,Cypriniformes,Cyprinidae,notropis,Notropis_volucellus,25
Actinopteri,Cypriniformes,Cyprinidae,notropis,Notropis_volucellus,25
Actinopteri,Cypriniformes,Cyprinidae,ochetobius,Ochetobius_elongatus,24
Actinopteri,Cypriniformes,Cyprinidae,opsariichthys,Opsariichthys_bidens,38
Actinopteri,Cypriniformes,Cyprinidae,opsariichthys,Opsariichthys_bidens,37
Actinopteri,Cypriniformes,Cyprinidae,opsariichthys,Opsariichthys_bidens,38
Actinopteri,Cypriniformes,Cyprinidae,opsariichthys,Opsariichthys_uncirostris,38
Actinopteri,Cypriniformes,Cyprinidae,opsariichthys,Opsariichthys_uncirostris,37
Actinopteri,Cypriniformes,Cyprinidae,opsariichthys,Opsariichthys_uncirostris,39
Actinopteri,Cypriniformes,Cyprinidae,opsopoeodus,Opsopoeodus_emiliae,24
Actinopteri,Cypriniformes,Cyprinidae,opsopoeodus,Opsopoeodus_emiliae,25
Actinopteri,Cypriniformes,Cyprinidae,orthodon,Orthodon_microlepidotus,25
Actinopteri,Cypriniformes,Cyprinidae,osteobrama,Osteobrama_belangeri,25
Actinopteri,Cypriniformes,Cyprinidae,osteobrama,Osteobrama_cotio,24
Actinopteri,Cypriniformes,Cyprinidae,osteobrama,Osteobrama_cotio,24
Actinopteri,Cypriniformes,Cyprinidae,osteobrama,Osteobrama_cotio,24
Actinopteri,Cypriniformes,Cyprinidae,osteochilus,Osteochilus_hasselti,25
Actinopteri,Cypriniformes,Cyprinidae,osteochilus,Osteochilus_vittatus,25
Actinopteri,Cypriniformes,Cyprinidae,osteochilus,Osteochilus_waandersi,25
Actinopteri,Cypriniformes,Cyprinidae,pachychilon,Pachychilon_macedonicum,25
Actinopteri,Cypriniformes,Cyprinidae,pachychilon,Pachychilon_pictum,25
Actinopteri,Cypriniformes,Cyprinidae,parabramis,Parabramis_pekinensis,24
Actinopteri,Cypriniformes,Cyprinidae,paracanthobrama,Paracanthobrama_guichenoti,25
Actinopteri,Cypriniformes,Cyprinidae,paracanthobrama,Paracanthobrama_umbrifer,25
Actinopteri,Cypriniformes,Cyprinidae,parachondrostoma,Parachondrostoma_arrigonis,25
Actinopteri,Cypriniformes,Cyprinidae,parachondrostoma,Parachondrostoma_toxostoma,25
Actinopteri,Cypriniformes,Cyprinidae,parachondrostoma,Parachondrostoma_toxostoma,25
Actinopteri,Cypriniformes,Cyprinidae,paraleucogobio,Paraleucogobio_strigatus,25
Actinopteri,Cypriniformes,Cyprinidae,paraleucogobio,Paraleucogobio_strigatus,25
Actinopteri,Cypriniformes,Cyprinidae,parapelecus,Parapelecus_argenteus,24
Actinopteri,Cypriniformes,Cyprinidae,parapelecus,Parapelecus_engraulis,24
Actinopteri,Cypriniformes,Cyprinidae,parasinilabeo,Parasinilabeo_assimilis,25
Actinopteri,Cypriniformes,Cyprinidae,pelecus,Pelecus_cultratus,25
Actinopteri,Cypriniformes,Cyprinidae,petroleuciscus,Petroleuciscus_borysthenicus,25
Actinopteri,Cypriniformes,Cyprinidae,petroleuciscus,Petroleuciscus_persidis,25
Actinopteri,Cypriniformes,Cyprinidae,phenacobius,Phenacobius_mirabilis,25
Actinopteri,Cypriniformes,Cyprinidae,phoxinellus,Phoxinellus_alepidotus,25
Actinopteri,Cypriniformes,Cyprinidae,phoxinus,Phoxinus_keumkang,25
Actinopteri,Cypriniformes,Cyprinidae,phoxinus,Phoxinus_lagowskii,25
Actinopteri,Cypriniformes,Cyprinidae,phoxinus,Phoxinus_lagowskii,25
Actinopteri,Cypriniformes,Cyprinidae,phoxinus,Phoxinus_oxycephalus,25
Actinopteri,Cypriniformes,Cyprinidae,phoxinus,Phoxinus_oxycephalus,25
Actinopteri,Cypriniformes,Cyprinidae,phoxinus,Phoxinus_oxycephalus,25
Actinopteri,Cypriniformes,Cyprinidae,phoxinus,Phoxinus_oxycephalus,25
Actinopteri,Cypriniformes,Cyprinidae,phoxinus,Phoxinus_oxycephalus,25
Actinopteri,Cypriniformes,Cyprinidae,phoxinus,Phoxinus_oxycephalus,25
Actinopteri,Cypriniformes,Cyprinidae,phoxinus,Phoxinus_oxycephalus,25
Actinopteri,Cypriniformes,Cyprinidae,phoxinus,Phoxinus_oxycephalus,25
Actinopteri,Cypriniformes,Cyprinidae,phoxinus,Phoxinus_phoxinus,25
Actinopteri,Cypriniformes,Cyprinidae,phoxinus,Phoxinus_phoxinus,25
Actinopteri,Cypriniformes,Cyprinidae,phoxinus,Phoxinus_phoxinus,25
Actinopteri,Cypriniformes,Cyprinidae,phoxinus,Phoxinus_phoxinus,25
Actinopteri,Cypriniformes,Cyprinidae,phoxinus,Phoxinus_phoxinus,25
Actinopteri,Cypriniformes,Cyprinidae,phoxinus,Phoxinus_phoxinus,25
Actinopteri,Cypriniformes,Cyprinidae,pimephales,Pimephales_notatus,25
Actinopteri,Cypriniformes,Cyprinidae,pimephales,Pimephales_notatus,26
Actinopteri,Cypriniformes,Cyprinidae,pimephales,Pimephales_promelas,25
Actinopteri,Cypriniformes,Cyprinidae,pimephales,Pimephales_vigilax,25
Actinopteri,Cypriniformes,Cyprinidae,plagiognathops,Plagiognathops_microlepis,24
Actinopteri,Cypriniformes,Cyprinidae,plagopterus,Plagopterus_argentissimus,25
Actinopteri,Cypriniformes,Cyprinidae,platysmacheilus,Platysmacheilus_exiguus,25
Actinopteri,Cypriniformes,Cyprinidae,pogonichthys,Pogonichthys_macrolepidotus,25
Actinopteri,Cypriniformes,Cyprinidae,procypris,Procypris_rabaudi,50
Actinopteri,Cypriniformes,Cyprinidae,pseudaspius,Pseudaspius_leptocephalus,25
Actinopteri,Cypriniformes,Cyprinidae,pseudobrama,Pseudobrama_simoni,24
Actinopteri,Cypriniformes,Cyprinidae,pseudochondrostoma,Pseudochondrostoma_duriense,25
Actinopteri,Cypriniformes,Cyprinidae,pseudochondrostoma,Pseudochondrostoma_duriense,25
Actinopteri,Cypriniformes,Cyprinidae,pseudochondrostoma,Pseudochondrostoma_polylepis,25
Actinopteri,Cypriniformes,Cyprinidae,pseudochondrostoma,Pseudochondrostoma_willkommii,25
Actinopteri,Cypriniformes,Cyprinidae,pseudogobio,Pseudogobio_esocinus,25
Actinopteri,Cypriniformes,Cyprinidae,pseudogobio,Pseudogobio_esocinus,25
Actinopteri,Cypriniformes,Cyprinidae,pseudogobio,Pseudogobio_vaillanti,25
Actinopteri,Cypriniformes,Cyprinidae,pseudogobio,Pseudogobio_vaillanti,25
Actinopteri,Cypriniformes,Cyprinidae,pseudohemiculter,Pseudohemiculter_dispar,24
Actinopteri,Cypriniformes,Cyprinidae,pseudolaubuca,Pseudolaubuca_sinensis,24
Actinopteri,Cypriniformes,Cyprinidae,pseudopungtungia,Pseudopungtungia_nigra,25
Actinopteri,Cypriniformes,Cyprinidae,pseudopungtungia,Pseudopungtungia_tenuicorpus,25
Actinopteri,Cypriniformes,Cyprinidae,pseudorasbora,Pseudorasbora_parva,25
Actinopteri,Cypriniformes,Cyprinidae,pseudorasbora,Pseudorasbora_parva,25
Actinopteri,Cypriniformes,Cyprinidae,pseudorasbora,Pseudorasbora_parva,25
Actinopteri,Cypriniformes,Cyprinidae,pseudorasbora,Pseudorasbora_parva,25
Actinopteri,Cypriniformes,Cyprinidae,pseudorasbora,Pseudorasbora_parva,25
Actinopteri,Cypriniformes,Cyprinidae,pseudorasbora,Pseudorasbora_parva,25
Actinopteri,Cypriniformes,Cyprinidae,pseudorasbora,Pseudorasbora_parva,25
Actinopteri,Cypriniformes,Cyprinidae,pseudorasbora,Pseudorasbora_pumila,25
Actinopteri,Cypriniformes,Cyprinidae,pseudorasbora,Pseudorasbora_pumila,25
Actinopteri,Cypriniformes,Cyprinidae,pteronotropis,Pteronotropis_hubbsi,25
Actinopteri,Cypriniformes,Cyprinidae,pteronotropis,Pteronotropis_signipinnis,25
Actinopteri,Cypriniformes,Cyprinidae,pteronotropis,Pteronotropis_welaka,25
Actinopteri,Cypriniformes,Cyprinidae,ptychocheilus,Ptychocheilus_grandis,25
Actinopteri,Cypriniformes,Cyprinidae,ptychocheilus,Ptychocheilus_lucius,25
Actinopteri,Cypriniformes,Cyprinidae,ptychocheilus,Ptychocheilus_oregonensis,25
Actinopteri,Cypriniformes,Cyprinidae,ptychocheilus,Ptychocheilus_umpquae,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_arulius,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_brevis,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_conchonius,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_conchonius,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_conchonius,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_conchonius,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_conchonius,24
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_cumingi,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_denisonii,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_everetti,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_fasciatus,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_fasciatus,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_filamentosus,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_filamentosus,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_lateristriga,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_manipurensis,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_melanampyx,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_nigrofasciatus,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_oligolepis,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_orphoides,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_orphoides,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_partipentazona,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_pentazona,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_sarana,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_sarana,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_semifasciolatus,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_semifasciolatus,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_sophore,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_sophore,24
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_sophore,24
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_sophore,24
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_sophore,24
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_sophore,24
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_stoliczkanus,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_tetrazona,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_tetrazona,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_tetrazona,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_tetrazona,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_ticto,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_ticto,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_ticto,25
Actinopteri,Cypriniformes,Cyprinidae,puntius,Puntius_titteya,25
Actinopteri,Cypriniformes,Cyprinidae,raiamas,Raiamas_bola,25
Actinopteri,Cypriniformes,Cyprinidae,raiamas,Raiamas_nigeriensis,25
Actinopteri,Cypriniformes,Cyprinidae,raiamas,Raiamas_senegalensis,25
Actinopteri,Cypriniformes,Cyprinidae,raiamas,Raiamas_steindachneri,25
Actinopteri,Cypriniformes,Cyprinidae,rasbora,Rasbora_argyrotaenia,25
Actinopteri,Cypriniformes,Cyprinidae,rhinichthys,Rhinichthys_atratulus,25
Actinopteri,Cypriniformes,Cyprinidae,rhinichthys,Rhinichthys_cataractae,25
Actinopteri,Cypriniformes,Cyprinidae,rhinichthys,Rhinichthys_cataractae,25
Actinopteri,Cypriniformes,Cyprinidae,rhinichthys,Rhinichthys_cobitis,25
Actinopteri,Cypriniformes,Cyprinidae,rhinichthys,Rhinichthys_evermanni,25
Actinopteri,Cypriniformes,Cyprinidae,rhinichthys,Rhinichthys_osculus,25
Actinopteri,Cypriniformes,Cyprinidae,rhinogobio,Rhinogobio_cylindricus,25
Actinopteri,Cypriniformes,Cyprinidae,rhinogobio,Rhinogobio_typus,25
Actinopteri,Cypriniformes,Cyprinidae,rhinogobio,Rhinogobio_ventralis,25
Actinopteri,Cypriniformes,Cyprinidae,rhynchocypris,Rhynchocypris_percnurus,25
Actinopteri,Cypriniformes,Cyprinidae,richardsonius,Richardsonius_balteatus,25
Actinopteri,Cypriniformes,Cyprinidae,richardsonius,Richardsonius_egregius,25
Actinopteri,Cypriniformes,Cyprinidae,romanogobio,Romanogobio_banaticus,25
Actinopteri,Cypriniformes,Cyprinidae,romanogobio,Romanogobio_kessleri,25
Actinopteri,Cypriniformes,Cyprinidae,romanogobio,Romanogobio_uranoscopus,26
Actinopteri,Cypriniformes,Cyprinidae,romanogobio,Romanogobio_uranoscopus,25
Actinopteri,Cypriniformes,Cyprinidae,romanogobio,Romanogobio_vladykovi,25
Actinopteri,Cypriniformes,Cyprinidae,rostrogobio,Rostrogobio_amurensis,25
Actinopteri,Cypriniformes,Cyprinidae,rutilus,Rutilus_aula,25
Actinopteri,Cypriniformes,Cyprinidae,rutilus,Rutilus_frisii,25
Actinopteri,Cypriniformes,Cyprinidae,rutilus,Rutilus_pigus,25
Actinopteri,Cypriniformes,Cyprinidae,rutilus,Rutilus_rubilio,25
Actinopteri,Cypriniformes,Cyprinidae,rutilus,Rutilus_rutilus,25
Actinopteri,Cypriniformes,Cyprinidae,rutilus,Rutilus_rutilus,25.5
Actinopteri,Cypriniformes,Cyprinidae,rutilus,Rutilus_caspicus,25
Actinopteri,Cypriniformes,Cyprinidae,sarcocheilichthys,Sarcocheilichthys_biwaensis,25
Actinopteri,Cypriniformes,Cyprinidae,sarcocheilichthys,Sarcocheilichthys_czerskii,25
Actinopteri,Cypriniformes,Cyprinidae,sarcocheilichthys,Sarcocheilichthys_kiangsiensis,25
Actinopteri,Cypriniformes,Cyprinidae,sarcocheilichthys,Sarcocheilichthys_lacustris,25
