Family,Genus,Species,species,haploid
Brassicaceae,Cardamine,pectinata,Cardamine_pectinata,8
Brassicaceae,Cardamine,pedata,Cardamine_pedata,15
Brassicaceae,Cardamine,pennsylvanica,Cardamine_pennsylvanica,16
Brassicaceae,Cardamine,pensylvanica,Cardamine_pensylvanica,16
Brassicaceae,Cardamine,pentaphyllos,Cardamine_pentaphyllos,24
Brassicaceae,Cardamine,penzesii,Cardamine_penzesii,8
Brassicaceae,Cardamine,pinnata,Cardamine_pinnata,24
Brassicaceae,Cardamine,plumierii,Cardamine_plumierii,8
Brassicaceae,Cardamine,polyphylla,Cardamine_polyphylla,24
Brassicaceae,Cardamine,pratensis,Cardamine_pratensis,8
Brassicaceae,Cardamine,pratensis L. s.l.,Cardamine_pratensis l. s.l.,32
Brassicaceae,Cardamine,pratensis subsp. matthioli,Cardamine_pratensis subsp. matthioli,8
Brassicaceae,Cardamine,pratensis subsp. paludosa,Cardamine_pratensis subsp. paludosa,28
Brassicaceae,Cardamine,pubescens,Cardamine_pubescens,8
Brassicaceae,Cardamine,purpurea,Cardamine_purpurea,48
Brassicaceae,Cardamine,raphanifolia,Cardamine_raphanifolia,24
Brassicaceae,Cardamine,raphanifolia subsp. acris,Cardamine_raphanifolia subsp. acris,6
Brassicaceae,Cardamine,regeliana,Cardamine_regeliana,16
Brassicaceae,Cardamine,resedifolia,Cardamine_resedifolia,8
Brassicaceae,Cardamine,richardsonii,Cardamine_richardsonii,14
Brassicaceae,Cardamine,rivularis,Cardamine_rivularis,8
Brassicaceae,Cardamine,savensis,Cardamine_savensis,40
Brassicaceae,Cardamine,schinziana,Cardamine_schinziana,24
Brassicaceae,Cardamine,schulziana,Cardamine_schulziana,24
Brassicaceae,Cardamine,schulzii,Cardamine_schulzii,24
Brassicaceae,Cardamine,scutata,Cardamine_scutata,16
Brassicaceae,Cardamine,seidlitziana,Cardamine_seidlitziana,6
Brassicaceae,Cardamine,silana,Cardamine_silana,24
Brassicaceae,Cardamine,sphenophylla,Cardamine_sphenophylla,14
Brassicaceae,Cardamine,tangutorum,Cardamine_tangutorum,21
Brassicaceae,Cardamine,tenera,Cardamine_tenera,8
Brassicaceae,Cardamine,tenuifolia,Cardamine_tenuifolia,16
Brassicaceae,Cardamine,torrentis,Cardamine_torrentis,28
Brassicaceae,Cardamine,trichocarpa,Cardamine_trichocarpa,8
Brassicaceae,Cardamine,trifida,Cardamine_trifida,16
Brassicaceae,Cardamine,trifolia,Cardamine_trifolia,8
Brassicaceae,Cardamine,trifolia L.,Cardamine_trifolia l.,8
Brassicaceae,Cardamine,udicola,Cardamine_udicola,8
Brassicaceae,Cardamine,uliginosa,Cardamine_uliginosa,8
Brassicaceae,Cardamine,umbelata,Cardamine_umbelata,24
Brassicaceae,Cardamine,umbellata,Cardamine_umbellata,24
Brassicaceae,Cardamine,variabilis,Cardamine_variabilis,16
Brassicaceae,Cardamine,victoris,Cardamine_victoris,14
Brassicaceae,Cardamine,waldsteinii,Cardamine_waldsteinii,40
Brassicaceae,Cardamine,wiedemanniana,Cardamine_wiedemanniana,8
Brassicaceae,Cardamine,x,Cardamine_x,12
Brassicaceae,Cardamine,yezoensis,Cardamine_yezoensis,16
Brassicaceae,Cardaminopsis,arenosa,Cardaminopsis_arenosa,16
Brassicaceae,Carrichtera,annua,Carrichtera_annua,8
Brassicaceae,Carrichtera,annuaL.,Carrichtera_annual.,8
Brassicaceae,Catolobus,pendula,Catolobus_pendula,8
Brassicaceae,Caulanthus,amplexicaulis,Caulanthus_amplexicaulis,14
Brassicaceae,Caulanthus,barnebyi,Caulanthus_barnebyi,10
Brassicaceae,Caulanthus,californicus,Caulanthus_californicus,14
Brassicaceae,Caulanthus,cooperi,Caulanthus_cooperi,14
Brassicaceae,Caulanthus,coulteri,Caulanthus_coulteri,14
Brassicaceae,Caulanthus,crassicaulis,Caulanthus_crassicaulis,12
Brassicaceae,Caulanthus,crassicaulis var. glaber,Caulanthus_crassicaulis var. glaber,14
Brassicaceae,Caulanthus,glaber,Caulanthus_glaber,14
Brassicaceae,Caulanthus,glaucus,Caulanthus_glaucus,10
Brassicaceae,Caulanthus,heterophyllus,Caulanthus_heterophyllus,14
Brassicaceae,Caulanthus,inflatus,Caulanthus_inflatus,14
Brassicaceae,Caulanthus,lemmonii,Caulanthus_lemmonii,14
Brassicaceae,Caulanthus,major,Caulanthus_major,14
Brassicaceae,Caulanthus,simulans,Caulanthus_simulans,14
Brassicaceae,Ceratocnemum,rapistroides,Ceratocnemum_rapistroides,8
Brassicaceae,Chalcanthus,renifolius,Chalcanthus_renifolius,7
Brassicaceae,Chamira,circaeoides,Chamira_circaeoides,19
Brassicaceae,Cheesemania,latisiliqua,Cheesemania_latisiliqua,10
Brassicaceae,Cheiranthus,tenuifolius,Cheiranthus_tenuifolius,14
Brassicaceae,Chorispora,cheiri,Chorispora_cheiri,7
Brassicaceae,Chorispora,iberica,Chorispora_iberica,9
Brassicaceae,Chorispora,macropoda,Chorispora_macropoda,7
Brassicaceae,Chorispora,persica,Chorispora_persica,7
Brassicaceae,Chorispora,tenella,Chorispora_tenella,7
Brassicaceae,Chorispora,tentella,Chorispora_tentella,7
Brassicaceae,Christolea,crassifolia,Christolea_crassifolia,7
Brassicaceae,Christolea,pamirica,Christolea_pamirica,7
Brassicaceae,Christolea,parryoides,Christolea_parryoides,6
Brassicaceae,Chrysochamela,velutina,Chrysochamela_velutina,8
Brassicaceae,Cibotarium,stellatum,Cibotarium_stellatum,8
Brassicaceae,Cithareloma,lehmannii,Cithareloma_lehmannii,13
Brassicaceae,Clastopus,erubescens,Clastopus_erubescens,8
Brassicaceae,Clastopus,vestitus,Clastopus_vestitus,8
Brassicaceae,Clausia,aprica,Clausia_aprica,14
Brassicaceae,Clypeola,L.,Clypeola_l.,16
Brassicaceae,Clypeola,aspera,Clypeola_aspera,7
Brassicaceae,Clypeola,dichotoma,Clypeola_dichotoma,7
Brassicaceae,Clypeola,jonthlaspi,Clypeola_jonthlaspi,16
Brassicaceae,Clypeola,lappacea,Clypeola_lappacea,7
Brassicaceae,Clypeola,microcarpa,Clypeola_microcarpa,8
Brassicaceae,Clypeola,microcnrpa,Clypeola_microcnrpa,8
Brassicaceae,Cochlearia,Cochlearia danica,Cochlearia_cochlearia danica,21
Brassicaceae,Cochlearia,Cochlearia megalosperma,Cochlearia_cochlearia megalosperma,19
Brassicaceae,Cochlearia,Cochlearia micacea,Cochlearia_cochlearia micacea,13
Brassicaceae,Cochlearia,Cochlearia officinalis,Cochlearia_cochlearia officinalis,12
Brassicaceae,Cochlearia,Cochlearia pyrenaica,Cochlearia_cochlearia pyrenaica,6
Brassicaceae,Cochlearia,Henrard,Cochlearia_henrard,18
Brassicaceae,Cochlearia,aestuaria,Cochlearia_aestuaria,6
Brassicaceae,Cochlearia,aestuarica,Cochlearia_aestuarica,6
Brassicaceae,Cochlearia,alpina,Cochlearia_alpina,6
Brassicaceae,Cochlearia,anglica,Cochlearia_anglica,24
Brassicaceae,Cochlearia,aragonensis,Cochlearia_aragonensis,24
Brassicaceae,Cochlearia,arctica,Cochlearia_arctica,7
Brassicaceae,Cochlearia,bavarica,Cochlearia_bavarica,18
Brassicaceae,Cochlearia,borzaeana,Cochlearia_borzaeana,24
Brassicaceae,Cochlearia,danica,Cochlearia_danica,21
Brassicaceae,Cochlearia,excelsa,Cochlearia_excelsa,6
Brassicaceae,Cochlearia,flava,Cochlearia_flava,29
Brassicaceae,Cochlearia,glaslifolia,Cochlearia_glaslifolia,19
Brassicaceae,Cochlearia,glastifolia,Cochlearia_glastifolia,19
Brassicaceae,Cochlearia,groenlandica,Cochlearia_groenlandica,7
Brassicaceae,Cochlearia,macrorrhiza,Cochlearia_macrorrhiza,6
Brassicaceae,Cochlearia,megalosperma,Cochlearia_megalosperma,19
Brassicaceae,Cochlearia,micacea,Cochlearia_micacea,13
Brassicaceae,Cochlearia,oblongifolia,Cochlearia_oblongifolia,7
Brassicaceae,Cochlearia,officinalis,Cochlearia_officinalis,12
Brassicaceae,Cochlearia,officinalis subsp. integrifolia,Cochlearia_officinalis subsp. integrifolia,12
Brassicaceae,Cochlearia,officinals,Cochlearia_officinals,12
Brassicaceae,Cochlearia,polonica,Cochlearia_polonica,18
Brassicaceae,Cochlearia,polonica E. FRHL.,Cochlearia_polonica e. frhl.,18
Brassicaceae,Cochlearia,prolongoi,Cochlearia_prolongoi,11
Brassicaceae,Cochlearia,pyrenaica,Cochlearia_pyrenaica,6
Brassicaceae,Cochlearia,pyrenaica*,Cochlearia_pyrenaica*,6
Brassicaceae,Cochlearia,scotica,Cochlearia_scotica,7
Brassicaceae,Cochlearia,tatrae,Cochlearia_tatrae,21
Brassicaceae,Cochlearia,tatrae BORBS,Cochlearia_tatrae borbs,21
Brassicaceae,Cochlearia,velutina,Cochlearia_velutina,8
Brassicaceae,Coincya,Coincya monensis,Coincya_coincya monensis,24
Brassicaceae,Coincya,Coincya wrightii,Coincya_coincya wrightii,12
Brassicaceae,Coincya,cheiranthos,Coincya_cheiranthos,24
Brassicaceae,Coincya,cheiranthus,Coincya_cheiranthus,24
Brassicaceae,Coincya,hispida,Coincya_hispida,24
Brassicaceae,Coincya,johnstonii,Coincya_johnstonii,24
Brassicaceae,Coincya,leptocarpa,Coincya_leptocarpa,12
Brassicaceae,Coincya,longirostra,Coincya_longirostra,12
Brassicaceae,Coincya,monensis,Coincya_monensis,12
Brassicaceae,Coincya,monensis subsp. cheiranthos,Coincya_monensis subsp. cheiranthos,12
Brassicaceae,Coincya,monensis subsp. nevadensis,Coincya_monensis subsp. nevadensis,12
Brassicaceae,Coincya,monensis subsp. orophila,Coincya_monensis subsp. orophila,12
Brassicaceae,Coincya,monensis subsp. puberula,Coincya_monensis subsp. puberula,12
Brassicaceae,Coincya,monensts,Coincya_monensts,12
Brassicaceae,Coincya,orophila,Coincya_orophila,12
Brassicaceae,Coincya,pseuderucastrum,Coincya_pseuderucastrum,24
Brassicaceae,Coincya,puberula,Coincya_puberula,12
Brassicaceae,Coincya,richeri,Coincya_richeri,12
Brassicaceae,Coincya,rupestris,Coincya_rupestris,12
Brassicaceae,Coincya,rupestris subsp. leptocarpa,Coincya_rupestris subsp. leptocarpa,12
Brassicaceae,Coincya,saxatilis,Coincya_saxatilis,10
Brassicaceae,Coincya,transtagana,Coincya_transtagana,12
Brassicaceae,Coincya,trastagana,Coincya_trastagana,12
Brassicaceae,Coincya,wrightii,Coincya_wrightii,12
Brassicaceae,Coluteocarpus,reticulatus,Coluteocarpus_reticulatus,7
Brassicaceae,Coluteocarpus,vesicaria,Coluteocarpus_vesicaria,7
Brassicaceae,Conringia,Conringia orientalis,Conringia_conringia orientalis,7
Brassicaceae,Conringia,austriaca,Conringia_austriaca,14
Brassicaceae,Conringia,orientalis,Conringia_orientalis,7
Brassicaceae,Conringia,perfoliata,Conringia_perfoliata,9
Brassicaceae,Conringia,persica,Conringia_persica,7
Brassicaceae,Conringia,planisiliqua,Conringia_planisiliqua,7
Brassicaceae,Conringia,planisilique,Conringia_planisilique,9
Brassicaceae,Cordylocarpus,muricatus,Cordylocarpus_muricatus,8
Brassicaceae,Crambe,Crambe cordifolia,Crambe_crambe cordifolia,60
Brassicaceae,Crambe,Crambe maritima,Crambe_crambe maritima,30
Brassicaceae,Crambe,abyssinica,Crambe_abyssinica,45
Brassicaceae,Crambe,arborea,Crambe_arborea,15
Brassicaceae,Crambe,armena,Crambe_armena,30
Brassicaceae,Crambe,aspera,Crambe_aspera,15
Brassicaceae,Crambe,cordifolia,Crambe_cordifolia,60
Brassicaceae,Crambe,eordifolia,Crambe_eordifolia,60
Brassicaceae,Crambe,filiformis,Crambe_filiformis,15
Brassicaceae,Crambe,fruticosa,Crambe_fruticosa,15
Brassicaceae,Crambe,gibberosa,Crambe_gibberosa,15
Brassicaceae,Crambe,gomeraea,Crambe_gomeraea,15
Brassicaceae,Crambe,gordjaginii,Crambe_gordjaginii,75
Brassicaceae,Crambe,grandiflora,Crambe_grandiflora,60
Brassicaceae,Crambe,hispanica,Crambe_hispanica,30
Brassicaceae,Crambe,hispanica subsp. abyssinica,Crambe_hispanica subsp. abyssinica,45
Brassicaceae,Crambe,hispanica subsp. glabrata,Crambe_hispanica subsp. glabrata,15
Brassicaceae,Crambe,hispanicum,Crambe_hispanicum,8
Brassicaceae,Crambe,juncea,Crambe_juncea,30
Brassicaceae,Crambe,koktebelica,Crambe_koktebelica,15
Brassicaceae,Crambe,kotschyana,Crambe_kotschyana,15
Brassicaceae,Crambe,kralikii,Crambe_kralikii,30
Brassicaceae,Crambe,laevigata,Crambe_laevigata,15
Brassicaceae,Crambe,maritima,Crambe_maritima,30
Brassicaceae,Crambe,orientalis,Crambe_orientalis,15
Brassicaceae,Crambe,scaberrima,Crambe_scaberrima,15
Brassicaceae,Crambe,schugnana,Crambe_schugnana,15
Brassicaceae,Crambe,schugnanica,Crambe_schugnanica,15
Brassicaceae,Crambe,scoparia,Crambe_scoparia,15
Brassicaceae,Crambe,strigosa,Crambe_strigosa,15
Brassicaceae,Crambe,sventenii,Crambe_sventenii,15
Brassicaceae,Crambe,tataria,Crambe_tataria,15
Brassicaceae,Crambe,tatarica,Crambe_tatarica,30
Brassicaceae,Crambella,teretifolia,Crambella_teretifolia,11
Brassicaceae,Crucihimalaya,bursifolia,Crucihimalaya_bursifolia,8
Brassicaceae,Crucihimalaya,himalaica,Crucihimalaya_himalaica,8
Brassicaceae,Crucihimalaya,himaliaca,Crucihimalaya_himaliaca,8
Brassicaceae,Crucihimalaya,mollissima,Crucihimalaya_mollissima,8
Brassicaceae,Crucihimalaya,mongolica,Crucihimalaya_mongolica,8
Brassicaceae,Crucihimalaya,russelliana,Crucihimalaya_russelliana,8
Brassicaceae,Crucihimalaya,stricta,Crucihimalaya_stricta,7
Brassicaceae,Crucihimalaya,strictum,Crucihimalaya_strictum,7
Brassicaceae,Crucihimalaya,tschuktschorum,Crucihimalaya_tschuktschorum,8
Brassicaceae,Crucihimalaya,wallichii,Crucihimalaya_wallichii,8
Brassicaceae,Cryptospora,falcata,Cryptospora_falcata,7
Brassicaceae,Degenia,velebetica,Degenia_velebetica,8
Brassicaceae,Degenia,velebitica,Degenia_velebitica,8
Brassicaceae,Dendroarabis,fruticulosum,Dendroarabis_fruticulosum,8
Brassicaceae,Descurainia,adenophora,Descurainia_adenophora,21
Brassicaceae,Descurainia,artemisioides,Descurainia_artemisioides,7
Brassicaceae,Descurainia,bourgaeana,Descurainia_bourgaeana,7
Brassicaceae,Descurainia,bourgaeanum,Descurainia_bourgaeanum,7
Brassicaceae,Descurainia,bourgaena,Descurainia_bourgaena,7
Brassicaceae,Descurainia,bourgeauana,Descurainia_bourgeauana,7
Brassicaceae,Descurainia,brevisiliqua,Descurainia_brevisiliqua,21
Brassicaceae,Descurainia,californica,Descurainia_californica,7
Brassicaceae,Descurainia,cumingiana,Descurainia_cumingiana,7
Brassicaceae,Descurainia,gilva,Descurainia_gilva,7
Brassicaceae,Descurainia,gonzalezi,Descurainia_gonzalezi,7
Brassicaceae,Descurainia,gonzalezii,Descurainia_gonzalezii,7
Brassicaceae,Descurainia,impatiens,Descurainia_impatiens,7
Brassicaceae,Descurainia,incana,Descurainia_incana,7
Brassicaceae,Descurainia,incisa,Descurainia_incisa,21
Brassicaceae,Descurainia,incisa subsp. filipes,Descurainia_incisa subsp. filipes,7
Brassicaceae,Descurainia,incisa subsp. viscosa,Descurainia_incisa subsp. viscosa,7
Brassicaceae,Descurainia,lemsii,Descurainia_lemsii,7
Brassicaceae,Descurainia,leptoclada,Descurainia_leptoclada,7
Brassicaceae,Descurainia,longepedicellata,Descurainia_longepedicellata,7
Brassicaceae,Descurainia,millefolia,Descurainia_millefolia,7
Brassicaceae,Descurainia,myriophylla,Descurainia_myriophylla,7
Brassicaceae,Descurainia,nelsonii,Descurainia_nelsonii,7
Brassicaceae,Descurainia,obtusa,Descurainia_obtusa,7
Brassicaceae,Descurainia,obtusa subsp. adenophora,Descurainia_obtusa subsp. adenophora,21
Brassicaceae,Descurainia,pinnata,Descurainia_pinnata,7
Brassicaceae,Descurainia,pinnata subsp. brachycarpa,Descurainia_pinnata subsp. brachycarpa,7
Brassicaceae,Descurainia,pinnata subsp. glabra,Descurainia_pinnata subsp. glabra,14
Brassicaceae,Descurainia,pinnata subsp. halictorum,Descurainia_pinnata subsp. halictorum,7
Brassicaceae,Descurainia,pinnata subsp. intermedia,Descurainia_pinnata subsp. intermedia,14
Brassicaceae,Descurainia,pinnata subsp. menziesii,Descurainia_pinnata subsp. menziesii,14
Brassicaceae,Descurainia,pinnata subsp. nelsonii,Descurainia_pinnata subsp. nelsonii,7
Brassicaceae,Descurainia,pinnata subsp. ochroleuca,Descurainia_pinnata subsp. ochroleuca,14
Brassicaceae,Descurainia,preauxiana,Descurainia_preauxiana,7
Brassicaceae,Descurainia,richardsonii,Descurainia_richardsonii,7
Brassicaceae,Descurainia,sophia,Descurainia_sophia,14
Brassicaceae,Descurainia,sophia (L.) WEBB ex PRANTL,Descurainia_sophia (l.) webb ex prantl,14
Brassicaceae,Descurainia,sophioides,Descurainia_sophioides,7
Brassicaceae,Descurainia,streptocarpa,Descurainia_streptocarpa,14
Brassicaceae,Descurainia,verlettii,Descurainia_verlettii,14
Brassicaceae,Descurainia,virletii,Descurainia_virletii,14
Brassicaceae,Desideria,baiogoinensis,Desideria_baiogoinensis,7
Brassicaceae,Desideria,flabellata,Desideria_flabellata,7
Brassicaceae,Desideria,linearis,Desideria_linearis,7
Brassicaceae,Diceratella,canescens,Diceratella_canescens,11
Brassicaceae,Didesmus,aegyptius,Didesmus_aegyptius,8
Brassicaceae,Didesmus,bipinnatus,Didesmus_bipinnatus,8
Brassicaceae,Didymophysa,aucheri,Didymophysa_aucheri,7
Brassicaceae,Dielsiocharis,kotschyi,Dielsiocharis_kotschyi,8
Brassicaceae,Dimorphocarpa,candicans,Dimorphocarpa_candicans,9
Brassicaceae,Dimorphocarpa,pinnatifida,Dimorphocarpa_pinnatifida,9
Brassicaceae,Dimorphocarpa,wislizeni,Dimorphocarpa_wislizeni,9
Brassicaceae,Dimorphocarpa,wislizenii,Dimorphocarpa_wislizenii,9
Brassicaceae,Diplotaxis,Diplotaxis erucoides,Diplotaxis_diplotaxis erucoides,7
Brassicaceae,Diplotaxis,Diplotaxis muralis,Diplotaxis_diplotaxis muralis,21
Brassicaceae,Diplotaxis,Diplotaxis tenuifolia,Diplotaxis_diplotaxis tenuifolia,11
Brassicaceae,Diplotaxis,acris,Diplotaxis_acris,11
Brassicaceae,Diplotaxis,assurgens,Diplotaxis_assurgens,9
Brassicaceae,Diplotaxis,berthautii,Diplotaxis_berthautii,10
Brassicaceae,Diplotaxis,brevisiliqua,Diplotaxis_brevisiliqua,8
Brassicaceae,Diplotaxis,catholica,Diplotaxis_catholica,9
Brassicaceae,Diplotaxis,cossoniana,Diplotaxis_cossoniana,7
Brassicaceae,Diplotaxis,crassifolia,Diplotaxis_crassifolia,13
Brassicaceae,Diplotaxis,cretacea,Diplotaxis_cretacea,11
Brassicaceae,Diplotaxis,erucoides,Diplotaxis_erucoides,7
Brassicaceae,Diplotaxis,gomez-campoi,Diplotaxis_gomez-campoi,8
Brassicaceae,Diplotaxis,gracilis,Diplotaxis_gracilis,13
Brassicaceae,Diplotaxis,harra,Diplotaxis_harra,13
Brassicaceae,Diplotaxis,harra subsp. crassifolia,Diplotaxis_harra subsp. crassifolia,13
Brassicaceae,Diplotaxis,harra subsp. glauca,Diplotaxis_harra subsp. glauca,13
Brassicaceae,Diplotaxis,harra subsp. hirta,Diplotaxis_harra subsp. hirta,13
Brassicaceae,Diplotaxis,harra subsp. lagascana,Diplotaxis_harra subsp. lagascana,13
Brassicaceae,Diplotaxis,hirta,Diplotaxis_hirta,13
Brassicaceae,Diplotaxis,hirtum,Diplotaxis_hirtum,13
Brassicaceae,Diplotaxis,ibicensis,Diplotaxis_ibicensis,8
Brassicaceae,Diplotaxis,ilorcitana,Diplotaxis_ilorcitana,8
Brassicaceae,Diplotaxis,lagascana,Diplotaxis_lagascana,13
Brassicaceae,Diplotaxis,maurorum,Diplotaxis_maurorum,8
Brassicaceae,Diplotaxis,mural,Diplotaxis_mural,21
Brassicaceae,Diplotaxis,muralis,Diplotaxis_muralis,21
Brassicaceae,Diplotaxis,muralis (L.) DC.,Diplotaxis_muralis (l.) dc.,21
Brassicaceae,Diplotaxis,pitardiana,Diplotaxis_pitardiana,11
Brassicaceae,Diplotaxis,saxatilis,Diplotaxis_saxatilis,11
Brassicaceae,Diplotaxis,scaposa,Diplotaxis_scaposa,9
Brassicaceae,Diplotaxis,siettiana,Diplotaxis_siettiana,8
Brassicaceae,Diplotaxis,siifolia,Diplotaxis_siifolia,10
Brassicaceae,Diplotaxis,siifolia subsp. vicentina,Diplotaxis_siifolia subsp. vicentina,10
Brassicaceae,Diplotaxis,simplex,Diplotaxis_simplex,11
Brassicaceae,Diplotaxis,sundingii,Diplotaxis_sundingii,13
Brassicaceae,Diplotaxis,tenuifolia,Diplotaxis_tenuifolia,11
Brassicaceae,Diplotaxis,tenuifolia subsp. cretacea,Diplotaxis_tenuifolia subsp. cretacea,11
Brassicaceae,Diplotaxis,tenuisiliqua,Diplotaxis_tenuisiliqua,9
Brassicaceae,Diplotaxis,vicentina,Diplotaxis_vicentina,10
Brassicaceae,Diplotaxis,viminea,Diplotaxis_viminea,10
Brassicaceae,Diplotaxis,virgata,Diplotaxis_virgata,9
Brassicaceae,Diptychocarpus,strictus,Diptychocarpus_strictus,7
Brassicaceae,Dithyrea,californica,Dithyrea_californica,10
Brassicaceae,Dithyrea,maritima,Dithyrea_maritima,30
Brassicaceae,Dontostemon,crassifolius,Dontostemon_crassifolius,7
Brassicaceae,Dontostemon,dentatus,Dontostemon_dentatus,7
Brassicaceae,Dontostemon,hispidus,Dontostemon_hispidus,7
Brassicaceae,Dontostemon,integrifolius,Dontostemon_integrifolius,7
Brassicaceae,Dontostemon,intermedius,Dontostemon_intermedius,7
Brassicaceae,Dontostemon,pinnatifidus,Dontostemon_pinnatifidus,7
Brassicaceae,Dontostemon,senilis,Dontostemon_senilis,14
Brassicaceae,Douepea,tortuosa,Douepea_tortuosa,16
Brassicaceae,Draba,Draba aizoides,Draba_draba aizoides,8
Brassicaceae,Draba,Draba incana,Draba_draba incana,16
Brassicaceae,Draba,Draba muralis,Draba_draba muralis,16
Brassicaceae,Draba,Draba norvegica,Draba_draba norvegica,24
Brassicaceae,Draba,abajoensis,Draba_abajoensis,10
Brassicaceae,Draba,adamsii,Draba_adamsii,24
Brassicaceae,Draba,aizoides,Draba_aizoides,8
Brassicaceae,Draba,aizoides L.,Draba_aizoides l.,8
Brassicaceae,Draba,aizoides subsp. beckeri,Draba_aizoides subsp. beckeri,8
Brassicaceae,Draba,albertina,Draba_albertina,12
Brassicaceae,Draba,alpina,Draba_alpina,40
Brassicaceae,Draba,altaica,Draba_altaica,9
Brassicaceae,Draba,arabisans,Draba_arabisans,48
Brassicaceae,Draba,arbuscula,Draba_arbuscula,24
Brassicaceae,Draba,arctica,Draba_arctica,40
Brassicaceae,Draba,arctogena,Draba_arctogena,24
Brassicaceae,Draba,argyrea,Draba_argyrea,18
Brassicaceae,Draba,arida,Draba_arida,12
Brassicaceae,Draba,aspera,Draba_aspera,8
Brassicaceae,Draba,asprella,Draba_asprella,16
Brassicaceae,Draba,asprella var. stelligera,Draba_asprella var. stelligera,15
Brassicaceae,Draba,asterophora,Draba_asterophora,20
Brassicaceae,Draba,athoa,Draba_athoa,8
Brassicaceae,Draba,aucheri,Draba_aucheri,8
Brassicaceae,Draba,aurea,Draba_aurea,37
Brassicaceae,Draba,aureola,Draba_aureola,10
Brassicaceae,Draba,bellardii,Draba_bellardii,24
Brassicaceae,Draba,bellii,Draba_bellii,60
Brassicaceae,Draba,borealis,Draba_borealis,40
Brassicaceae,Draba,brachycarpa,Draba_brachycarpa,12
Brassicaceae,Draba,brachystylis,Draba_brachystylis,22
Brassicaceae,Draba,breweri,Draba_breweri,16
Brassicaceae,Draba,bruniifolia,Draba_bruniifolia,8
Brassicaceae,Draba,bruniifolia subsp. olympica,Draba_bruniifolia subsp. olympica,8
Brassicaceae,Draba,burkei,Draba_burkei,10
Brassicaceae,Draba,cacuminum,Draba_cacuminum,32
Brassicaceae,Draba,cana,Draba_cana,16
Brassicaceae,Draba,carinthiaca,Draba_carinthiaca,8
Brassicaceae,Draba,chamissonis,Draba_chamissonis,8
Brassicaceae,Draba,chionophila,Draba_chionophila,24
Brassicaceae,Draba,cinerea,Draba_cinerea,24
Brassicaceae,Draba,clivicola,Draba_clivicola,24
Brassicaceae,Draba,compacta,Draba_compacta,8
Brassicaceae,Draba,corrugata,Draba_corrugata,12
Brassicaceae,Draba,corrugata var. demareei,Draba_corrugata var. demareei,12
Brassicaceae,Draba,corymbosa,Draba_corymbosa,64
Brassicaceae,Draba,crassa,Draba_crassa,24
Brassicaceae,Draba,crassifolia,Draba_crassifolia,20
Brassicaceae,Draba,cretica,Draba_cretica,8
Brassicaceae,Draba,cryophila,Draba_cryophila,24
Brassicaceae,Draba,cuneifolia,Draba_cuneifolia,16
Brassicaceae,Draba,cusickii,Draba_cusickii,13
Brassicaceae,Draba,dahurica,Draba_dahurica,32
Brassicaceae,Draba,daurica,Draba_daurica,32
Brassicaceae,Draba,dedeana,Draba_dedeana,16
Brassicaceae,Draba,densifolia,Draba_densifolia,18
Brassicaceae,Draba,dolomitica,Draba_dolomitica,16
Brassicaceae,Draba,dorneri,Draba_dorneri,16
Brassicaceae,Draba,draboides,Draba_draboides,21
Brassicaceae,Draba,dubia,Draba_dubia,8
Brassicaceae,Draba,eriopoda,Draba_eriopoda,8
Brassicaceae,Draba,exunguiculata,Draba_exunguiculata,28
Brassicaceae,Draba,fiadnizensis,Draba_fiadnizensis,8
Brassicaceae,Draba,fladnizensis,Draba_fladnizensis,8
Brassicaceae,Draba,gilliesii,Draba_gilliesii,24
Brassicaceae,Draba,glabella,Draba_glabella,32
Brassicaceae,Draba,glacialis,Draba_glacialis,8
Brassicaceae,Draba,graminea,Draba_graminea,9
Brassicaceae,Draba,grandis,Draba_grandis,18
Brassicaceae,Draba,grayana,Draba_grayana,12
Brassicaceae,Draba,gredinii,Draba_gredinii,32
Brassicaceae,Draba,groenlandica,Draba_groenlandica,32
Brassicaceae,Draba,haynaldii,Draba_haynaldii,8
Brassicaceae,Draba,hederifolia,Draba_hederifolia,15
Brassicaceae,Draba,helleriana,Draba_helleriana,9
Brassicaceae,Draba,helleriana var. blumeri,Draba_helleriana var. blumeri,9
Brassicaceae,Draba,helleriana var. patens,Draba_helleriana var. patens,8
Brassicaceae,Draba,heterocoma,Draba_heterocoma,8
Brassicaceae,Draba,hirta,Draba_hirta,32
Brassicaceae,Draba,hispanica,Draba_hispanica,8
Brassicaceae,Draba,hispanica subsp. laderoi,Draba_hispanica subsp. laderoi,8
Brassicaceae,Draba,hitchcockii,Draba_hitchcockii,27
Brassicaceae,Draba,hoppeana,Draba_hoppeana,8
Brassicaceae,Draba,hyperborea,Draba_hyperborea,19
Brassicaceae,Draba,incana,Draba_incana,16
Brassicaceae,Draba,incerta,Draba_incerta,56
Brassicaceae,Draba,incrassata,Draba_incrassata,12
Brassicaceae,Draba,jaegeri,Draba_jaegeri,27
Brassicaceae,Draba,jorullensis,Draba_jorullensis,12
Brassicaceae,Draba,juniperina,Draba_juniperina,11
Brassicaceae,Draba,juvenilis,Draba_juvenilis,32
Brassicaceae,Draba,kamtschatica,Draba_kamtschatica,8
Brassicaceae,Draba,kananaskis,Draba_kananaskis,32
Brassicaceae,Draba,kassii,Draba_kassii,11
