Family,Genus,species,haploid
Lygaeidae,Togo,Togo_hemipterus,8
Lygaeidae,Trapezonotus,Trapezonotus_anorus,8
Lygaeidae,Trapezonotus,Trapezonotus_arenarius,8
Lygaeidae,Trichodrymus,Trichodrymus_sp.,8
Lygaeidae,Xyonysius,Xyonysius_basalis,8
Lygaeidae,Xyonysius,Xyonysius_californicus,8
Lygaeidae,Xyonysius,Xyonysius_naso,8
Lygaeidae,Zeridonius,Zeridonius_costalis,8
Ortheziidae,Praelongorthezia,Praelongorthezia_praelonga_,8
Pseudococcidae,Antonina,Antonina_graminis,8
Pseudococcidae,Laminicoccus,Laminicoccus_vitiensis,8
Pseudococcidae,Melanococcus,Melanococcus_viridis,8
Pseudococcidae,Planococcus,Planococcus_minor,8
Pseudococcidae,Trionymus ,Trionymus_aberrans,8
Pseudococcidae,Trionymus ,Trionymus_perrisii,8
Putoidae,Puto,Puto_paci_cus,8
Reduviidae,Empicoris,Empicoris_rubromaculatus,8
Rhopalidae,Liorhyssus,Liorhyssus_hyalinus,8
Stenocephalidae,Dicranocephalus,Dicranocephalus_lateralis,8
Urostylidae,Urostylus,Urostylus_pallida,8
Pentatomidae,Banasa,Banasa_dimidiata,8
Pentatomidae,Banasa,Banasa_euchlora,8
Pentatomidae,Banasa,Banasa_lenticularis,8
Pentatomidae,Banasa,Banasa_rolstoni,8
Pentatomidae,Caystrus,Caystrus_pallipes,8
Pentatomidae,Cosmopepla,Cosmopepla_carnifex,8
Pentatomidae,Dunnius,Dunnius_sp.,8
Pentatomidae,Dynorhynchus,Dynorhynchus_dybowskii,8
Pentatomidae,Eysarcoris,Eysarcoris_aeneus,8
Pentatomidae,Eysarcoris,Eysarcoris_fabricii,8
Pentatomidae,Gynenica,Gynenica_affinis,8
Pentatomidae,Niphe,Niphe_sp.,8
Pentatomidae,Palomena,Palomena_angulosa,8
Pentatomidae,Palomena,Palomena_prasina,8
Pentatomidae,Palomena,Palomena_reuteri,8
Pentatomidae,Palomena,Palomena_viridissima,8
Pentatomidae,Podisus,Podisus_distinctus,8
Pentatomidae,Podisus,Podisus_maculiventris,8
Pentatomidae,Podisus,Podisus_nigrispinus,8
Pentatomidae,Podisus,Podisus_placidus,8
Pentatomidae,Spermatodes,Spermatodes_sp.,8
Pentatomidae,Thyanta,Thyanta_custator,8
Pentatomidae,Thyanta,Thyanta_pallidovirens,8
Pentatomidae,Thyanta,Thyanta_sp.1,8
Psyllidae,Baeopelma,Baeopelma_foersteri,8
Psyllidae,Trioza,Trioza_ilicina,8
Psyllidae,Trioza,Trioza_remota,8
Aclerdidae,Aclerda,Aclerda_sp.,9
Alydidae,Leptocorisa,Leptocorisa_acuta,9
Alydidae,Leptocorisa,Leptocorisa_varicornis,9
Cerococcidae,Cerococcus  ,Cerococcus__quercus,9
Coccidae,Acanthopulvinaria ,Acanthopulvinaria_orientalis,9
Coccidae,Drepanococcus ,Drepanococcus_cajani_,9
Coccidae,Eulecanium,Eulecanium_ciliatum,9
Coccidae,Eulecanium,Eulecanium_douglasi_,9
Coccidae,Eulecanium,Eulecanium_tiliae,9
Coccidae,Lichtensia ,Lichtensia_viburni,9
Coccidae,Luzulaspis  ,Luzulaspis__dactylis,9
Coccidae,Pulvinaria ,Pulvinaria_polygonata,9
Coccidae,Pulvinaria ,Pulvinaria_ribesiae,9
Coccidae,Sphaerolecanium ,Sphaerolecanium_prunastri,9
Coreidae,Cletus,Cletus_punctiger,9
Coreidae,Cletus,Cletus_rusticus,9
Coreidae,Haploprocta,Haploprocta_sulcicornis,9
Coreidae,Pachylis,Pachylis_pharaonis,9
Diaspididae,Cooleyaspis,Cooleyaspis_praelonga,9
Diaspididae,Ledaspis,Ledaspis_tenuiloba,9
Diaspididae,Rolaspis,Rolaspis_anacantha,9
Eriococcidae,Apiomorpha,Apiomorpha_dipsaciformis,9
Eriococcidae,Apiomorpha,Apiomorpha_excupula,9
Eriococcidae,Apiomorpha,Apiomorpha_maliformis,9
Eriococcidae,Ascelis ,Ascelis_schraderi,9
Eriococcidae,Capulinia,Capulinia_jaboticabae,9
Eriococcidae,Capulinia,Capulinia_orbiculata,9
Eriococcidae,Cylindrococcus,Cylindrococcus_spiniferus_,9
Eriococcidae,Eriococcus,Eriococcus_araucariae,9
Eriococcidae,Eriococcus,Eriococcus_cavellii,9
Eriococcidae,Eriococcus,Eriococcus_coriaceus,9
Eriococcidae,Eriococcus,Eriococcus_detectus,9
Eriococcidae,Eriococcus,Eriococcus_hakeae,9
Eriococcidae,Eriococcus,Eriococcus_lecanioides,9
Eriococcidae,Eriococcus,Eriococcus_leptospermi,9
Eriococcidae,Lachnodius,Lachnodius_eucalypti_,9
Eriococcidae,Lachnodius,Lachnodius_lectularius,9
Eriococcidae,Madarococcus ,Madarococcus_viridulus,9
Eriococcidae,Opisthoscelis ,Opisthoscelis_convexa_,9
Eriococcidae,Opisthoscelis ,Opisthoscelis_maculata,9
Eriococcidae,Opisthoscelis ,Opisthoscelis_subrotunda,9
Eriococcidae,Phacelococcus,Phacelococcus_subcorticalis,9
Eriococcidae,Phloeococcus ,Phloeococcus_loriceus,9
Eriococcidae,Sisyrococcus ,Sisyrococcus_intermedius,9
Eriococcidae,Sphaerococcus,Sphaerococcus_socialis,9
Kerriidae,Kerria,Kerria_lacca,9
Lygaeidae,Appolonicus,Appolonicus_quadratus,9
Lygaeidae,Drymus,Drymus_pilicornis,9
Lygaeidae,Drymus,Drymus_sylvaticus,9
Lygaeidae,Hypogeocoris,Hypogeocoris_itonis,9
Lygaeidae,Ischnodemus,Ischnodemus_notandus,9
Lygaeidae,Macrodema,Macrodema_microptera,9
Lygaeidae,Neseis,Neseis_hiloensis_approximata,9
Lygaeidae,Oxycarenus,Oxycarenus_hyalinipennis,9
Lygaeidae,Oxycarenus,Oxycarenus_lactus,9
Lygaeidae,Oxycarenus,Oxycarenus_luctuosus,9
Lygaeidae,Pachygrontha,Pachygrontha_longiceps,9
Lygaeidae,Philomyrmex,Philomyrmex_insignis,9
Lygaeidae,Pionosomus,Pionosomus_varius,9
Lygaeidae,Pterotmetus,Pterotmetus_staphyliniformis,9
Lygaeidae,Sphragisticus,Sphragisticus_nebulosus,9
Lygaeidae,Stygnocoris,Stygnocoris_rusticus,9
Marchalinidae,Marchalina ,Marchalina_hellenica,9
Miridae,Helopeltis,Helopeltis_corbisieri,9
Nabidae,Dolichonabis,Dolichonabis_limbatus,9
Nabidae,Dolichonabis,Dolichonabis_lineatus,9
Nabidae,Himacerus,Himacerus_apterus,9
Nabidae,Lasiomerus,Lasiomerus_annulatus,9
Nabidae,Nabis,Nabis_americoferus,9
Nabidae,Nabis,Nabis_brevis,9
Nabidae,Nabis,Nabis_ericetorum,9
Nabidae,Nabis,Nabis_feroides,9
Nabidae,Nabis,Nabis_ferus,9
Nabidae,Nabis,Nabis_flavomarginatus,9
Nabidae,Nabis,Nabis_pseudoferus,9
Nabidae,Nabis,Nabis_reuteri,9
Nabidae,Nabis,Nabis_stenoferus,9
Ortheziidae,Orthezia,Orthezia_urticae_,9
Phoenicococcidae,Phoenicococcus ,Phoenicococcus_marlatti,9
Pseudococcidae,Nesopedronia ,Nesopedronia_acanthocauda,9
Pseudococcidae,Porococcus ,Porococcus_tinctorius_,9
Pseudococcidae,Pseudococcus,Pseudococcus_montanus,9
Pseudococcidae,Pseudotrionymus,Pseudotrionymus_multiductus,9
Coreidae,Cletus,Cletus_bipunctatus,10
Coreidae,Cletus,Cletus_punctiger,10
Coreidae,Cletus,Cletus_punctulatus,10
Coreidae,Cletus,Cletus_pungnator,10
Coreidae,Cletus,Cletus_rusticus,10
Coreidae,Cletus,Cletus_sp.,10
Coreidae,Cletus,Cletus_trigonus,10
Coreidae,Gonocerus,Gonocerus_acuteangulatus,10
Coreidae,Gonocerus,Gonocerus_juniperi_triquetricoris,10
Coreidae,Homoeocerus,Homoeocerus_unipunctatus,10
Dinidoridae,Megymenum,Megymenum_brevicorne,10
Dinidoridae,Megymenum,Megymenum_gracilicorne,10
Gerridae,Gerris,Gerris_gracilicornis,10
Hebridae,Hebrus,Hebrus_ruficeps,10
Hydrometridae,Hydrometra,Hydrometra_lineata,10
Hydrometridae,Hydrometra,Hydrometra_procera,10
Hydrometridae,Hydrometra,Hydrometra_sp.,10
Kerriidae,Tachardiella,Tachardiella_sp.,10
Lygaeidae,Drymus,Drymus_brunneus,10
Lygaeidae,Drymus,Drymus_unus,10
Lygaeidae,Eremocoris,Eremocoris_abietis,10
Lygaeidae,Eremocoris,Eremocoris_dimidiatus,10
Lygaeidae,Eremocoris,Eremocoris_ferus,10
Lygaeidae,Eremocoris,Eremocoris_inquilinus,10
Lygaeidae,Eremocoris,Eremocoris_opacus,10
Lygaeidae,Eremocoris,Eremocoris_plebejus,10
Lygaeidae,Gastrodes,Gastrodes_grossipes,10
Lygaeidae,Geocoris,Geocoris_ater,10
Lygaeidae,Geocoris,Geocoris_atricolor,10
Lygaeidae,Geocoris,Geocoris_bullatus,10
Lygaeidae,Geocoris,Geocoris_lapponicus,10
Lygaeidae,Geocoris,Geocoris_megacephalus,10
Lygaeidae,Geocoris,Geocoris_pallens,10
Lygaeidae,Geocoris,Geocoris_sp.,10
Lygaeidae,Geocoris,Geocoris_sp._(PDA-43),10
Lygaeidae,Piocoris,Piocoris_stellatus,10
Lygaeidae,Scolopostethus,Scolopostethus_affinis,10
Lygaeidae,Scolopostethus,Scolopostethus_decoratus,10
Lygaeidae,Scolopostethus,Scolopostethus_pacificus,10
Lygaeidae,Scolopostethus,Scolopostethus_pictus,10
Lygaeidae,Scolopostethus,Scolopostethus_thomsoni,10
Lygaeidae,Stilbocoris,Stilbocoris_sp._(GGES-14),10
Lygaeidae,Stilbocoris,Stilbocoris_sp._(GGES-15),10
Lygaeidae,Stilbocoris,Stilbocoris_sp._(GGES-16),10
Lygaeidae,Stilbocoris,Stilbocoris_sp._(PDA-34),10
Miridae,Adelophocoris,Adelophocoris_rubripes,10
Miridae,Helopeltis,Helopeltis_schoutedeni,10
Nabidae,Nabis,Nabis_ericetorum,10
Nabidae,Nabis,Nabis_rugosus,10
Pseudococcidae,Spilococcus ,Spilococcus_mamillariae,10
Pseudococcidae,Spilococcus ,Spilococcus_mamillariae,10
Putoidae,Puto,Puto_albicans,10
Putoidae,Puto,Puto_arctostaphyli,10
Putoidae,Puto,Puto_yuccae,10
Reduviidae,Brace,Brace_fraterna,10
Reduviidae,Ectrychotes,Ectrychotes_dispar,10
Saldidae,Chiloxanthus,Chiloxanthus_pilosus,10
Aleyrodidae,Bemisia,Bemisia_tabaci,11
Aleyrodidae,Trialeurodes,Trialeurodes_vaporarium,11
Cimicidae,Cimex,Cimex_incrassatus,11
Coreidae,Acanthocephala,Acanthocephala_granulosa,11
Coreidae,Acanthocephala,Acanthocephala_terminalis,11
Coreidae,Anacanthocoris,Anacanthocoris_concoloratus,11
Coreidae,Anasa,Anasa_sp.,11
Coreidae,Anasa,Anasa_tristis,11
Coreidae,Centrocoris,Centrocoris_spiniger,11
Coreidae,Centrocoris,Centrocoris_variegatus,11
Coreidae,Chelinidea,Chelinidea_vittiger,11
Coreidae,Coreus,Coreus_marginatus,11
Coreidae,Crinocerus,Crinocerus_sanctus,11
Coreidae,Diactor,Diactor_bilineatus,11
Coreidae,Elasmomia,Elasmomia_granulipes,11
Coreidae,Enoplops,Enoplops_cornutus,11
Coreidae,Euthochtha,Euthochtha_galeator,11
Coreidae,Homoeocerus,Homoeocerus_borealis,11
Coreidae,Homoeocerus,Homoeocerus_dilatatus,11
Coreidae,Homoeocerus,Homoeocerus_indus,11
Coreidae,Homoeocerus,Homoeocerus_lacertorsis,11
Coreidae,Homoeocerus,Homoeocerus_prominulus,11
Coreidae,Homoeocerus,Homoeocerus_signatus,11
Coreidae,Homoeocerus,Homoeocerus_simidus,11
Coreidae,Homoeocerus,Homoeocerus_sp.,11
Coreidae,Homoeocerus,Homoeocerus_sp.,11
Coreidae,Hygia,Hygia_opaca,11
Coreidae,Leptoglossus,Leptoglossus_dilatiocollis,11
Coreidae,Leptoglossus,Leptoglossus_gonagra,11
Coreidae,Leptoglossus,Leptoglossus_phyllopus,11
Coreidae,Leptoglossus,Leptoglossus_stigma,11
Coreidae,Molipteryx,Molipteryx_fuliginosa,11
Coreidae,Ochrochira,Ochrochira_albiditarsis,11
Coreidae,Phthia,Phthia_picta,11
Dinidoridae,Dinidor,Dinidor_rufocinctus,11
Dipsocoridae,Pachycoleus,Pachycoleus_rufescens,11
Gerridae,Gerris,Gerris_asper,11
Gerridae,Gerris,Gerris_costai,11
Gerridae,Gerris,Gerris_gibbifer,11
Gerridae,Gerris,Gerris_lacustris,11
Gerridae,Gerris,Gerris_lateralis,11
Gerridae,Gerris,Gerris_marginatus,11
Gerridae,Gerris,Gerris_najas,11
Gerridae,Gerris,Gerris_sp.,11
Lygaeidae,Cymoninus,Cymoninus_notabilis,11
Lygaeidae,Cymoninus,Cymoninus_turaensis,11
Lygaeidae,Lygaeus,Lygaeus_simlus,11
Lygaeidae,Nesocymus,Nesocymus_calvus,11
Lygaeidae,Ninomimus,Ninomimus_flavipes,11
Lygaeidae,Nysius,Nysius_tenellus,11
Lygaeidae,Oncopeltus,Oncopeltus_famelicus,11
Lygaeidae,Thylochromus,Thylochromus_nitidulus,11
Miridae,Adelophocoris,Adelophocoris_variabilis,11
Miridae,Malacocoris,Malacocoris_chlorizana,11
Reduviidae,Androclus,Androclus_pictus,11
Reduviidae,Ectomocoris,Ectomocoris_atrox,11
Reduviidae,Reduvius,Reduvius_personatus,11
Veliidae,Hebrovelia,Hebrovelia_sp.,11
Veliidae,Microvelia,Microvelia_douglasi,11
Veliidae,Microvelia,Microvelia_reticulata,11
Psyllidae,Ctenoneossa,Ctenoneossa_eucalypti,11
Psyllidae,Livia,Livia_juncorum,11
Psyllidae,Livilla,Livilla_radiata,11
Psyllidae,Pachypsylla,Pachypsylla_celtidisgemma,11
Psyllidae,Psylla,Psylla_corcontum,11
Psyllidae,Psyllopsis,Psyllopsis_discrepans,11
Psyllidae,Psyllopsis,Psyllopsis_fraxini,11
Psyllidae,Psyllopsis,Psyllopsis_fraxinicola,11
Psyllidae,Psyllopsis,Psyllopsis_meliphila,11
Anthocoridae,Orius,Orius_sp.,12
Aradidae,Isodermus,Isodermus_gayi,12
Asterolecaniidae,Asterodiaspis ,Asterodiaspis_quercicola_,12
Cimicidae,Cimex,Cimex_antennatus,12
Cimicidae,Latrocimex,Latrocimex_spectans,12
Cimicidae,Leptocimex,Leptocimex_duplicatus,12
Cimicidae,Leptocimex,Leptocimex_inordinatus,12
Cimicidae,Stricticimex,Stricticimex_antennatus,12
Coreidae,Acanthocephala,Acanthocephala_femorata,12
Coreidae,Cletomorpha,Cletomorpha_hastata,12
Coreidae,Coreus,Coreus_marginatus,12
Coreidae,Coreus,Coreus_marginatus,12
Coreidae,Coriomeris,Coriomeris_denticulatus,12
Coreidae,Enoplops,Enoplops_scapha,12
Coreidae,Hygia,Hygia_sp.,12
Coreidae,Margus,Margus_inconspicuus,12
Coreidae,Syromastus,Syromastus_rhombeus_quadrata,12
Corixidae,Arctocorisa,Arctocorisa_carinata,12
Corixidae,Arctocorisa,Arctocorisa_germari,12
Corixidae,Callicorixa,Callicorixa_concinna,12
Corixidae,Callicorixa,Callicorixa_praeusta,12
Corixidae,Callicorixa,Callicorixa_wollastorni,12
Corixidae,Corixa,Corixa_dentipes,12
Corixidae,Corixa,Corixa_puntata,12
Corixidae,Glaenocorisa,Glaenocorisa_cavifrons,12
Corixidae,Hesperocorixa,Hesperocorixa_castanea,12
Corixidae,Hesperocorixa,Hesperocorixa_linnei,12
Corixidae,Hesperocorixa,Hesperocorixa_sahlbergi,12
Corixidae,Krizousacorixa,Krizousacorixa_femorata,12
Corixidae,Micronecta,Micronecta_griseola,12
Corixidae,Micronecta,Micronecta_poweri,12
Corixidae,Micronecta,Micronecta_scholtzi,12
Corixidae,Sigara,Sigara_distincta,12
Corixidae,Sigara,Sigara_dorsalis,12
Corixidae,Sigara,Sigara_falleni,12
Corixidae,Sigara,Sigara_fossarum,12
Corixidae,Sigara,Sigara_lateralis,12
Corixidae,Sigara,Sigara_nigrolineata,12
Corixidae,Sigara,Sigara_scotti,12
Corixidae,Sigara,Sigara_semistriata,12
Corixidae,Sigara,Sigara_sp.,12
Corixidae,Sigara,Sigara_striata,12
Eriococcidae,Scutare ,Scutare_lanuginosa,12
Gerridae,Gerris,Gerris_adelaidis,12
Gerridae,Gerris,Gerris_paludum,12
Gerridae,Gerris,Gerris_paludum,12
Gerridae,Limnogonus,Limnogonus_fossarum,12
Gerridae,Neogerris,Neogerris_parvulus,12
Joppeicidae,Joppeicus,Joppeicus_paradoxus,12
Lygaeidae,Clerada,Clerada_apicicornis,12
Lygaeidae,Pachygrontha,Pachygrontha_barberi,12
Miridae,Adelophocoris,Adelophocoris_sturalis,12
Miridae,Adelophocoris,Adelophocoris_triannulatus,12
Miridae,Blepharidopterus,Blepharidopterus_angulatus,12
Miridae,Cyllecoris,Cyllecoris_histrionicus,12
Miridae,Orthops,Orthops_campestris,12
Miridae,Orthotylus,Orthotylus_ericetorum,12
Naucoridae,Ambrysus,Ambrysus_mormon,12
Naucoridae,Ambrysus,Ambrysus_pulchellus,12
Notonectidae,Notonecta,Notonecta_glauca,12
Notonectidae,Notonecta,Notonecta_insulata,12
Notonectidae,Notonecta,Notonecta_irrorata,12
Notonectidae,Notonecta,Notonecta_karbyi,12
Notonectidae,Notonecta,Notonecta_maculata,12
Notonectidae,Notonecta,Notonecta_triguttata,12
Pleidae,Plea,Plea_atomaria,12
Pleidae,Plea,Plea_frontalis,12
Pleidae,Plea,Plea_matidusa,12
Pseudococcidae,Antonina,Antonina_pretiosa,12
Pseudococcidae,Spilococcus ,Spilococcus_sequoiae_,12
Reduviidae,Apiomeris,Apiomeris_crassipes,12
Reduviidae,Apiomeris,Apiomeris_flacicentris,12
Reduviidae,Apiomeris,Apiomeris_sp.,12
Reduviidae,Apiomeris,Apiomeris_spissipes,12
Reduviidae,Ectomocoris,Ectomocoris_cordiger,12
Reduviidae,Ectomocoris,Ectomocoris_ochropterus,12
Reduviidae,Heniartes,Heniartes_huacapistana,12
Reduviidae,Oncocephalus,Oncocephalus_impudicus,12
Reduviidae,Pygolampis,Pygolampis_foeda,12
Reduviidae,Rasahus,Rasahus_thoracicus,12
Psyllidae,Cacopsylla,Cacopsylla_mali,12
Psyllidae,Pachypsylla,Pachypsylla_venusta,12
Aleyrodidae,Aleurotulus ,Aleurotulus_nephrolepidis,13
Cimicidae,Afrocimex,Afrocimex_leleupi,13
Coccidae,Pulvinaria ,Pulvinaria_aurantii_,13
Coreidae,Acanthocoris,Acanthocoris_scabrator,13
Coreidae,Acanthocoris,Acanthocoris_sordidus,13
Coreidae,Catorintha,Catorintha_sp.,13
Coreidae,Chareiesterus,Chareiesterus_antennator,13
Coreidae,Chareiesterus,Chareiesterus_armatus,13
Coreidae,Corynocoris,Corynocoris_distinctus,13
Corixidae,Cymatia,Cymatia_borsdorffi,13
Cydnidae,Scaptocoris,Scaptocoris_castaneus,13
Eriococcidae,Apiomorpha,Apiomorpha_duplex,13
Kermesidae,Kermes ,Kermes_quercus,13
Miridae,Adelophocoris,Adelophocoris_sp.,13
Miridae,Hallodapus,Hallodapus_linnaevuori,13
Miridae,Orthotylus,Orthotylus_flavosparsus,13
Miridae,Orthotylus,Orthotylus_nassatus,13
Notonectidae,Notonecta,Notonecta_indica,13
Notonectidae,Notonecta,Notonecta_shooteri,13
Notonectidae,Notonecta,Notonecta_undulata,13
Reduviidae,Bactrodes,Bactrodes_femoratus,13
Reduviidae,Pygolampis,Pygolampis_foeda,13
Reduviidae,Staliastes,Staliastes_rufus,13
Reduviidae,Zelus,Zelus_exsanguis,13
Veliidae,Velia,Velia_caprai,13
Veliidae,Velia,Velia_sp.,13
Pentatomidae,Banasa,Banasa_alboapicata,13
Pentatomidae,Banasa,Banasa_angulobata,13
Pentatomidae,Banasa,Banasa_bidens,13
Pentatomidae,Banasa,Banasa_calva,13
Pentatomidae,Banasa,Banasa_centralis,13
Pentatomidae,Banasa,Banasa_derivata,13
Pentatomidae,Banasa,Banasa_excavata,13
Pentatomidae,Banasa,Banasa_minor,13
Pentatomidae,Banasa,Banasa_packardii,13
Pentatomidae,Banasa,Banasa_salvini,13
Pentatomidae,Banasa,Banasa_sordida,13
Pentatomidae,Banasa,Banasa_subcarnea,13
Pentatomidae,Banasa,Banasa_zeteki,13
Psyllidae,Aacanthocnema,Aacanthocnema_dobsoni,13
Psyllidae,Acizzia,Acizzia_acaciaebaileyanae,13
Psyllidae,Acizzia,Acizzia_jamatonica,13
Psyllidae,Acizzia,Acizzia_loranthacae,13
Psyllidae,Acizzia,Acizzia_uncatoides,13
Psyllidae,Aphalara,Aphalara_calthae,13
Psyllidae,Aphalara,Aphalara_exilis,13
Psyllidae,Aphalara,Aphalara_maculipennis,13
Psyllidae,Aphalara,Aphalara_osmanica,13
Psyllidae,Aphalara,Aphalara_polygoni,13
Psyllidae,Aphalara,Aphalara_rumicicola,13
Psyllidae,Arytaina,Arytaina_genistae,13
Psyllidae,Arytainilla,Arytainilla_cystisi,13
Psyllidae,Bactericera,Bactericera_acutipennis,13
Psyllidae,Bactericera,Bactericera_curvatinervis,13
Psyllidae,Bactericera,Bactericera_femoralis,13
Psyllidae,Bactericera,Bactericera_maura,13
Psyllidae,Bactericera,Bactericera_rueteri,13
Psyllidae,Bactericera,Bactericera_salicivora,13
Psyllidae,Bactericera,Bactericera_striola,13
Psyllidae,Cacopsylla,Cacopsylla_alaterni,13
Psyllidae,Cacopsylla,Cacopsylla_ambigua,13
Psyllidae,Cacopsylla,Cacopsylla_coccinea,13
Psyllidae,Cacopsylla,Cacopsylla_crataegi,13
Psyllidae,Cacopsylla,Cacopsylla_elaeagnicola,13
Psyllidae,Cacopsylla,Cacopsylla_hippophaes,13
Psyllidae,Cacopsylla,Cacopsylla_koreana,13
Psyllidae,Cacopsylla,Cacopsylla_melanoneura,13
Psyllidae,Cacopsylla,Cacopsylla_moscovita,13
Psyllidae,Cacopsylla,Cacopsylla_nebulosa,13
Psyllidae,Cacopsylla,Cacopsylla_palmeni,13
Psyllidae,Cacopsylla,Cacopsylla_parvipennis,13
Psyllidae,Cacopsylla,Cacopsylla_peregrina,13
Psyllidae,Cacopsylla,Cacopsylla_permixta,13
Psyllidae,Cacopsylla,Cacopsylla_pruni,13
Psyllidae,Cacopsylla,Cacopsylla_pulchella,13
Psyllidae,Cacopsylla,Cacopsylla_pulchra,13
Psyllidae,Cacopsylla,Cacopsylla_pyri,13
Psyllidae,Cacopsylla,Cacopsylla_pyricola,13
Psyllidae,Cacopsylla,Cacopsylla_saliceti,13
Psyllidae,Cacopsylla,Cacopsylla_sorbi,13
Psyllidae,Cacopsylla,Cacopsylla_ulmi,13
Psyllidae,Cacopsylla,Cacopsylla_zetterstedi,13
Psyllidae,Calophyla,Calophyla_nigripennis,13
Psyllidae,Calophyla,Calophyla_rubra,13
Psyllidae,Camarotoscena,Camarotoscena_speciosa,13
Psyllidae,Craspedolepta,Craspedolepta_flavipennus,13
Psyllidae,Craspedolepta,Craspedolepta_latior,13
Psyllidae,Craspedolepta,Craspedolepta_malachitica,13
Psyllidae,Craspedolepta,Craspedolepta_nebulosa,13
Psyllidae,Craspedolepta,Craspedolepta_nervosa,13
Psyllidae,Craspedolepta,Craspedolepta_omissia,13
Psyllidae,Craspedolepta,Craspedolepta_sonchi,13
Psyllidae,Craspedolepta,Craspedolepta_subpunctata,13
Psyllidae,Cyamophila,Cyamophila_caraganae,13
Psyllidae,Cyamophila,Cyamophila_cinnamomea,13
Psyllidae,Cyamophila,Cyamophila_willieti,13
Psyllidae,Diaphorina,Diaphorina_chobauti,13
Psyllidae,Diaphorina,Diaphorina_lamproptera,13
Psyllidae,Dynopsylla,Dynopsylla_pinnativena,13
Psyllidae,Euphalerus,Euphalerus_robinae,13
Psyllidae,Euphyllura,Euphyllura_olivina,13
Psyllidae,Heteropsylla,Heteropsylla_cubana,13
Psyllidae,Homotoma,Homotoma_ficus,13
Psyllidae,Lauritrioza,Lauritrioza_alacris,13
Psyllidae,Leptynoptera,Leptynoptera_sulfurea,13
Psyllidae,Livilla,Livilla_variegata,13
Psyllidae,Macrohomotoma,Macrohomotoma_gladiata,13
Psyllidae,Megatrioza,Megatrioza_hirsuta,13
Psyllidae,Mycopsylla,Mycopsylla_fici,13
Psyllidae,Pachypsylla,Pachypsylla_celtidisasterica,13
Psyllidae,Pachypsylla,Pachypsylla_celtidismamma,13
Psyllidae,Pachypsylla,Pachypsylla_cestisdisvesiculum,13
Psyllidae,Paurocephala,Paurocephala_chonchoinensis,13
Psyllidae,Paurocephala,Paurocephala_sauteri,13
Psyllidae,Paurocephala,Paurocephala_trematos,13
Psyllidae,Protyora,Protyora_sterculiae,13
Psyllidae,Psylla,Psylla_alni,13
Psyllidae,Psylla,Psylla_alpina,13
Psyllidae,Psylla,Psylla_betulae,13
Psyllidae,Psylla,Psylla_betulananae,13
Psyllidae,Psylla,Psylla_buxi,13
Psyllidae,Psylla,Psylla_fasciata,13
Psyllidae,Psylla,Psylla_fusca,13
Psyllidae,Psylla,Psylla_hartigii,13
Psyllidae,Psylla,Psylla_ledi,13
Psyllidae,Psylla,Psylla_sp.,13
Psyllidae,Psylla,Psylla_sp.,13
Psyllidae,Psyllopsis,Psyllopsis_avicularis,13
Psyllidae,Strophingia,Strophingia_ericae,13
Psyllidae,Strophingia,Strophingia_hispanica,13
Psyllidae,Sympauropsylla,Sympauropsylla_triozoneura,13
Psyllidae,Tenaphalara,Tenaphalara_acutipennis,13
Psyllidae,Tretragonocephala,Tretragonocephala_flava,13
Psyllidae,Trichochermes,Trichochermes_walkeri,13
Psyllidae,Trioza,Trioza_abdominalis,13
Psyllidae,Trioza,Trioza_anthrisci,13
Psyllidae,Trioza,Trioza_chenopodii,13
Psyllidae,Trioza,Trioza_cirsii,13
Psyllidae,Trioza,Trioza_dispar,13
Psyllidae,Trioza,Trioza_eugeninae,13
Psyllidae,Trioza,Trioza_flavipennis,13
Psyllidae,Trioza,Trioza_fletcheri,13
Psyllidae,Trioza,Trioza_munda,13
Psyllidae,Trioza,Trioza_rumicis,13
Psyllidae,Trioza,Trioza_senecionis,13
Psyllidae,Trioza,Trioza_urticae,13
Psyllidae,Trioza,Trioza_vitiensis,13
Aleyrodidae,Aleyrodes,Aleyrodes_proletella_,14
Aradidae,Mezira,Mezira_pacifica,14
Berytidae,Berytimus,Berytimus_minor,14
Cimicidae,Bucimex,Bucimex_chilensis,14
Coccidae,Rhizopulvinaria ,Rhizopulvinaria_variabilis,14
Coreidae,Anisocelis,Anisocelis_faliacea,14
Coreidae,Holymenia,Holymenia_clavigera,14
Coreidae,Ochrochira,Ochrochira_sp.,14
Eriococcidae,Gossyparia,Gossyparia_spuria,14
Hebridae,Merragata,Merragata_hebroides,14
Leptopodidae,Leptopus,Leptopus_marmoratus,14
Lygaeidae,Cymus,Cymus_claviculus,14
Lygaeidae,Cymus,Cymus_glandicolor,14
Lygaeidae,Cymus,Cymus_sp.,14
Miridae,Adelophocoris,Adelophocoris_tenebrosis,14
Miridae,Distantiella,Distantiella_theobroma,14
Miridae,Orthocephalus,Orthocephalus_sp.,14
Miridae,Orthotylus,Orthotylus_marginalis,14
Miridae,Pilophorus,Pilophorus_setulosus,14
Miridae,Sahlbergella,Sahlbergella_singularis,14
Notonectidae,Anisops,Anisops_fieberi,14
Notonectidae,Anisops,Anisops_nivea,14
Notonectidae,Anisops,Anisops_sardea,14
Reduviidae,Fitchia,Fitchia_spinulosa,14
