Order,Family,species,haploid,SCS
Diptera,Drosophilidae,Drosophila_innubila,6,XY
Diptera,Drosophilidae,Drosophila_innubila,6,XY
Diptera,Drosophilidae,Drosophila_insularis,3,
Diptera,Drosophilidae,Drosophila_ischnotrix,4,
Diptera,Drosophilidae,Drosophila_ischnotrix,4,
Diptera,Drosophilidae,Drosophila_ischnotrix,4,
Diptera,Drosophilidae,Drosophila_ischnotrix,4,
Diptera,Drosophilidae,Drosophila_jambulina,4,XY
Diptera,Drosophilidae,Drosophila_jambulina,4,XY
Diptera,Drosophilidae,Drosophila_jambulina,4,XY
Diptera,Drosophilidae,Drosophila_jambulina,4,XY
Diptera,Drosophilidae,Drosophila_jambulina,4,XY
Diptera,Drosophilidae,Drosophila_jambulina,4,XY
Diptera,Drosophilidae,Drosophila_johnstonae,6,XY
Diptera,Drosophilidae,Drosophila_kambysellisi,6,
Diptera,Drosophilidae,Drosophila_kanapiae,3,XY
Diptera,Drosophilidae,Drosophila_kanekoi,6,XY
Diptera,Drosophilidae,Drosophila_kauluai,6,
Diptera,Drosophilidae,Drosophila_kepulauana,4,XY
Diptera,Drosophilidae,Drosophila_khaoyana,3,XY
Diptera,Drosophilidae,Drosophila_kikkawai,4,XY
Diptera,Drosophilidae,Drosophila_kikkawai,4,XY
Diptera,Drosophilidae,Drosophila_kikkawai,4,XY
Diptera,Drosophilidae,Drosophila_kikkawai,4,XY
Diptera,Drosophilidae,Drosophila_kohkoa,4,XY
Diptera,Drosophilidae,Drosophila_komaii,4,XY
Diptera,Drosophilidae,Drosophila_lacertosa,6,
Diptera,Drosophilidae,Drosophila_lacicola,6,
Diptera,Drosophilidae,Drosophila_lacicola,6,XY
Diptera,Drosophilidae,Drosophila_lacteicornis,4,XY
Diptera,Drosophilidae,Drosophila_lacteicornis,4,XY
Diptera,Drosophilidae,Drosophila_lamottei,3,XY
Diptera,Drosophilidae,Drosophila_lasiopoda,6,
Diptera,Drosophilidae,Drosophila_latifasciaeformis,3,
Diptera,Drosophilidae,Drosophila_latifshahi,6,XY
Diptera,Drosophilidae,Drosophila_latifshahi,6,
Diptera,Drosophilidae,Drosophila_lativittata,9,XY
Diptera,Drosophilidae,Drosophila_lativittata,6,
Diptera,Drosophilidae,Drosophila_lebanonensis,4,
Diptera,Drosophilidae,Drosophila_lebanonensis_casteeli,4,
Diptera,Drosophilidae,Drosophila_leonis,6,XY
Diptera,Drosophilidae,Drosophila_leontia,4,XY
Diptera,Drosophilidae,Drosophila_leontia,4,XY
Diptera,Drosophilidae,Drosophila_leontia,4,XY
Diptera,Drosophilidae,Drosophila_limbinervis,6,XY
Diptera,Drosophilidae,Drosophila_limbinervis,6,XY
Diptera,Drosophilidae,Drosophila_limensis,6,XY
Diptera,Drosophilidae,Drosophila_limensis,6,XY
Diptera,Drosophilidae,Drosophila_limitata,6,
Diptera,Drosophilidae,Drosophila_limpiensis,6,XY
Diptera,Drosophilidae,Drosophila_linearepleta,6,
Diptera,Drosophilidae,Drosophila_linearepleta,6,XY
Diptera,Drosophilidae,Drosophila_lineosetae,6,
Diptera,Drosophilidae,Drosophila_lini,4,XY
Diptera,Drosophilidae,Drosophila_lini,4,XY
Diptera,Drosophilidae,Drosophila_lini,4,XY
Diptera,Drosophilidae,Drosophila_liophallus,6,
Diptera,Drosophilidae,Drosophila_littoralis,6,
Diptera,Drosophilidae,Drosophila_littoralis,5,XY
Diptera,Drosophilidae,Drosophila_littoralis,5,XY
Diptera,Drosophilidae,Drosophila_longala,6,XO
Diptera,Drosophilidae,Drosophila_longicornis,6,XY
Diptera,Drosophilidae,Drosophila_longicornis,6,XY
Diptera,Drosophilidae,Drosophila_longicornis,6,XY
Diptera,Drosophilidae,Drosophila_longicornis,6,XY
Diptera,Drosophilidae,Drosophila_longiseta,6,XY
Diptera,Drosophilidae,Drosophila_lowei,5,XY
Diptera,Drosophilidae,Drosophila_lucipennis,3,XY
Diptera,Drosophilidae,Drosophila_lummei,6,
Diptera,Drosophilidae,Drosophila_lusaltans,3,
Diptera,Drosophilidae,Drosophila_lutea,4,XY
Diptera,Drosophilidae,Drosophila_lutescens,4,XY
Diptera,Drosophilidae,Drosophila_lutescens,4,
Diptera,Drosophilidae,Drosophila_macroptera,6,
Diptera,Drosophilidae,Drosophila_macroptera,6,XY
Diptera,Drosophilidae,Drosophila_macroptera,6,XY
Diptera,Drosophilidae,Drosophila_macrospina,6,XY
Diptera,Drosophilidae,Drosophila_macrospina_limpiensis,6,
Diptera,Drosophilidae,Drosophila_macrospina_limpiensis,6,XY
Diptera,Drosophilidae,Drosophila_macrospina_macrospina,6,XY
Diptera,Drosophilidae,Drosophila_macrospina_ohioensis,6,
Diptera,Drosophilidae,Drosophila_macrothrix,6,
Diptera,Drosophilidae,Drosophila_magnaquinaria,6,XY
Diptera,Drosophilidae,Drosophila_mainlandi,6,XY
Diptera,Drosophilidae,Drosophila_malerkotliana_malerkotliana,4,XY
Diptera,Drosophilidae,Drosophila_malerkotliana_pallens,4,XY
Diptera,Drosophilidae,Drosophila_mangabeirai,3,
Diptera,Drosophilidae,Drosophila_martensis,6,
Diptera,Drosophilidae,Drosophila_martensis,6,XY
Diptera,Drosophilidae,Drosophila_martensis,6,XY
Diptera,Drosophilidae,Drosophila_mathisis,6,XY
Diptera,Drosophilidae,Drosophila_mauritiana,4,XY
Diptera,Drosophilidae,Drosophila_mauritiana,4,
Diptera,Drosophilidae,Drosophila_mauritiana,4,
Diptera,Drosophilidae,Drosophila_mayri,4,XY
Diptera,Drosophilidae,Drosophila_mayri,4,XY
Diptera,Drosophilidae,Drosophila_mayri,4,XY
Diptera,Drosophilidae,Drosophila_mcclintockae,5,XY
Diptera,Drosophilidae,Drosophila_mediodiffusa,6,XY
Diptera,Drosophilidae,Drosophila_medionotata,6,XY
Diptera,Drosophilidae,Drosophila_medionotata,6,XY
Diptera,Drosophilidae,Drosophila_medionotata,6,XY
Diptera,Drosophilidae,Drosophila_medionotata,6,XY
Diptera,Drosophilidae,Drosophila_mediopictoides,6,
Diptera,Drosophilidae,Drosophila_mediopunctata,6,XY
Diptera,Drosophilidae,Drosophila_mediopunctata,5,XY
Diptera,Drosophilidae,Drosophila_mediosignata,6,XY
Diptera,Drosophilidae,Drosophila_mediostriata,6,XY
Diptera,Drosophilidae,Drosophila_mediostriata,6,XY
Diptera,Drosophilidae,Drosophila_mediostriata,6,XY
Diptera,Drosophilidae,Drosophila_mediostriata,6,XY
Diptera,Drosophilidae,Drosophila_mediostriata,6,XY
Diptera,Drosophilidae,Drosophila_meitanensis,4,XY
Diptera,Drosophilidae,Drosophila_melanica,5,XY
Diptera,Drosophilidae,Drosophila_melanica_melanica,5,XY
Diptera,Drosophilidae,Drosophila_melanica_paramelanica,5,
Diptera,Drosophilidae,Drosophila_melanocephala,6,
Diptera,Drosophilidae,Drosophila_melanocephala,6,
Diptera,Drosophilidae,Drosophila_melanogaster,4,XY
Diptera,Drosophilidae,Drosophila_melanogaster,4,XY
Diptera,Drosophilidae,Drosophila_melanogaster,4,
Diptera,Drosophilidae,Drosophila_melanogaster,4,XY
Diptera,Drosophilidae,Drosophila_melanogaster,4,XY
Diptera,Drosophilidae,Drosophila_melanogaster,4,
Diptera,Drosophilidae,Drosophila_melanopalpa,6,XY
Diptera,Drosophilidae,Drosophila_melanopalpa,6,XY
Diptera,Drosophilidae,Drosophila_melanosoma,6,
Diptera,Drosophilidae,Drosophila_melanospila,6,XY
Diptera,Drosophilidae,Drosophila_melanura_I,5,XY
Diptera,Drosophilidae,Drosophila_melanura_II,5,XY
Diptera,Drosophilidae,Drosophila_mercatorum,5,XY
Diptera,Drosophilidae,Drosophila_mercatorum,5,XO
Diptera,Drosophilidae,Drosophila_mercatorum,5,
Diptera,Drosophilidae,Drosophila_mercatorum,5,XY
Diptera,Drosophilidae,Drosophila_mercatorum,5,XY
Diptera,Drosophilidae,Drosophila_mercatorum_pararepleta,5,XY
Diptera,Drosophilidae,Drosophila_meridiana,6,XY
Diptera,Drosophilidae,Drosophila_meridiana,6,
Diptera,Drosophilidae,Drosophila_meridiana_meridiana,6,XY
Diptera,Drosophilidae,Drosophila_meridiana_meridiana,6,XY
Diptera,Drosophilidae,Drosophila_meridiana_rioensis,5,XY
Diptera,Drosophilidae,Drosophila_meridiana_rioensis,5,XY
Diptera,Drosophilidae,Drosophila_meridiana_rioensis,5,XY
Diptera,Drosophilidae,Drosophila_meridionalis,5,
Diptera,Drosophilidae,Drosophila_meridionalis,5,XY
Diptera,Drosophilidae,Drosophila_mesophragmatica,5,XY
Diptera,Drosophilidae,Drosophila_mesophragmatica,5,
Diptera,Drosophilidae,Drosophila_mettleri,6,XY
Diptera,Drosophilidae,Drosophila_metzii,6,XY
Diptera,Drosophilidae,Drosophila_micromelanica,6,XY
Diptera,Drosophilidae,Drosophila_micromelanica,5,
Diptera,Drosophilidae,Drosophila_micromelanica,6,XY
Diptera,Drosophilidae,Drosophila_micromelanica,5,XY
Diptera,Drosophilidae,Drosophila_micromelanica,6,XY
Diptera,Drosophilidae,Drosophila_micromelanica_II,5,XY
Diptera,Drosophilidae,Drosophila_micromelanica_IV,6,XY
Diptera,Drosophilidae,Drosophila_micromyia,7,
Diptera,Drosophilidae,Drosophila_mimetica,4,XY
Diptera,Drosophilidae,Drosophila_mimica,6,
Diptera,Drosophilidae,Drosophila_mimica,6,
Diptera,Drosophilidae,Drosophila_mimica,6,
Diptera,Drosophilidae,Drosophila_mimica,6,
Diptera,Drosophilidae,Drosophila_mimica,6,
Diptera,Drosophilidae,Drosophila_mimica,6,
Diptera,Drosophilidae,Drosophila_mimica,6,
Diptera,Drosophilidae,Drosophila_mimica,6,
Diptera,Drosophilidae,Drosophila_mimica,6,
Diptera,Drosophilidae,Drosophila_mimica-like,6,
Diptera,Drosophilidae,Drosophila_miranda,5,XY
Diptera,Drosophilidae,Drosophila_miranda,5,XY
Diptera,Drosophilidae,Drosophila_mitchelli,6,
Diptera,Drosophilidae,Drosophila_modified_mouthparts,6,
Diptera,Drosophilidae,Drosophila_modified_proboscis,4,
Diptera,Drosophilidae,Drosophila_mojavensis,6,XY
Diptera,Drosophilidae,Drosophila_mojavensis,6,XY
Diptera,Drosophilidae,Drosophila_mojavensis,6,XY
Diptera,Drosophilidae,Drosophila_mojavensis_baja,6,
Diptera,Drosophilidae,Drosophila_mojavensis_baja,6,XY
Diptera,Drosophilidae,Drosophila_moju,6,XY
Diptera,Drosophilidae,Drosophila_mojuoides,6,
Diptera,Drosophilidae,Drosophila_mojuoides,6,XY
Diptera,Drosophilidae,Drosophila_montana,6,
Diptera,Drosophilidae,Drosophila_montana,6,XY
Diptera,Drosophilidae,Drosophila_montana,6,
Diptera,Drosophilidae,Drosophila_montana,3,
Diptera,Drosophilidae,Drosophila_montgomeryi,6,
Diptera,Drosophilidae,Drosophila_montium,4,XY
Diptera,Drosophilidae,Drosophila_montium,4,XY
Diptera,Drosophilidae,Drosophila_montium_I,4,XY
Diptera,Drosophilidae,Drosophila_montium_II,4,XY
Diptera,Drosophilidae,Drosophila_montium_III,4,XY
Diptera,Drosophilidae,Drosophila_moriwakii,6,
Diptera,Drosophilidae,Drosophila_moriwakii,6,
Diptera,Drosophilidae,Drosophila_mulleri,6,
Diptera,Drosophilidae,Drosophila_mulleri,6,
Diptera,Drosophilidae,Drosophila_mulleri,6,XY
Diptera,Drosophilidae,Drosophila_mulleri,6,XY
Diptera,Drosophilidae,Drosophila_munda,4,
Diptera,Drosophilidae,Drosophila_munda,4,XY
Diptera,Drosophilidae,Drosophila_munda,6,XY
Diptera,Drosophilidae,Drosophila_murphyi,6,
Diptera,Drosophilidae,Drosophila_musaphila,6,
Diptera,Drosophilidae,Drosophila_mutandis,6,XY
Diptera,Drosophilidae,Drosophila_mycetophila,6,
Diptera,Drosophilidae,Drosophila_mycetophila,6,
Diptera,Drosophilidae,Drosophila_mysorensis,4,XY
Diptera,Drosophilidae,Drosophila_n._sp._Clavisetae-lik,6,
Diptera,Drosophilidae,Drosophila_n._sp._Immigrans-like,6,
Diptera,Drosophilidae,Drosophila_n._sp._Near_hirtitarsus,6,
Diptera,Drosophilidae,Drosophila_n._sp._Near_larifuga_complex,6,
Diptera,Drosophilidae,Drosophila_n.sp._Near_caccabata,5,
Diptera,Drosophilidae,Drosophila_n.sp._Near_semifuscata,6,
Diptera,Drosophilidae,Drosophila_n.sp._Semifuscata-like,6,
Diptera,Drosophilidae,Drosophila_nagarholensis,4,XY
Diptera,Drosophilidae,Drosophila_nagarholensis,4,XY
Diptera,Drosophilidae,Drosophila_nannoptera,5,XY
Diptera,Drosophilidae,Drosophila_nannoptera,5,XY
Diptera,Drosophilidae,Drosophila_narragansett,5,XY
Diptera,Drosophilidae,Drosophila_narragansett,5,
Diptera,Drosophilidae,Drosophila_nasalis,5,
Diptera,Drosophilidae,Drosophila_nasuta,4,XY
Diptera,Drosophilidae,Drosophila_nasuta_albomicans,3,
Diptera,Drosophilidae,Drosophila_nasuta_nasuta,4,
Diptera,Drosophilidae,Drosophila_nasutoides,4,XY
Diptera,Drosophilidae,Drosophila_nebulosa,4,
Diptera,Drosophilidae,Drosophila_nebulosa,3,
Diptera,Drosophilidae,Drosophila_nebulosa,4,XY
Diptera,Drosophilidae,Drosophila_nebulosa,3,XY
Diptera,Drosophilidae,Drosophila_neocardini,4,XY
Diptera,Drosophilidae,Drosophila_neocardini,4,
Diptera,Drosophilidae,Drosophila_neocardini,4,XY
Diptera,Drosophilidae,Drosophila_neocordata,3,
Diptera,Drosophilidae,Drosophila_neoelliptica,3,
Diptera,Drosophilidae,Drosophila_neogrimshawi,6,
Diptera,Drosophilidae,Drosophila_neoguaramunu,3,XY
Diptera,Drosophilidae,Drosophila_neohydei,6,XY
Diptera,Drosophilidae,Drosophila_neohypocausta,3,XY
Diptera,Drosophilidae,Drosophila_neomorpha,4,XY
Diptera,Drosophilidae,Drosophila_neomorpha,4,XY
Diptera,Drosophilidae,Drosophila_neonasuta,4,XY
Diptera,Drosophilidae,Drosophila_neoperkinsi,6,
Diptera,Drosophilidae,Drosophila_neopicta,6,
Diptera,Drosophilidae,Drosophila_neorepleta,6,XY
Diptera,Drosophilidae,Drosophila_neosaltans,3,
Diptera,Drosophilidae,Drosophila_nepalensis,4,XY
Diptera,Drosophilidae,Drosophila_nesoetes,4,XY
Diptera,Drosophilidae,Drosophila_nigra,6,
Diptera,Drosophilidae,Drosophila_nigribasis,6,
Diptera,Drosophilidae,Drosophila_nigricruria,6,XY
Diptera,Drosophilidae,Drosophila_nigricruria,6,XY
Diptera,Drosophilidae,Drosophila_nigrifacies,6,
Diptera,Drosophilidae,Drosophila_nigrilineata,6,
Diptera,Drosophilidae,Drosophila_nigrodunni,4,
Diptera,Drosophilidae,Drosophila_nigrohydei,6,XY
Diptera,Drosophilidae,Drosophila_nigrohydei,6,XY
Diptera,Drosophilidae,Drosophila_nigromaculata,6,
Diptera,Drosophilidae,Drosophila_nigromelanica,5,
Diptera,Drosophilidae,Drosophila_nigromelanica,5,
Diptera,Drosophilidae,Drosophila_nigromelanica,5,XY
Diptera,Drosophilidae,Drosophila_nigromelanica_II,5,XY
Diptera,Drosophilidae,Drosophila_nigrosaltans,3,
Diptera,Drosophilidae,Drosophila_nigrosparsa,6,XY
Diptera,Drosophilidae,Drosophila_nigrospiracula,6,
Diptera,Drosophilidae,Drosophila_nigrospiracula,6,XY
Diptera,Drosophilidae,Drosophila_nigrospiracula,6,XY
Diptera,Drosophilidae,Drosophila_nikananu,4,XY
Diptera,Drosophilidae,Drosophila_nikananu,4,
Diptera,Drosophilidae,Drosophila_nikananu,4,XY
Diptera,Drosophilidae,Drosophila_nitidithorax,6,XY
Diptera,Drosophilidae,Drosophila_niveifrons,4,XY
Diptera,Drosophilidae,Drosophila_nixifrons,5,XY
Diptera,Drosophilidae,Drosophila_novamaculosa,6,XY
Diptera,Drosophilidae,Drosophila_novamaculosa,6,
Diptera,Drosophilidae,Drosophila_novamexicana,6,XY
Diptera,Drosophilidae,Drosophila_novamexicana,6,
Diptera,Drosophilidae,Drosophila_novamexicana,6,XY
Diptera,Drosophilidae,Drosophila_novemeristata,6,XY
Diptera,Drosophilidae,Drosophila_novopaca,6,
Diptera,Drosophilidae,Drosophila_oahuensis,6,
Diptera,Drosophilidae,Drosophila_obatai,6,
Diptera,Drosophilidae,Drosophila_obscura,6,
Diptera,Drosophilidae,Drosophila_obscura,5,XY
Diptera,Drosophilidae,Drosophila_obscuripes,6,
Diptera,Drosophilidae,Drosophila_obscuroides,6,XY
Diptera,Drosophilidae,Drosophila_occidentalis,6,
Diptera,Drosophilidae,Drosophila_occidentalis,6,XY
Diptera,Drosophilidae,Drosophila_occidentalis,6,XY
Diptera,Drosophilidae,Drosophila_ocellata,6,
Diptera,Drosophilidae,Drosophila_ochracea,6,
Diptera,Drosophilidae,Drosophila_ochrobasis,6,
Diptera,Drosophilidae,Drosophila_odontophallus,6,
Diptera,Drosophilidae,Drosophila_olaae,6,
Diptera,Drosophilidae,Drosophila_onca,4,XY
Diptera,Drosophilidae,Drosophila_orbospiracula,6,XO
Diptera,Drosophilidae,Drosophila_orena,4,XY
Diptera,Drosophilidae,Drosophila_orena,4,
Diptera,Drosophilidae,Drosophila_orena,5,
Diptera,Drosophilidae,Drosophila_orkui,5,
Diptera,Drosophilidae,Drosophila_ornata,6,
Diptera,Drosophilidae,Drosophila_ornatipennis,5,
Diptera,Drosophilidae,Drosophila_ornatipennis,7,
Diptera,Drosophilidae,Drosophila_orosa,3,XY
Diptera,Drosophilidae,Drosophila_orosa,4,XY
Diptera,Drosophilidae,Drosophila_orosa,4,XY
Diptera,Drosophilidae,Drosophila_orphnopeza,6,
Diptera,Drosophilidae,Drosophila_orthofascia,6,
Diptera,Drosophilidae,Drosophila_orthofascia,6,
Diptera,Drosophilidae,Drosophila_pachea,5,XY
Diptera,Drosophilidae,Drosophila_pachuca,6,XY
Diptera,Drosophilidae,Drosophila_paenehamifera,6,
Diptera,Drosophilidae,Drosophila_pagliolii,5,
Diptera,Drosophilidae,Drosophila_pallidifrons,4,XY
Diptera,Drosophilidae,Drosophila_pallidipennis,6,XY
Diptera,Drosophilidae,Drosophila_pallidipennis,6,XY
Diptera,Drosophilidae,Drosophila_pallidipennis_centralis,6,XY
Diptera,Drosophilidae,Drosophila_pallidipennis_centralis,6,XY
Diptera,Drosophilidae,Drosophila_pallidosa,4,XY
Diptera,Drosophilidae,Drosophila_palustris,6,XY
Diptera,Drosophilidae,Drosophila_palustris,6,XY
Diptera,Drosophilidae,Drosophila_parabipectinata,4,XY
Diptera,Drosophilidae,Drosophila_parabipectinata,4,
Diptera,Drosophilidae,Drosophila_parabocainensis,3,
Diptera,Drosophilidae,Drosophila_paracanalinea,4,
Diptera,Drosophilidae,Drosophila_parachrogaster,6,
Diptera,Drosophilidae,Drosophila_paraguttata,6,XY
Diptera,Drosophilidae,Drosophila_paralutea,3,XY
Diptera,Drosophilidae,Drosophila_paramediostriata,6,
Diptera,Drosophilidae,Drosophila_paramelanica,5,
Diptera,Drosophilidae,Drosophila_paramelanica_I,5,XY
Diptera,Drosophilidae,Drosophila_paramelanica_II,5,XY
Diptera,Drosophilidae,Drosophila_paranaensis,5,XY
Diptera,Drosophilidae,Drosophila_paranaensis,5,XY
Diptera,Drosophilidae,Drosophila_paranaensis,5,XY
Diptera,Drosophilidae,Drosophila_paranaensis,5,XY
Diptera,Drosophilidae,Drosophila_paranaensis,5,XY
Diptera,Drosophilidae,Drosophila_paranaensis,5,XY
Diptera,Drosophilidae,Drosophila_paranaensis,5,XY
Diptera,Drosophilidae,Drosophila_paranaensis,5,XY
Diptera,Drosophilidae,Drosophila_paranaensis,5,XY
Diptera,Drosophilidae,Drosophila_paranaensis,5,XY
Diptera,Drosophilidae,Drosophila_paranaensis,5,XY
Diptera,Drosophilidae,Drosophila_paranaensis,5,XY
Diptera,Drosophilidae,Drosophila_paranaensis,5,XY
Diptera,Drosophilidae,Drosophila_paranaensis,5,XY
Diptera,Drosophilidae,Drosophila_paranaensis,5,XY
Diptera,Drosophilidae,Drosophila_pararepleta,5,XY
Diptera,Drosophilidae,Drosophila_pararubida,4,
Diptera,Drosophilidae,Drosophila_pararubida,4,
Diptera,Drosophilidae,Drosophila_parasaltans,3,
Diptera,Drosophilidae,Drosophila_paratriangulata,4,XY
Diptera,Drosophilidae,Drosophila_parthenogenetica,4,
Diptera,Drosophilidae,Drosophila_parthenogenetica,4,XY
Diptera,Drosophilidae,Drosophila_parva,4,
Diptera,Drosophilidae,Drosophila_parva,4,
Diptera,Drosophilidae,Drosophila_parvula,3,XY
Diptera,Drosophilidae,Drosophila_pattersoni,4,
Diptera,Drosophilidae,Drosophila_paucicilia,6,
Diptera,Drosophilidae,Drosophila_paucipuncta,6,
Diptera,Drosophilidae,Drosophila_paulistorum,3,XY
Diptera,Drosophilidae,Drosophila_paulistorum,3,
Diptera,Drosophilidae,Drosophila_pavani,5,
Diptera,Drosophilidae,Drosophila_pavani,5,
Diptera,Drosophilidae,Drosophila_pavlovskiana,3,
Diptera,Drosophilidae,Drosophila_pectinitarsus,6,
Diptera,Drosophilidae,Drosophila_pegasa,6,
Diptera,Drosophilidae,Drosophila_pellewae,6,XY
Diptera,Drosophilidae,Drosophila_pengi,5,
Diptera,Drosophilidae,Drosophila_peniculipedis,6,
Diptera,Drosophilidae,Drosophila_peninsularis,6,XY
Diptera,Drosophilidae,Drosophila_peninsularis,6,XY
Diptera,Drosophilidae,Drosophila_peninsularis,6,XY
Diptera,Drosophilidae,Drosophila_peninsularis,5,XY
Diptera,Drosophilidae,Drosophila_pennae,4,XY
Diptera,Drosophilidae,Drosophila_pennae,3,
Diptera,Drosophilidae,Drosophila_pennae,4,XY
Diptera,Drosophilidae,Drosophila_percnosoma,6,
Diptera,Drosophilidae,Drosophila_perkinsi,6,
Diptera,Drosophilidae,Drosophila_persimilis,5,XY
Diptera,Drosophilidae,Drosophila_persimilis,5,XY
Diptera,Drosophilidae,Drosophila_phaeopleura,4,XY
Diptera,Drosophilidae,Drosophila_phalerata,6,XY
Diptera,Drosophilidae,Drosophila_phalerata,6,
Diptera,Drosophilidae,Drosophila_phalerata,6,XY
Diptera,Drosophilidae,Drosophila_picta,6,
Diptera,Drosophilidae,Drosophila_picticornis,6,
Diptera,Drosophilidae,Drosophila_pictilis,6,XY
Diptera,Drosophilidae,Drosophila_pictiventris,4,XO
Diptera,Drosophilidae,Drosophila_pictura,6,XY
Diptera,Drosophilidae,Drosophila_pilimana,6,
Diptera,Drosophilidae,Drosophila_pinicola,3,XY
Diptera,Drosophilidae,Drosophila_planitibia,6,
Diptera,Drosophilidae,Drosophila_polliciforma,6,
Diptera,Drosophilidae,Drosophila_polychaeta,6,XY
Diptera,Drosophilidae,Drosophila_polychaeta,6,XY
Diptera,Drosophilidae,Drosophila_polymorpha,4,XY
Diptera,Drosophilidae,Drosophila_polymorpha,4,XY
Diptera,Drosophilidae,Drosophila_ponera,6,XY
Diptera,Drosophilidae,Drosophila_primaeva,6,
Diptera,Drosophilidae,Drosophila_procardinoides,4,
Diptera,Drosophilidae,Drosophila_procardinoides,4,XY
Diptera,Drosophilidae,Drosophila_prolaticilia,6,
Diptera,Drosophilidae,Drosophila_prolongata,4,XY
Diptera,Drosophilidae,Drosophila_prolongata,4,XY
Diptera,Drosophilidae,Drosophila_promeridiana,5,XY
Diptera,Drosophilidae,Drosophila_propachuca,5,XY
Diptera,Drosophilidae,Drosophila_prosaltans,3,
Diptera,Drosophilidae,Drosophila_prosaltans_I,3,XY
Diptera,Drosophilidae,Drosophila_prosaltansII,3,
Diptera,Drosophilidae,Drosophila_prosimilis,6,XY
Diptera,Drosophilidae,Drosophila_prostipennis,3,XY
Diptera,Drosophilidae,Drosophila_prostopalpis,6,
Diptera,Drosophilidae,Drosophila_pseudoananassae,5,XY
Diptera,Drosophilidae,Drosophila_pseudoananassae,4,
Diptera,Drosophilidae,Drosophila_pseudoananassae,5,XY
Diptera,Drosophilidae,Drosophila_pseudoananassae_nigrens,5,XY
Diptera,Drosophilidae,Drosophila_pseudoananassae_pseudoananassae,4,XY
Diptera,Drosophilidae,Drosophila_pseudomayri,4,XY
Diptera,Drosophilidae,Drosophila_pseudomayri,4,XY
Diptera,Drosophilidae,Drosophila_pseudomayri,4,XY
Diptera,Drosophilidae,Drosophila_pseudoobscura,5,XY
Diptera,Drosophilidae,Drosophila_pseudoobscura,5,XY
Diptera,Drosophilidae,Drosophila_pseudoobscura,5,XY
Diptera,Drosophilidae,Drosophila_pseudoobscura,5,XY
Diptera,Drosophilidae,Drosophila_pseudoobscura_bogotana,3,XY
Diptera,Drosophilidae,Drosophila_pseudosaltans,3,
Diptera,Drosophilidae,Drosophila_pseudosordidula,5,
Diptera,Drosophilidae,Drosophila_pseudotakahashii,4,XY
Diptera,Drosophilidae,Drosophila_pseudotetrachaeta,6,
Diptera,Drosophilidae,Drosophila_psilophallus,6,
Diptera,Drosophilidae,Drosophila_psiolotarsalis,6,
Diptera,Drosophilidae,Drosophila_pulaua,4,XY
Diptera,Drosophilidae,Drosophila_pulchrella,4,XY
Diptera,Drosophilidae,Drosophila_pulchrella,4,XY
Diptera,Drosophilidae,Drosophila_pulla,5,XY
Diptera,Drosophilidae,Drosophila_pullata,5,
Diptera,Drosophilidae,Drosophila_pullipes,6,
Diptera,Drosophilidae,Drosophila_punalua,6,
Diptera,Drosophilidae,Drosophila_punalua,6,
Diptera,Drosophilidae,Drosophila_punalua,6,
Diptera,Drosophilidae,Drosophila_punalua,6,
Diptera,Drosophilidae,Drosophila_punalua,6,
Diptera,Drosophilidae,Drosophila_punjabiensis,4,XY
Diptera,Drosophilidae,Drosophila_putrida,4,XY
Diptera,Drosophilidae,Drosophila_putrida,5,XY
Diptera,Drosophilidae,Drosophila_pychnochaetae,6,
Diptera,Drosophilidae,Drosophila_quadraria,3,XY
Diptera,Drosophilidae,Drosophila_quadrilineata,6,XY
Diptera,Drosophilidae,Drosophila_quadrisetae,6,
Diptera,Drosophilidae,Drosophila_quasianomalipes,6,
Diptera,Drosophilidae,Drosophila_quinaria,3,XY
Diptera,Drosophilidae,Drosophila_quinaria,4,XY
Diptera,Drosophilidae,Drosophila_quinaria,4,XY
Diptera,Drosophilidae,Drosophila_racemova,6,XY
Diptera,Drosophilidae,Drosophila_racemova,6,XY
Diptera,Drosophilidae,Drosophila_ramsdeni,6,XY
Diptera,Drosophilidae,Drosophila_rectangularis,3,
Diptera,Drosophilidae,Drosophila_recticilia,6,
Diptera,Drosophilidae,Drosophila_reducta,5,
Diptera,Drosophilidae,Drosophila_repleta,6,
Diptera,Drosophilidae,Drosophila_repleta,6,
Diptera,Drosophilidae,Drosophila_repleta,6,XY
Diptera,Drosophilidae,Drosophila_repleta,6,XY
Diptera,Drosophilidae,Drosophila_repleta,6,XY
Diptera,Drosophilidae,Drosophila_repleta,6,XY
Diptera,Drosophilidae,Drosophila_repletoides,4,
Diptera,Drosophilidae,Drosophila_reynoldsiae,6,
Diptera,Drosophilidae,Drosophila_rhopaloa,4,XY
Diptera,Drosophilidae,Drosophila_rioensis,5,XY
Diptera,Drosophilidae,Drosophila_ritae,6,XY
Diptera,Drosophilidae,Drosophila_ritae,6,XY
Diptera,Drosophilidae,Drosophila_ritae,6,XY
Diptera,Drosophilidae,Drosophila_robusta,4,XY
Diptera,Drosophilidae,Drosophila_robusta,4,
Diptera,Drosophilidae,Drosophila_robusta,4,
Diptera,Drosophilidae,Drosophila_roehrae,6,
Diptera,Drosophilidae,Drosophila_ruberrima,4,XY
Diptera,Drosophilidae,Drosophila_rubida,4,
Diptera,Drosophilidae,Drosophila_rubida,4,
