major_group,family,genus,genus,species,sporophytic,haploid
Angiosperms,Orchidaceae,Renanthera,Renanthera,Renanthera_imschootiana,,19
Angiosperms,Orchidaceae,Renanthera,Renanthera,Renanthera_matutina,38,19
Angiosperms,Orchidaceae,Renanthera,Renanthera,Renanthera_matutina,,19
Angiosperms,Orchidaceae,Renanthera,Renanthera,Renanthera_monachica,38,19
Angiosperms,Orchidaceae,Renanthera,Renanthera,Renanthera_monachica,38,19
Angiosperms,Orchidaceae,Renanthera,Renanthera,Renanthera_monachica,38,19
Angiosperms,Orchidaceae,Renanthera,Renanthera,Renanthera_monachica,38,19
Angiosperms,Orchidaceae,Renanthera,Renanthera,Renanthera_monachica,,19
Angiosperms,Orchidaceae,Renanthera,Renanthera,Renanthera_monachica,38,19
Angiosperms,Orchidaceae,Renanthera,Renanthera,Renanthera_storiei,38,19
Angiosperms,Orchidaceae,Renanthera,Renanthera,Renanthera_storiei,38,19
Angiosperms,Orchidaceae,Renanthera,Renanthera,Renanthera_storiei,38,19
Angiosperms,Orchidaceae,Renanthera,Renanthera,Renanthera_storiei,38,19
Angiosperms,Orchidaceae,Renanthera,Renanthera,Renanthera_storiei,,19
Angiosperms,Orchidaceae,Rhynchostylis,Rhynchostylis,Rhynchostylis_coelestis,38,19
Angiosperms,Orchidaceae,Rhynchostylis,Rhynchostylis,Rhynchostylis_gigantea,38,19
Angiosperms,Orchidaceae,Rhynchostylis,Rhynchostylis,Rhynchostylis_gigantea,38,19
Angiosperms,Orchidaceae,Rhynchostylis,Rhynchostylis,Rhynchostylis_retusa,38,19
Angiosperms,Orchidaceae,Rhynchostylis,Rhynchostylis,Rhynchostylis_retusa,38,19
Angiosperms,Orchidaceae,Rhynchostylis,Rhynchostylis,Rhynchostylis_retusa,38,19
Angiosperms,Orchidaceae,Rhynchostylis,Rhynchostylis,Rhynchostylis_retusa,38,19
Angiosperms,Orchidaceae,Rhynchostylis,Rhynchostylis,Rhynchostylis_retusa,38,19
Angiosperms,Orchidaceae,Rhynchostylis,Rhynchostylis,Rhynchostylis_retusa,38,19
Angiosperms,Orchidaceae,Rhynchostylis,Rhynchostylis,Rhynchostylis_retusa,38,19
Angiosperms,Orchidaceae,Rhynchostylis,Rhynchostylis,Rhynchostylis_retusa,38,19
Angiosperms,Orchidaceae,Rhynchostylis,Rhynchostylis,Rhynchostylis_retusa,38,19
Angiosperms,Orchidaceae,Rhynchostylis,Rhynchostylis,Rhynchostylis_retusa,,19
Angiosperms,Orchidaceae,Rhynchostylis,Rhynchostylis,Rhynchostylis_retusa,38,19
Angiosperms,Orchidaceae,Rhynchostylis,Rhynchostylis,Rhynchostylis_retusa,38,19
Angiosperms,Orchidaceae,Rhynchostylis,Rhynchostylis,Rhynchostylis_retusa,38,19
Angiosperms,Orchidaceae,Rhynchostylis,Rhynchostylis,Rhynchostylis_retusa,38,19
Angiosperms,Orchidaceae,Rhynchostylis,Rhynchostylis,Rhynchostylis_retusa,38,19
Angiosperms,Orchidaceae,Rhynchostylis,Rhynchostylis,Rhynchostylis_retusa,38,19
Angiosperms,Orchidaceae,Robiquetia,Robiquetia,Robiquetia_bertholdii,38,19
Angiosperms,Orchidaceae,Robiquetia,Robiquetia,Robiquetia_spathulata,38,19
Angiosperms,Orchidaceae,Robiquetia,Robiquetia,Robiquetia_succisa,38,19
Angiosperms,Orchidaceae,Robiquetia,Robiquetia,Robiquetia_succisa,38,19
Angiosperms,Orchidaceae,Saccolabiopsis,Saccolabiopsis,Saccolabiopsis_pusilla,,19
Angiosperms,Orchidaceae,Saccolabiopsis,Saccolabiopsis,Saccolabiopsis_pusilla,38,19
Angiosperms,Orchidaceae,Schoenorchis,Schoenorchis,Schoenorchis_micrantha,38,19
Angiosperms,Orchidaceae,Schoenorchis,Schoenorchis,Schoenorchis_micrantha,,19
Angiosperms,Orchidaceae,Schoenorchis,Schoenorchis,Schoenorchis_micrantha,38,19
Angiosperms,Orchidaceae,Sedirea,Sedirea,Sedirea_japonica,38,19
Angiosperms,Orchidaceae,Sedirea,Sedirea,Sedirea_japonica,38,19
Angiosperms,Orchidaceae,Sedirea,Sedirea,Sedirea_japonica,38,19
Angiosperms,Orchidaceae,Sedirea,Sedirea,Sedirea_japonica,38,19
Angiosperms,Orchidaceae,Sedirea,Sedirea,Sedirea_japonica,38,19
Angiosperms,Orchidaceae,Sedirea,Sedirea,Sedirea_japonica,38,19
Angiosperms,Orchidaceae,Seidenfadenia,Seidenfadenia,Seidenfadenia_mitrata,38,19
Angiosperms,Orchidaceae,Seidenfadenia,Seidenfadenia,Seidenfadenia_mitrata,38,19
Angiosperms,Orchidaceae,Seidenfadenia,Seidenfadenia,Seidenfadenia_mitrata,38,19
Angiosperms,Orchidaceae,Smithsonia,Smithsonia,Smithsonia_viridiflora,38,19
Angiosperms,Orchidaceae,Smithsonia,Smithsonia,Smithsonia_viridiflora,38,19
Angiosperms,Orchidaceae,Smithsonia,Smithsonia,Smithsonia_viridiflora,38,19
Angiosperms,Orchidaceae,Smitinandia,Smitinandia,Smitinandia_micrantha,38,19
Angiosperms,Orchidaceae,Smitinandia,Smitinandia,Smitinandia_micrantha,,19
Angiosperms,Orchidaceae,Smitinandia,Smitinandia,Smitinandia_micrantha,38,19
Angiosperms,Orchidaceae,Smitinandia,Smitinandia,Smitinandia_micrantha,38,19
Angiosperms,Orchidaceae,Smitinandia,Smitinandia,Smitinandia_micrantha,38,19
Angiosperms,Orchidaceae,Smitinandia,Smitinandia,Smitinandia_micrantha,38,19
Angiosperms,Orchidaceae,Spathoglottis,Spathoglottis,Spathoglottis_pubescens,,19
Angiosperms,Orchidaceae,Spathoglottis,Spathoglottis,Spathoglottis_pubescens,38,19
Angiosperms,Orchidaceae,Staurochilus,Staurochilus,Staurochilus_dawsonianus,38,19
Angiosperms,Orchidaceae,Staurochilus,Staurochilus,Staurochilus_fasciatus,38,19
Angiosperms,Orchidaceae,Staurochilus,Staurochilus,Staurochilus_fasciatus,38,19
Angiosperms,Orchidaceae,Staurochilus,Staurochilus,Staurochilus_luchuensis,38,19
Angiosperms,Orchidaceae,Staurochilus,Staurochilus,Staurochilus_luchuensis,38,19
Angiosperms,Orchidaceae,Staurochilus,Staurochilus,Staurochilus_luchuensis,38,19
Angiosperms,Orchidaceae,Stelis,Stelis,Stelis_pachyglossa,38,19
Angiosperms,Orchidaceae,Taeniophyllum,Taeniophyllum,Taeniophyllum_crepidiforme,38,19
Angiosperms,Orchidaceae,Taeniophyllum,Taeniophyllum,Taeniophyllum_glandulosum,38,19
Angiosperms,Orchidaceae,Taeniophyllum,Taeniophyllum,Taeniophyllum_glandulosum,38,19
Angiosperms,Orchidaceae,Taeniophyllum,Taeniophyllum,Taeniophyllum_glandulosum,38,19
Angiosperms,Orchidaceae,Thrixspermum,Thrixspermum,Thrixspermum_centipeda,38,19
Angiosperms,Orchidaceae,Thrixspermum,Thrixspermum,Thrixspermum_centripeda,38,19
Angiosperms,Orchidaceae,Thrixspermum,Thrixspermum,Thrixspermum_centripeda,38,19
Angiosperms,Orchidaceae,Thrixspermum,Thrixspermum,Thrixspermum_centripeda,38,19
Angiosperms,Orchidaceae,Thrixspermum,Thrixspermum,Thrixspermum_japonicum,38,19
Angiosperms,Orchidaceae,Thrixspermum,Thrixspermum,Thrixspermum_pygmaeum,,19
Angiosperms,Orchidaceae,Thrixspermum,Thrixspermum,Thrixspermum_pygmaeum,38,19
Angiosperms,Orchidaceae,Thunia,Thunia,Thunia_alba,38,19
Angiosperms,Orchidaceae,Trias,Trias,Trias_stocksii,38,19
Angiosperms,Orchidaceae,Trias,Trias,Trias_stocksii,38,19
Angiosperms,Orchidaceae,Trichoglottis,Trichoglottis,Trichoglottis_cirrhifera,38,19
Angiosperms,Orchidaceae,Trichoglottis,Trichoglottis,Trichoglottis_philippinensis,38,19
Angiosperms,Orchidaceae,Trichoglottis,Trichoglottis,Trichoglottis_rosea,38,19
Angiosperms,Orchidaceae,Trichoglottis,Trichoglottis,Trichoglottis_rosea,38,19
Angiosperms,Orchidaceae,Trichoglottis,Trichoglottis,Trichoglottis_tenera,c.38,19
Angiosperms,Orchidaceae,Trichoglottis,Trichoglottis,Trichoglottis_tenera,c.38,19
Angiosperms,Orchidaceae,Trichotosia,Trichotosia,Trichotosia_pulvinata,38,19
Angiosperms,Orchidaceae,Uncifera,Uncifera,Uncifera_acuminata,,19
Angiosperms,Orchidaceae,Uncifera,Uncifera,Uncifera_acuminata,,19
Angiosperms,Orchidaceae,Uncifera,Uncifera,Uncifera_acuminata,38,19
Angiosperms,Orchidaceae,Uncifera,Uncifera,Uncifera_obtusifolia,,19
Angiosperms,Orchidaceae,Uncifera,Uncifera,Uncifera_obtusifolia,,19
Angiosperms,Orchidaceae,Uncifera,Uncifera,Uncifera_obtusifolia,38,19
Angiosperms,Orchidaceae,Uncifera,Uncifera,Uncifera_obtusifolia,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_alpina,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_alpina,,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_alpina,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_alpina,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_coerulea,,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_coerulea,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_coerulea,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_coerulea,,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_coerulea,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_coerulea,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_coerulea,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_coerulea,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_coerulescens,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_coerulescens,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_coerulescens,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_coerulescens,c.38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_cristata,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_cristata,"38, 76",19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_cristata,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_cristata,,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_cristata,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_cristata,,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_cristata,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_cristata,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_flabellata,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_flabellata,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_flabellata,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_flabellata,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_flabellata,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_lamellata,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_lamellata,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_lamellata,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_stangeana,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_stangeana,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_stangeana,,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_stangeana,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_subconcolor,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_subconcolor,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_subconcolor,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_tessellata,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_tessellata,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_tessellata,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_tessellata,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_tessellata,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_tessellata,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_testacea,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_testacea,,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_testacea,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_testacea,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_testacea,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_testacea,,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_testacea,,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_testacea,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_testacea,38,19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_tricolor,"""38-39""",19
Angiosperms,Orchidaceae,Vanda,Vanda,Vanda_tricolor,38,19
Angiosperms,Orchidaceae,Vandopsis,Vandopsis,Vandopsis_gigantea,38,19
Angiosperms,Orchidaceae,Vandopsis,Vandopsis,Vandopsis_gigantea,38,19
Angiosperms,Orchidaceae,Vandopsis,Vandopsis,Vandopsis_polyantha,38,19
Angiosperms,Orchidaceae,Vandopsis,Vandopsis,Vandopsis_polyantha,38,19
Angiosperms,Orchidaceae,Vandopsis,Vandopsis,Vandopsis_undulata,38,19
Angiosperms,Orchidaceae,Vandopsis,Vandopsis,Vandopsis_undulata,38,19
Angiosperms,Orchidaceae,Vandopsis,Vandopsis,Vandopsis_undulata,38,19
Angiosperms,Orchidaceae,Vandopsis,Vandopsis,Vandopsis_undulata,,19
Angiosperms,Orchidaceae,Vandopsis,Vandopsis,Vandopsis_undulata,38,19
Angiosperms,Orchidaceae,Vandopsis,Vandopsis,Vandopsis_undulata,,19
Angiosperms,Orchidaceae,Vandopsis,Vandopsis,Vandopsis_undulata,38,19
Angiosperms,Orchidaceae,Vandopsis,Vandopsis,Vandopsis_undulata,38,19
Angiosperms,Orchidaceae,Vandopsis,Vandopsis,Vandopsis_undulata,38,19
Angiosperms,Orchidaceae,Xylobium,Xylobium,Xylobium_undulatum,38,19
Angiosperms,Orchidaceae,×Sedirisia,×,×_Sedirisia,38,19
Angiosperms,Orchidaceae,×Sedirisia,×,×_Sedirisia,38,19
Angiosperms,Orchidaceae,Acanthephippium,Acanthephippium,Acanthephippium_striatum,40,20
Angiosperms,Orchidaceae,Acanthephippium,Acanthephippium,Acanthephippium_sylhetense,40,20
Angiosperms,Orchidaceae,Acanthephippium,Acanthephippium,Acanthephippium_sylhetense,40,20
Angiosperms,Orchidaceae,Acanthephippium,Acanthephippium,Acanthephippium_sylhetense,40,20
Angiosperms,Orchidaceae,Acianthera,Acianthera,Acianthera_carinata,40,20
Angiosperms,Orchidaceae,Acianthera,Acianthera,Acianthera_casapensis,40,20
Angiosperms,Orchidaceae,Acianthera,Acianthera,Acianthera_herzogii,40,20
Angiosperms,Orchidaceae,Acianthera,Acianthera,Acianthera_luteola,40,20
Angiosperms,Orchidaceae,Acianthera,Acianthera,Acianthera_teres,40,20
Angiosperms,Orchidaceae,Acianthus,Acianthus,Acianthus_sinclairii,40,20
Angiosperms,Orchidaceae,Acianthus,Acianthus,Acianthus_sinclairii,40,20
Angiosperms,Orchidaceae,Acianthus,Acianthus,Acianthus_sinclairii,40,20
Angiosperms,Orchidaceae,Acriopsis,Acriopsis,Acriopsis_liliifolia,40,20
Angiosperms,Orchidaceae,Aerides,Aerides,Aerides_lawrenceae,40,20
Angiosperms,Orchidaceae,Aerides,Aerides,Aerides_multiflorum,40,20
Angiosperms,Orchidaceae,Aerides,Aerides,Aerides_odoratum,40,20
Angiosperms,Orchidaceae,Agrostophyllum,Agrostophyllum,Agrostophyllum_brevipes,,20
Angiosperms,Orchidaceae,Agrostophyllum,Agrostophyllum,Agrostophyllum_brevipes,40,20
Angiosperms,Orchidaceae,Agrostophyllum,Agrostophyllum,Agrostophyllum_callosum,40,20
Angiosperms,Orchidaceae,Agrostophyllum,Agrostophyllum,Agrostophyllum_callosum,,20
Angiosperms,Orchidaceae,Agrostophyllum,Agrostophyllum,Agrostophyllum_callosum,40,20
Angiosperms,Orchidaceae,Agrostophyllum,Agrostophyllum,Agrostophyllum_myrianthum,,20
Angiosperms,Orchidaceae,Agrostophyllum,Agrostophyllum,Agrostophyllum_myrianthum,40,20
Angiosperms,Orchidaceae,Agrostophyllum,Agrostophyllum,Agrostophyllum_planicaule,40,20
Angiosperms,Orchidaceae,Agrostophyllum,Agrostophyllum,Agrostophyllum_planicaule,,20
Angiosperms,Orchidaceae,Agrostophyllum,Agrostophyllum,Agrostophyllum_planicaule,40,20
Angiosperms,Orchidaceae,Anathallis,Anathallis,Anathallis_acuminata,40,20
Angiosperms,Orchidaceae,Androcorys,Androcorys,Androcorys_monophylla,,20
Angiosperms,Orchidaceae,Androcorys,Androcorys,Androcorys_monophylla,,20
Angiosperms,Orchidaceae,Androcorys,Androcorys,Androcorys_monophylla,40,20
Angiosperms,Orchidaceae,Androcorys,Androcorys,Androcorys_monophylla,40,20
Angiosperms,Orchidaceae,Angraecum,Angraecum,Angraecum_leonis,40,20
Angiosperms,Orchidaceae,Angraecum,Angraecum,Angraecum_leonis,40,20
Angiosperms,Orchidaceae,Anoectochilus,Anoectochilus,Anoectochilus_brevilabris,40,20
Angiosperms,Orchidaceae,Anoectochilus,Anoectochilus,Anoectochilus_brevilabris,,20
Angiosperms,Orchidaceae,Anoectochilus,Anoectochilus,Anoectochilus_brevilabris,,20
Angiosperms,Orchidaceae,Anoectochilus,Anoectochilus,Anoectochilus_brevilabris,40,20
Angiosperms,Orchidaceae,Anoectochilus,Anoectochilus,Anoectochilus_formosanus,40,20
Angiosperms,Orchidaceae,Anoectochilus,Anoectochilus,Anoectochilus_formosanus,40,20
Angiosperms,Orchidaceae,Anoectochilus,Anoectochilus,Anoectochilus_formosanus,40,20
Angiosperms,Orchidaceae,Anoectochilus,Anoectochilus,Anoectochilus_formosanus,40,20
Angiosperms,Orchidaceae,Anoectochilus,Anoectochilus,Anoectochilus_roxburghii,40,20
Angiosperms,Orchidaceae,Anthogonium,Anthogonium,Anthogonium_gracile,40,20
Angiosperms,Orchidaceae,Anthogonium,Anthogonium,Anthogonium_gracile,,20
Angiosperms,Orchidaceae,Anthogonium,Anthogonium,Anthogonium_gracile,40,20
Angiosperms,Orchidaceae,Anthogonium,Anthogonium,Anthogonium_gracile,40,20
Angiosperms,Orchidaceae,Anthogonium,Anthogonium,Anthogonium_gracile,40,20
Angiosperms,Orchidaceae,Aphyllorchis,Aphyllorchis,Aphyllorchis_montana,c.40,20
Angiosperms,Orchidaceae,Aphyllorchis,Aphyllorchis,Aphyllorchis_montana,40,20
Angiosperms,Orchidaceae,Aporostylis,Aporostylis,Aporostylis_bifolia,40,20
Angiosperms,Orchidaceae,Arethusa,Arethusa,Arethusa_bulbosa,40,20
Angiosperms,Orchidaceae,Arethusa,Arethusa,Arethusa_bulbosa,40,20
Angiosperms,Orchidaceae,Arundina,Arundina,Arundina_graminifolia,40,20
Angiosperms,Orchidaceae,Arundina,Arundina,Arundina_graminifolia,40,20
Angiosperms,Orchidaceae,Arundina,Arundina,Arundina_graminifolia,40,20
Angiosperms,Orchidaceae,Arundina,Arundina,Arundina_graminifolia,,20
Angiosperms,Orchidaceae,Arundina,Arundina,Arundina_graminifolia,40,20
Angiosperms,Orchidaceae,Arundina,Arundina,Arundina_graminifolia,40,20
Angiosperms,Orchidaceae,Arundina,Arundina,Arundina_graminifolia,40,20
Angiosperms,Orchidaceae,Arundina,Arundina,Arundina_graminifolia,40,20
Angiosperms,Orchidaceae,Arundina,Arundina,Arundina_graminifolia,,20
Angiosperms,Orchidaceae,Bifrenaria,Bifrenaria,Bifrenaria_harrisoniae,40,20
Angiosperms,Orchidaceae,Brassavola,Brassavola,Brassavola_ceboletta,40,20
Angiosperms,Orchidaceae,Brassavola,Brassavola,Brassavola_cucullata,40,20
Angiosperms,Orchidaceae,Brassavola,Brassavola,Brassavola_cucullata,40,20
Angiosperms,Orchidaceae,Brassavola,Brassavola,Brassavola_grandiflora,40,20
Angiosperms,Orchidaceae,Brassavola,Brassavola,Brassavola_nodosa,40,20
Angiosperms,Orchidaceae,Brassavola,Brassavola,Brassavola_nodosa,40,20
Angiosperms,Orchidaceae,Brassavola,Brassavola,Brassavola_nodosa,40,20
Angiosperms,Orchidaceae,Brassavola,Brassavola,Brassavola_nodosa,40,20
Angiosperms,Orchidaceae,Brassavola,Brassavola,Brassavola_perrinii,40,20
Angiosperms,Orchidaceae,Brassavola,Brassavola,Brassavola_perrinii,40,20
Angiosperms,Orchidaceae,Brassavola,Brassavola,Brassavola_perrinii,40,20
Angiosperms,Orchidaceae,Brassavola,Brassavola,Brassavola_perrinii,40,20
Angiosperms,Orchidaceae,Brassavola,Brassavola,Brassavola_tuberculata,,20
Angiosperms,Orchidaceae,Brassavola,Brassavola,Brassavola_tuberculata,40,20
Angiosperms,Orchidaceae,Broughtonia,Broughtonia,Broughtonia_sanguinea,40,20
Angiosperms,Orchidaceae,Bulbophyllum,Bulbophyllum,Bulbophyllum_aeolium,40,20
Angiosperms,Orchidaceae,Bulbophyllum,Bulbophyllum,Bulbophyllum_affine,,20
Angiosperms,Orchidaceae,Bulbophyllum,Bulbophyllum,Bulbophyllum_affine,40,20
Angiosperms,Orchidaceae,Bulbophyllum,Bulbophyllum,Bulbophyllum_alagense,40,20
Angiosperms,Orchidaceae,Bulbophyllum,Bulbophyllum,Bulbophyllum_barbigerum,40,20
Angiosperms,Orchidaceae,Bulbophyllum,Bulbophyllum,Bulbophyllum_bisetum,40,20
Angiosperms,Orchidaceae,Bulbophyllum,Bulbophyllum,Bulbophyllum_bisetum,40,20
Angiosperms,Orchidaceae,Bulbophyllum,Bulbophyllum,Bulbophyllum_cylindraceum,,20
Angiosperms,Orchidaceae,Bulbophyllum,Bulbophyllum,Bulbophyllum_cylindraceum,40,20
Angiosperms,Orchidaceae,Bulbophyllum,Bulbophyllum,Bulbophyllum_drymoglossum,40,20
Angiosperms,Orchidaceae,Bulbophyllum,Bulbophyllum,Bulbophyllum_falcatum,40,20
Angiosperms,Orchidaceae,Bulbophyllum,Bulbophyllum,Bulbophyllum_flavescens,40,20
Angiosperms,Orchidaceae,Bulbophyllum,Bulbophyllum,Bulbophyllum_gamblei,,20
Angiosperms,Orchidaceae,Bulbophyllum,Bulbophyllum,Bulbophyllum_gamblei,40,20
Angiosperms,Orchidaceae,Bulbophyllum,Bulbophyllum,Bulbophyllum_japonicum,40,20
Angiosperms,Orchidaceae,Bulbophyllum,Bulbophyllum,Bulbophyllum_japonicum,40,20
Angiosperms,Orchidaceae,Bulbophyllum,Bulbophyllum,Bulbophyllum_kaitiense,40,20
Angiosperms,Orchidaceae,Bulbophyllum,Bulbophyllum,Bulbophyllum_khasyanum,,20
Angiosperms,Orchidaceae,Bulbophyllum,Bulbophyllum,Bulbophyllum_lupulinum,40,20
Angiosperms,Orchidaceae,Bulbophyllum,Bulbophyllum,Bulbophyllum_raui,40,20
Angiosperms,Orchidaceae,Bulbophyllum,Bulbophyllum,Bulbophyllum_raui,40,20
Angiosperms,Orchidaceae,Bulbophyllum,Bulbophyllum,Bulbophyllum_repens,40,20
Angiosperms,Orchidaceae,Bulbophyllum,Bulbophyllum,Bulbophyllum_scabratum,,20
Angiosperms,Orchidaceae,Bulbophyllum,Bulbophyllum,Bulbophyllum_scabratum,40,20
Angiosperms,Orchidaceae,Bulbophyllum,Bulbophyllum,Bulbophyllum_secundum,,20
Angiosperms,Orchidaceae,Bulbophyllum,Bulbophyllum,Bulbophyllum_vaginatum,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_alismifolia,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_alismifolia,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_alismifolia,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_alismifolia,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_alismifolia,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_alismifolia,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_alismifolia,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_alpina,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_alpina,,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_alpina,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_alpina,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_arcuata,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_arisanensis,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_arisanensis,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_arisanensis,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_aristulifera,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_aristulifera,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_aristulifera,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_aristulifera,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_aristulifera,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_aristulifera,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_aristulifera,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_aristulifera,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_aurantiaca,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_aurantiaca,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_biloba,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_brevicornu,,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_brevicornu,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_chevalieri,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_chevalieri,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_chevalieri,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_chevalieri,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_chevalieri,,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_chloroleuca,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_chloroleuca,,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_chloroleuca,,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_chloroleuca,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_clavata,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_clavata,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_clavata,,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_clavata,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_clavata,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_conspicua,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_coreana,40,20
Angiosperms,Orchidaceae,Calanthe,Calanthe,Calanthe_davidii,40,20
