"class","order","family","species","haploid"
"Actinopteri","Characiformes","Chalceidae","chalceus macrolepidotus","26"
"Actinopteri","Characiformes","Crenuchidae","characidium gomesi","25"
"Actinopteri","Characiformes","Crenuchidae","characidium lauroi","25"
"Actinopteri","Characiformes","Crenuchidae","characidium oiticicai","25"
"Actinopteri","Characiformes","Crenuchidae","characidium pterostictum","25"
"Actinopteri","Characiformes","Characidae","charax leticiae","26"
"Actinopteri","Characiformes","Chilodontidae","chilodus punctatus","27"
"Actinopteri","Characiformes","Lebiasinidae","copeina guttata","21"
"Actinopteri","Characiformes","Lebiasinidae","copella arnoldi","22"
"Actinopteri","Characiformes","Lebiasinidae","copella nattereri","18"
"Actinopteri","Characiformes","Characidae","ctenobrycon hauxwellianus","25"
"Actinopteri","Characiformes","Curimatidae","curimata cyprinoides","27"
"Actinopteri","Characiformes","Curimatidae","curimata inornata","27"
"Actinopteri","Characiformes","Curimatidae","curimata knerii","27"
"Actinopteri","Characiformes","Curimatidae","curimata ocellata","28"
"Actinopteri","Characiformes","Curimatidae","curimata vittata","27"
"Actinopteri","Characiformes","Curimatidae","curimatella alburna","27"
"Actinopteri","Characiformes","Curimatidae","curimatella dorsalis","27"
"Actinopteri","Characiformes","Curimatidae","curimatella dorsalis","27"
"Actinopteri","Characiformes","Curimatidae","curimatella immaculata","27"
"Actinopteri","Characiformes","Curimatidae","curimatella lepidura","27"
"Actinopteri","Characiformes","Curimatidae","curimatella meyeri","26-27"
"Actinopteri","Characiformes","Curimatidae","curimatopsis myersi","23"
"Actinopteri","Characiformes","Curimatidae","cyphocharax gilberti","27"
"Actinopteri","Characiformes","Curimatidae","cyphocharax gouldingi","27"
"Actinopteri","Characiformes","Curimatidae","cyphocharax modestus","27"
"Actinopteri","Characiformes","Curimatidae","cyphocharax modestus","41"
"Actinopteri","Characiformes","Curimatidae","cyphocharax modestus","27"
"Actinopteri","Characiformes","Curimatidae","cyphocharax modestus","27"
"Actinopteri","Characiformes","Curimatidae","cyphocharax modestus","27"
"Actinopteri","Characiformes","Curimatidae","cyphocharax modestus","27"
"Actinopteri","Characiformes","Curimatidae","cyphocharax modestus","27"
"Actinopteri","Characiformes","Curimatidae","cyphocharax nagelii","27"
"Actinopteri","Characiformes","Curimatidae","cyphocharax nagelii","27"
"Actinopteri","Characiformes","Curimatidae","cyphocharax platanus","29"
"Actinopteri","Characiformes","Curimatidae","cyphocharax platanus","29"
"Actinopteri","Characiformes","Curimatidae","cyphocharax spilotus","27"
"Actinopteri","Characiformes","Curimatidae","cyphocharax vanderi","27"
"Actinopteri","Characiformes","Curimatidae","cyphocharax voga","27"
"Actinopteri","Characiformes","Curimatidae","cyphocharax voga","27"
"Actinopteri","Characiformes","Characidae","deuterodon pedri","25"
"Actinopteri","Characiformes","Erythrinidae","erythrinus erythrinus","26"
"Actinopteri","Characiformes","Erythrinidae","erythrinus erythrinus","25.5"
"Actinopteri","Characiformes","Erythrinidae","erythrinus erythrinus","27"
"Actinopteri","Characiformes","Erythrinidae","erythrinus erythrinus","27"
"Actinopteri","Characiformes","Erythrinidae","erythrinus erythrinus","27"
"Actinopteri","Characiformes","Erythrinidae","erythrinus erythrinus","27"
"Actinopteri","Characiformes","Erythrinidae","erythrinus erythrinus","26.5"
"Actinopteri","Characiformes","Erythrinidae","erythrinus erythrinus","26"
"Actinopteri","Characiformes","Erythrinidae","erythrinus erythrinus","25.5"
"Actinopteri","Characiformes","Characidae","exodon paradoxus","26"
"Actinopteri","Characiformes","Characidae","exodon paradoxus","26"
"Actinopteri","Characiformes","Characidae","galeocharax gulo","26"
"Actinopteri","Characiformes","Characidae","galeocharax humeralis","26"
"Actinopteri","Characiformes","Characidae","galeocharax knerii","26"
"Actinopteri","Characiformes","Gasteropelecidae","gasteropelecus sternicla","27"
"Actinopteri","Characiformes","Characidae","gephyrocharax caucanus","26"
"Actinopteri","Characiformes","Characidae","gephyrocharax valencia","26"
"Actinopteri","Characiformes","Characidae","glandulocauda melanogenys","26"
"Actinopteri","Characiformes","Characidae","glandulocauda melanopleura","27"
"Actinopteri","Characiformes","Characidae","grundulus bogotensis","25"
"Actinopteri","Characiformes","Characidae","gymnocorymbus ternetzi","25"
"Actinopteri","Characiformes","Characidae","gymnocorymbus ternetzi","25"
"Actinopteri","Characiformes","Characidae","hasemania nana","25"
"Actinopteri","Characiformes","Characidae","hasemania nana","25"
"Actinopteri","Characiformes","Characidae","hasemania nana","25"
"Actinopteri","Characiformes","Characidae","hemigrammus analis","27"
"Actinopteri","Characiformes","Characidae","hemigrammus bellottii","24"
"Actinopteri","Characiformes","Characidae","hemigrammus erythrozonus","24"
"Actinopteri","Characiformes","Characidae","hemigrammus erythrozonus","26"
"Actinopteri","Characiformes","Characidae","hemigrammus hyanuary","26"
"Actinopteri","Characiformes","Characidae","hemigrammus hyanuary","27"
"Actinopteri","Characiformes","Characidae","hemigrammus marginatus","25"
"Actinopteri","Characiformes","Characidae","hemigrammus marginatus","25"
"Actinopteri","Characiformes","Characidae","hemigrammus matei","18"
"Actinopteri","Characiformes","Characidae","hemigrammus micropterus","26"
"Actinopteri","Characiformes","Characidae","hemigrammus ocellifer","19"
"Actinopteri","Characiformes","Characidae","hemigrammus pulcher","25"
"Actinopteri","Characiformes","Characidae","hemigrammus rhodostomus","25"
"Actinopteri","Characiformes","Characidae","hemigrammus rodwayi","25"
"Actinopteri","Characiformes","Characidae","hemigrammus stictus","25"
"Actinopteri","Characiformes","Characidae","hemigrammus unilineatus","26"
"Actinopteri","Characiformes","Characidae","hemigrammus vorderwinkleri","24"
"Actinopteri","Characiformes","Hemiodontidae","hemiodus argenteus","27"
"Actinopteri","Characiformes","Hemiodontidae","hemiodus immaculatus","27"
"Actinopteri","Characiformes","Hemiodontidae","hemiodus microlepis","27"
"Actinopteri","Characiformes","Hemiodontidae","hemiodus unimaculatus","27"
"Actinopteri","Characiformes","Characidae","hollandichthys multifasciatus","25"
"Actinopteri","Characiformes","Erythrinidae","hoplerythrinus unitaeniatus","24"
"Actinopteri","Characiformes","Erythrinidae","hoplerythrinus unitaeniatus","24"
"Actinopteri","Characiformes","Erythrinidae","hoplerythrinus unitaeniatus","26"
"Actinopteri","Characiformes","Erythrinidae","hoplerythrinus unitaeniatus","24"
"Actinopteri","Characiformes","Erythrinidae","hoplerythrinus unitaeniatus","26"
"Actinopteri","Characiformes","Erythrinidae","hoplerythrinus unitaeniatus","36"
"Actinopteri","Characiformes","Erythrinidae","hoplerythrinus unitaeniatus","24"
"Actinopteri","Characiformes","Erythrinidae","hoplerythrinus unitaeniatus","24"
"Actinopteri","Characiformes","Erythrinidae","hoplerythrinus unitaeniatus","24"
"Actinopteri","Characiformes","Erythrinidae","hoplerythrinus unitaeniatus","24"
"Actinopteri","Characiformes","Erythrinidae","hoplias lacerdae","25"
"Actinopteri","Characiformes","Erythrinidae","hoplias lacerdae","25"
"Actinopteri","Characiformes","Erythrinidae","hoplias malabaricus","21"
"Actinopteri","Characiformes","Erythrinidae","hoplias malabaricus","21"
"Actinopteri","Characiformes","Erythrinidae","hoplias malabaricus","21"
"Actinopteri","Characiformes","Erythrinidae","hoplias malabaricus","21"
"Actinopteri","Characiformes","Erythrinidae","hoplias malabaricus","20"
"Actinopteri","Characiformes","Erythrinidae","hoplias malabaricus","20"
"Actinopteri","Characiformes","Erythrinidae","hoplias malabaricus","20.5"
"Actinopteri","Characiformes","Erythrinidae","hoplias malabaricus","21"
"Actinopteri","Characiformes","Erythrinidae","hoplias malabaricus","21"
"Actinopteri","Characiformes","Erythrinidae","hoplias malabaricus","20"
"Actinopteri","Characiformes","Erythrinidae","hoplias malabaricus","20"
"Actinopteri","Characiformes","Erythrinidae","hoplias malabaricus","19.5"
"Actinopteri","Characiformes","Erythrinidae","hoplias malabaricus","21"
"Actinopteri","Characiformes","Erythrinidae","hoplias malabaricus","20"
"Actinopteri","Characiformes","Characidae","hyphessobrycon anisitsi","25"
"Actinopteri","Characiformes","Characidae","hyphessobrycon anisitsi","25"
"Actinopteri","Characiformes","Characidae","hyphessobrycon anisitsi","25"
"Actinopteri","Characiformes","Characidae","hyphessobrycon bentosi","26"
"Actinopteri","Characiformes","Characidae","hyphessobrycon bentosi","26"
"Actinopteri","Characiformes","Characidae","hyphessobrycon bifasciatus","25"
"Actinopteri","Characiformes","Characidae","hyphessobrycon copelandi","26"
"Actinopteri","Characiformes","Characidae","hyphessobrycon eques","26"
"Actinopteri","Characiformes","Characidae","hyphessobrycon eques","26"
"Actinopteri","Characiformes","Characidae","hyphessobrycon erythrostigma","26"
"Actinopteri","Characiformes","Characidae","hyphessobrycon flammeus","25"
"Actinopteri","Characiformes","Characidae","hyphessobrycon flammeus","26"
"Actinopteri","Characiformes","Characidae","hyphessobrycon griemi","25"
"Actinopteri","Characiformes","Characidae","hyphessobrycon griemi","24"
"Actinopteri","Characiformes","Characidae","hyphessobrycon herbertaxelrodi","26"
"Actinopteri","Characiformes","Characidae","hyphessobrycon herbertaxelrodi","26"
"Actinopteri","Characiformes","Characidae","hyphessobrycon heterorhabdus","24"
"Actinopteri","Characiformes","Characidae","hyphessobrycon megalopterus","26"
"Actinopteri","Characiformes","Characidae","hyphessobrycon minimus","26"
"Actinopteri","Characiformes","Characidae","hyphessobrycon minor","26"
"Actinopteri","Characiformes","Characidae","hyphessobrycon peruvianus","25"
"Actinopteri","Characiformes","Characidae","hyphessobrycon pulchripinnis","25"
"Actinopteri","Characiformes","Characidae","hyphessobrycon reticulatus","25"
"Actinopteri","Characiformes","Characidae","hyphessobrycon rosaceus","26"
"Actinopteri","Characiformes","Characidae","hyphessobrycon rosaceus","25"
"Actinopteri","Characiformes","Characidae","hyphessobrycon santae","25"
"Actinopteri","Characiformes","Characidae","hyphessobrycon scholzei","25"
"Actinopteri","Characiformes","Characidae","hyphessobrycon scholzei","25"
"Actinopteri","Characiformes","Anostomidae","leporellus vittatus","27"
"Actinopteri","Characiformes","Anostomidae","leporinus acutidens","27"
"Actinopteri","Characiformes","Anostomidae","leporinus affinis","27"
"Actinopteri","Characiformes","Anostomidae","leporinus amblyrhynchus","27"
"Actinopteri","Characiformes","Anostomidae","leporinus brunneus","27"
"Actinopteri","Characiformes","Anostomidae","leporinus conirostris","27"
"Actinopteri","Characiformes","Anostomidae","leporinus conirostris","27"
"Actinopteri","Characiformes","Anostomidae","leporinus copelandii","27"
"Actinopteri","Characiformes","Anostomidae","leporinus cylindriformis","27"
"Actinopteri","Characiformes","Anostomidae","leporinus desmotes","27"
"Actinopteri","Characiformes","Serrasalmidae","metynnis hypsauchen","31"
"Actinopteri","Characiformes","Serrasalmidae","metynnis lippincottianus","31"
"Actinopteri","Characiformes","Serrasalmidae","metynnis lippincottianus","31"
"Actinopteri","Characiformes","Serrasalmidae","metynnis lippincottianus","31"
"Actinopteri","Characiformes","Serrasalmidae","metynnis maculatus","31"
"Actinopteri","Characiformes","Serrasalmidae","metynnis mola","31"
"Actinopteri","Characiformes","Characidae","microschemobrycon casiquiare","21"
"Actinopteri","Characiformes","Characidae","mimagoniates lateralis","26"
"Actinopteri","Characiformes","Characidae","mimagoniates microlepis","26"
"Actinopteri","Characiformes","Characidae","mimagoniates microlepis","26"
"Actinopteri","Characiformes","Serrasalmidae","mylesinus paraschomburgkii","29"
"Actinopteri","Characiformes","Serrasalmidae","mylesinus schomburgkii","29"
"Actinopteri","Characiformes","Serrasalmidae","myleus micans","29"
"Actinopteri","Characiformes","Serrasalmidae","myleus pacu","29"
"Actinopteri","Characiformes","Serrasalmidae","myleus tiete","29"
"Actinopteri","Characiformes","Serrasalmidae","myloplus rubripinnis","29"
"Actinopteri","Characiformes","Serrasalmidae","mylossoma aureum","27"
"Actinopteri","Characiformes","Serrasalmidae","mylossoma duriventre","27"
"Actinopteri","Characiformes","Serrasalmidae","mylossoma duriventre","27"
"Actinopteri","Characiformes","Serrasalmidae","mylossoma duriventre","27"
"Actinopteri","Characiformes","Serrasalmidae","mylossoma duriventre","27"
"Actinopteri","Characiformes","Serrasalmidae","mylossoma duriventre","27"
"Actinopteri","Characiformes","Lebiasinidae","nannostomus beckfordi","21"
"Actinopteri","Characiformes","Lebiasinidae","nannostomus beckfordi","22"
"Actinopteri","Characiformes","Lebiasinidae","nannostomus beckfordi","18"
"Actinopteri","Characiformes","Lebiasinidae","nannostomus eques","17"
"Actinopteri","Characiformes","Lebiasinidae","nannostomus eques","18"
"Actinopteri","Characiformes","Lebiasinidae","nannostomus harrisoni","20"
"Actinopteri","Characiformes","Lebiasinidae","nannostomus marginatus","21"
"Actinopteri","Characiformes","Lebiasinidae","nannostomus trifasciatus","23"
"Actinopteri","Characiformes","Lebiasinidae","nannostomus trifasciatus","19"
"Actinopteri","Characiformes","Lebiasinidae","nannostomus trifasciatus","15"
"Actinopteri","Characiformes","Lebiasinidae","nannostomus trifasciatus","12"
"Actinopteri","Characiformes","Lebiasinidae","nannostomus unifasciatus","11"
"Actinopteri","Characiformes","Lebiasinidae","nannostomus unifasciatus","11"
"Actinopteri","Characiformes","Characidae","nematobrycon palmeri","25"
"Actinopteri","Characiformes","Characidae","nematobrycon palmeri","25"
"Actinopteri","Characiformes","Characidae","odontostilbe stenodon","26"
"Actinopteri","Characiformes","Characidae","orthospinus franciscensis","25"
"Actinopteri","Characiformes","Characidae","orthospinus franciscensis","25"
"Actinopteri","Characiformes","Characidae","paracheirodon axelrodi","26"
"Actinopteri","Characiformes","Characidae","paracheirodon innesi","16"
"Actinopteri","Characiformes","Characidae","paracheirodon innesi","18"
"Actinopteri","Characiformes","Characidae","paracheirodon simulans","25"
"Actinopteri","Characiformes","Parodontidae","parodon hilarii","27"
"Actinopteri","Characiformes","Parodontidae","parodon hilarii","27"
"Actinopteri","Characiformes","Parodontidae","parodon hilarii","27"
"Actinopteri","Characiformes","Parodontidae","parodon hilarii","27"
"Actinopteri","Characiformes","Parodontidae","parodon nasus","27"
"Actinopteri","Characiformes","Parodontidae","parodon nasus","27"
"Actinopteri","Characiformes","Parodontidae","parodon nasus","27"
"Actinopteri","Characiformes","Parodontidae","parodon nasus","27"
"Actinopteri","Characiformes","Parodontidae","parodon nasus","27"
"Actinopteri","Characiformes","Parodontidae","parodon nasus","27"
"Actinopteri","Characiformes","Serrasalmidae","piaractus brachypomus","27"
"Actinopteri","Characiformes","Serrasalmidae","piaractus mesopotamicus","27"
"Actinopteri","Characiformes","Serrasalmidae","piaractus mesopotamicus","27"
"Actinopteri","Characiformes","Characidae","poptella compressa","25"
"Actinopteri","Characiformes","Characidae","poptella paraguayensis","25"
"Actinopteri","Characiformes","Curimatidae","potamorhina altamazonica","51"
"Actinopteri","Characiformes","Curimatidae","potamorhina latior","28"
"Actinopteri","Characiformes","Curimatidae","potamorhina pristigaster","27"
"Actinopteri","Characiformes","Curimatidae","potamorhina squamoralevis","51"
"Actinopteri","Characiformes","Characidae","pristella maxillaris","26"
"Actinopteri","Characiformes","Serrasalmidae","pristobrycon striolatus","31"
"Actinopteri","Characiformes","Characidae","probolodus heterostomus","25"
"Actinopteri","Characiformes","Prochilodontidae","prochilodus argenteus","27"
"Actinopteri","Characiformes","Prochilodontidae","prochilodus argenteus","27"
"Actinopteri","Characiformes","Prochilodontidae","prochilodus brevis","27"
"Actinopteri","Characiformes","Prochilodontidae","prochilodus brevis","27"
"Actinopteri","Characiformes","Prochilodontidae","prochilodus costatus","27"
"Actinopteri","Characiformes","Prochilodontidae","prochilodus costatus","27"
"Actinopteri","Characiformes","Prochilodontidae","prochilodus lineatus","27"
"Actinopteri","Characiformes","Prochilodontidae","prochilodus lineatus","27"
"Actinopteri","Characiformes","Prochilodontidae","prochilodus lineatus","27"
"Actinopteri","Characiformes","Prochilodontidae","prochilodus lineatus","27"
"Actinopteri","Characiformes","Prochilodontidae","prochilodus lineatus","27"
"Actinopteri","Characiformes","Prochilodontidae","prochilodus lineatus","27"
"Actinopteri","Characiformes","Prochilodontidae","prochilodus lineatus","27"
"Actinopteri","Characiformes","Prochilodontidae","prochilodus lineatus","27"
"Actinopteri","Characiformes","Prochilodontidae","prochilodus lineatus","27"
"Actinopteri","Characiformes","Prochilodontidae","prochilodus lineatus","27"
"Actinopteri","Characiformes","Prochilodontidae","prochilodus mariae","27"
"Actinopteri","Characiformes","Prochilodontidae","prochilodus nigricans","27"
"Actinopteri","Characiformes","Prochilodontidae","prochilodus vimboides","27"
"Actinopteri","Characiformes","Curimatidae","psectrogaster amazonica","27"
"Actinopteri","Characiformes","Curimatidae","psectrogaster curviventris","27"
"Actinopteri","Characiformes","Curimatidae","psectrogaster curviventris","27"
"Actinopteri","Characiformes","Curimatidae","psectrogaster rutiloides","27"
"Actinopteri","Characiformes","Anostomidae","pseudanos trimaculatus","27"
"Actinopteri","Characiformes","Anostomidae","pseudanos trimaculatus","27"
"Actinopteri","Characiformes","Serrasalmidae","pygocentrus nattereri","30"
"Actinopteri","Characiformes","Serrasalmidae","pygocentrus nattereri","30"
"Actinopteri","Characiformes","Serrasalmidae","pygocentrus piraya","30"
"Actinopteri","Characiformes","Lebiasinidae","pyrrhulina australis","21"
"Actinopteri","Characiformes","Lebiasinidae","pyrrhulina australis","21"
"Actinopteri","Characiformes","Anostomidae","rhytiodus microlepis","27"
"Actinopteri","Characiformes","Anostomidae","rhytiodus microlepis","27"
"Actinopteri","Characiformes","Characidae","roeboides descalvadensis","26"
"Actinopteri","Characiformes","Characidae","roeboides microlepis","26"
"Actinopteri","Characiformes","Characidae","roeboides xenodon","26"
"Actinopteri","Characiformes","Bryconidae","salminus brasiliensis","25"
"Actinopteri","Characiformes","Bryconidae","salminus hilarii","25"
"Actinopteri","Characiformes","Bryconidae","salminus hilarii","25"
"Actinopteri","Characiformes","Anostomidae","schizodon altoparanae","27"
"Actinopteri","Characiformes","Anostomidae","schizodon altoparanae","27"
"Actinopteri","Characiformes","Anostomidae","schizodon fasciatus","27"
"Actinopteri","Characiformes","Anostomidae","schizodon fasciatus","27"
"Actinopteri","Characiformes","Anostomidae","schizodon fasciatus","27"
"Actinopteri","Characiformes","Anostomidae","schizodon fasciatus","27"
"Actinopteri","Characiformes","Anostomidae","schizodon intermedius","27"
"Actinopteri","Characiformes","Anostomidae","schizodon intermedius","27"
"Actinopteri","Characiformes","Anostomidae","schizodon isognathus","27"
"Actinopteri","Characiformes","Anostomidae","schizodon isognathus","27"
"Actinopteri","Characiformes","Anostomidae","schizodon knerii","27"
"Actinopteri","Characiformes","Anostomidae","schizodon knerii","27"
"Actinopteri","Characiformes","Anostomidae","schizodon nasutus","27"
"Actinopteri","Characiformes","Anostomidae","schizodon nasutus","27"
"Actinopteri","Characiformes","Anostomidae","schizodon nasutus","27"
"Actinopteri","Characiformes","Anostomidae","schizodon nasutus","27"
"Actinopteri","Characiformes","Anostomidae","schizodon platae","27"
"Actinopteri","Characiformes","Anostomidae","schizodon platae","27"
"Actinopteri","Characiformes","Anostomidae","schizodon vittatus","27"
"Actinopteri","Characiformes","Anostomidae","schizodon vittatus","27"
"Actinopteri","Characiformes","Prochilodontidae","semaprochilodus insignis","27"
"Actinopteri","Characiformes","Prochilodontidae","semaprochilodus kneri","27"
"Actinopteri","Characiformes","Prochilodontidae","semaprochilodus laticeps","27"
"Actinopteri","Characiformes","Prochilodontidae","semaprochilodus taeniurus","27"
"Actinopteri","Characiformes","Prochilodontidae","semaprochilodus taeniurus","27"
"Actinopteri","Characiformes","Characidae","serrapinnus heterodon","26"
"Actinopteri","Characiformes","Characidae","serrapinnus heterodon","26"
"Actinopteri","Characiformes","Characidae","serrapinnus heterodon","26"
"Actinopteri","Characiformes","Characidae","serrapinnus heterodon","26"
"Actinopteri","Characiformes","Characidae","serrapinnus notomelas","26"
"Actinopteri","Characiformes","Characidae","serrapinnus notomelas","26"
"Actinopteri","Characiformes","Characidae","serrapinnus notomelas","26"
"Actinopteri","Characiformes","Characidae","serrapinnus piaba","26"
"Actinopteri","Characiformes","Serrasalmidae","serrasalmus altispinis","30"
"Actinopteri","Characiformes","Serrasalmidae","serrasalmus altispinis","30"
"Actinopteri","Characiformes","Serrasalmidae","serrasalmus altuvei","30"
"Actinopteri","Characiformes","Serrasalmidae","serrasalmus brandtii","30"
"Actinopteri","Characiformes","Serrasalmidae","serrasalmus compressus","30"
"Actinopteri","Characiformes","Serrasalmidae","serrasalmus eigenmanni","30"
"Actinopteri","Characiformes","Serrasalmidae","serrasalmus elongatus","30"
"Actinopteri","Characiformes","Serrasalmidae","serrasalmus gouldingi","30"
"Actinopteri","Characiformes","Serrasalmidae","serrasalmus hollandi","32"
"Actinopteri","Characiformes","Serrasalmidae","serrasalmus humeralis","30"
"Actinopteri","Characiformes","Serrasalmidae","serrasalmus manueli","30"
"Actinopteri","Characiformes","Serrasalmidae","serrasalmus marginatus","30"
"Actinopteri","Characiformes","Serrasalmidae","serrasalmus marginatus","30"
"Actinopteri","Characiformes","Serrasalmidae","serrasalmus rhombeus","30"
"Actinopteri","Characiformes","Serrasalmidae","serrasalmus rhombeus","29"
"Actinopteri","Characiformes","Serrasalmidae","serrasalmus rhombeus","30"
"Actinopteri","Characiformes","Serrasalmidae","serrasalmus serrulatus","30"
"Actinopteri","Characiformes","Serrasalmidae","serrasalmus serrulatus","30"
"Actinopteri","Characiformes","Serrasalmidae","serrasalmus spilopleura","30"
"Actinopteri","Characiformes","Serrasalmidae","serrasalmus spilopleura","30"
"Actinopteri","Characiformes","Serrasalmidae","serrasalmus spilopleura","30"
"Actinopteri","Characiformes","Serrasalmidae","serrasalmus spilopleura","30"
"Actinopteri","Characiformes","Serrasalmidae","serrasalmus spilopleura","30"
"Actinopteri","Characiformes","Serrasalmidae","serrasalmus spilopleura","30"
"Actinopteri","Characiformes","Serrasalmidae","serrasalmus spilopleura","30"
"Actinopteri","Characiformes","Curimatidae","steindachnerina amazonica","27"
"Actinopteri","Characiformes","Curimatidae","steindachnerina brevipinna","27"
"Actinopteri","Characiformes","Curimatidae","steindachnerina brevipinna","27"
"Actinopteri","Characiformes","Curimatidae","steindachnerina conspersa","27"
"Actinopteri","Characiformes","Curimatidae","steindachnerina conspersa","27"
"Actinopteri","Characiformes","Curimatidae","steindachnerina elegans","27"
"Actinopteri","Characiformes","Curimatidae","steindachnerina gracilis","27"
"Actinopteri","Characiformes","Curimatidae","steindachnerina insculpta","27"
"Actinopteri","Characiformes","Curimatidae","steindachnerina insculpta","27"
"Actinopteri","Characiformes","Curimatidae","steindachnerina leucisca","27"
"Actinopteri","Characiformes","Characidae","thayeria boehlkei","25"
"Actinopteri","Characiformes","Gasteropelecidae","thoracocharax stellatus","27"
"Actinopteri","Characiformes","Gasteropelecidae","thoracocharax stellatus","27"
"Actinopteri","Characiformes","Triportheidae","triportheus albus","26"
