Clade,Family,species,Genus,species,haploid
Angiosperms,Fabaceae,Indigofera_tinctoria,Indigofera,tinctoria,8
Angiosperms,Fabaceae,Indigofera_glabra,Indigofera,glabra,8
Angiosperms,Fabaceae,Indigofera_oblongifolia,Indigofera,oblongifolia,8
Angiosperms,Fabaceae,Indigofera_adesmiifolia,Indigofera,adesmiifolia,8
Angiosperms,Fabaceae,Indigofera_angulosa,Indigofera,angulosa,16
Angiosperms,Fabaceae,Indigofera_arabica,Indigofera,arabica,8
Angiosperms,Fabaceae,Indigofera_aspalathoides,Indigofera,aspalathoides,8
Angiosperms,Fabaceae,Indigofera_asperifolia,Indigofera,asperifolia,8
Angiosperms,Fabaceae,Indigofera_astragalina,Indigofera,astragalina,8
Angiosperms,Fabaceae,Indigofera_atriceps,Indigofera,atriceps,8
Angiosperms,Fabaceae,Indigofera_atropurpurea,Indigofera,atropurpurea,8
Angiosperms,Fabaceae,Indigofera_cassioides,Indigofera,cassioides,8
Angiosperms,Fabaceae,Indigofera_coerulea,Indigofera,coerulea,8
Angiosperms,Fabaceae,Indigofera_colutea,Indigofera,colutea,8
Angiosperms,Fabaceae,Indigofera_coronillaefolia,Indigofera,coronillaefolia,8
Angiosperms,Fabaceae,Indigofera_coronillifolia,Indigofera,coronillifolia,8
Angiosperms,Fabaceae,Indigofera_cryptantha,Indigofera,cryptantha,8
Angiosperms,Fabaceae,Indigofera_cylindracea,Indigofera,cylindracea,8
Angiosperms,Fabaceae,Indigofera_endecaphylla,Indigofera,endecaphylla,16
Angiosperms,Fabaceae,Indigofera_hamiltonii,Indigofera,hamiltonii,8
Angiosperms,Fabaceae,Indigofera_hebepetala,Indigofera,hebepetala,8
Angiosperms,Fabaceae,Indigofera_hendecaphylla,Indigofera,hendecaphylla,8
Angiosperms,Fabaceae,Indigofera_himalayensis,Indigofera,himalayensis,8
Angiosperms,Fabaceae,Indigofera_hochstetteri,Indigofera,hochstetteri,8
Angiosperms,Fabaceae,Indigofera_karnatakana,Indigofera,karnatakana,8
Angiosperms,Fabaceae,Indigofera_leptosepala,Indigofera,leptosepala,16
Angiosperms,Fabaceae,Indigofera_lespedezioides,Indigofera,lespedezioides,8
Angiosperms,Fabaceae,Indigofera_limifolia,Indigofera,limifolia,8
Angiosperms,Fabaceae,Indigofera_lindheimeriana,Indigofera,lindheimeriana,8
Angiosperms,Fabaceae,Indigofera_linnaei,Indigofera,linnaei,8
Angiosperms,Fabaceae,Indigofera_microcarpa,Indigofera,microcarpa,8
Angiosperms,Fabaceae,Indigofera_mildbraediana,Indigofera,mildbraediana,8
Angiosperms,Fabaceae,Indigofera_nummulariifolia,Indigofera,nummulariifolia,8
Angiosperms,Fabaceae,Indigofera_parodiana,Indigofera,parodiana,16
Angiosperms,Fabaceae,Indigofera_pedicellata,Indigofera,pedicellata,8
Angiosperms,Fabaceae,Indigofera_pseudotinctoria,Indigofera,pseudotinctoria,8
Angiosperms,Fabaceae,Indigofera_remota,Indigofera,remota,8
Angiosperms,Fabaceae,Indigofera_spicata,Indigofera,spicata,8
Angiosperms,Fabaceae,Indigofera_suffruticosa,Indigofera,suffruticosa,8
Angiosperms,Fabaceae,Indigofera_tirunelvelica,Indigofera,tirunelvelica,8
Angiosperms,Fabaceae,Indigofera_trita,Indigofera,trita,8
Angiosperms,Fabaceae,Indigofera_uniflora,Indigofera,uniflora,8
Angiosperms,Fabaceae,Indigofera_vicioides,Indigofera,vicioides,8
Angiosperms,Fabaceae,Indigofera_wightii,Indigofera,wightii,8
Angiosperms,Fabaceae,Inga_calderonii,Inga,calderonii,13
Angiosperms,Fabaceae,Intsia_africana,Intsia,africana,12
Angiosperms,Fabaceae,Intsia_bijuga,Intsia,bijuga,12
Angiosperms,Fabaceae,Isotropis_atropurpurea,Isotropis,atropurpurea,6
Angiosperms,Fabaceae,Isotropis_cuneifolia,Isotropis,cuneifolia,18
Angiosperms,Fabaceae,Jacksonia_scoparia,Jacksonia,scoparia,9
Angiosperms,Fabaceae,Julbernardia_seretii,Julbernardia,seretii,12
Angiosperms,Fabaceae,Kanaloa_kahoolawensis,Kanaloa,kahoolawensis,14
Angiosperms,Fabaceae,Kennedia_nigricans,Kennedia,nigricans,11
Angiosperms,Fabaceae,Kennedia_coccinea,Kennedia,coccinea,11
Angiosperms,Fabaceae,Kennedia_prorepens,Kennedia,prorepens,11
Angiosperms,Fabaceae,Kennedia_rubicunda,Kennedia,rubicunda,11
Angiosperms,Fabaceae,Kotschya_uguenensis,Kotschya,uguenensis,14
Angiosperms,Fabaceae,Kummerowia_stipulacea,Kummerowia,stipulacea,11
Angiosperms,Fabaceae,Labichea_lanceolata,Labichea,lanceolata,14
Angiosperms,Fabaceae,Lablab_purpureus,Lablab,purpureus,11
Angiosperms,Fabaceae,Laburnum_alpinum,Laburnum,alpinum,25
Angiosperms,Fabaceae,Laburnum_anagyroides,Laburnum,anagyroides,21
Angiosperms,Fabaceae,Lathyrus_latifolius,Lathyrus,latifolius,7
Angiosperms,Fabaceae,Lathyrus_grandiflorus,Lathyrus,grandiflorus,7
Angiosperms,Fabaceae,Lathyrus_sylvestris,Lathyrus,sylvestris,7
Angiosperms,Fabaceae,Lathyrus_annuus,Lathyrus,annuus,7
Angiosperms,Fabaceae,Lathyrus_aphaca,Lathyrus,aphaca,7
Angiosperms,Fabaceae,Lathyrus_articulatus,Lathyrus,articulatus,7
Angiosperms,Fabaceae,Lathyrus_chloranthus,Lathyrus,chloranthus,7
Angiosperms,Fabaceae,Lathyrus_cicera,Lathyrus,cicera,7
Angiosperms,Fabaceae,Lathyrus_cirrhosus,Lathyrus,cirrhosus,7
Angiosperms,Fabaceae,Lathyrus_clymenum,Lathyrus,clymenum,7
Angiosperms,Fabaceae,Lathyrus_digitatus,Lathyrus,digitatus,7
Angiosperms,Fabaceae,Lathyrus_gorgoni,Lathyrus,gorgoni,7
Angiosperms,Fabaceae,Lathyrus_graminifolius,Lathyrus,graminifolius,7
Angiosperms,Fabaceae,Lathyrus_hasslerianus,Lathyrus,hasslerianus,7
Angiosperms,Fabaceae,Lathyrus_inconspicuus,Lathyrus,inconspicuus,7
Angiosperms,Fabaceae,Lathyrus_japonicus,Lathyrus,japonicus,7
Angiosperms,Fabaceae,Lathyrus_laetiflorus,Lathyrus,laetiflorus,7
Angiosperms,Fabaceae,Lathyrus_linifolius,Lathyrus,linifolius,7
Angiosperms,Fabaceae,Lathyrus_macrostachys,Lathyrus,macrostachys,7
Angiosperms,Fabaceae,Lathyrus_magellanicus,Lathyrus,magellanicus,7
Angiosperms,Fabaceae,Lathyrus_niger,Lathyrus,niger,7
Angiosperms,Fabaceae,Lathyrus_ochrus,Lathyrus,ochrus,7
Angiosperms,Fabaceae,Lathyrus_odoratus,Lathyrus,odoratus,7
Angiosperms,Fabaceae,Lathyrus_orientalis,Lathyrus,orientalis,7
Angiosperms,Fabaceae,Lathyrus_pratensis,Lathyrus,pratensis,7
Angiosperms,Fabaceae,Lathyrus_pusillus,Lathyrus,pusillus,7
Angiosperms,Fabaceae,Lathyrus_sativus,Lathyrus,sativus,7
Angiosperms,Fabaceae,Lathyrus_setifolius,Lathyrus,setifolius,7
Angiosperms,Fabaceae,Lathyrus_sphaericus,Lathyrus,sphaericus,7
Angiosperms,Fabaceae,Lathyrus_tingitanus,Lathyrus,tingitanus,7
Angiosperms,Fabaceae,Lathyrus_tuberosus,Lathyrus,tuberosus,7
Angiosperms,Fabaceae,Lathyrus_vernus,Lathyrus,vernus,7
Angiosperms,Fabaceae,Lembotropis_nigricans,Lembotropis,nigricans,23
Angiosperms,Fabaceae,Lens_culinaris,Lens,culinaris,7
Angiosperms,Fabaceae,Leptoderris_fasciculata,Leptoderris,fasciculata,10
Angiosperms,Fabaceae,Leptodesmia_congesta,Leptodesmia,congesta,10
Angiosperms,Fabaceae,Lespedeza_bicolor,Lespedeza,bicolor,11
Angiosperms,Fabaceae,Lespedeza_gerardiana,Lespedeza,gerardiana,11
Angiosperms,Fabaceae,Lespedeza_juncea,Lespedeza,juncea,10
Angiosperms,Fabaceae,Lespedeza_texana,Lespedeza,texana,10
Angiosperms,Fabaceae,Lespedeza_cuneata,Lespedeza,cuneata,10
Angiosperms,Fabaceae,Lespedeza_cyrtobotrya,Lespedeza,cyrtobotrya,11
Angiosperms,Fabaceae,Lespedeza_homoloba,Lespedeza,homoloba,11
Angiosperms,Fabaceae,Lespedeza_thunbergii,Lespedeza,thunbergii,11
Angiosperms,Fabaceae,Leucaena_diversifolia,Leucaena,diversifolia,52
Angiosperms,Fabaceae,Leucaena_lanceolata,Leucaena,lanceolata,26
Angiosperms,Fabaceae,Leucaena_pallida,Leucaena,pallida,52
Angiosperms,Fabaceae,Leucaena_retusa,Leucaena,retusa,28
Angiosperms,Fabaceae,Leucaena_greggii,Leucaena,greggii,28
Angiosperms,Fabaceae,Leucaena_collinsii,Leucaena,collinsii,28
Angiosperms,Fabaceae,Leucaena_cuspidata,Leucaena,cuspidata,56
Angiosperms,Fabaceae,Leucaena_esculenta,Leucaena,esculenta,26
Angiosperms,Fabaceae,Leucaena_leucocephala,Leucaena,leucocephala,52
Angiosperms,Fabaceae,Leucaena_multicapitula,Leucaena,multicapitula,26
Angiosperms,Fabaceae,Leucaena_pulverulenta,Leucaena,pulverulenta,28
Angiosperms,Fabaceae,Leucaena_salvadorensis,Leucaena,salvadorensis,28
Angiosperms,Fabaceae,Leucaena_shannonii,Leucaena,shannonii,26
Angiosperms,Fabaceae,Leucaena_trichandra,Leucaena,trichandra,26
Angiosperms,Fabaceae,Leucaena_trichodes,Leucaena,trichodes,26
Angiosperms,Fabaceae,Leucomphalos_capparideus,Leucomphalos,capparideus,11
Angiosperms,Fabaceae,Liparia_splendens,Liparia,splendens,9
Angiosperms,Fabaceae,Lonchocarpus_guatemalensis,Lonchocarpus,guatemalensis,11
Angiosperms,Fabaceae,Lonchocarpus_sericeus,Lonchocarpus,sericeus,11
Angiosperms,Fabaceae,Lonchocarpus_acuminatus,Lonchocarpus,acuminatus,11
Angiosperms,Fabaceae,Lonchocarpus_costaricensis,Lonchocarpus,costaricensis,11
Angiosperms,Fabaceae,Lonchocarpus_eriocarinalis,Lonchocarpus,eriocarinalis,11
Angiosperms,Fabaceae,Lonchocarpus_guillemineanus,Lonchocarpus,guillemineanus,11
Angiosperms,Fabaceae,Lonchocarpus_hermannii,Lonchocarpus,hermannii,11
Angiosperms,Fabaceae,Lonchocarpus_laxiflorus,Lonchocarpus,laxiflorus,11
Angiosperms,Fabaceae,Lonchocarpus_nitidus,Lonchocarpus,nitidus,11
Angiosperms,Fabaceae,Lotononis_acuminata,Lotononis,acuminata,14
Angiosperms,Fabaceae,Lotononis_lotononoides,Lotononis,lotononoides,14
Angiosperms,Fabaceae,Lotus_maritimus,Lotus,maritimus,7
Angiosperms,Fabaceae,Lotus_tetragonolobus,Lotus,tetragonolobus,7
Angiosperms,Fabaceae,Lotus_cytisoides,Lotus,cytisoides,7
Angiosperms,Fabaceae,Lotus_alpinus,Lotus,alpinus,6
Angiosperms,Fabaceae,Lotus_schimperi,Lotus,schimperi,7
Angiosperms,Fabaceae,Lotus_angustissimus,Lotus,angustissimus,6
Angiosperms,Fabaceae,Lotus_arenarius,Lotus,arenarius,7
Angiosperms,Fabaceae,Lotus_argophyllus,Lotus,argophyllus,7
Angiosperms,Fabaceae,Lotus_biflorus,Lotus,biflorus,7
Angiosperms,Fabaceae,Lotus_borzii,Lotus,borzii,7
Angiosperms,Fabaceae,Lotus_conimbricensis,Lotus,conimbricensis,6
Angiosperms,Fabaceae,Lotus_conjugatus,Lotus,conjugatus,7
Angiosperms,Fabaceae,Lotus_corniculatus,Lotus,corniculatus,12
Angiosperms,Fabaceae,Lotus_creticus,Lotus,creticus,7
Angiosperms,Fabaceae,Lotus_cruentus,Lotus,cruentus,14
Angiosperms,Fabaceae,Lotus_garcini,Lotus,garcini,7
Angiosperms,Fabaceae,Lotus_gebelia,Lotus,gebelia,7
Angiosperms,Fabaceae,Lotus_glaucus,Lotus,glaucus,7
Angiosperms,Fabaceae,Lotus_halophilus,Lotus,halophilus,7
Angiosperms,Fabaceae,Lotus_hispidus,Lotus,hispidus,12
Angiosperms,Fabaceae,Lotus_holosericus,Lotus,holosericus,7
Angiosperms,Fabaceae,Lotus_laricus,Lotus,laricus,7
Angiosperms,Fabaceae,Lotus_longesiliquosus,Lotus,longesiliquosus,7
Angiosperms,Fabaceae,Lotus_maroccanus,Lotus,maroccanus,7
Angiosperms,Fabaceae,Lotus_michauxianus,Lotus,michauxianus,7
Angiosperms,Fabaceae,Lotus_ornithopodioides,Lotus,ornithopodioides,7
Angiosperms,Fabaceae,Lotus_oroboides,Lotus,oroboides,7
Angiosperms,Fabaceae,Lotus_palaestinus,Lotus,palaestinus,7
Angiosperms,Fabaceae,Lotus_parviflorus,Lotus,parviflorus,6
Angiosperms,Fabaceae,Lotus_pedunculatus,Lotus,pedunculatus,6
Angiosperms,Fabaceae,Lotus_preslii,Lotus,preslii,12
Angiosperms,Fabaceae,Lotus_sessilifolius,Lotus,sessilifolius,14
Angiosperms,Fabaceae,Lotus_subbiflorus,Lotus,subbiflorus,5
Angiosperms,Fabaceae,Lotus_tenuis,Lotus,tenuis,6
Angiosperms,Fabaceae,Lupinus_hispanicus,Lupinus,hispanicus,26
Angiosperms,Fabaceae,Lupinus_pubescens,Lupinus,pubescens,24
Angiosperms,Fabaceae,Lupinus_elegans,Lupinus,elegans,24
Angiosperms,Fabaceae,Lupinus_linearis,Lupinus,linearis,16
Angiosperms,Fabaceae,Lupinus_latifolius,Lupinus,latifolius,24
Angiosperms,Fabaceae,Lupinus_sericeus,Lupinus,sericeus,24
Angiosperms,Fabaceae,Lupinus_multiflorus,Lupinus,multiflorus,18
Angiosperms,Fabaceae,Lupinus_mutabilis,Lupinus,mutabilis,24
Angiosperms,Fabaceae,Lupinus_villosus,Lupinus,villosus,26
Angiosperms,Fabaceae,Lupinus_pusillus,Lupinus,pusillus,24
Angiosperms,Fabaceae,Lupinus_palaestinus,Lupinus,palaestinus,21
Angiosperms,Fabaceae,Lupinus_parviflorus,Lupinus,parviflorus,24
Angiosperms,Fabaceae,Lupinus_albescens,Lupinus,albescens,18
Angiosperms,Fabaceae,Lupinus_albicaulis,Lupinus,albicaulis,24
Angiosperms,Fabaceae,Lupinus_albifrons,Lupinus,albifrons,24
Angiosperms,Fabaceae,Lupinus_albus,Lupinus,albus,25
Angiosperms,Fabaceae,Lupinus_angustifolius,Lupinus,angustifolius,20
Angiosperms,Fabaceae,Lupinus_arbustus,Lupinus,arbustus,24
Angiosperms,Fabaceae,Lupinus_arcticus,Lupinus,arcticus,48
Angiosperms,Fabaceae,Lupinus_argenteus,Lupinus,argenteus,24
Angiosperms,Fabaceae,Lupinus_aridus,Lupinus,aridus,12
Angiosperms,Fabaceae,Lupinus_arvensis,Lupinus,arvensis,24
Angiosperms,Fabaceae,Lupinus_atlanticus,Lupinus,atlanticus,19
Angiosperms,Fabaceae,Lupinus_ballianus,Lupinus,ballianus,24
Angiosperms,Fabaceae,Lupinus_bandelierae,Lupinus,bandelierae,18
Angiosperms,Fabaceae,Lupinus_bracteolaris,Lupinus,bracteolaris,16
Angiosperms,Fabaceae,Lupinus_caespitosus,Lupinus,caespitosus,24
Angiosperms,Fabaceae,Lupinus_chlorolepis,Lupinus,chlorolepis,24
Angiosperms,Fabaceae,Lupinus_chrysanthus,Lupinus,chrysanthus,24
Angiosperms,Fabaceae,Lupinus_concinnus,Lupinus,concinnus,24
Angiosperms,Fabaceae,Lupinus_cosentinii,Lupinus,cosentinii,16
Angiosperms,Fabaceae,Lupinus_crotalarioides,Lupinus,crotalarioides,18
Angiosperms,Fabaceae,Lupinus_cumulicola,Lupinus,cumulicola,26
Angiosperms,Fabaceae,Lupinus_eanophyllus,Lupinus,eanophyllus,24
Angiosperms,Fabaceae,Lupinus_gibertianus,Lupinus,gibertianus,18
Angiosperms,Fabaceae,Lupinus_guaraniticus,Lupinus,guaraniticus,18
Angiosperms,Fabaceae,Lupinus_havardii,Lupinus,havardii,18
Angiosperms,Fabaceae,Lupinus_holmgrenianus,Lupinus,holmgrenianus,24
Angiosperms,Fabaceae,Lupinus_huaronensis,Lupinus,huaronensis,24
Angiosperms,Fabaceae,Lupinus_laetus,Lupinus,laetus,24
Angiosperms,Fabaceae,Lupinus_lanatus,Lupinus,lanatus,18
Angiosperms,Fabaceae,Lupinus_lepidus,Lupinus,lepidus,24
Angiosperms,Fabaceae,Lupinus_leucophyllus,Lupinus,leucophyllus,24
Angiosperms,Fabaceae,Lupinus_lindleyanus,Lupinus,lindleyanus,24
Angiosperms,Fabaceae,Lupinus_littoralis,Lupinus,littoralis,24
Angiosperms,Fabaceae,Lupinus_luteus,Lupinus,luteus,24
Angiosperms,Fabaceae,Lupinus_magnistipulatus,Lupinus,magnistipulatus,18
Angiosperms,Fabaceae,Lupinus_mantaroensis,Lupinus,mantaroensis,24
Angiosperms,Fabaceae,Lupinus_mariae-josephae,Lupinus,mariae-josephae,26
Angiosperms,Fabaceae,Lupinus_mexicanus,Lupinus,mexicanus,24
Angiosperms,Fabaceae,Lupinus_micranthus,Lupinus,micranthus,26
Angiosperms,Fabaceae,Lupinus_microphyllus,Lupinus,microphyllus,24
Angiosperms,Fabaceae,Lupinus_montanus,Lupinus,montanus,24
Angiosperms,Fabaceae,Lupinus_nanus,Lupinus,nanus,24
Angiosperms,Fabaceae,Lupinus_nootkatensis,Lupinus,nootkatensis,24
Angiosperms,Fabaceae,Lupinus_paniculatus,Lupinus,paniculatus,24
Angiosperms,Fabaceae,Lupinus_paraguariensis,Lupinus,paraguariensis,18
Angiosperms,Fabaceae,Lupinus_paranensis,Lupinus,paranensis,18
Angiosperms,Fabaceae,Lupinus_perennis,Lupinus,perennis,24
Angiosperms,Fabaceae,Lupinus_pilosus,Lupinus,pilosus,21
Angiosperms,Fabaceae,Lupinus_piurensis,Lupinus,piurensis,24
Angiosperms,Fabaceae,Lupinus_plattensis,Lupinus,plattensis,24
Angiosperms,Fabaceae,Lupinus_polyphyllus,Lupinus,polyphyllus,24
Angiosperms,Fabaceae,Lupinus_princei,Lupinus,princei,19
Angiosperms,Fabaceae,Lupinus_proculaustrinus,Lupinus,proculaustrinus,24
Angiosperms,Fabaceae,Lupinus_prostratus,Lupinus,prostratus,24
Angiosperms,Fabaceae,Lupinus_pulvinaris,Lupinus,pulvinaris,24
Angiosperms,Fabaceae,Lupinus_pycnostachys,Lupinus,pycnostachys,24
Angiosperms,Fabaceae,Lupinus_reitzii,Lupinus,reitzii,18
Angiosperms,Fabaceae,Lupinus_rubriflorus,Lupinus,rubriflorus,18
Angiosperms,Fabaceae,Lupinus_saxosus,Lupinus,saxosus,48
Angiosperms,Fabaceae,Lupinus_sellulus,Lupinus,sellulus,24
Angiosperms,Fabaceae,Lupinus_semperflorens,Lupinus,semperflorens,24
Angiosperms,Fabaceae,Lupinus_sierrae-blancae,Lupinus,sierrae-blancae,24
Angiosperms,Fabaceae,Lupinus_smithianus,Lupinus,smithianus,24
Angiosperms,Fabaceae,Lupinus_subacaulis,Lupinus,subacaulis,24
Angiosperms,Fabaceae,Lupinus_subcarnosus,Lupinus,subcarnosus,18
Angiosperms,Fabaceae,Lupinus_suksdorfii,Lupinus,suksdorfii,48
Angiosperms,Fabaceae,Lupinus_sulphureus,Lupinus,sulphureus,24
Angiosperms,Fabaceae,Lupinus_texensis,Lupinus,texensis,18
Angiosperms,Fabaceae,Lupinus_tominensis,Lupinus,tominensis,24
Angiosperms,Fabaceae,Lupinus_uleanus,Lupinus,uleanus,18
Angiosperms,Fabaceae,Lupinus_vavilovii,Lupinus,vavilovii,25
Angiosperms,Fabaceae,Lupinus_velutinus,Lupinus,velutinus,18
Angiosperms,Fabaceae,Lygos_sphaerocarpa,Lygos,sphaerocarpa,24
Angiosperms,Fabaceae,Lygos_raetam,Lygos,raetam,12
Angiosperms,Fabaceae,Lysidice_brevicalyx,Lysidice,brevicalyx,12
Angiosperms,Fabaceae,Lysiloma_latisiliquum,Lysiloma,latisiliquum,13
Angiosperms,Fabaceae,Maackia_amurensis,Maackia,amurensis,9
Angiosperms,Fabaceae,Machaerium_aculeatum,Machaerium,aculeatum,10
Angiosperms,Fabaceae,Machaerium_opacum,Machaerium,opacum,10
Angiosperms,Fabaceae,Macroptilium_atropurpureum,Macroptilium,atropurpureum,11
Angiosperms,Fabaceae,Macroptilium_bracteatum,Macroptilium,bracteatum,11
Angiosperms,Fabaceae,Macroptilium_erythroloma,Macroptilium,erythroloma,11
Angiosperms,Fabaceae,Macroptilium_gibbosifolium,Macroptilium,gibbosifolium,11
Angiosperms,Fabaceae,Macroptilium_lathyroides,Macroptilium,lathyroides,11
Angiosperms,Fabaceae,Macrotyloma_geocarpum,Macrotyloma,geocarpum,10
Angiosperms,Fabaceae,Macrotyloma_uniflorum,Macrotyloma,uniflorum,11
Angiosperms,Fabaceae,Marina_diffusa,Marina,diffusa,10
Angiosperms,Fabaceae,Marina_neglecta,Marina,neglecta,10
Angiosperms,Fabaceae,Marina_nutans,Marina,nutans,10
Angiosperms,Fabaceae,Marina_parryi,Marina,parryi,10
Angiosperms,Fabaceae,Mastersia_assamica,Mastersia,assamica,11
Angiosperms,Fabaceae,Medicago_falcata,Medicago,falcata,16
Angiosperms,Fabaceae,Medicago_hypogaea,Medicago,hypogaea,7
Angiosperms,Fabaceae,Medicago_alba,Medicago,alba,8
Angiosperms,Fabaceae,Medicago_arabica,Medicago,arabica,8
Angiosperms,Fabaceae,Medicago_littoralis,Medicago,littoralis,8
Angiosperms,Fabaceae,Medicago_arborea,Medicago,arborea,16
Angiosperms,Fabaceae,Medicago_edgeworthii,Medicago,edgeworthii,8
Angiosperms,Fabaceae,Medicago_intertexta,Medicago,intertexta,8
Angiosperms,Fabaceae,Medicago_laciniata,Medicago,laciniata,8
Angiosperms,Fabaceae,Medicago_lupulina,Medicago,lupulina,8
Angiosperms,Fabaceae,Medicago_marina,Medicago,marina,8
Angiosperms,Fabaceae,Medicago_monantha,Medicago,monantha,22
Angiosperms,Fabaceae,Medicago_murex,Medicago,murex,7
Angiosperms,Fabaceae,Medicago_orbicularis,Medicago,orbicularis,8
Angiosperms,Fabaceae,Medicago_orthoceras,Medicago,orthoceras,14
Angiosperms,Fabaceae,Medicago_polyceratia,Medicago,polyceratia,22
Angiosperms,Fabaceae,Medicago_polymorpha,Medicago,polymorpha,7
Angiosperms,Fabaceae,Medicago_praecox,Medicago,praecox,8
Angiosperms,Fabaceae,Medicago_rhodopea,Medicago,rhodopea,8
Angiosperms,Fabaceae,Medicago_rigidula,Medicago,rigidula,8
Angiosperms,Fabaceae,Medicago_rotata,Medicago,rotata,8
Angiosperms,Fabaceae,Medicago_ruthenica,Medicago,ruthenica,8
Angiosperms,Fabaceae,Medicago_sativa,Medicago,sativa,16
Angiosperms,Fabaceae,Medicago_scutellata,Medicago,scutellata,16
Angiosperms,Fabaceae,Medicago_sinskiae,Medicago,sinskiae,7
Angiosperms,Fabaceae,Medicago_tornata,Medicago,tornata,8
Angiosperms,Fabaceae,Medicago_truncatula,Medicago,truncatula,8
Angiosperms,Fabaceae,Medicago_turbinata,Medicago,turbinata,8
Angiosperms,Fabaceae,Meizotropis_pellita,Meizotropis,pellita,9
Angiosperms,Fabaceae,Melilotus_speciosus,Melilotus,speciosus,8
Angiosperms,Fabaceae,Melilotus_officinalis,Melilotus,officinalis,8
Angiosperms,Fabaceae,Melilotus_albus,Melilotus,albus,8
Angiosperms,Fabaceae,Melilotus_indicus,Melilotus,indicus,8
Angiosperms,Fabaceae,Melilotus_suaveolens,Melilotus,suaveolens,8
Angiosperms,Fabaceae,Melolobium_adenodes,Melolobium,adenodes,9
Angiosperms,Fabaceae,Meristotropis_bucharica,Meristotropis,bucharica,8
Angiosperms,Fabaceae,Microlobius_foetidus,Microlobius,foetidus,13
Angiosperms,Fabaceae,Millettia_thonningii,Millettia,thonningii,10
Angiosperms,Fabaceae,Millettia_macrophylla,Millettia,macrophylla,11
Angiosperms,Fabaceae,Millettia_pilosa,Millettia,pilosa,11
Angiosperms,Fabaceae,Millettia_barteri,Millettia,barteri,10
Angiosperms,Fabaceae,Millettia_brandisiana,Millettia,brandisiana,11
Angiosperms,Fabaceae,Millettia_chrysophylla,Millettia,chrysophylla,10
Angiosperms,Fabaceae,Millettia_conraui,Millettia,conraui,10
Angiosperms,Fabaceae,Millettia_dinklagei,Millettia,dinklagei,11
Angiosperms,Fabaceae,Millettia_drastica,Millettia,drastica,8
Angiosperms,Fabaceae,Millettia_extensa,Millettia,extensa,11
Angiosperms,Fabaceae,Millettia_griffoniana,Millettia,griffoniana,10
Angiosperms,Fabaceae,Millettia_irvinei,Millettia,irvinei,11
Angiosperms,Fabaceae,Millettia_mannii,Millettia,mannii,11
Angiosperms,Fabaceae,Millettia_pallens,Millettia,pallens,10
Angiosperms,Fabaceae,Millettia_peguensis,Millettia,peguensis,11
Angiosperms,Fabaceae,Millettia_rhodantha,Millettia,rhodantha,12
Angiosperms,Fabaceae,Millettia_warneckei,Millettia,warneckei,11
Angiosperms,Fabaceae,Millettia_zechiana,Millettia,zechiana,10
Angiosperms,Fabaceae,Mimosa_sensitiva,Mimosa,sensitiva,13
Angiosperms,Fabaceae,Mimosa_albida,Mimosa,albida,13
Angiosperms,Fabaceae,Mimosa_pudica,Mimosa,pudica,26
Angiosperms,Fabaceae,Mimosa_arenosa,Mimosa,arenosa,13
Angiosperms,Fabaceae,Mimosa_botucatuana,Mimosa,botucatuana,13
Angiosperms,Fabaceae,Mimosa_caesalpiniifolia,Mimosa,caesalpiniifolia,13
Angiosperms,Fabaceae,Mimosa_capillipes,Mimosa,capillipes,13
Angiosperms,Fabaceae,Mimosa_daleoides,Mimosa,daleoides,13
Angiosperms,Fabaceae,Mimosa_diplotricha,Mimosa,diplotricha,13
Angiosperms,Fabaceae,Mimosa_glanduliseta,Mimosa,glanduliseta,13
Angiosperms,Fabaceae,Mimosa_hamata,Mimosa,hamata,13
Angiosperms,Fabaceae,Mimosa_himalayana,Mimosa,himalayana,13
Angiosperms,Fabaceae,Mimosa_hirsutissima,Mimosa,hirsutissima,13
Angiosperms,Fabaceae,Mimosa_lasiocarpa,Mimosa,lasiocarpa,13
Angiosperms,Fabaceae,Mimosa_obstrigosa,Mimosa,obstrigosa,26
Angiosperms,Fabaceae,Mimosa_pigra,Mimosa,pigra,13
Angiosperms,Fabaceae,Mimosa_polycarpa,Mimosa,polycarpa,13
Angiosperms,Fabaceae,Mimosa_quadrivalvis,Mimosa,quadrivalvis,26
Angiosperms,Fabaceae,Mimosa_ramulosa,Mimosa,ramulosa,52
Angiosperms,Fabaceae,Mimosa_rixosa,Mimosa,rixosa,13
Angiosperms,Fabaceae,Mimosa_rubicaulis,Mimosa,rubicaulis,13
Angiosperms,Fabaceae,Mimosa_somnians,Mimosa,somnians,13
Angiosperms,Fabaceae,Mimosa_sprengelii,Mimosa,sprengelii,52
Angiosperms,Fabaceae,Mimosa_tenuiflora,Mimosa,tenuiflora,13
Angiosperms,Fabaceae,Mirbelia_spinosa,Mirbelia,spinosa,8
Angiosperms,Fabaceae,Mirbelia_oxylobioides,Mirbelia,oxylobioides,8
Angiosperms,Fabaceae,Mirbelia_pungens,Mirbelia,pungens,8
Angiosperms,Fabaceae,Moullava_spicata,Moullava,spicata,12
Angiosperms,Fabaceae,Mucuna_hainanensis,Mucuna,hainanensis,11
Angiosperms,Fabaceae,Mucuna_pruriens,Mucuna,pruriens,11
Angiosperms,Fabaceae,Muelleranthus_stipularis,Muelleranthus,stipularis,9
Angiosperms,Fabaceae,Mundulea_sericea,Mundulea,sericea,11
