Clade,Family,species,Genus,species,haploid
Angiosperms,Fabaceae,Astragalus_wingatanus,Astragalus,wingatanus,11
Angiosperms,Fabaceae,Astragalus_wootonii,Astragalus,wootonii,11
Angiosperms,Fabaceae,Astragalus_zacatecanus,Astragalus,zacatecanus,15
Angiosperms,Fabaceae,Astragalus_zanskarensis,Astragalus,zanskarensis,8
Angiosperms,Fabaceae,Astragalus_zubairensis,Astragalus,zubairensis,8
Angiosperms,Fabaceae,Austrosteenisia_blackii,Austrosteenisia,blackii,11
Angiosperms,Fabaceae,Baptisia_bracteata,Baptisia,bracteata,9
Angiosperms,Fabaceae,Baptisia_alba,Baptisia,alba,9
Angiosperms,Fabaceae,Baptisia_calycosa,Baptisia,calycosa,9
Angiosperms,Fabaceae,Baptisia_perfoliata,Baptisia,perfoliata,9
Angiosperms,Fabaceae,Baptisia_simplicifolia,Baptisia,simplicifolia,9
Angiosperms,Fabaceae,Baptisia_sphaerocarpa,Baptisia,sphaerocarpa,9
Angiosperms,Fabaceae,Barbieria_pinnata,Barbieria,pinnata,10
Angiosperms,Fabaceae,Bauhinia_racemosa,Bauhinia,racemosa,14
Angiosperms,Fabaceae,Bauhinia_acuminata,Bauhinia,acuminata,14
Angiosperms,Fabaceae,Bauhinia_blakeana,Bauhinia,blakeana,14
Angiosperms,Fabaceae,Bauhinia_diphylla,Bauhinia,diphylla,14
Angiosperms,Fabaceae,Bauhinia_divaricata,Bauhinia,divaricata,14
Angiosperms,Fabaceae,Bauhinia_galpinii,Bauhinia,galpinii,14
Angiosperms,Fabaceae,Bauhinia_glauca,Bauhinia,glauca,14
Angiosperms,Fabaceae,Bauhinia_hookeri,Bauhinia,hookeri,6
Angiosperms,Fabaceae,Bauhinia_jenningsii,Bauhinia,jenningsii,14
Angiosperms,Fabaceae,Bauhinia_lunarioides,Bauhinia,lunarioides,14
Angiosperms,Fabaceae,Bauhinia_macranthera,Bauhinia,macranthera,14
Angiosperms,Fabaceae,Bauhinia_malabarica,Bauhinia,malabarica,14
Angiosperms,Fabaceae,Bauhinia_monandra,Bauhinia,monandra,14
Angiosperms,Fabaceae,Bauhinia_petersiana,Bauhinia,petersiana,14
Angiosperms,Fabaceae,Bauhinia_purpurea,Bauhinia,purpurea,14
Angiosperms,Fabaceae,Bauhinia_rufescens,Bauhinia,rufescens,9
Angiosperms,Fabaceae,Bauhinia_semla,Bauhinia,semla,14
Angiosperms,Fabaceae,Bauhinia_thonningii,Bauhinia,thonningii,13
Angiosperms,Fabaceae,Bauhinia_tomentosa,Bauhinia,tomentosa,14
Angiosperms,Fabaceae,Bauhinia_vahlii,Bauhinia,vahlii,14
Angiosperms,Fabaceae,Bauhinia_variegata,Bauhinia,variegata,14
Angiosperms,Fabaceae,Bauhinia_viridescens,Bauhinia,viridescens,14
Angiosperms,Fabaceae,Berlinia_confusa,Berlinia,confusa,12
Angiosperms,Fabaceae,Berlinia_coriacea,Berlinia,coriacea,12
Angiosperms,Fabaceae,Berlinia_grandiflora,Berlinia,grandiflora,12
Angiosperms,Fabaceae,Bituminaria_bituminosa,Bituminaria,bituminosa,10
Angiosperms,Fabaceae,Bolusanthus_speciosus,Bolusanthus,speciosus,8
Angiosperms,Fabaceae,Bossiaea_lenticularis,Bossiaea,lenticularis,9
Angiosperms,Fabaceae,Bossiaea_obcordata,Bossiaea,obcordata,9
Angiosperms,Fabaceae,Bossiaea_rhombifolia,Bossiaea,rhombifolia,9
Angiosperms,Fabaceae,Brachysema_aphyllum,Brachysema,aphyllum,8
Angiosperms,Fabaceae,Brachysema_celsianum,Brachysema,celsianum,8
Angiosperms,Fabaceae,Brachysema_macrocarpum,Brachysema,macrocarpum,16
Angiosperms,Fabaceae,Brachystegia_spiciformis,Brachystegia,spiciformis,12
Angiosperms,Fabaceae,Brongniartia_minutifolia,Brongniartia,minutifolia,9
Angiosperms,Fabaceae,Brya_buxifolia,Brya,buxifolia,11
Angiosperms,Fabaceae,Brya_ebenus,Brya,ebenus,10
Angiosperms,Fabaceae,Butea_monosperma,Butea,monosperma,9
Angiosperms,Fabaceae,Butea_superba,Butea,superba,9
Angiosperms,Fabaceae,Cadia_purpurea,Cadia,purpurea,9
Angiosperms,Fabaceae,Caesalpinia_bonduc,Caesalpinia,bonduc,12
Angiosperms,Fabaceae,Caesalpinia_bracteosa,Caesalpinia,bracteosa,24
Angiosperms,Fabaceae,Caesalpinia_cacalaco,Caesalpinia,cacalaco,12
Angiosperms,Fabaceae,Caesalpinia_coriaria,Caesalpinia,coriaria,12
Angiosperms,Fabaceae,Caesalpinia_cucullata,Caesalpinia,cucullata,11
Angiosperms,Fabaceae,Caesalpinia_decapetala,Caesalpinia,decapetala,12
Angiosperms,Fabaceae,Caesalpinia_gilliesii,Caesalpinia,gilliesii,12
Angiosperms,Fabaceae,Caesalpinia_kauaiensis,Caesalpinia,kauaiensis,11
Angiosperms,Fabaceae,Caesalpinia_mimosoides,Caesalpinia,mimosoides,12
Angiosperms,Fabaceae,Caesalpinia_pulcherrima,Caesalpinia,pulcherrima,12
Angiosperms,Fabaceae,Caesalpinia_sappan,Caesalpinia,sappan,12
Angiosperms,Fabaceae,Cajanus_rugosus,Cajanus,rugosus,11
Angiosperms,Fabaceae,Cajanus_albicans,Cajanus,albicans,11
Angiosperms,Fabaceae,Cajanus_cajan,Cajanus,cajan,11
Angiosperms,Fabaceae,Cajanus_cajanifolius,Cajanus,cajanifolius,11
Angiosperms,Fabaceae,Cajanus_cinereus,Cajanus,cinereus,11
Angiosperms,Fabaceae,Cajanus_crassus,Cajanus,crassus,11
Angiosperms,Fabaceae,Cajanus_goensis,Cajanus,goensis,8
Angiosperms,Fabaceae,Cajanus_heynei,Cajanus,heynei,11
Angiosperms,Fabaceae,Cajanus_kerstingii,Cajanus,kerstingii,16
Angiosperms,Fabaceae,Cajanus_lineatus,Cajanus,lineatus,11
Angiosperms,Fabaceae,Cajanus_platycarpus,Cajanus,platycarpus,11
Angiosperms,Fabaceae,Cajanus_scarabaeoides,Cajanus,scarabaeoides,11
Angiosperms,Fabaceae,Cajanus_sericeus,Cajanus,sericeus,11
Angiosperms,Fabaceae,Calicotome_villosa,Calicotome,villosa,24
Angiosperms,Fabaceae,Calicotome_infesta,Calicotome,infesta,25
Angiosperms,Fabaceae,Calicotome_spinosa,Calicotome,spinosa,25
Angiosperms,Fabaceae,Callerya_cinerea,Callerya,cinerea,8
Angiosperms,Fabaceae,Calliandra_haematocephala,Calliandra,haematocephala,8
Angiosperms,Fabaceae,Calliandra_houstoniana,Calliandra,houstoniana,8
Angiosperms,Fabaceae,Calliandra_surinamensis,Calliandra,surinamensis,8
Angiosperms,Fabaceae,Calliandra_tweedii,Calliandra,tweedii,8
Angiosperms,Fabaceae,Calophaca_sinica,Calophaca,sinica,8
Angiosperms,Fabaceae,Calopogonium_mucunoides,Calopogonium,mucunoides,12
Angiosperms,Fabaceae,Calpurnia_aurea,Calpurnia,aurea,9
Angiosperms,Fabaceae,Calycotome_intermedia,Calycotome,intermedia,25
Angiosperms,Fabaceae,Camptosema_paraguariense,Camptosema,paraguariense,10
Angiosperms,Fabaceae,Camptosema_scarlatinum,Camptosema,scarlatinum,10
Angiosperms,Fabaceae,Camptosema_tomentosum,Camptosema,tomentosum,10
Angiosperms,Fabaceae,Campylotropis_argentea,Campylotropis,argentea,11
Angiosperms,Fabaceae,Campylotropis_bonatiana,Campylotropis,bonatiana,11
Angiosperms,Fabaceae,Campylotropis_diversifolia,Campylotropis,diversifolia,11
Angiosperms,Fabaceae,Campylotropis_eriocarpa,Campylotropis,eriocarpa,9
Angiosperms,Fabaceae,Campylotropis_henryi,Campylotropis,henryi,11
Angiosperms,Fabaceae,Campylotropis_hirtella,Campylotropis,hirtella,11
Angiosperms,Fabaceae,Campylotropis_polyantha,Campylotropis,polyantha,11
Angiosperms,Fabaceae,Campylotropis_stenocarpa,Campylotropis,stenocarpa,11
Angiosperms,Fabaceae,Campylotropis_thomsonii,Campylotropis,thomsonii,11
Angiosperms,Fabaceae,Canavalia_brasiliensis,Canavalia,brasiliensis,11
Angiosperms,Fabaceae,Canavalia_cathartica,Canavalia,cathartica,11
Angiosperms,Fabaceae,Canavalia_ensiformis,Canavalia,ensiformis,12
Angiosperms,Fabaceae,Canavalia_gladiata,Canavalia,gladiata,11
Angiosperms,Fabaceae,Canavalia_lineata,Canavalia,lineata,11
Angiosperms,Fabaceae,Canavalia_mollis,Canavalia,mollis,11
Angiosperms,Fabaceae,Caragana_alaica,Caragana,alaica,8
Angiosperms,Fabaceae,Caragana_arborescens,Caragana,arborescens,12
Angiosperms,Fabaceae,Caragana_brevispina,Caragana,brevispina,8
Angiosperms,Fabaceae,Caragana_gerardiana,Caragana,gerardiana,8
Angiosperms,Fabaceae,Caragana_pygmaea,Caragana,pygmaea,8
Angiosperms,Fabaceae,Caragana_sukiensis,Caragana,sukiensis,8
Angiosperms,Fabaceae,Carmichaelia_angustata,Carmichaelia,angustata,16
Angiosperms,Fabaceae,Cassia_agnes,Cassia,agnes,14
Angiosperms,Fabaceae,Cassia_arereh,Cassia,arereh,14
Angiosperms,Fabaceae,Cassia_chatelainiana,Cassia,chatelainiana,14
Angiosperms,Fabaceae,Cassia_circinnata,Cassia,circinnata,28
Angiosperms,Fabaceae,Cassia_costata,Cassia,costata,14
Angiosperms,Fabaceae,Cassia_fistula,Cassia,fistula,14
Angiosperms,Fabaceae,Cassia_grandis,Cassia,grandis,14
Angiosperms,Fabaceae,Cassia_helmsii,Cassia,helmsii,28
Angiosperms,Fabaceae,Cassia_javanica,Cassia,javanica,14
Angiosperms,Fabaceae,Cassia_nemophila,Cassia,nemophila,14
Angiosperms,Fabaceae,Cassia_notabilis,Cassia,notabilis,14
Angiosperms,Fabaceae,Cassia_oligophylla,Cassia,oligophylla,28
Angiosperms,Fabaceae,Cassia_phyllodinea,Cassia,phyllodinea,28
Angiosperms,Fabaceae,Cassia_pleurocarpa,Cassia,pleurocarpa,28
Angiosperms,Fabaceae,Cassia_pruinosa,Cassia,pruinosa,28
Angiosperms,Fabaceae,Cassia_renigera,Cassia,renigera,14
Angiosperms,Fabaceae,Cassia_roxburghii,Cassia,roxburghii,14
Angiosperms,Fabaceae,Cassia_sieberiana,Cassia,sieberiana,14
Angiosperms,Fabaceae,Cassia_sturtii,Cassia,sturtii,26
Angiosperms,Fabaceae,Cassia_tarda,Cassia,tarda,12
Angiosperms,Fabaceae,Cassia_venusta,Cassia,venusta,14
Angiosperms,Fabaceae,Castanospermum_australe,Castanospermum,australe,13
Angiosperms,Fabaceae,Centrosema_pubescens,Centrosema,pubescens,10
Angiosperms,Fabaceae,Centrosema_acutifolium,Centrosema,acutifolium,11
Angiosperms,Fabaceae,Centrosema_bracteosum,Centrosema,bracteosum,10
Angiosperms,Fabaceae,Centrosema_brasilianum,Centrosema,brasilianum,10
Angiosperms,Fabaceae,Centrosema_molle,Centrosema,molle,10
Angiosperms,Fabaceae,Centrosema_virginianum,Centrosema,virginianum,9
Angiosperms,Fabaceae,Ceratonia_siliqua,Ceratonia,siliqua,12
Angiosperms,Fabaceae,Cercidium_floridum,Cercidium,floridum,14
Angiosperms,Fabaceae,Cercidium_texanum,Cercidium,texanum,14
Angiosperms,Fabaceae,Cercis_canadensis,Cercis,canadensis,7
Angiosperms,Fabaceae,Chadsia_grevei,Chadsia,grevei,11
Angiosperms,Fabaceae,Chaetocalyx_brasiliensis,Chaetocalyx,brasiliensis,10
Angiosperms,Fabaceae,Chaetocalyx_longiflora,Chaetocalyx,longiflora,10
Angiosperms,Fabaceae,Chamaecrista_mimosoides,Chamaecrista,mimosoides,8
Angiosperms,Fabaceae,Chamaecrista_absus,Chamaecrista,absus,14
Angiosperms,Fabaceae,Chamaecrista_calycioides,Chamaecrista,calycioides,8
Angiosperms,Fabaceae,Chamaecrista_desvauxii,Chamaecrista,desvauxii,7
Angiosperms,Fabaceae,Chamaecrista_fasciculata,Chamaecrista,fasciculata,7
Angiosperms,Fabaceae,Chamaecrista_flexuosa,Chamaecrista,flexuosa,8
Angiosperms,Fabaceae,Chamaecrista_garambiensis,Chamaecrista,garambiensis,16
Angiosperms,Fabaceae,Chamaecrista_hispidula,Chamaecrista,hispidula,7
Angiosperms,Fabaceae,Chamaecrista_jaegeri,Chamaecrista,jaegeri,14
Angiosperms,Fabaceae,Chamaecrista_kleinii,Chamaecrista,kleinii,8
Angiosperms,Fabaceae,Chamaecrista_leschenaultiana,Chamaecrista,leschenaultiana,8
Angiosperms,Fabaceae,Chamaecrista_nictitans,Chamaecrista,nictitans,16
Angiosperms,Fabaceae,Chamaecrista_nigricans,Chamaecrista,nigricans,8
Angiosperms,Fabaceae,Chamaecrista_nomame,Chamaecrista,nomame,8
Angiosperms,Fabaceae,Chamaecrista_pumila,Chamaecrista,pumila,14
Angiosperms,Fabaceae,Chamaecrista_ramosa,Chamaecrista,ramosa,7
Angiosperms,Fabaceae,Chamaecrista_repens,Chamaecrista,repens,8
Angiosperms,Fabaceae,Chamaecrista_rotundifolia,Chamaecrista,rotundifolia,8
Angiosperms,Fabaceae,Chamaecrista_serpens,Chamaecrista,serpens,8
Angiosperms,Fabaceae,Chamaecrista_trichopoda,Chamaecrista,trichopoda,8
Angiosperms,Fabaceae,Chamaecrista_vestita,Chamaecrista,vestita,8
Angiosperms,Fabaceae,Chamaecrista_viscosa,Chamaecrista,viscosa,28
Angiosperms,Fabaceae,Chamaecytisus_triflorus,Chamaecytisus,triflorus,25
Angiosperms,Fabaceae,Chamaespartium_tridentatum,Chamaespartium,tridentatum,28
Angiosperms,Fabaceae,Chapmannia_floridana,Chapmannia,floridana,11
Angiosperms,Fabaceae,Chesneya_depressa,Chesneya,depressa,8
Angiosperms,Fabaceae,Chesneya_parviflora,Chesneya,parviflora,8
Angiosperms,Fabaceae,Chordospartium_muritai,Chordospartium,muritai,16
Angiosperms,Fabaceae,Christia_vespertilionis,Christia,vespertilionis,10
Angiosperms,Fabaceae,Chrysorhiza_adenotricha,Chrysorhiza,adenotricha,11
Angiosperms,Fabaceae,Cicer_anatolicum,Cicer,anatolicum,8
Angiosperms,Fabaceae,Cicer_arietinum,Cicer,arietinum,8
Angiosperms,Fabaceae,Cicer_bijugum,Cicer,bijugum,8
Angiosperms,Fabaceae,Cicer_chorassanicum,Cicer,chorassanicum,8
Angiosperms,Fabaceae,Cicer_cuneatum,Cicer,cuneatum,8
Angiosperms,Fabaceae,Cicer_echinospermum,Cicer,echinospermum,8
Angiosperms,Fabaceae,Cicer_judaicum,Cicer,judaicum,8
Angiosperms,Fabaceae,Cicer_microphyllum,Cicer,microphyllum,8
Angiosperms,Fabaceae,Cicer_pinnatifidum,Cicer,pinnatifidum,8
Angiosperms,Fabaceae,Cicer_reticulatum,Cicer,reticulatum,8
Angiosperms,Fabaceae,Cicer_songaricum,Cicer,songaricum,8
Angiosperms,Fabaceae,Cicer_yamashitae,Cicer,yamashitae,8
Angiosperms,Fabaceae,Cladrastis_kentukea,Cladrastis,kentukea,14
Angiosperms,Fabaceae,Clianthus_puniceus,Clianthus,puniceus,16
Angiosperms,Fabaceae,Clitoria_annua,Clitoria,annua,7
Angiosperms,Fabaceae,Clitoria_macrophylla,Clitoria,macrophylla,12
Angiosperms,Fabaceae,Clitoria_ternatea,Clitoria,ternatea,8
Angiosperms,Fabaceae,Codariocalyx_gyroides,Codariocalyx,gyroides,11
Angiosperms,Fabaceae,Codariocalyx_motorius,Codariocalyx,motorius,11
Angiosperms,Fabaceae,Coelidium_parvifolium,Coelidium,parvifolium,9
Angiosperms,Fabaceae,Cologania_broussonetii,Cologania,broussonetii,22
Angiosperms,Fabaceae,Colophospermum_mopane,Colophospermum,mopane,17
Angiosperms,Fabaceae,Colutea_atlantica,Colutea,atlantica,8
Angiosperms,Fabaceae,Colutea_nepalensis,Colutea,nepalensis,8
Angiosperms,Fabaceae,Colvillea_racemosa,Colvillea,racemosa,14
Angiosperms,Fabaceae,Copaifera_martii,Copaifera,martii,12
Angiosperms,Fabaceae,Corallospartium_crassicaule,Corallospartium,crassicaule,16
Angiosperms,Fabaceae,Cordeauxia_edulis,Cordeauxia,edulis,12
Angiosperms,Fabaceae,Coronilla_coronata,Coronilla,coronata,5
Angiosperms,Fabaceae,Coronilla_juncea,Coronilla,juncea,6
Angiosperms,Fabaceae,Coronilla_minima,Coronilla,minima,6
Angiosperms,Fabaceae,Coronilla_repanda,Coronilla,repanda,12
Angiosperms,Fabaceae,Coronilla_scorpioides,Coronilla,scorpioides,6
Angiosperms,Fabaceae,Coronilla_valentina,Coronilla,valentina,12
Angiosperms,Fabaceae,Coronilla_viminalis,Coronilla,viminalis,6
Angiosperms,Fabaceae,Coursetia_pumila,Coursetia,pumila,8
Angiosperms,Fabaceae,Coursetia_andina,Coursetia,andina,8
Angiosperms,Fabaceae,Coursetia_axillaris,Coursetia,axillaris,8
Angiosperms,Fabaceae,Coursetia_brachyrhachis,Coursetia,brachyrhachis,8
Angiosperms,Fabaceae,Coursetia_caribaea,Coursetia,caribaea,8
Angiosperms,Fabaceae,Coursetia_glabella,Coursetia,glabella,8
Angiosperms,Fabaceae,Coursetia_glandulosa,Coursetia,glandulosa,8
Angiosperms,Fabaceae,Coursetia_hassleri,Coursetia,hassleri,8
Angiosperms,Fabaceae,Coursetia_heterantha,Coursetia,heterantha,16
Angiosperms,Fabaceae,Coursetia_hidalgoana,Coursetia,hidalgoana,8
Angiosperms,Fabaceae,Coursetia_hypoleuca,Coursetia,hypoleuca,8
Angiosperms,Fabaceae,Coursetia_insomniifolia,Coursetia,insomniifolia,8
Angiosperms,Fabaceae,Coursetia_paniculata,Coursetia,paniculata,8
Angiosperms,Fabaceae,Coursetia_planipetiolata,Coursetia,planipetiolata,8
Angiosperms,Fabaceae,Coursetia_polyphylla,Coursetia,polyphylla,8
Angiosperms,Fabaceae,Crotalaria_confusa,Crotalaria,confusa,8
Angiosperms,Fabaceae,Crotalaria_incana,Crotalaria,incana,7
Angiosperms,Fabaceae,Crotalaria_falcata,Crotalaria,falcata,8
Angiosperms,Fabaceae,Crotalaria_cytisoides,Crotalaria,cytisoides,8
Angiosperms,Fabaceae,Crotalaria_prostrata,Crotalaria,prostrata,8
Angiosperms,Fabaceae,Crotalaria_filipes,Crotalaria,filipes,8
Angiosperms,Fabaceae,Crotalaria_glauca,Crotalaria,glauca,8
Angiosperms,Fabaceae,Crotalaria_pumila,Crotalaria,pumila,16
Angiosperms,Fabaceae,Crotalaria_rotundifolia,Crotalaria,rotundifolia,16
Angiosperms,Fabaceae,Crotalaria_juncea,Crotalaria,juncea,8
Angiosperms,Fabaceae,Crotalaria_paniculata,Crotalaria,paniculata,8
Angiosperms,Fabaceae,Crotalaria_polyphylla,Crotalaria,polyphylla,16
Angiosperms,Fabaceae,Crotalaria_aculeata,Crotalaria,aculeata,8
Angiosperms,Fabaceae,Crotalaria_agatiflora,Crotalaria,agatiflora,8
Angiosperms,Fabaceae,Crotalaria_alata,Crotalaria,alata,8
Angiosperms,Fabaceae,Crotalaria_albida,Crotalaria,albida,8
Angiosperms,Fabaceae,Crotalaria_assamica,Crotalaria,assamica,8
Angiosperms,Fabaceae,Crotalaria_atrorubens,Crotalaria,atrorubens,8
Angiosperms,Fabaceae,Crotalaria_barkae,Crotalaria,barkae,8
Angiosperms,Fabaceae,Crotalaria_berteroana,Crotalaria,berteroana,8
Angiosperms,Fabaceae,Crotalaria_bifaria,Crotalaria,bifaria,8
Angiosperms,Fabaceae,Crotalaria_bongensis,Crotalaria,bongensis,8
Angiosperms,Fabaceae,Crotalaria_brevidens,Crotalaria,brevidens,8
Angiosperms,Fabaceae,Crotalaria_breviflora,Crotalaria,breviflora,8
Angiosperms,Fabaceae,Crotalaria_bupleurifolia,Crotalaria,bupleurifolia,16
Angiosperms,Fabaceae,Crotalaria_burhia,Crotalaria,burhia,8
Angiosperms,Fabaceae,Crotalaria_calycina,Crotalaria,calycina,8
Angiosperms,Fabaceae,Crotalaria_cephalotes,Crotalaria,cephalotes,8
Angiosperms,Fabaceae,Crotalaria_cleomifolia,Crotalaria,cleomifolia,8
Angiosperms,Fabaceae,Crotalaria_comanestiana,Crotalaria,comanestiana,8
Angiosperms,Fabaceae,Crotalaria_comosa,Crotalaria,comosa,8
Angiosperms,Fabaceae,Crotalaria_cylindrocarpa,Crotalaria,cylindrocarpa,8
Angiosperms,Fabaceae,Crotalaria_ebenoides,Crotalaria,ebenoides,8
Angiosperms,Fabaceae,Crotalaria_ferruginea,Crotalaria,ferruginea,8
Angiosperms,Fabaceae,Crotalaria_formosa,Crotalaria,formosa,8
Angiosperms,Fabaceae,Crotalaria_glaucifolia,Crotalaria,glaucifolia,8
Angiosperms,Fabaceae,Crotalaria_goreensis,Crotalaria,goreensis,8
Angiosperms,Fabaceae,Crotalaria_grahamiana,Crotalaria,grahamiana,8
Angiosperms,Fabaceae,Crotalaria_grandibracteata,Crotalaria,grandibracteata,8
Angiosperms,Fabaceae,Crotalaria_hebecarpa,Crotalaria,hebecarpa,8
Angiosperms,Fabaceae,Crotalaria_heyneana,Crotalaria,heyneana,8
Angiosperms,Fabaceae,Crotalaria_hirsuta,Crotalaria,hirsuta,8
Angiosperms,Fabaceae,Crotalaria_hirta,Crotalaria,hirta,8
Angiosperms,Fabaceae,Crotalaria_humifusa,Crotalaria,humifusa,16
Angiosperms,Fabaceae,Crotalaria_impressa,Crotalaria,impressa,8
Angiosperms,Fabaceae,Crotalaria_kirkii,Crotalaria,kirkii,8
Angiosperms,Fabaceae,Crotalaria_laburnifolia,Crotalaria,laburnifolia,8
Angiosperms,Fabaceae,Crotalaria_laburnoides,Crotalaria,laburnoides,8
Angiosperms,Fabaceae,Crotalaria_lachnophora,Crotalaria,lachnophora,8
Angiosperms,Fabaceae,Crotalaria_lachnosema,Crotalaria,lachnosema,8
Angiosperms,Fabaceae,Crotalaria_laeta,Crotalaria,laeta,8
Angiosperms,Fabaceae,Crotalaria_lanceolata,Crotalaria,lanceolata,8
Angiosperms,Fabaceae,Crotalaria_leioloba,Crotalaria,leioloba,8
Angiosperms,Fabaceae,Crotalaria_leubnitziana,Crotalaria,leubnitziana,8
Angiosperms,Fabaceae,Crotalaria_linifolia,Crotalaria,linifolia,8
Angiosperms,Fabaceae,Crotalaria_longipes,Crotalaria,longipes,8
Angiosperms,Fabaceae,Crotalaria_longirostrata,Crotalaria,longirostrata,16
Angiosperms,Fabaceae,Crotalaria_martiana,Crotalaria,martiana,16
Angiosperms,Fabaceae,Crotalaria_maypurensis,Crotalaria,maypurensis,8
Angiosperms,Fabaceae,Crotalaria_medicaginea,Crotalaria,medicaginea,8
Angiosperms,Fabaceae,Crotalaria_micans,Crotalaria,micans,8
Angiosperms,Fabaceae,Crotalaria_mysorensis,Crotalaria,mysorensis,8
Angiosperms,Fabaceae,Crotalaria_nana,Crotalaria,nana,8
Angiosperms,Fabaceae,Crotalaria_naragutensis,Crotalaria,naragutensis,8
Angiosperms,Fabaceae,Crotalaria_nayaritensis,Crotalaria,nayaritensis,16
Angiosperms,Fabaceae,Crotalaria_nitens,Crotalaria,nitens,16
Angiosperms,Fabaceae,Crotalaria_ochroleuca,Crotalaria,ochroleuca,8
Angiosperms,Fabaceae,Crotalaria_orixensis,Crotalaria,orixensis,8
Angiosperms,Fabaceae,Crotalaria_pallida,Crotalaria,pallida,8
Angiosperms,Fabaceae,Crotalaria_paulina,Crotalaria,paulina,16
Angiosperms,Fabaceae,Crotalaria_persica,Crotalaria,persica,8
Angiosperms,Fabaceae,Crotalaria_polygaloides,Crotalaria,polygaloides,8
Angiosperms,Fabaceae,Crotalaria_pulchra,Crotalaria,pulchra,8
Angiosperms,Fabaceae,Crotalaria_purshii,Crotalaria,purshii,16
Angiosperms,Fabaceae,Crotalaria_pusilla,Crotalaria,pusilla,8
Angiosperms,Fabaceae,Crotalaria_quercetorum,Crotalaria,quercetorum,16
Angiosperms,Fabaceae,Crotalaria_quinquefolia,Crotalaria,quinquefolia,8
Angiosperms,Fabaceae,Crotalaria_ramosissima,Crotalaria,ramosissima,8
Angiosperms,Fabaceae,Crotalaria_recta,Crotalaria,recta,7
Angiosperms,Fabaceae,Crotalaria_retusa,Crotalaria,retusa,8
Angiosperms,Fabaceae,Crotalaria_rhodesiae,Crotalaria,rhodesiae,8
Angiosperms,Fabaceae,Crotalaria_rubiginosa,Crotalaria,rubiginosa,8
Angiosperms,Fabaceae,Crotalaria_sagittalis,Crotalaria,sagittalis,16
Angiosperms,Fabaceae,Crotalaria_saharae,Crotalaria,saharae,8
Angiosperms,Fabaceae,Crotalaria_salicifolia,Crotalaria,salicifolia,8
Angiosperms,Fabaceae,Crotalaria_saltiana,Crotalaria,saltiana,8
Angiosperms,Fabaceae,Crotalaria_scabrella,Crotalaria,scabrella,8
Angiosperms,Fabaceae,Crotalaria_senegalensis,Crotalaria,senegalensis,8
Angiosperms,Fabaceae,Crotalaria_sessiliflora,Crotalaria,sessiliflora,8
Angiosperms,Fabaceae,Crotalaria_spectabilis,Crotalaria,spectabilis,8
Angiosperms,Fabaceae,Crotalaria_stipularia,Crotalaria,stipularia,16
Angiosperms,Fabaceae,Crotalaria_subcapitata,Crotalaria,subcapitata,8
Angiosperms,Fabaceae,Crotalaria_tetragona,Crotalaria,tetragona,8
Angiosperms,Fabaceae,Crotalaria_trichotoma,Crotalaria,trichotoma,8
Angiosperms,Fabaceae,Crotalaria_trifoliastrum,Crotalaria,trifoliastrum,8
Angiosperms,Fabaceae,Crotalaria_triquetra,Crotalaria,triquetra,8
Angiosperms,Fabaceae,Crotalaria_umbellata,Crotalaria,umbellata,8
Angiosperms,Fabaceae,Crotalaria_velutina,Crotalaria,velutina,16
Angiosperms,Fabaceae,Crotalaria_verrucosa,Crotalaria,verrucosa,8
Angiosperms,Fabaceae,Crotalaria_virgulata,Crotalaria,virgulata,8
Angiosperms,Fabaceae,Cullen_corylifolium,Cullen,corylifolium,9
Angiosperms,Fabaceae,Cullen_plicatum,Cullen,plicatum,11
Angiosperms,Fabaceae,Cyamopsis_tetragonoloba,Cyamopsis,tetragonoloba,7
Angiosperms,Fabaceae,Cyclopia_maculata,Cyclopia,maculata,18
Angiosperms,Fabaceae,Cytisophyllum_sessilifolium,Cytisophyllum,sessilifolium,25
Angiosperms,Fabaceae,Cytisus_filipes,Cytisus,filipes,24
Angiosperms,Fabaceae,Cytisus_ardoinii,Cytisus,ardoinii,25
Angiosperms,Fabaceae,Cytisus_austriacus,Cytisus,austriacus,25
Angiosperms,Fabaceae,Cytisus_baeticus,Cytisus,baeticus,24
Angiosperms,Fabaceae,Cytisus_balansae,Cytisus,balansae,23
Angiosperms,Fabaceae,Cytisus_cantabricus,Cytisus,cantabricus,24
Angiosperms,Fabaceae,Cytisus_commutatus,Cytisus,commutatus,48
Angiosperms,Fabaceae,Cytisus_decumbens,Cytisus,decumbens,24
Angiosperms,Fabaceae,Cytisus_emeriflorus,Cytisus,emeriflorus,25
Angiosperms,Fabaceae,Cytisus_fontanesii,Cytisus,fontanesii,25
Angiosperms,Fabaceae,Cytisus_grandiflorus,Cytisus,grandiflorus,24
Angiosperms,Fabaceae,Cytisus_hirsutus,Cytisus,hirsutus,25
Angiosperms,Fabaceae,Cytisus_leiocarpus,Cytisus,leiocarpus,25
Angiosperms,Fabaceae,Cytisus_malacitanus,Cytisus,malacitanus,24
Angiosperms,Fabaceae,Cytisus_megalanthus,Cytisus,megalanthus,23
Angiosperms,Fabaceae,Cytisus_multiflorus,Cytisus,multiflorus,23
Angiosperms,Fabaceae,Cytisus_mutabilis,Cytisus,mutabilis,23
Angiosperms,Fabaceae,Cytisus_oromediterraneus,Cytisus,oromediterraneus,24
