"Order","Family","species","Diploid.number","Fundamental.number","haploid"
"Anura","Pipidae","xenopus_spnov_x",72,NA,"36"
"Anura","Pipidae","xenopus_tropicalis",20,40,"10"
"Anura","Pipidae","xenopus_tropicalis",30,NA,"15"
"Anura","Pipidae","xenopus_vestitus",72,144,"36"
"Anura","Pipidae","xenopus_victorianus",72,NA,"36"
"Anura","Pipidae","xenopus_victorianus",36,NA,"18"
"Anura","Pipidae","xenopus_victorianus",36,72,"18"
"Anura","Ptychadenidae","ptychadena_anchietae",24,48,"12"
"Anura","Ptychadenidae","ptychadena_cooperi",24,NA,"12"
"Anura","Ptychadenidae","ptychadena_erlangeri",24,48,"12"
"Anura","Ptychadenidae","ptychadena_mascareniensis",24,48,"12"
"Anura","Ptychadenidae","ptychadena_perreti",24,48,"12"
"Anura","Ptychadenidae","ptychadena_sp",24,NA,"12"
"Anura","Pyxicephalidae","amietia_angolensis",26,52,"13"
"Anura","Pyxicephalidae","amietia_fuscigula",26,52,"13"
"Anura","Pyxicephalidae","anhydrophryne_rattrayi",26,NA,"13"
"Anura","Pyxicephalidae","poyntonia_paludicola",24,NA,"12"
"Anura","Pyxicephalidae","pyxicephalus_adspersus",26,48,"13"
"Anura","Pyxicephalidae","tomopterna_delalandii",26,52,"13"
"Anura","Pyxicephalidae","tomopterna_delalandii",52,104,"26"
"Anura","Pyxicephalidae","tomopterna_tandyi",52,NA,"26"
"Anura","Ranidae","amnirana_albolabris",26,NA,"13"
"Anura","Ranidae","amnirana_nicobariensis",26,NA,"13"
"Anura","Ranidae","amolops_granulosus",26,NA,"13"
"Anura","Ranidae","amolops_granulosus",26,52,"13"
"Anura","Ranidae","amolops_granulosus",27,NA,"13.5"
"Anura","Ranidae","amolops_hongkongensis",26,52,"13"
"Anura","Ranidae","amolops_jinjiangensis",26,NA,"13"
"Anura","Ranidae","amolops_liangshanensis",26,NA,"13"
"Anura","Ranidae","amolops_lifanensis",26,52,"13"
"Anura","Ranidae","amolops_loloensis",26,52,"13"
"Anura","Ranidae","amolops_mantzorum",26,NA,"13"
"Anura","Ranidae","amolops_mantzorum",26,52,"13"
"Anura","Ranidae","amolops_mantzorum",27,54,"13.5"
"Anura","Ranidae","amolops_panhai",26,52,"13"
"Anura","Ranidae","amolops_ricketti",26,52,"13"
"Anura","Ranidae","amolops_tuberodepressus",26,NA,"13"
"Anura","Ranidae","amolops_viridimaculatus",26,52,"13"
"Anura","Ranidae","amolops_wuyiensis",26,52,"13"
"Anura","Ranidae","babina_holsti",26,52,"13"
"Anura","Ranidae","babina_subaspera",26,52,"13"
"Anura","Ranidae","chalcorana_chalconota",26,NA,"13"
"Anura","Ranidae","clinotarsus_curtipes",26,NA,"13"
"Anura","Ranidae","glandirana_emeljanovi",26,50,"13"
"Anura","Ranidae","glandirana_minima",26,52,"13"
"Anura","Ranidae","glandirana_rugosa",26,52,"13"
"Anura","Ranidae","glandirana_rugosa",39,NA,"19.5"
"Anura","Ranidae","glandirana_tientaiensis",26,52,"13"
"Anura","Ranidae","hydrophylax_malabaricus",26,NA,"13"
"Anura","Ranidae","hylarana_erythraea",26,52,"13"
"Anura","Ranidae","hylarana_lateralis",26,52,"13"
"Anura","Ranidae","hylarana_latouchii",26,52,"13"
"Anura","Ranidae","hylarana_narina",26,52,"13"
"Anura","Ranidae","hylarana_sp",26,52,"13"
"Anura","Ranidae","hylarana_taipehensis",26,52,"13"
"Anura","Ranidae","indosylvirana_milleti",26,52,"13"
"Anura","Ranidae","indosylvirana_temporalis",26,NA,"13"
"Anura","Ranidae","lithobates_areolatus",26,52,"13"
"Anura","Ranidae","lithobates_blairi",26,52,"13"
"Anura","Ranidae","lithobates_catesbeianus",26,52,"13"
"Anura","Ranidae","lithobates_chiricahuensis",26,NA,"13"
"Anura","Ranidae","lithobates_chiricahuensis_x_pipiens",36,NA,"18"
"Anura","Ranidae","lithobates_clamitans",26,52,"13"
"Anura","Ranidae","lithobates_forreri",26,NA,"13"
"Anura","Ranidae","lithobates_magnaocularis",26,NA,"13"
"Anura","Ranidae","lithobates_palmipes",26,52,"13"
"Anura","Ranidae","lithobates_palustris",26,52,"13"
"Anura","Ranidae","lithobates_pipiens",39,NA,"19.5"
"Anura","Ranidae","lithobates_pipiens",26,52,"13"
"Anura","Ranidae","lithobates_septentrionalis",26,52,"13"
"Anura","Ranidae","lithobates_sphenocephalus",26,52,"13"
"Anura","Ranidae","lithobates_sylvaticus",26,NA,"13"
"Anura","Ranidae","lithobates_vibicarius",26,NA,"13"
"Anura","Ranidae","lithobates_virgatipes",26,52,"13"
"Anura","Ranidae","lithobates_warszewitschii",26,NA,"13"
"Anura","Ranidae","nidirana_adenopleura",26,52,"13"
"Anura","Ranidae","nidirana_daunchina",26,52,"13"
"Anura","Ranidae","nidirana_okinavana",26,52,"13"
"Anura","Ranidae","nidirana_pleuraden",26,52,"13"
"Anura","Ranidae","odorrana_andersoni",26,52,"13"
"Anura","Ranidae","odorrana_exiliversabilis",26,52,"13"
"Anura","Ranidae","odorrana_grahami",26,52,"13"
"Anura","Ranidae","odorrana_hainanensis",26,52,"13"
"Anura","Ranidae","odorrana_ishikawae",26,52,"13"
"Anura","Ranidae","odorrana_jingdongensis",26,52,"13"
"Anura","Ranidae","odorrana_junlianensis",26,52,"13"
"Anura","Ranidae","odorrana_kuangwuensis",26,52,"13"
"Anura","Ranidae","odorrana_livida",26,52,"13"
"Anura","Ranidae","odorrana_margaretae",26,52,"13"
"Anura","Ranidae","odorrana_narina",26,52,"13"
"Anura","Ranidae","odorrana_nasuta",26,52,"13"
"Anura","Ranidae","odorrana_schmackeri",26,52,"13"
"Anura","Ranidae","odorrana_swinhoana",26,52,"13"
"Anura","Ranidae","odorrana_versabilis",26,NA,"13"
"Anura","Ranidae","odorrana_wuchuanensis",26,52,"13"
"Anura","Ranidae","papurana_daemeli",26,52,"13"
"Anura","Ranidae","papurana_garritor",26,52,"13"
"Anura","Ranidae","papurana_grisea",26,52,"13"
"Anura","Ranidae","papurana_papua",26,NA,"13"
"Anura","Ranidae","pelophylax_bedriagae",26,52,"13"
"Anura","Ranidae","pelophylax_chosenicus",26,NA,"13"
"Anura","Ranidae","pelophylax_fukienensis",26,52,"13"
"Anura","Ranidae","pelophylax_hubeiensis",26,52,"13"
"Anura","Ranidae","pelophylax_lessonae",52,NA,"26"
"Anura","Ranidae","pelophylax_lessonae",39,NA,"19.5"
"Anura","Ranidae","pelophylax_lessonae",26,52,"13"
"Anura","Ranidae","pelophylax_lessonae",26,52,"13"
"Anura","Ranidae","pelophylax_lessonae",26,NA,"13"
"Anura","Ranidae","pelophylax_lessonae",39,NA,"19.5"
"Anura","Ranidae","pelophylax_lessonae",52,NA,"26"
"Anura","Ranidae","pelophylax_lessonae",65,NA,"32.5"
"Anura","Ranidae","pelophylax_nigromaculatus",39,NA,"19.5"
"Anura","Ranidae","pelophylax_nigromaculatus",52,NA,"26"
"Anura","Ranidae","pelophylax_nigromaculatus",78,NA,"39"
"Anura","Ranidae","pelophylax_nigromaculatus",26,52,"13"
"Anura","Ranidae","pelophylax_plancyi",26,52,"13"
"Anura","Ranidae","pelophylax_porosus",26,NA,"13"
"Anura","Ranidae","pelophylax_porosus",26,52,"13"
"Anura","Ranidae","pelophylax_ridibundus",26,52,"13"
"Anura","Ranidae","pelophylax_saharicus",26,52,"13"
"Anura","Ranidae","pelophylax_sp",26,52,"13"
"Anura","Ranidae","pelophylax_terentievi",26,52,"13"
"Anura","Ranidae","pseudorana_weiningensis",26,52,"13"
"Anura","Ranidae","rana_amurensis",26,52,"13"
"Anura","Ranidae","rana_amurensis_coreana",26,NA,"13"
"Anura","Ranidae","rana_arvalis",24,48,"12"
"Anura","Ranidae","rana_arvalis",24,48,"12"
"Anura","Ranidae","rana_asiatica",26,52,"13"
"Anura","Ranidae","rana_aurora",26,52,"13"
"Anura","Ranidae","rana_aurora_draytoni",26,NA,"13"
"Anura","Ranidae","rana_boylii",26,52,"13"
"Anura","Ranidae","rana_cascadae",26,52,"13"
"Anura","Ranidae","rana_chaochiaoensis",26,52,"13"
"Anura","Ranidae","rana_chensinensis",24,48,"12"
"Anura","Ranidae","rana_chensinensis",24,48,"12"
"Anura","Ranidae","rana_coreana",26,NA,"13"
"Anura","Ranidae","rana_dalmatina",26,52,"13"
"Anura","Ranidae","rana_dybowskii",24,48,"12"
"Anura","Ranidae","rana_graeca",26,52,"13"
"Anura","Ranidae","rana_hanluica",26,52,"13"
"Anura","Ranidae","rana_huanrenensis",24,48,"12"
"Anura","Ranidae","rana_iberica",26,52,"13"
"Anura","Ranidae","rana_italica",26,NA,"13"
"Anura","Ranidae","rana_japonica",26,52,"13"
"Anura","Ranidae","rana_japonica",39,NA,"19.5"
"Anura","Ranidae","rana_japonica_chaochiaoensis",26,NA,"13"
"Anura","Ranidae","rana_kukunoris",24,48,"12"
"Anura","Ranidae","rana_latastei",26,52,"13"
"Anura","Ranidae","rana_longicrus",26,52,"13"
"Anura","Ranidae","rana_macrocnemis",26,52,"13"
"Anura","Ranidae","rana_muscosa",26,46,"13"
"Anura","Ranidae","rana_neba",42,78,"21"
"Anura","Ranidae","rana_neba",28,52,"14"
"Anura","Ranidae","rana_omeimontis",26,52,"13"
"Anura","Ranidae","rana_ornativentris",24,48,"12"
"Anura","Ranidae","rana_pretiosa",26,52,"13"
"Anura","Ranidae","rana_sakuraii",26,52,"13"
"Anura","Ranidae","rana_sauteri",26,NA,"13"
"Anura","Ranidae","rana_shuchinae",26,52,"13"
"Anura","Ranidae","rana_tagoi",26,52,"13"
"Anura","Ranidae","rana_temporaria",26,52,"13"
"Anura","Ranidae","rana_temporaria",26,NA,"13"
"Anura","Ranidae","rana_tsushimensis",26,NA,"13"
"Anura","Ranidae","rana_zhenhaiensis",26,52,"13"
"Anura","Ranidae","sanguirana_everetti",26,NA,"13"
"Anura","Ranidae","sanguirana_sanguinea",26,NA,"13"
"Anura","Ranidae","staurois_latopalmatus",26,52,"13"
"Anura","Ranidae","staurois_natator",26,NA,"13"
"Anura","Ranidae","sylvirana_cubitalis",26,52,"13"
"Anura","Ranidae","sylvirana_guentheri",26,52,"13"
"Anura","Ranidae","sylvirana_nigrovittata",24,48,"12"
"Anura","Ranidae","sylvirana_nigrovittata",26,52,"13"
"Anura","Ranidae","sylvirana_spinulosa",26,52,"13"
"Anura","Rhacophoridae","buergeria_buergeri",26,NA,"13"
"Anura","Rhacophoridae","buergeria_japonica",26,52,"13"
"Anura","Rhacophoridae","buergeria_oxycephala",26,52,"13"
"Anura","Rhacophoridae","buergeria_robusta",26,52,"13"
"Anura","Rhacophoridae","chiromantis_doriae",26,52,"13"
"Anura","Rhacophoridae","chiromantis_doriae",16,32,"8"
"Anura","Rhacophoridae","chiromantis_petersi",26,52,"13"
"Anura","Rhacophoridae","chiromantis_rufescens",26,52,"13"
"Anura","Rhacophoridae","chiromantis_xerampelina",26,52,"13"
"Anura","Rhacophoridae","feihyla_palpebralis",26,52,"13"
"Anura","Rhacophoridae","feihyla_vittata",26,52,"13"
"Anura","Rhacophoridae","kurixalus_eiffingeri",26,52,"13"
"Anura","Rhacophoridae","kurixalus_eiffingeri",26,52,"13"
"Anura","Rhacophoridae","kurixalus_idiootocus",26,52,"13"
"Anura","Rhacophoridae","kurixalus_odontotarsus",26,52,"13"
"Anura","Rhacophoridae","polypedates_leucomystax",26,NA,"13"
"Anura","Rhacophoridae","polypedates_leucomystax",26,52,"13"
"Anura","Rhacophoridae","polypedates_maculatus",26,52,"13"
"Anura","Rhacophoridae","polypedates_megacephalus",26,52,"13"
"Anura","Rhacophoridae","polypedates_mutus",26,52,"13"
"Anura","Rhacophoridae","pseudophilautus_wynaadensis",26,52,"13"
"Anura","Rhacophoridae","rhacophorus_arboreus",26,52,"13"
"Anura","Rhacophoridae","rhacophorus_burmanus",26,52,"13"
"Anura","Rhacophoridae","rhacophorus_chenfui",26,52,"13"
"Anura","Rhacophoridae","rhacophorus_dennysi",26,52,"13"
"Anura","Rhacophoridae","rhacophorus_dugritei",26,52,"13"
"Anura","Rhacophoridae","rhacophorus_feae",26,52,"13"
"Anura","Rhacophoridae","rhacophorus_malabaricus",26,52,"13"
"Anura","Rhacophoridae","rhacophorus_moltrechti",26,52,"13"
"Anura","Rhacophoridae","rhacophorus_nigropunctatus",26,52,"13"
"Anura","Rhacophoridae","rhacophorus_omeimontis",26,52,"13"
"Anura","Rhacophoridae","rhacophorus_owstoni",26,52,"13"
"Anura","Rhacophoridae","rhacophorus_prasinatus",26,52,"13"
"Anura","Rhacophoridae","rhacophorus_reinwardtii",26,52,"13"
"Anura","Rhacophoridae","rhacophorus_rhodopus",26,52,"13"
"Anura","Rhacophoridae","rhacophorus_schlegelii",26,52,"13"
"Anura","Rhacophoridae","rhacophorus_smaragdinus",26,52,"13"
"Anura","Rhacophoridae","rhacophorus_taipeianus",26,52,"13"
"Anura","Rhinodermatidae","insuetophrynus_acarpicus",26,52,"13"
"Anura","Rhinodermatidae","rhinoderma_darwinii",26,48,"13"
"Anura","Rhinodermatidae","rhinoderma_rufum",26,48,"13"
"Anura","Rhinophrynidae","rhinophrynus_dorsalis",22,NA,"11"
"Anura","Scaphiopodidae","scaphiopus_couchii",26,52,"13"
"Anura","Scaphiopodidae","scaphiopus_holbrookii",26,50,"13"
"Anura","Scaphiopodidae","scaphiopus_hurterii",26,NA,"13"
"Anura","Scaphiopodidae","spea_bombifrons",26,52,"13"
"Anura","Scaphiopodidae","spea_hammondii",26,52,"13"
"Anura","Scaphiopodidae","spea_multiplicata",26,NA,"13"
"Anura","Sooglossidae","sechellophryne_gardineri",26,42,"13"
"Anura","Sooglossidae","sooglossus_sechellensis",26,44,"13"
"Anura","Sooglossidae","sooglossus_thomasseti",26,44,"13"
"Anura","Strabomantidae","geobatrachus_walkeri",20,NA,"10"
"Anura","Telmatobiidae","telmatobius_arequipensis",26,52,"13"
"Anura","Telmatobiidae","telmatobius_carrillae",26,52,"13"
"Anura","Telmatobiidae","telmatobius_ceiorum",26,52,"13"
"Anura","Telmatobiidae","telmatobius_chusmisensis",26,52,"13"
"Anura","Telmatobiidae","telmatobius_dankoi",26,52,"13"
"Anura","Telmatobiidae","telmatobius_jelskii",26,52,"13"
"Anura","Telmatobiidae","telmatobius_laticeps",26,52,"13"
"Anura","Telmatobiidae","telmatobius_marmoratus",26,52,"13"
"Anura","Telmatobiidae","telmatobius_oxycephalus",26,52,"13"
"Anura","Telmatobiidae","telmatobius_pefauri",26,52,"13"
"Anura","Telmatobiidae","telmatobius_pefauri",26,52,"13"
"Anura","Telmatobiidae","telmatobius_peruvianus",26,NA,"13"
"Anura","Telmatobiidae","telmatobius_phillippii",26,52,"13"
"Anura","Telmatobiidae","telmatobius_rimac",26,52,"13"
"Anura","Telmatobiidae","telmatobius_rubigo",26,52,"13"
"Anura","Telmatobiidae","telmatobius_schreiteri",26,NA,"13"
"Anura","Telmatobiidae","telmatobius_sp",22,NA,"11"
"Anura","Telmatobiidae","telmatobius_stephani",26,52,"13"
"Anura","Telmatobiidae","telmatobius_vilamensis",26,52,"13"
