Order,Family,species,scs,haploid
Coleoptera,Chrysomelidae,Cyrtonus_rotundatus,Xyp,14
Coleoptera,Chrysomelidae,Cyrtonus_ruficornis,Xyp,14
Coleoptera,Chrysomelidae,Cyrtonus_sp._1,Xyp,14
Coleoptera,Chrysomelidae,Dactylispa_atkinsoni,Xyp,8
Coleoptera,Chrysomelidae,Dactylispa_brevispinosa,Xyp,8
Coleoptera,Chrysomelidae,Dactylispa_humeralis,Xyp,8
Coleoptera,Chrysomelidae,Deloyala_cruciata,Xyp,9
Coleoptera,Chrysomelidae,Deloyala_guttata,Xyp,9
Coleoptera,Chrysomelidae,Deloyala_guttata,Xyp,10
Coleoptera,Chrysomelidae,Desmogramma_nigripes,Xyp,12
Coleoptera,Chrysomelidae,Deuteronoda_suturalis,NeoXY,8
Coleoptera,Chrysomelidae,Diabrotica_'variablis?',XO,10
Coleoptera,Chrysomelidae,Diabrotica_adelpha,XO,10
Coleoptera,Chrysomelidae,Diabrotica_bioculata,XO,10
Coleoptera,Chrysomelidae,Diabrotica_capitata,XO,10
Coleoptera,Chrysomelidae,Diabrotica_circulata,XO,10
Coleoptera,Chrysomelidae,Diabrotica_cortezi,XO,10
Coleoptera,Chrysomelidae,Diabrotica_cristata,XO,10
Coleoptera,Chrysomelidae,Diabrotica_dissimilis,XO,10
Coleoptera,Chrysomelidae,Diabrotica_flaviventris,XO,10
Coleoptera,Chrysomelidae,Diabrotica_graminea,XO,10
Coleoptera,Chrysomelidae,Diabrotica_lemniscata,XO,10
Coleoptera,Chrysomelidae,Diabrotica_limitata_15-punctata,XO,10
Coleoptera,Chrysomelidae,Diabrotica_longicornis,XO,10
Coleoptera,Chrysomelidae,Diabrotica_longicornis_barberi,XO,10
Coleoptera,Chrysomelidae,Diabrotica_marginata,XO,10
Coleoptera,Chrysomelidae,Diabrotica_nummularis,XO,10
Coleoptera,Chrysomelidae,Diabrotica_ochreata,XO,10
Coleoptera,Chrysomelidae,Diabrotica_octoplagiata,XO,10
Coleoptera,Chrysomelidae,Diabrotica_porracea,XO,10
Coleoptera,Chrysomelidae,Diabrotica_rufolimabata,XO,10
Coleoptera,Chrysomelidae,Diabrotica_scutella,XO,10
Coleoptera,Chrysomelidae,Diabrotica_sexmaculata,XO,10
Coleoptera,Chrysomelidae,Diabrotica_speciosa,XO,11
Coleoptera,Chrysomelidae,Diabrotica_tibialis,XO,10
Coleoptera,Chrysomelidae,Diabrotica_trifasciata,XO,10
Coleoptera,Chrysomelidae,Diabrotica_undecimpunctata_duodecimnotata,XO,10
Coleoptera,Chrysomelidae,Diabrotica_undecimpunctata_howardi,XO,10
Coleoptera,Chrysomelidae,Diabrotica_undecimpunctata_tenella,XO,10
Coleoptera,Chrysomelidae,Diabrotica_virgifera,XO,10
Coleoptera,Chrysomelidae,Diabrotica_virgifera_zeae,XO,10
Coleoptera,Chrysomelidae,Diabrotica_viridula,XO,10
Coleoptera,Chrysomelidae,Diabrotica_viridula_rufobasis,XO,10
Coleoptera,Chrysomelidae,Diapromorpha_melanopus,XY,11
Coleoptera,Chrysomelidae,Diapromorpha_pallens,XY,12
Coleoptera,Chrysomelidae,Diapromorpha_quadripunctata,Xy,11
Coleoptera,Chrysomelidae,Diapromorpha_quadripunctata,Xyy,11
Coleoptera,Chrysomelidae,Diapromorpha_turcica,Xy,11
Coleoptera,Chrysomelidae,Diapromorpha_turcica,Xyy,11
Coleoptera,Chrysomelidae,Dibolia_penstemonis,NeoXY,16
Coleoptera,Chrysomelidae,Dibolia_timida,Xyp,20
Coleoptera,Chrysomelidae,Dicladispa_occator,Xyp,8
Coleoptera,Chrysomelidae,Dicladispa_testacea,Xyp,8
Coleoptera,Chrysomelidae,Diphaulaca_arguta,Xyp,15
Coleoptera,Chrysomelidae,Diphaulaca_sp._1,Xyp,15
Coleoptera,Chrysomelidae,Diphaulaca_sp._2,Xyp,15
Coleoptera,Chrysomelidae,Disonycha_alternata,NeoXY,25
Coleoptera,Chrysomelidae,Disonycha_bicarinata,XXY,32
Coleoptera,Chrysomelidae,Disonycha_bicarinata,XXY,33
Coleoptera,Chrysomelidae,Disonycha_brevilineata,XXOO,18
Coleoptera,Chrysomelidae,Disonycha_glabrata,XXXXXXY,20
Coleoptera,Chrysomelidae,Disonycha_laevigata,NeoXY,22
Coleoptera,Chrysomelidae,Disonycha_laevigata,Xyp,23
Coleoptera,Chrysomelidae,Disonycha_nigrita,XXOO,18
Coleoptera,Chrysomelidae,Disonycha_sp._1,XY,24
Coleoptera,Chrysomelidae,Disonycha_sp._2,XO,15
Coleoptera,Chrysomelidae,Disonycha_spilotrachela,XXY,15
Coleoptera,Chrysomelidae,Donacia_andalusica,Xyp,15
Coleoptera,Chrysomelidae,Donacia_bicolor,Xyp,15
Coleoptera,Chrysomelidae,Donacia_biimpressa,Xyp,15
Coleoptera,Chrysomelidae,Donacia_clavipes,Xyp,15
Coleoptera,Chrysomelidae,Donacia_hirticollis,Xyp,14
Coleoptera,Chrysomelidae,Donacia_subtilis,Xyp,14
Coleoptera,Chrysomelidae,Donacia_vulgaris,Xyp,15
Coleoptera,Chrysomelidae,Doryphora_quadrisignata,NeoXY,6
Coleoptera,Chrysomelidae,Entomoscelis_adonidis,Xyp,13
Coleoptera,Chrysomelidae,Entomoscelis_sacra,Xyp,13
Coleoptera,Chrysomelidae,Epistictina_viridimaculata,XY,9
Coleoptera,Chrysomelidae,Epitrix_cucumeris,Xyp,13
Coleoptera,Chrysomelidae,Epitrix_fasciata,Xyp,13
Coleoptera,Chrysomelidae,Erganoides_sp._1,Xyp,13
Coleoptera,Chrysomelidae,Estignema_chinensis,Xyp,9
Coleoptera,Chrysomelidae,Eumolpus_sp.,Xyp,11
Coleoptera,Chrysomelidae,Eumolpus_sp._1,Xyp,11
Coleoptera,Chrysomelidae,Eumolpus_sp._2,Xyp,11
Coleoptera,Chrysomelidae,Eumolpus_surinamensis,Xyp,11
Coleoptera,Chrysomelidae,Eurypedus_thoni,Xyp,10
Coleoptera,Chrysomelidae,Eurypepla_jamaicensis,Xyp,9
Coleoptera,Chrysomelidae,Exema_cadensis,NeoXY,9
Coleoptera,Chrysomelidae,Exora_encaustica_rensis,XO,16
Coleoptera,Chrysomelidae,Forsterita_sp._1,Xyp,12
Coleoptera,Chrysomelidae,Galeruca_angusta,Xyp,22
Coleoptera,Chrysomelidae,Galeruca_artemisiae,Xyp,22
Coleoptera,Chrysomelidae,Galeruca_indica,Xyp,23
Coleoptera,Chrysomelidae,Galeruca_miegi,Xyp,19
Coleoptera,Chrysomelidae,Galeruca_monticola,Xyp,19
Coleoptera,Chrysomelidae,Galeruca_taceti,Xyp,20
Coleoptera,Chrysomelidae,Galerucella_bicolor,Xyp,22
Coleoptera,Chrysomelidae,Galerucella_bimarnica,Xyp,17
Coleoptera,Chrysomelidae,Galerucella_calmariensis,Xyp,17
Coleoptera,Chrysomelidae,Galerucella_cavicollis,Xyp,17
Coleoptera,Chrysomelidae,Galerucella_lineola,Xyp,17
Coleoptera,Chrysomelidae,Galerucella_nymphae,Xyp,17
Coleoptera,Chrysomelidae,Galerucella_placida,Xyp,19
Coleoptera,Chrysomelidae,Galerucella_pusilla,NeoXY,8
Coleoptera,Chrysomelidae,Galerucella_sp._1,Xyp,17
Coleoptera,Chrysomelidae,Galerucella_tenella,Xyp,13
Coleoptera,Chrysomelidae,Galerucella_vaccinii,Xyp,17
Coleoptera,Chrysomelidae,Gastrophysa_cyanea,Xyp,15
Coleoptera,Chrysomelidae,Gastrophysa_poligoni,Xyp,12
Coleoptera,Chrysomelidae,Gastrophysa_viridula,Xyp,14
Coleoptera,Chrysomelidae,Genus_nr._Stenophyma_sp._1,Xy,16
Coleoptera,Chrysomelidae,Glyphocassis_trilineata,Xyp,8
Coleoptera,Chrysomelidae,Glyphocassis_trilineata,Xyp,9
Coleoptera,Chrysomelidae,Glyptina_sp._1,XY,14
Coleoptera,Chrysomelidae,Glyptoscelis_chontalensis,Xyp,10
Coleoptera,Chrysomelidae,Glyptoscelis_sp._1,Xyp,8
Coleoptera,Chrysomelidae,Gonioctena_americana,Xyp,12
Coleoptera,Chrysomelidae,Gonioctena_linnaeana,Xyp,12
Coleoptera,Chrysomelidae,Gonioctena_nivosa,Xyp,12
Coleoptera,Chrysomelidae,Gonioctena_quinquepunctata,Xyp,12
Coleoptera,Chrysomelidae,Gonioctena_sibirica,Xyp,12
Coleoptera,Chrysomelidae,Gonioctena_springlovae,Xyp,20
Coleoptera,Chrysomelidae,Gonioctena_variabilis,Xyp,12
Coleoptera,Chrysomelidae,Gonioctena_vimilis,Xyp,12
Coleoptera,Chrysomelidae,Gratiana_lutescens,Xyp,9
Coleoptera,Chrysomelidae,Gratiana_pallidula,Xyp,9
Coleoptera,Chrysomelidae,Gratiana_spadicea,Xyp,10
Coleoptera,Chrysomelidae,Gynandrobrotica_lepida,XO,9
Coleoptera,Chrysomelidae,Gynandrobrotica_nigrofasciata,XO,9
Coleoptera,Chrysomelidae,Gynandrobrotica_sp._1,XO,7
Coleoptera,Chrysomelidae,Gynandrobrotica_variabilis,XO,9
Coleoptera,Chrysomelidae,Heikertingerella_brevitarsis,XXYY,12
Coleoptera,Chrysomelidae,Heikertingerella_sp._1,NeoXY,10
Coleoptera,Chrysomelidae,Heikertingerella_sp._2,XXYY,9
Coleoptera,Chrysomelidae,Heikertingerella_sp._3,XXYY,9
Coleoptera,Chrysomelidae,Helocassis_clavata,XY,9
Coleoptera,Chrysomelidae,Helocassis_clavata,Xyp,9
Coleoptera,Chrysomelidae,Hemipyxis_sp._1,XY,12
Coleoptera,Chrysomelidae,Hermaeophaga_cicatrix,XXY,9
Coleoptera,Chrysomelidae,Hermaeophaga_ruficollis,XY,8
Coleoptera,Chrysomelidae,Hilarocassis_exclamationis,Xyc,17
Coleoptera,Chrysomelidae,Hilarocassis_exclamationis,Xyp,17
Coleoptera,Chrysomelidae,Hispa_armigera,XY,6
Coleoptera,Chrysomelidae,Hispa_armigera,XY,9
Coleoptera,Chrysomelidae,Hispa_atra,Xyp,8
Coleoptera,Chrysomelidae,Homoschema_nigriventre,XY,4
Coleoptera,Chrysomelidae,Homoschema_obesum,XXY,6
Coleoptera,Chrysomelidae,Hydrothassa_glabra,Xyp,17
Coleoptera,Chrysomelidae,Hyphasoma_sp._1,NeoXY,11
Coleoptera,Chrysomelidae,Hypocassida_subferruginea,NeoXY,19
Coleoptera,Chrysomelidae,Hypolampsis_bryanti,XY,10
Coleoptera,Chrysomelidae,Hypolampsis_sp._1,Xyp,11
Coleoptera,Chrysomelidae,Isotes_multipunctata,XO,12
Coleoptera,Chrysomelidae,Isotes_quadrispilota,XO,19
Coleoptera,Chrysomelidae,Kanarella_sp._1,Xyp,13
Coleoptera,Chrysomelidae,Labidomera_clivicollis,XO,17
Coleoptera,Chrysomelidae,Labidomera_clivicollis,XY,17
Coleoptera,Chrysomelidae,Labidomera_suturella,XO,16
Coleoptera,Chrysomelidae,Laccoptera_quadrimaculata,XY,9
Coleoptera,Chrysomelidae,Laccoptera_quadrimaculata,Xyp,9
Coleoptera,Chrysomelidae,Laccoptera_quadrimaculata,Xyr,9
Coleoptera,Chrysomelidae,Laccoptera_quadrimaculata,Xyyp,9
Coleoptera,Chrysomelidae,Lachnaia_pubescens,Xy,12
Coleoptera,Chrysomelidae,Lasiochila_excavata,NeoXY,9
Coleoptera,Chrysomelidae,Lema_cerea,Xyp,7
Coleoptera,Chrysomelidae,Lema_coromandeliana,Xyp,8
Coleoptera,Chrysomelidae,Lema_cyanea,Xyp,12
Coleoptera,Chrysomelidae,Lema_cyanella,Xyp,8
Coleoptera,Chrysomelidae,Lema_dorsalis,Xyp,9
Coleoptera,Chrysomelidae,Lema_n.sp.,Xyp,8
Coleoptera,Chrysomelidae,Lema_nigripes,Xyp,9
Coleoptera,Chrysomelidae,Lema_nigrrofrontalis,Xyp,8
Coleoptera,Chrysomelidae,Lema_praeusta,Xyp,8
Coleoptera,Chrysomelidae,Lema_rufotestacea,Xyp,7
Coleoptera,Chrysomelidae,Lema_semifulva,Xyp,8
Coleoptera,Chrysomelidae,Lema_termita,Xyp,8
Coleoptera,Chrysomelidae,Lema_trilineata,Xyp,16
Coleoptera,Chrysomelidae,Leptinotarsa_behrensi,XO,18
Coleoptera,Chrysomelidae,Leptinotarsa_belti,XO,12
Coleoptera,Chrysomelidae,Leptinotarsa_decimlineata,XO,17
Coleoptera,Chrysomelidae,Leptinotarsa_decimlineata,Xyp,18
Coleoptera,Chrysomelidae,Leptinotarsa_defecta,XO,18
Coleoptera,Chrysomelidae,Leptinotarsa_flavitarsis,XO,18
Coleoptera,Chrysomelidae,Leptinotarsa_haldemani,XO,18
Coleoptera,Chrysomelidae,Leptinotarsa_heydeni,XO,18
Coleoptera,Chrysomelidae,Leptinotarsa_juncta,XO,18
Coleoptera,Chrysomelidae,Leptinotarsa_lineolata,XO,18
Coleoptera,Chrysomelidae,Leptinotarsa_peninsularis,XO,18
Coleoptera,Chrysomelidae,Leptinotarsa_rubiginosa,XO,18
Coleoptera,Chrysomelidae,Leptinotarsa_sigticollis,XO,17
Coleoptera,Chrysomelidae,Leptinotarsa_texa,XO,18
Coleoptera,Chrysomelidae,Leptinotarsa_tumamoca,XO,18
Coleoptera,Chrysomelidae,Leptinotarsa_typographica,XO,18
Coleoptera,Chrysomelidae,Leptinotarsa_undecimlineata,XO,17
Coleoptera,Chrysomelidae,Leptispa_filiformis,XY,16
Coleoptera,Chrysomelidae,Leucocera_laevicollis,Xyp,12
Coleoptera,Chrysomelidae,Lilioceris_impressa,Xyr,10
Coleoptera,Chrysomelidae,Lilioceris_lilii,Xyp,11
Coleoptera,Chrysomelidae,Linaeidea_aenea,Xyp,17
Coleoptera,Chrysomelidae,Longitarsus_australis,XY,14
Coleoptera,Chrysomelidae,Longitarsus_ballotae,XY,16
Coleoptera,Chrysomelidae,Longitarsus_candidulus,XY,15
Coleoptera,Chrysomelidae,Longitarsus_codii,XY,15
Coleoptera,Chrysomelidae,Longitarsus_exsoletus,XY,16
Coleoptera,Chrysomelidae,Longitarsus_holsaticus,XY,16
Coleoptera,Chrysomelidae,Longitarsus_kleiniiperda,XY,15
Coleoptera,Chrysomelidae,Longitarsus_luridus,XY,15
Coleoptera,Chrysomelidae,Longitarsus_lycopi,XY,14
Coleoptera,Chrysomelidae,Longitarsus_melanocephalus,XY,16
Coleoptera,Chrysomelidae,Longitarsus_nervosus,XY,15
Coleoptera,Chrysomelidae,Longitarsus_niger,XY,13
Coleoptera,Chrysomelidae,Longitarsus_nigrofasciatus,XY,13
Coleoptera,Chrysomelidae,Longitarsus_nigrofasciatus,XY,14
Coleoptera,Chrysomelidae,Longitarsus_nus,XY,14
Coleoptera,Chrysomelidae,Longitarsus_oakleyi,XY,14
Coleoptera,Chrysomelidae,Longitarsus_obliteratoides,XY,15
Coleoptera,Chrysomelidae,Longitarsus_ochroleucus,XY,15
Coleoptera,Chrysomelidae,Longitarsus_orditus,XY,14
Coleoptera,Chrysomelidae,Longitarsus_pellucides,XY,15
Coleoptera,Chrysomelidae,Longitarsus_pratensis,XY,13
Coleoptera,Chrysomelidae,Longitarsus_reichei,XY,14
Coleoptera,Chrysomelidae,Longitarsus_rubiginosus,XY,15
Coleoptera,Chrysomelidae,Longitarsus_succineus,XY,15
Coleoptera,Chrysomelidae,Longitarsus_tabidus,XY,14
Coleoptera,Chrysomelidae,Longitarus_aeruginosus,XY,12
Coleoptera,Chrysomelidae,Luperodes_praeustus,NeoXY,16
Coleoptera,Chrysomelidae,Luperus_discrepans,XNeoXY,17
Coleoptera,Chrysomelidae,Lysathia_ludoviciana,Xy,12
Coleoptera,Chrysomelidae,Lysathia_occidentalis,Xy,12
Coleoptera,Chrysomelidae,Lysathia_sp._1,Xy,12
Coleoptera,Chrysomelidae,Macrocoma_rufotibialis,Xyp,8
Coleoptera,Chrysomelidae,Macrohaltica_jamaicensis,Xy,12
Coleoptera,Chrysomelidae,Macrohaltica_mexica_salvadorensis,Xy,13
Coleoptera,Chrysomelidae,Macrohaltica_transversa,Xy,12
Coleoptera,Chrysomelidae,Merilia_sublunata,Xy,11
Coleoptera,Chrysomelidae,Mesoplatys_cincta,Xyp,12
Coleoptera,Chrysomelidae,Metallactus_patagonicus,XO,8
Coleoptera,Chrysomelidae,Metriona_elatior,Xyp,9
Coleoptera,Chrysomelidae,Microrhopala_vittata,Xyp,16
Coleoptera,Chrysomelidae,Microtenochira_aciculata,Xyp,9
Coleoptera,Chrysomelidae,Microtenochira_optata,Xyp,9
Coleoptera,Chrysomelidae,Microtenochira_quadrata,Xyp,9
Coleoptera,Chrysomelidae,Microtheca_ochroloma,Xyp,14
Coleoptera,Chrysomelidae,Monolepta_erythrocephala,Xyp,13
Coleoptera,Chrysomelidae,Monolepta_sexsigta,Xyp,9
Coleoptera,Chrysomelidae,Monolepta_sexsigta,Xyr,9
Coleoptera,Chrysomelidae,Monolepta_sigta,Xyp,9
Coleoptera,Chrysomelidae,Monomacra_caprai,NeoXY,15
Coleoptera,Chrysomelidae,Monomacra_sp._1,XO,17
Coleoptera,Chrysomelidae,Monoxia_apicalis,Xyr,16
Coleoptera,Chrysomelidae,Monoxia_batisia,XY,18
Coleoptera,Chrysomelidae,Monoxia_guttulata,Xyr,9
Coleoptera,Chrysomelidae,Monoxia_obesula,Xyr,19
Coleoptera,Chrysomelidae,Monoxia_sp_1_near_inorta,Xyr,9
Coleoptera,Chrysomelidae,Monoxia_sp._1,NeoXY,9
Coleoptera,Chrysomelidae,Monoxia_sp._2_possibly_puberula,Xyr,10
Coleoptera,Chrysomelidae,Neocrepidodera_transversa,Xyp,19
Coleoptera,Chrysomelidae,Nodonota_aridicola,Xyp,6
Coleoptera,Chrysomelidae,Nodonota_lateralis,Xyp,6
Coleoptera,Chrysomelidae,Nodonota_puncticollis,Xyp,6
Coleoptera,Chrysomelidae,Nodonota_virdis,Xyp,8
Coleoptera,Chrysomelidae,Notosacantha_maculipennis,Xyp,8
Coleoptera,Chrysomelidae,Octotoma_scabripennis,Xyp,10
Coleoptera,Chrysomelidae,Odontota_dorsalis,Xyp,8
Coleoptera,Chrysomelidae,Oedionychus_cinctus,Xy,8
Coleoptera,Chrysomelidae,Oedionychus_limbatus,Xy,8
Coleoptera,Chrysomelidae,Oedionychus_sp.,XY,11
Coleoptera,Chrysomelidae,Oedionychus_sp._1,Xy,11
Coleoptera,Chrysomelidae,Oedionychus_umbratica,Xy,11
Coleoptera,Chrysomelidae,Oides_bipunctata,XO,9
Coleoptera,Chrysomelidae,Oides_sp.,XO,25
Coleoptera,Chrysomelidae,Omophoita_aequatorialis,Xy,11
Coleoptera,Chrysomelidae,Omophoita_aequinoctialis,Xy,11
Coleoptera,Chrysomelidae,Omophoita_albicollis,Xy,11
Coleoptera,Chrysomelidae,Omophoita_angustolineata_?,Xy,11
Coleoptera,Chrysomelidae,Omophoita_annularis,Xy,11
Coleoptera,Chrysomelidae,Omophoita_clerica,Xyy,11
Coleoptera,Chrysomelidae,Omophoita_cyanipennis_octomaculata,Xy,11
Coleoptera,Chrysomelidae,Omophoita_latitarsis,Xy,11
Coleoptera,Chrysomelidae,Omophoita_luta,Xy,12
Coleoptera,Chrysomelidae,Omophoita_magniguttis,Xy,11
Coleoptera,Chrysomelidae,Omophoita_octoguttata,Xy,11
Coleoptera,Chrysomelidae,Omophoita_persota,Xy,11
Coleoptera,Chrysomelidae,Omophoita_quadrinotata,Xy,11
Coleoptera,Chrysomelidae,Omophoita_sexnotata,Xy,11
Coleoptera,Chrysomelidae,Omophoita_superba,Xy,11
Coleoptera,Chrysomelidae,Ophraella_conferta,NeoXY,12
Coleoptera,Chrysomelidae,Ophraella_cribata,NeoXY,12
Coleoptera,Chrysomelidae,Ophraella_notata,XY,18
Coleoptera,Chrysomelidae,Ophraella_notulata,XY,18
Coleoptera,Chrysomelidae,Ophraella_pilosa,XY,17
Coleoptera,Chrysomelidae,Ophraella_sexvittata,NeoXY,12
Coleoptera,Chrysomelidae,Ophrida_marmorea,Xyp,16
Coleoptera,Chrysomelidae,Oreina_elongata,Xyp,12
Coleoptera,Chrysomelidae,Oreina_fairmairiana,Xyp,12
Coleoptera,Chrysomelidae,Oreina_ganglbaueri,Xyp,12
Coleoptera,Chrysomelidae,Oreina_intricata,Xyp,12
Coleoptera,Chrysomelidae,Oreina_variabilis,Xyp,12
Coleoptera,Chrysomelidae,Oreina_virgulata,Xyp,12
Coleoptera,Chrysomelidae,Oreinana_alpestris,Xyp,12
Coleoptera,Chrysomelidae,Oreinana_cacaliae,Xyp,12
Coleoptera,Chrysomelidae,Oulema_astrosuturalis,XY,10
Coleoptera,Chrysomelidae,Oulema_downesi,Xyp,11
Coleoptera,Chrysomelidae,Oulema_gallaecia,Xyp,8
Coleoptera,Chrysomelidae,Oulema_hoffmannseggi,Xyp,8
Coleoptera,Chrysomelidae,Oulema_melanopus,Xyp,8
Coleoptera,Chrysomelidae,Oulema_tristis,Xyp,8
Coleoptera,Chrysomelidae,Oxylepus_deflexicollis,Xyp,9
Coleoptera,Chrysomelidae,Pachybrachus_azuereus,Xyr,8
Coleoptera,Chrysomelidae,Pachybrachus_bivittatus,Xyr,8
Coleoptera,Chrysomelidae,Pachybrachus_catalonicus,Xyr,8
Coleoptera,Chrysomelidae,Pachybrachus_melanostrictus,Xyr,8
Coleoptera,Chrysomelidae,Pachybrachus_peccans,Xyr,8
Coleoptera,Chrysomelidae,Pachybrachus_petitpierrei,Xyr,8
Coleoptera,Chrysomelidae,Pachymerus_chinensis,Xyp,10
Coleoptera,Chrysomelidae,Paranaita_bilimbata,Xy,11
Coleoptera,Chrysomelidae,Paranaita_sanguinipes,Xy,11
Coleoptera,Chrysomelidae,Paranapiaca_connexa,XO,10
Coleoptera,Chrysomelidae,Paranapiaca_significata,XO,10
Coleoptera,Chrysomelidae,Paranapiaca_tricincta,XO,12
Coleoptera,Chrysomelidae,Paraselenis_flava,Xyp,21
Coleoptera,Chrysomelidae,Parasyphraea_sp._1,Xyp,10
Coleoptera,Chrysomelidae,Paratriarius_curtisii,XO,12
Coleoptera,Chrysomelidae,Paratriarius_dorsata,XO,10
Coleoptera,Chrysomelidae,Paria_sp._1,Xyp,8
Coleoptera,Chrysomelidae,Paria_sp._2,Xyp,8
Coleoptera,Chrysomelidae,Paridea_sp._1,XY,20
Coleoptera,Chrysomelidae,Paropsis_aegrota,Xyp,12
Coleoptera,Chrysomelidae,Paropsis_atomaria,Xyp,12
Coleoptera,Chrysomelidae,Paropsis_porosa,Xyp,12
Coleoptera,Chrysomelidae,Paropsis_rubidipes,Xyp,12
Coleoptera,Chrysomelidae,Paropsisterna_beata,Xyp,12
Coleoptera,Chrysomelidae,Paropsisterna_nucea,Xyp,12
Coleoptera,Chrysomelidae,Paropsisterna_octosignata,Xyp,12
Coleoptera,Chrysomelidae,Phaedon_affine,Xyp,17
Coleoptera,Chrysomelidae,Phaedon_cochleariae,Xyp,17
Coleoptera,Chrysomelidae,Phaedon_consimile,Xyp,17
Coleoptera,Chrysomelidae,Phaedon_cyanopterum,Xyp,17
Coleoptera,Chrysomelidae,Phaedon_tumidulus,Xyp,17
Coleoptera,Chrysomelidae,Phanaeta_aida,Xyp,10
Coleoptera,Chrysomelidae,Phenrica_aequinoctialiformis,Xyy,20
Coleoptera,Chrysomelidae,Phenrica_austriaca,Xyyy,23
Coleoptera,Chrysomelidae,Philhydronopa_sp._1,Xyp,12
Coleoptera,Chrysomelidae,Phratora_laticollis,Xyp,17
Coleoptera,Chrysomelidae,Phratora_polaris,Xyp,17
Coleoptera,Chrysomelidae,Phratora_tibialis,Xyp,17
Coleoptera,Chrysomelidae,Phratora_vitellinae,Xyp,17
Coleoptera,Chrysomelidae,Phratora_vulgatissima,Xyp,17
Coleoptera,Chrysomelidae,Phyllotreta_diademata,Xyp,15
Coleoptera,Chrysomelidae,Phyllotreta_fallax,Xyp,16
Coleoptera,Chrysomelidae,Phyllotreta_nemorum,Xyp,16
Coleoptera,Chrysomelidae,Plagiodera_atritarsis,Xyp,15
Coleoptera,Chrysomelidae,Plagiodera_erythroptera,Xyp,15
Coleoptera,Chrysomelidae,Plagiodera_rufescens,Xyp,15
Coleoptera,Chrysomelidae,Plagiodera_versicolora,Xyp,14
Coleoptera,Chrysomelidae,Platycorinus_modestus,Xyp,14
Coleoptera,Chrysomelidae,Platycorinus_modestus,Xyp,15
Coleoptera,Chrysomelidae,Platycorinus_peregrinus,XY,14
Coleoptera,Chrysomelidae,Platycorinus_peregrinus,Xyp,14
Coleoptera,Chrysomelidae,Platycorinus_peregrinus,Xyp,15
Coleoptera,Chrysomelidae,Platycorinus_sp._1,Xyp,13
Coleoptera,Chrysomelidae,Platyphora_aulica,Xyp,12
Coleoptera,Chrysomelidae,Platyphora_spectablis,Xyp,12
Coleoptera,Chrysomelidae,Platypria_hystrix,Xyp,8
Coleoptera,Chrysomelidae,Platyprosopus_rubidus,Xyp,11
Coleoptera,Chrysomelidae,Podagrica_fuscicornis,Xyp,20
Coleoptera,Chrysomelidae,Podagrica_fuscipes,Xyp,20
Coleoptera,Chrysomelidae,Podagrica_malvae,Xyp,20
Coleoptera,Chrysomelidae,Podagrica_menestriesi,Xyp,20
Coleoptera,Chrysomelidae,Polyconia_caroli,Xyp,8
Coleoptera,Chrysomelidae,Psylliodes_affinis,NeoXY,10
Coleoptera,Chrysomelidae,Psylliodes_algirica,Xyp,15
Coleoptera,Chrysomelidae,Psylliodes_chrysocephalus,Xyp,18
Coleoptera,Chrysomelidae,Psylliodes_circumdata,Xyp,16
Coleoptera,Chrysomelidae,Psylliodes_cupreus,Xyp,17
Coleoptera,Chrysomelidae,Psylliodes_dulcamarae,NeoXY,14
Coleoptera,Chrysomelidae,Psylliodes_marcidus,Xyp,17
Coleoptera,Chrysomelidae,Psylliodes_napi,Xyp,17
Coleoptera,Chrysomelidae,Psylliodes_obscuroaeneus,Xyp,16
Coleoptera,Chrysomelidae,Psylliodes_thlaspis,Xyp,17
Coleoptera,Chrysomelidae,Pyrrhalta_viburni,Xyp,18
Coleoptera,Chrysomelidae,Rhytidocassis_indicola,Xyp,9
Coleoptera,Chrysomelidae,Sagra_femorata,NeoXY,8
Coleoptera,Chrysomelidae,Sceloenopla_mantecada,Xyp,9
Coleoptera,Chrysomelidae,Sermylassa_halensis,Xyp,22
Coleoptera,Chrysomelidae,Smaragdina_longicornis,Xyp,12
Coleoptera,Chrysomelidae,Smaragdina_mungphuensis,XY,12
Coleoptera,Chrysomelidae,Spermophagus_latescenta,XY,16
Coleoptera,Chrysomelidae,Spermophagus_latescenta,Xyp,16
Coleoptera,Chrysomelidae,Sphaeroderma_rubidum,XY,26
Coleoptera,Chrysomelidae,Sphaeroderma_testaceum,XY,26
Coleoptera,Chrysomelidae,Spintherophyta_sp._1,Xyp,6
Coleoptera,Chrysomelidae,Sterromela_interlita,Xyp,12
Coleoptera,Chrysomelidae,Sterromela_lineata,Xyp,12
Coleoptera,Chrysomelidae,Stolas_chalybeus,Xyp,12
Coleoptera,Chrysomelidae,Stolas_festiva,Xyp,11
Coleoptera,Chrysomelidae,Stolas_festiva,Xyp,12
Coleoptera,Chrysomelidae,Stolas_lacordairei,Xyp,15
Coleoptera,Chrysomelidae,Stolas_redtenbacheri,Xy,13
Coleoptera,Chrysomelidae,Stolas_sp._1,XXNeoXYp,15
Coleoptera,Chrysomelidae,Strabala_ambulans_puertoricensis,XXY,16
Coleoptera,Chrysomelidae,Strabala_ambulans_puertoricensis,XXY,17
Coleoptera,Chrysomelidae,Strichosa_eburata,Xyp,12
Coleoptera,Chrysomelidae,Syphraea_cubana,Xy,12
Coleoptera,Chrysomelidae,Syphraea_cylindrica,Xy,12
