order,family,species,totalchrom,status,IslandEndemic,haploid
Passeriformes,Turdidae,Turdus_philomelos,80,LC,No,40
Passeriformes,Turdidae,Turdus_ruficollis,80,LC,No,40
Passeriformes,Vireonidae,Vireo_olivaceus,80,LC,No,40
Passeriformes,Estrildidae,Amadina_erythrocephala,78,LC,No,39
Passeriformes,Passerellidae,Amphispiza_bilineata,78,LC,No,39
Passeriformes,Chloropseidae,Chloropsis_aurifrons,78,LC,No,39
Passeriformes,Corvidae,Cyanocitta_cristata,78,LC,No,39
Passeriformes,Alaudidae,Eremopterix_griseus,78,LC,No,39
Passeriformes,Corvidae,Garrulus_glandarius,78,LC,No,39
Passeriformes,Icteridae,Icterus_graduacauda,78,LC,No,39
Passeriformes,Pycnonotidae,Ixos_mcclellandii,78,LC,No,39
Passeriformes,Alaudidae,Melanocorypha_bimaculata,78,LC,No,39
Passeriformes,Muscicapidae,Myiomela_leucura,78,LC,No,39
Passeriformes,Oriolidae,Oriolus_kundoo,78,LC,No,39
Passeriformes,Passeridae,Passer_montanus,78,LC,No,39
Passeriformes,Passerellidae,Passerella_iliaca,78,LC,No,39
Passeriformes,Muscicapidae,Phoenicurus_auroreus,78,LC,No,39
Passeriformes,Thraupidae,Ramphocelus_carbo,78,LC,No,39
Passeriformes,Thraupidae,Rauenia_bonariensis,78,LC,No,39
Passeriformes,Pycnonotidae,Spizixos_semitorques,78,LC,No,39
Passeriformes,Thraupidae,Stilpnia_preciosa,78,LC,No,39
Passeriformes,Mimidae,Toxostoma_rufum,78,LC,No,39
Passeriformes,Turdidae,Turdus_albicollis,78,LC,No,39
Passeriformes,Turdidae,Turdus_eunomus,78,LC,No,39
Passeriformes,Turdidae,Turdus_rufiventris,78,LC,No,39
Passeriformes,Zosteropidae,Zosterops_japonicus,78,LC,No,39
Passeriformes,Zosteropidae,Zosterops_lateralis,78,LC,No,39
Passeriformes,Zosteropidae,Zosterops_palpebrosus,78,LC,No,39
Passeriformes,Sturnidae,Acridotheres_ginginianus,76,LC,No,38
Passeriformes,Leiothrichidae,Actinodura_cyanouroptera,76,LC,No,38
Passeriformes,Alaudidae,Alauda_arvensis,76,LC,No,38
Passeriformes,Alaudidae,Alauda_gulgula,76,LC,No,38
Passeriformes,Pellorneidae,Alcippe_morrisonia,76,LC,No,38
Passeriformes,Pellorneidae,Alcippe_nipalensis,76,LC,No,38
Passeriformes,Alaudidae,Eremophila_alpestris,76,LC,No,38
Passeriformes,Leiothrichidae,Heterophasia_pulchella,76,LC,No,38
Passeriformes,Alaudidae,Melanocorypha_mongolica,76,LC,No,38
Passeriformes,Mimidae,Mimus_saturninus,76,LC,No,38
Passeriformes,Alaudidae,Mirafra_assamica,76,LC,No,38
Passeriformes,Tyrannidae,Myiarchus_ferox,76,LC,No,38
Passeriformes,Leiothrichidae,Pterorhinus_albogularis,76,LC,No,38
Passeriformes,Leiothrichidae,Pterorhinus_lanceolatus,76,LC,No,38
Passeriformes,Leiothrichidae,Pterorhinus_poecilorhynchus,76,LC,No,38
Passeriformes,Icteridae,Quiscalus_mexicanus,76,LC,No,38
Passeriformes,Remizidae,Remiz_pendulinus,76,LC,No,38
Passeriformes,Alaudidae,Alaudala_rufescens,74,LC,No,37
Passeriformes,Alaudidae,Galerida_cristata,74,LC,No,37
Passeriformes,Alaudidae,Mirafra_erythroptera,74,LC,No,37
Passeriformes,Passerellidae,Passerculus_sandwichensis,74,LC,No,37
Passeriformes,Sylviidae,Sylvia_atricapilla,74,LC,No,37
Passeriformes,Nectariniidae,Cinnyris_asiaticus,72,LC,No,36
Passeriformes,Leiothrichidae,Argya_striata,70,LC,No,35
Passeriformes,Thraupidae,Neothraupis_fasciata,80,NT,No,40
Passeriformes,Turdidae,Turdus_iliacus,80,NT,No,40
Passeriformes,Bombycillidae,Bombycilla_japonica,78,NT,No,39
Passeriformes,Thraupidae,Charitospiza_eucosma,78,NT,No,39
Passeriformes,Turdidae,Turdus_celaenops,80,VU,No,40
Passeriformes,Sylviidae,Paradoxornis_flavirostris,76,VU,No,38
