Order,Family,Genus,species,haploid
Hymenoptera,Andrenidae,Andrena,togashii,3
Hymenoptera,Andrenidae,Andrena (Hesperandrena),duboisi,3
Hymenoptera,Andrenidae,Andrena (Hesperandrena),sp.,10
Hymenoptera,Aphelinidae,Aphelinus,mali,5
Hymenoptera,Aphelinidae,Aphytis,mytilaspidus,5
Hymenoptera,Aphelinidae,Archenomus,orientalis,11
Hymenoptera,Aphelinidae,Encarsia,berlesei,5
Hymenoptera,Aphelinidae,Encarsia,pergandiella,6
Hymenoptera,Apidae, Camargoia,nordestina,17
Hymenoptera,Apidae, Cephalotrigona,capitata,17
Hymenoptera,Apidae, Frieseomelitta,doederleini,15
Hymenoptera,Apidae, Frieseomelitta,languida,15
Hymenoptera,Apidae, Frieseomelitta,varia,15
Hymenoptera,Apidae, Geotrigona,mombuca,15
Hymenoptera,Apidae, Lestrimelitta,limao,14
Hymenoptera,Apidae, Mourella,caerulea,17
Hymenoptera,Apidae, Nannotrigona,sp.1,17
Hymenoptera,Apidae, Nannotrigona,testaceicornis,17
Hymenoptera,Apidae, Paratrigona,subnuda,17
Hymenoptera,Apidae, Ptilotrigona, lurida,11
Hymenoptera,Apidae, Scaptotrigona,acantha,17
Hymenoptera,Apidae, Scaptotrigona,angustula,17
Hymenoptera,Apidae, Scaptotrigona,angustula,17
Hymenoptera,Apidae, Scaptotrigona,appendiculata,16
Hymenoptera,Apidae, Scaptotrigona,babai,16
Hymenoptera,Apidae, Scaptotrigona,barrocoloralensis,17
Hymenoptera,Apidae, Scaptotrigona,chanchamayoensis,17
Hymenoptera,Apidae, Scaptotrigona,clavipes,17
Hymenoptera,Apidae, Scaptotrigona,dentipes,17
Hymenoptera,Apidae, Scaptotrigona,depilis,17
Hymenoptera,Apidae, Scaptotrigona,esakii,16
Hymenoptera,Apidae, Scaptotrigona,fenestrata,16
Hymenoptera,Apidae, Scaptotrigona,fenestrata,16
Hymenoptera,Apidae, Scaptotrigona,fiebrigi,17
Hymenoptera,Apidae, Scaptotrigona,flavipes,17
Hymenoptera,Apidae, Scaptotrigona,fulgidus longiplumosis,13
Hymenoptera,Apidae, Scaptotrigona,fulviventris,16
Hymenoptera,Apidae, Scaptotrigona,fuscipennis,17
Hymenoptera,Apidae, Scaptotrigona,japonica,17
Hymenoptera,Apidae, Scaptotrigona,latitarsis,17
Hymenoptera,Apidae, Scaptotrigona,megastigmata,17
Hymenoptera,Apidae, Scaptotrigona,minangkabou,20
Hymenoptera,Apidae, Scaptotrigona,muelleri,8
Hymenoptera,Apidae, Scaptotrigona,okinawana,17
Hymenoptera,Apidae, Scaptotrigona,pectoralis barrocoloradensis,17
Hymenoptera,Apidae, Scaptotrigona,postica,17
Hymenoptera,Apidae, Scaptotrigona,quadripunctata,17
Hymenoptera,Apidae, Scaptotrigona,recursa,17
Hymenoptera,Apidae, Scaptotrigona,smaragdula,14
Hymenoptera,Apidae, Scaptotrigona,sp.1,17
Hymenoptera,Apidae, Scaptotrigona,spinipes,17
Hymenoptera,Apidae, Scaptotrigona,spinipes,17
Hymenoptera,Apidae, Scaptotrigona,subterranea,17
Hymenoptera,Apidae, Scaptotrigona,violacea,16
Hymenoptera,Apidae, Scaptotrigona,violacea,16
Hymenoptera,Apidae, Scaptotrigona,xanthotricha,17
Hymenoptera,Apidae,Anthophora,acervorum villosula,9
Hymenoptera,Apidae,Anthophora,bomboides,18
Hymenoptera,Apidae,Anthophora,californica,19
Hymenoptera,Apidae,Anthophora,plumipes,9
Hymenoptera,Apidae,Apis,cerana,16
Hymenoptera,Apidae,Apis,cerana indica,16
Hymenoptera,Apidae,Apis,cerana japonica,16
Hymenoptera,Apidae,Apis,dorsata,16
Hymenoptera,Apidae,Apis,florea,16
Hymenoptera,Apidae,Apis,mellifera,16
Hymenoptera,Apidae,Apis,mellifera adansonii,16
Hymenoptera,Apidae,Apis,mellifera ligustica,16
Hymenoptera,Apidae,Apis,mellifera mellifera,16
Hymenoptera,Apidae,Axestotrigona,ferruginea,18
Hymenoptera,Apidae,Bombus,affinis,18
Hymenoptera,Apidae,Bombus,atratus,20
Hymenoptera,Apidae,Bombus,deuteronymus maruhanabachi,23
Hymenoptera,Apidae,Bombus,diversus,18
Hymenoptera,Apidae,Bombus,honshuensis,17
Hymenoptera,Apidae,Bombus,hypocrita,18
Hymenoptera,Apidae,Bombus,ignitus,18
Hymenoptera,Apidae,Bombus,lucorum lucorum,18
Hymenoptera,Apidae,Bombus,moderatus,18
Hymenoptera,Apidae,Bombus,morio,20
Hymenoptera,Apidae,Bombus,pennsylvanicus,18
Hymenoptera,Apidae,Bombus,pseudobaicalensis,17
Hymenoptera,Apidae,Bombus,schrencki,17
Hymenoptera,Apidae,Bombus,terrestris,18
Hymenoptera,Apidae,Bombus,terricola,18
Hymenoptera,Apidae,Bombus,terricola occidentalis,18
Hymenoptera,Apidae,Bombus,ussurensis,18
Hymenoptera,Apidae,Bombus (Bombias),nevadensis,18
Hymenoptera,Apidae,Bombus (megabombus),consobrinus wittenburghi,19
Hymenoptera,Apidae,Celetrigona,longicornis,15
Hymenoptera,Apidae,Cleptotrigona,cubiceps,18
Hymenoptera,Apidae,Cullumanobombus,rufocincus,19
Hymenoptera,Apidae,Dactylurina,staudingeri,17
Hymenoptera,Apidae,Diadasia,enavata,15
Hymenoptera,Apidae,Eufriesia,violacea,15
Hymenoptera,Apidae,Euglossa,cyanaspis,21
Hymenoptera,Apidae,Euglossa,hyacinthina,20
Hymenoptera,Apidae,Euglossa,sp.,21
Hymenoptera,Apidae,Exomalopsis,aureopilosa,9
Hymenoptera,Apidae,Exomalopsis,sp.,8
Hymenoptera,Apidae,Fervidobombus,atratus,20
Hymenoptera,Apidae,Fervidobombus,californicus,19
Hymenoptera,Apidae,Fervidobombus,fervidus,18
Hymenoptera,Apidae,Fervidobombus,morio,20
Hymenoptera,Apidae,Fervidobombus,pennsylvanicus,18
Hymenoptera,Apidae,Frieseomelitta,doederleini,15
Hymenoptera,Apidae,Frieseomelitta,languida,15
Hymenoptera,Apidae,Frieseomelitta,varia,15
Hymenoptera,Apidae,Frieseomelitta (Duckeola),ghiliani,15
Hymenoptera,Apidae,Hypotrigona,braunsi,14
Hymenoptera,Apidae,Hypotrigona,gribodoi,14
Hymenoptera,Apidae,Isepeolus,viperinus,16
Hymenoptera,Apidae,Leurotrigona,muelleri,8
Hymenoptera,Apidae,Leurotrigona,pusilla,15
Hymenoptera,Apidae,Meliplebeia,beccari,17
Hymenoptera,Apidae,Melipona,asilvae,9
Hymenoptera,Apidae,Melipona,bicolor bicolor,9
Hymenoptera,Apidae,Melipona,capixaba,9
Hymenoptera,Apidae,Melipona,compressipes,9
Hymenoptera,Apidae,Melipona,compressipes manaosensis,9
Hymenoptera,Apidae,Melipona,crinita,9
Hymenoptera,Apidae,Melipona,favosa,9
Hymenoptera,Apidae,Melipona,interrupta fasciculata,9
Hymenoptera,Apidae,Melipona,mandacaia,9
Hymenoptera,Apidae,Melipona,marginata,9
Hymenoptera,Apidae,Melipona,marginata marginata,9
Hymenoptera,Apidae,Melipona,mondury,9
Hymenoptera,Apidae,Melipona,nigra,9
Hymenoptera,Apidae,Melipona,quadrifasciata,9
Hymenoptera,Apidae,Melipona,quinquefasciata,14
Hymenoptera,Apidae,Melipona,rufiventris,9
Hymenoptera,Apidae,Melipona,scutellaris,9
Hymenoptera,Apidae,Melipona,subnitida,9
Hymenoptera,Apidae,Meliponula,bocandei,18
Hymenoptera,Apidae,Meliponula (Meliplebeia),becarii,17
Hymenoptera,Apidae,Mourella,caerulea,17
Hymenoptera,Apidae,Nannotrigona,sp.,17
Hymenoptera,Apidae,Nannotrigona,testaceicornis,17
Hymenoptera,Apidae,Oxytrigona,sp. cf. flaveola,17
Hymenoptera,Apidae,Oxytrigona,tataira,17
Hymenoptera,Apidae,Partamona,ailyae,17
Hymenoptera,Apidae,Partamona,cupira,17
Hymenoptera,Apidae,Partamona,helleri,17
Hymenoptera,Apidae,Partamona,mulata,17
Hymenoptera,Apidae,Partamona,pearsoni,17
Hymenoptera,Apidae,Partamona,peckolti,17
Hymenoptera,Apidae,Partamona,peckolti musarum,17
Hymenoptera,Apidae,Partamona,seridoensis,17
Hymenoptera,Apidae,Partamona,sp.n.,17
Hymenoptera,Apidae,Partamona,vicina,17
Hymenoptera,Apidae,Plebeia,denoiti,18
Hymenoptera,Apidae,Plebeia,droryana,18
Hymenoptera,Apidae,Plebeia,emerina,18
Hymenoptera,Apidae,Plebeia,remota,18
Hymenoptera,Apidae,Plebeia,sp.1,17
Hymenoptera,Apidae,Plebeia,subnuda,18
Hymenoptera,Apidae,Plebeia (Friesella),schrottkyi,18
Hymenoptera,Apidae,Plebeina,denoiti,18
Hymenoptera,Apidae,Psithyrus,ashtoni,25
Hymenoptera,Apidae,Psithyrus,citrinus,26
Hymenoptera,Apidae,Ptilothrix,bombiformis,6
Hymenoptera,Apidae,Pyrobombus,ardens,18
Hymenoptera,Apidae,Pyrobombus,bimaculatus,18
Hymenoptera,Apidae,Pyrobombus,edwardsii,18
Hymenoptera,Apidae,Pyrobombus,ephippiatus,18
Hymenoptera,Apidae,Pyrobombus,huntii,18
Hymenoptera,Apidae,Pyrobombus,impatiens,18
Hymenoptera,Apidae,Pyrobombus,melanopygus,18
Hymenoptera,Apidae,Pyrobombus,mixtus,18
Hymenoptera,Apidae,Pyrobombus,perplexus,12
Hymenoptera,Apidae,Pyrobombus,sitkensis,18
Hymenoptera,Apidae,Pyrobombus,ternarius,18
Hymenoptera,Apidae,Pyrobombus,vagans,18
Hymenoptera,Apidae,Pyrobombus,vosnesenskii,18
Hymenoptera,Apidae,Scaptotrigona,depilis,17
Hymenoptera,Apidae,Scaptotrigona,postica,17
Hymenoptera,Apidae,Separatobombus,griseocollis,19
Hymenoptera,Apidae,Subterraneobombus,appositus,16
Hymenoptera,Apidae,Subterraneobombus,borealis,16
Hymenoptera,Apidae,Svastra,obliqua expurgata,21
Hymenoptera,Apidae,Tetragona,angustula,17
Hymenoptera,Apidae,Tetragona,clavipes,17
Hymenoptera,Apidae,Trigona,fuscipennis,17
Hymenoptera,Apidae,Trigona,spinipes,17
Hymenoptera,Apidae,Trigona,staudingeri,17
Hymenoptera,Apidae,Trigona,subterranea,17
Hymenoptera,Argidae,Arge,cyanocrocea,11
Hymenoptera,Argidae,Arge,gracilicornis,8
Hymenoptera,Argidae,Arge,melanochroa,10
Hymenoptera,Argidae,Arge,nigripes,13
Hymenoptera,Argidae,Arge,pagana,8
Hymenoptera,Argidae,Arge,pectoralis,8
Hymenoptera,Argidae,Arge,ustulata,8
Hymenoptera,Bethylidae,Epyris,nigir,14
Hymenoptera,Bethylidae,Laelius,utilis,10
Hymenoptera,Braconidae,Apanteles,sp.1,11
Hymenoptera,Braconidae,Aphidius,rhopalosiphi,7
Hymenoptera,Braconidae,Biosteres,carbonarius,14
Hymenoptera,Braconidae,Charmon,cruentatus,5
Hymenoptera,Braconidae,Cotesia,glomeratus,12
Hymenoptera,Braconidae,Dacnusa,sp.1,17
Hymenoptera,Braconidae,Diaeretiella,rapae,6
Hymenoptera,Braconidae,Ephedrus,sp.1,17
Hymenoptera,Braconidae,Habrobracon,hebetor,10
Hymenoptera,Braconidae,Habrobracon,juglandis,10
Hymenoptera,Braconidae,Habrobracon,pectinophorae,10
Hymenoptera,Braconidae,Habrobracon,serinopae,10
Hymenoptera,Braconidae,Heterospilus,prosopidis,17
Hymenoptera,Braconidae,Macrocentrus,thoracicus,13
Hymenoptera,Braconidae,Meteorus,gyrator,10
Hymenoptera,Braconidae,Meteorus,pallipes,10
Hymenoptera,Braconidae,Meteorus,versicolor,8
Hymenoptera,Braconidae,Mirax,sp.1,10
Hymenoptera,Braconidae,Phaenocarpa,persimilis,17
Hymenoptera,Braconidae,Praon,abjectum,4
Hymenoptera,Braconidae,Rhysipolis,decorator,6
Hymenoptera,Cephidae,Calameuta,filiformis,20
Hymenoptera,Cephidae,Cephus,cinctus,9
Hymenoptera,Cephidae,Janus,integer,24
Hymenoptera,Chalcididae,Brachymeria,intermedia,3
Hymenoptera,Chalcididae,Brachymeria,lasus,5
Hymenoptera,Chalcididae,Brachymeria,ovata,5
Hymenoptera,Chalcididae,Dirhinus,himalayanus,5
Hymenoptera,Chrysididae,Omalus,djozanus hondonis,19
Hymenoptera,Cimbicidae,Abia,candens,16
Hymenoptera,Cimbicidae,Cimbex,femorata,8
Hymenoptera,Cimbicidae,Trichiosoma,lucorum,8
Hymenoptera,Colletidae,Hylaeus,ellipticus,11
Hymenoptera,Colletidae,Hylaeus,nippon,8
Hymenoptera,Colletidae,Hylaeus,sp.1,18
Hymenoptera,Colletidae,Hylaeus,sp.2,28
Hymenoptera,Colletidae,Hylaeus,stevensi,14
Hymenoptera,Colletidae,Hylaeus,transversali,8
Hymenoptera,Cynipidae,Andricus,curvator,10
Hymenoptera,Cynipidae,Andricus,fecundator,10
Hymenoptera,Cynipidae,Andricus,kollari,10
Hymenoptera,Cynipidae,Andricus,quercuscalicis,10
Hymenoptera,Cynipidae,Aulacidea,hieracii,10
Hymenoptera,Cynipidae,Biorrhiza,pallida,10
Hymenoptera,Cynipidae,Cynips,divisa,10
Hymenoptera,Cynipidae,Cynips,erinacea,12
Hymenoptera,Cynipidae,Diastrophus,nebulosus,10
Hymenoptera,Cynipidae,Diplolepis,elganteria,9
Hymenoptera,Cynipidae,Diplolepis,nervosum,9
Hymenoptera,Cynipidae,Diplolepis,rosae,11
Hymenoptera,Cynipidae,Diplolepis,spinosissimae,9
Hymenoptera,Cynipidae,Dryocosmus,kuriphilus,10
Hymenoptera,Cynipidae,Neuroterus,laeviusculus,10
Hymenoptera,Cynipidae,Neuroterus,numismalis,10
Hymenoptera,Cynipidae,Neuroterus,quescusbaccarum,10
Hymenoptera,Cynipidae,Trigonaspis,megaptera,10
Hymenoptera,Cynipidae,Xestophanes,potentillae,10
Hymenoptera,Diapriidae,Belyta,depressa,8
Hymenoptera,Diapriidae,Cinetus,lanceolatus,10
Hymenoptera,Diprionidae,Diprion,nipponicus,14
Hymenoptera,Diprionidae,Diprion,pini,11
Hymenoptera,Diprionidae,Diprion,similis,11
Hymenoptera,Diprionidae,Gilpinia,abieticola,7
Hymenoptera,Diprionidae,Gilpinia,frutetorum,7
Hymenoptera,Diprionidae,Gilpinia,hercyniae,7
Hymenoptera,Diprionidae,Gilpinia,pallida,7
Hymenoptera,Diprionidae,Gilpinia,polytoma,6
Hymenoptera,Diprionidae,Macrodiprion,nemoralis,7
Hymenoptera,Diprionidae,Monoctenus,nipponicus,15
Hymenoptera,Diprionidae,Monoctenus,suffusus,7
Hymenoptera,Diprionidae,Neodiprion, nanulus,7
Hymenoptera,Diprionidae,Neodiprion, sertifer,7
Hymenoptera,Diprionidae,Neodiprion,abietis,8
Hymenoptera,Diprionidae,Neodiprion,compar,7
Hymenoptera,Diprionidae,Neodiprion,dubiosus,7
Hymenoptera,Diprionidae,Neodiprion,lecontei,7
Hymenoptera,Diprionidae,Neodiprion,maurus,7
Hymenoptera,Diprionidae,Neodiprion,nigroscutum,7
Hymenoptera,Diprionidae,Neodiprion,pinetum,7
Hymenoptera,Diprionidae,Neodiprion,pratti banksianae,7
Hymenoptera,Diprionidae,Neodiprion,sp.1,7
Hymenoptera,Diprionidae,Neodiprion,sp.2,8
Hymenoptera,Diprionidae,Neodiprion,swainei,8
Hymenoptera,Diprionidae,Neodiprion,taedae taedae,7
Hymenoptera,Diprionidae,Neodiprion,tsugae,7
Hymenoptera,Diprionidae,Neodiprion,virginiana,7
Hymenoptera,Encryrtidae,Ageniaspis,fuscicollis,10
Hymenoptera,Encryrtidae,Apoanagyrus,lopezi,10
Hymenoptera,Encryrtidae,Copidosoma,buyssoni,12
Hymenoptera,Encryrtidae,Copidosoma,floridanum,10
Hymenoptera,Encryrtidae,Copidosoma,gelechiae,11
Hymenoptera,Encryrtidae,Copidosoma,truncatellum,10
Hymenoptera,Eucoilidae,Pseudeucoila,bochei,10
Hymenoptera,Eulophidae,Cirrospillls,dialllus,6
Hymenoptera,Eulophidae,Colpodypells,florus,6
Hymenoptera,Eulophidae,Melittobia,chalybii,5
Hymenoptera,Eulophidae,Tetrastichus,gigas,6
Hymenoptera,Eulophidae,Tetrastichus,megachilidis,6
Hymenoptera,Eumenidae,Ancistrocerus,adiabatus cytainus,6
Hymenoptera,Eumenidae,Ancistrocerus,densepilloserus,6
Hymenoptera,Eumenidae,Ancistrocerus,simulator,7
Hymenoptera,Eumenidae,Ancistrocerus,spilogaster,6
Hymenoptera,Eumenidae,Ancistrocerus,tuberculiceps sutterianus,10
Hymenoptera,Eumenidae,Discoelius,japonicus,12
Hymenoptera,Eumenidae,Euodynerus,foraminatus scutellaris,8
Hymenoptera,Eumenidae,Euodynerus,quadrifasciatus,5
Hymenoptera,Eumenidae,Stenodynerus,frauenfeldi,10
Hymenoptera,Eupelmidae,Anastatus,catalonicus,5
Hymenoptera,Eupelmidae,Macroneura,vesicularis,5
Hymenoptera,Eurytomidae,Eudecatoma,biguttata,9
Hymenoptera,Eurytomidae,Eurytoma,californica,10
Hymenoptera,Formicidae,Acanthomyrmex,sp.1,12
Hymenoptera,Formicidae,Acanthomyrmex,sp.2,11
Hymenoptera,Formicidae,Acanthomyrmex,sp.3,11
Hymenoptera,Formicidae,Acanthomyrmex,sp.4,11
Hymenoptera,Formicidae,Acromyrmex,ambiguus,19
Hymenoptera,Formicidae,Acromyrmex,crassipinus,19
Hymenoptera,Formicidae,Acromyrmex,echinatior,18
Hymenoptera,Formicidae,Acromyrmex,heyeri,19
Hymenoptera,Formicidae,Acromyrmex,hispidus,19
Hymenoptera,Formicidae,Acromyrmex,subterraneus,19
Hymenoptera,Formicidae,Acropyga,acutiventris,15
Hymenoptera,Formicidae,Acropyga,sp.1,16
Hymenoptera,Formicidae,Acropyga,sp.2,15
Hymenoptera,Formicidae,Aenictus,brevicornis,12
Hymenoptera,Formicidae,Aenictus,laeviceps,11
Hymenoptera,Formicidae,Aenictus,sp.1,15
Hymenoptera,Formicidae,Amblyopone,australis,24
Hymenoptera,Formicidae,Amblyopone,fortis,22
Hymenoptera,Formicidae,Amblyopone,reclinata,19
Hymenoptera,Formicidae,Anochetus,altisquamis,15
Hymenoptera,Formicidae,Anochetus,graeffei,15
Hymenoptera,Formicidae,Anochetus,graeffei.2,19
Hymenoptera,Formicidae,Anochetus,horridus,23
Hymenoptera,Formicidae,Anochetus,madaraszi,14
Hymenoptera,Formicidae,Anochetus,modicus,15
Hymenoptera,Formicidae,Anochetus,sp.1,12
Hymenoptera,Formicidae,Anochetus,sp.2,19
Hymenoptera,Formicidae,Anochetus,sp.3,15
Hymenoptera,Formicidae,Anochetus,sp.4,15
Hymenoptera,Formicidae,Anochetus,sp.5,17
Hymenoptera,Formicidae,Anochetus,sp.6,17
Hymenoptera,Formicidae,Anochetus,yerburyi,15
Hymenoptera,Formicidae,Anonychomyrma,itinerans,8
Hymenoptera,Formicidae,Anonychomyrma,sp.1,8
Hymenoptera,Formicidae,Anoplolepis,gracilipes,17
Hymenoptera,Formicidae,Aphaenogaster,beccarii,15
Hymenoptera,Formicidae,Aphaenogaster,beccarii.2,23
Hymenoptera,Formicidae,Aphaenogaster,depilis,17
Hymenoptera,Formicidae,Aphaenogaster,famelica,17
Hymenoptera,Formicidae,Aphaenogaster,fulva,18
Hymenoptera,Formicidae,Aphaenogaster,gibbosa,16
Hymenoptera,Formicidae,Aphaenogaster,iberica,17
Hymenoptera,Formicidae,Aphaenogaster,lamellidens,19
Hymenoptera,Formicidae,Aphaenogaster,longiceps,23
Hymenoptera,Formicidae,Aphaenogaster,miamiana,18
Hymenoptera,Formicidae,Aphaenogaster,osimensis,16
Hymenoptera,Formicidae,Aphaenogaster,rudis,20
Hymenoptera,Formicidae,Aphaenogaster,sardoa,17
Hymenoptera,Formicidae,Aphaenogaster,senilis,16
Hymenoptera,Formicidae,Aphaenogaster,smythiesi,14
Hymenoptera,Formicidae,Aphaenogaster,sp.1,15
Hymenoptera,Formicidae,Aphaenogaster,subterranea,11
Hymenoptera,Formicidae,Aphaenogaster,testaceopilosa,17
Hymenoptera,Formicidae,Aphaenogaster,tipuna,17
Hymenoptera,Formicidae,Aphaenogaster,treatae,21
Hymenoptera,Formicidae,Apterostigma,mayri,12
Hymenoptera,Formicidae,Apterostigma,sp.1,10
Hymenoptera,Formicidae,Apterostigma,sp.2,12
Hymenoptera,Formicidae,Apterostigma,sp.3,16
Hymenoptera,Formicidae,Atta,bisphaerica,11
Hymenoptera,Formicidae,Atta,cephalotes,22
Hymenoptera,Formicidae,Atta,columbica,11
Hymenoptera,Formicidae,Atta,laevigata,11
Hymenoptera,Formicidae,Atta,sexdens,11
Hymenoptera,Formicidae,Bothriomyrmex,gibbus,11
Hymenoptera,Formicidae,Bothriomyrmex,pusillus,11
Hymenoptera,Formicidae,Bothriomyrmex,sp.1,11
Hymenoptera,Formicidae,Brachymyrmex,sp.1,9
Hymenoptera,Formicidae,Calomyrmex,"sp, ANIC-1",14
Hymenoptera,Formicidae,Camponotus,(Myrmanblys) sp1,9
Hymenoptera,Formicidae,Camponotus,aethiops,21
Hymenoptera,Formicidae,Camponotus,alii,21
Hymenoptera,Formicidae,Camponotus,atriceps,20
Hymenoptera,Formicidae,Camponotus,balzani,20
Hymenoptera,Formicidae,Camponotus,bonariensis,20
Hymenoptera,Formicidae,Camponotus,caryae,20
Hymenoptera,Formicidae,Camponotus,cingulatus,20
Hymenoptera,Formicidae,Camponotus,compressus,15
Hymenoptera,Formicidae,Camponotus,consobrinus,23
Hymenoptera,Formicidae,Camponotus,crassisquamis,20
Hymenoptera,Formicidae,Camponotus,crassus,10
Hymenoptera,Formicidae,Camponotus,cruentatus,19
Hymenoptera,Formicidae,Camponotus,dolendus,10
Hymenoptera,Formicidae,Camponotus,femoratus,22
Hymenoptera,Formicidae,Camponotus,festinus,19
Hymenoptera,Formicidae,Camponotus,foreli,17
Hymenoptera,Formicidae,Camponotus,japonicus,13
Hymenoptera,Formicidae,Camponotus,kiusiuensis,14
Hymenoptera,Formicidae,Camponotus,lateralis,14
Hymenoptera,Formicidae,Camponotus,ligniperdus,14
Hymenoptera,Formicidae,Camponotus,mitis,10
Hymenoptera,Formicidae,Camponotus,mus,13
Hymenoptera,Formicidae,Camponotus,obscuripes,14
Hymenoptera,Formicidae,Camponotus,parius,20
Hymenoptera,Formicidae,Camponotus,pilicornis,25
Hymenoptera,Formicidae,Camponotus,punctulatus,20
Hymenoptera,Formicidae,Camponotus,rufipes,20
Hymenoptera,Formicidae,Camponotus,rufoglaucus,18
Hymenoptera,Formicidae,Camponotus,sericeiventris,20
Hymenoptera,Formicidae,Camponotus,sericeus,22
Hymenoptera,Formicidae,Camponotus,"sp, ANIC-1",23
Hymenoptera,Formicidae,Camponotus,"sp, ANIC-10",23
Hymenoptera,Formicidae,Camponotus,"sp, ANIC-11",16
Hymenoptera,Formicidae,Camponotus,"sp, ANIC-12",19
Hymenoptera,Formicidae,Camponotus,"sp, ANIC-13",10
Hymenoptera,Formicidae,Camponotus,"sp, ANIC-14",19
Hymenoptera,Formicidae,Camponotus,"sp, ANIC-2",23
Hymenoptera,Formicidae,Camponotus,"sp, ANIC-3",24
Hymenoptera,Formicidae,Camponotus,"sp, ANIC-5",16
Hymenoptera,Formicidae,Camponotus,"sp, ANIC-8",16
Hymenoptera,Formicidae,Camponotus,"sp, ANIC-9",18
Hymenoptera,Formicidae,Camponotus,sp. (impressus group),26
Hymenoptera,Formicidae,Camponotus,sp. variegatus complex,10
Hymenoptera,Formicidae,Camponotus,sp.1,9
Hymenoptera,Formicidae,Camponotus,sp.2,19
Hymenoptera,Formicidae,Camponotus,sp.3,20
Hymenoptera,Formicidae,Camponotus,sp.4,19
Hymenoptera,Formicidae,Camponotus,sp.5,18
Hymenoptera,Formicidae,Camponotus,sp.6,20
Hymenoptera,Formicidae,Camponotus,sylvaticus,20
Hymenoptera,Formicidae,Camponotus,Taylori,12
Hymenoptera,Formicidae,Camponotus,thraso,20
Hymenoptera,Formicidae,Camponotus,vagus,14
Hymenoptera,Formicidae,Camponotus,variegatus,13
Hymenoptera,Formicidae,Camponotus,vitiosus,9
Hymenoptera,Formicidae,Cardiocondyla,nuda,14
Hymenoptera,Formicidae,Cardiocondyla,sp. (Myrmobrachys),20
Hymenoptera,Formicidae,Cardiocondyla,sp.1,20
Hymenoptera,Formicidae,Cardiocondyla,sp.10,20
Hymenoptera,Formicidae,Cardiocondyla,sp.11,13
Hymenoptera,Formicidae,Cardiocondyla,sp.12,26
Hymenoptera,Formicidae,Cardiocondyla,sp.13,9
Hymenoptera,Formicidae,Cardiocondyla,sp.14,9
Hymenoptera,Formicidae,Cardiocondyla,sp.15,16
Hymenoptera,Formicidae,Cardiocondyla,sp.16,17
Hymenoptera,Formicidae,Cardiocondyla,sp.17,10
Hymenoptera,Formicidae,Cardiocondyla,sp.18,17
Hymenoptera,Formicidae,Cardiocondyla,sp.19,19
Hymenoptera,Formicidae,Cardiocondyla,sp.20,20
Hymenoptera,Formicidae,Cardiocondyla,sp.21,10
Hymenoptera,Formicidae,Cardiocondyla,sp.22,19
Hymenoptera,Formicidae,Cardiocondyla,sp.7,22
Hymenoptera,Formicidae,Cardiocondyla,sp.8,20
Hymenoptera,Formicidae,Cardiocondyla,sp.9,19
Hymenoptera,Formicidae,Carebara,asina,22
Hymenoptera,Formicidae,Carebara,sauteri,18
Hymenoptera,Formicidae,Carebara,"sp, ANIC-6",19
Hymenoptera,Formicidae,Carebara,sp.1,18
Hymenoptera,Formicidae,Carebara,sp.2,22
Hymenoptera,Formicidae,Carebara,sp.3,16
Hymenoptera,Formicidae,Carebara,sp.4,13
Hymenoptera,Formicidae,Carebara,sp.5,17
Hymenoptera,Formicidae,Carebara,sp.6,21
Hymenoptera,Formicidae,Carebara,sp.7,18
Hymenoptera,Formicidae,Carebara,sp.8,22
Hymenoptera,Formicidae,Cataglyphis,bicolor,26
Hymenoptera,Formicidae,Cataglyphis,iberica,26
Hymenoptera,Formicidae,Cataglyphis,setipes,27
Hymenoptera,Formicidae,Centromyrmex,feae,22
Hymenoptera,Formicidae,Cerapachys,biroi,14
Hymenoptera,Formicidae,Cerapachys,brevis,23
Hymenoptera,Formicidae,Cerapachys,sp.1,25
Hymenoptera,Formicidae,Cerapachys,sp.2,25
Hymenoptera,Formicidae,Chalepoxenus,kutteri,12
Hymenoptera,Formicidae,Chalepoxenus,muellerianus,12
Hymenoptera,Formicidae,Colobostruma,alinodis,11
Hymenoptera,Formicidae,Colobostruma,"sp, ANIC-1",11
Hymenoptera,Formicidae,Colobostruma,sp.1,10
Hymenoptera,Formicidae,Crematogaster,biroi,12
Hymenoptera,Formicidae,Crematogaster,brunnea,18
Hymenoptera,Formicidae,Crematogaster,laboriosa,13
Hymenoptera,Formicidae,Crematogaster,rothneyi,25
Hymenoptera,Formicidae,Crematogaster,"sp, ANIC-1",12
Hymenoptera,Formicidae,Crematogaster,"sp, ANIC-2",14
Hymenoptera,Formicidae,Crematogaster,sp.1,20
Hymenoptera,Formicidae,Crematogaster,sp.10,13
Hymenoptera,Formicidae,Crematogaster,sp.11,12
Hymenoptera,Formicidae,Crematogaster,sp.12,29
Hymenoptera,Formicidae,Crematogaster,sp.13,13
Hymenoptera,Formicidae,Crematogaster,sp.4,13
Hymenoptera,Formicidae,Crematogaster,sp.5,13
Hymenoptera,Formicidae,Crematogaster,sp.6,18
Hymenoptera,Formicidae,Crematogaster,sp.7,18
Hymenoptera,Formicidae,Crematogaster,sp.8,12
Hymenoptera,Formicidae,Crematogaster,sp.9,13
Hymenoptera,Formicidae,Crematogaster,subnuda,18
