Family,Genus,epithet,species,haploid
Rubiaceae,Galium,Galium tricornutum,Galium_galium tricornutum,22
Rubiaceae,Galium,Galium verum,Galium_galium verum,22
Rubiaceae,Galium,abaujense,Galium_abaujense,22
Rubiaceae,Galium,absurdum,Galium_absurdum,11
Rubiaceae,Galium,acuminatum,Galium_acuminatum,11
Rubiaceae,Galium,acutum,Galium_acutum,11
Rubiaceae,Galium,adrianopolitanum,Galium_adrianopolitanum,22
Rubiaceae,Galium,aegeum,Galium_aegeum,22
Rubiaceae,Galium,aetnicum,Galium_aetnicum,22
Rubiaceae,Galium,agrophilum,Galium_agrophilum,22
Rubiaceae,Galium,album,Galium_album,22
Rubiaceae,Galium,angustifolium,Galium_angustifolium,11
Rubiaceae,Galium,anisophyllon,Galium_anisophyllon,22
Rubiaceae,Galium,anisophyllum,Galium_anisophyllum,11
Rubiaceae,Galium,anisophyllum VILL.,Galium_anisophyllum vill.,22
Rubiaceae,Galium,ankaratrense,Galium_ankaratrense,18
Rubiaceae,Galium,aparine,Galium_aparine,33
Rubiaceae,Galium,aparine L.,Galium_aparine l.,21
Rubiaceae,Galium,araucanum,Galium_araucanum,11
Rubiaceae,Galium,arenarium,Galium_arenarium,33
Rubiaceae,Galium,aristatum,Galium_aristatum,11
Rubiaceae,Galium,arkansanum,Galium_arkansanum,11
Rubiaceae,Galium,aschenbornii,Galium_aschenbornii,11
Rubiaceae,Galium,asperifolium,Galium_asperifolium,11
Rubiaceae,Galium,asprellum,Galium_asprellum,11
Rubiaceae,Galium,asturiocantabricum,Galium_asturiocantabricum,44
Rubiaceae,Galium,austriacum,Galium_austriacum,22
Rubiaceae,Galium,avascense,Galium_avascense,11
Rubiaceae,Galium,baeticum,Galium_baeticum,11
Rubiaceae,Galium,baillonii,Galium_baillonii,11
Rubiaceae,Galium,baldense,Galium_baldense,11
Rubiaceae,Galium,balearicum,Galium_balearicum,11
Rubiaceae,Galium,boissieranum,Galium_boissieranum,22
Rubiaceae,Galium,boreale,Galium_boreale,22
Rubiaceae,Galium,boreale L.,Galium_boreale l.,22
Rubiaceae,Galium,brockmannii,Galium_brockmannii,11
Rubiaceae,Galium,broterianum,Galium_broterianum,11
Rubiaceae,Galium,bulgaricum,Galium_bulgaricum,11
Rubiaceae,Galium,capense,Galium_capense,11
Rubiaceae,Galium,capreum,Galium_capreum,11
Rubiaceae,Galium,catalinense,Galium_catalinense,11
Rubiaceae,Galium,cespitosum,Galium_cespitosum,11
Rubiaceae,Galium,cinereum,Galium_cinereum,22
Rubiaceae,Galium,circae,Galium_circae,11
Rubiaceae,Galium,circaezans,Galium_circaezans,11
Rubiaceae,Galium,cliftonsmithii,Galium_cliftonsmithii,91
Rubiaceae,Galium,collomae,Galium_collomae,11
Rubiaceae,Galium,coloradoense,Galium_coloradoense,11
Rubiaceae,Galium,cometerhizon,Galium_cometerhizon,11
Rubiaceae,Galium,concatenatum,Galium_concatenatum,22
Rubiaceae,Galium,conforme,Galium_conforme,22
Rubiaceae,Galium,constrictum,Galium_constrictum,12
Rubiaceae,Galium,coreaceum,Galium_coreaceum,11
Rubiaceae,Galium,corrudaefolium,Galium_corrudaefolium,11
Rubiaceae,Galium,corrudifolium,Galium_corrudifolium,11
Rubiaceae,Galium,cracoviense,Galium_cracoviense,11
Rubiaceae,Galium,cracoviense EHREND.,Galium_cracoviense ehrend.,11
Rubiaceae,Galium,crespianum,Galium_crespianum,33
Rubiaceae,Galium,cyllenium,Galium_cyllenium,11
Rubiaceae,Galium,dahuricum,Galium_dahuricum,22
Rubiaceae,Galium,debile,Galium_debile,12
Rubiaceae,Galium,decorum,Galium_decorum,11
Rubiaceae,Galium,demissum,Galium_demissum,11
Rubiaceae,Galium,desereticum,Galium_desereticum,11
Rubiaceae,Galium,divaricatum,Galium_divaricatum,11
Rubiaceae,Galium,elongatum,Galium_elongatum,48
Rubiaceae,Galium,ephedroides,Galium_ephedroides,22
Rubiaceae,Galium,eriocarpum,Galium_eriocarpum,11
Rubiaceae,Galium,eruptivum*,Galium_eruptivum*,11
Rubiaceae,Galium,exaltatum,Galium_exaltatum,11
Rubiaceae,Galium,extensum,Galium_extensum,11
Rubiaceae,Galium,fendleri,Galium_fendleri,11
Rubiaceae,Galium,firmum,Galium_firmum,11
Rubiaceae,Galium,flavescens,Galium_flavescens,22
Rubiaceae,Galium,fleurotii,Galium_fleurotii,22
Rubiaceae,Galium,friedrichii,Galium_friedrichii,22
Rubiaceae,Galium,fruticescens,Galium_fruticescens,22
Rubiaceae,Galium,fruticosum,Galium_fruticosum,11
Rubiaceae,Galium,fuegianum,Galium_fuegianum,11
Rubiaceae,Galium,ghilaicum,Galium_ghilaicum,10
Rubiaceae,Galium,gilliesii,Galium_gilliesii,12
Rubiaceae,Galium,glabrescens,Galium_glabrescens,22
Rubiaceae,Galium,glauca,Galium_glauca,11
Rubiaceae,Galium,glaucum,Galium_glaucum,22
Rubiaceae,Galium,graecum,Galium_graecum,11
Rubiaceae,Galium,grande,Galium_grande,55
Rubiaceae,Galium,grayanum,Galium_grayanum,11
Rubiaceae,Galium,hallii,Galium_hallii,11
Rubiaceae,Galium,harcynicum,Galium_harcynicum,11
Rubiaceae,Galium,hardhamae,Galium_hardhamae,11
Rubiaceae,Galium,hardhamiae,Galium_hardhamiae,11
Rubiaceae,Galium,heldreichii,Galium_heldreichii,11
Rubiaceae,Galium,helodes,Galium_helodes,11
Rubiaceae,Galium,helveticum,Galium_helveticum,22
Rubiaceae,Galium,hercynicum,Galium_hercynicum,22
Rubiaceae,Galium,hilendiae,Galium_hilendiae,22
Rubiaceae,Galium,hirsutum,Galium_hirsutum,11
Rubiaceae,Galium,humifusa,Galium_humifusa,22
Rubiaceae,Galium,hypocarpium,Galium_hypocarpium,33
Rubiaceae,Galium,hypotrichium,Galium_hypotrichium,22
Rubiaceae,Galium,idubedae,Galium_idubedae,11
Rubiaceae,Galium,incanum,Galium_incanum,22
Rubiaceae,Galium,incurvum,Galium_incurvum,22
Rubiaceae,Galium,insulare,Galium_insulare,11
Rubiaceae,Galium,intermedium,Galium_intermedium,33
Rubiaceae,Galium,judaicum,Galium_judaicum,11
Rubiaceae,Galium,kamtchaticum,Galium_kamtchaticum,22
Rubiaceae,Galium,kerneri,Galium_kerneri,11
Rubiaceae,Galium,kitaibelianum,Galium_kitaibelianum,11
Rubiaceae,Galium,labradoricum,Galium_labradoricum,12
Rubiaceae,Galium,laconicum,Galium_laconicum,11
Rubiaceae,Galium,laevigatum,Galium_laevigatum,22
Rubiaceae,Galium,lovcense,Galium_lovcense,11
Rubiaceae,Galium,lucidum,Galium_lucidum,22
Rubiaceae,Galium,macedonicum,Galium_macedonicum,11
Rubiaceae,Galium,magellense,Galium_magellense,11
Rubiaceae,Galium,magnifolium,Galium_magnifolium,11
Rubiaceae,Galium,malickyi,Galium_malickyi,11
Rubiaceae,Galium,marchandii,Galium_marchandii,44
Rubiaceae,Galium,margaritaceum,Galium_margaritaceum,11
Rubiaceae,Galium,martirense,Galium_martirense,22
Rubiaceae,Galium,matthewsii,Galium_matthewsii,11
Rubiaceae,Galium,maximowiczii,Galium_maximowiczii,11
Rubiaceae,Galium,megalospermum,Galium_megalospermum,11
Rubiaceae,Galium,melanantherum,Galium_melanantherum,11
Rubiaceae,Galium,meliodorum,Galium_meliodorum,22
Rubiaceae,Galium,microphyllum,Galium_microphyllum,11
Rubiaceae,Galium,minutulum,Galium_minutulum,22
Rubiaceae,Galium,mirum,Galium_mirum,11
Rubiaceae,Galium,mixtum,Galium_mixtum,22
Rubiaceae,Galium,mollugo,Galium_mollugo,11
Rubiaceae,Galium,mollugo L.,Galium_mollugo l.,11
Rubiaceae,Galium,monachinii,Galium_monachinii,11
Rubiaceae,Galium,monasterium,Galium_monasterium,11
Rubiaceae,Galium,moralesianum,Galium_moralesianum,11
Rubiaceae,Galium,mucroniferum,Galium_mucroniferum,22
Rubiaceae,Galium,multiflorum,Galium_multiflorum,11
Rubiaceae,Galium,munzii,Galium_munzii,22
Rubiaceae,Galium,murale,Galium_murale,22
Rubiaceae,Galium,murcicum,Galium_murcicum,11
Rubiaceae,Galium,neglectum,Galium_neglectum,22
Rubiaceae,Galium,nevadense,Galium_nevadense,11
Rubiaceae,Galium,noricum,Galium_noricum,22
Rubiaceae,Galium,normanii,Galium_normanii,22
Rubiaceae,Galium,nuttalii,Galium_nuttalii,11
Rubiaceae,Galium,nuttallii,Galium_nuttallii,11
Rubiaceae,Galium,obliquum,Galium_obliquum,11
Rubiaceae,Galium,obtusum,Galium_obtusum,24
Rubiaceae,Galium,octonarium,Galium_octonarium,11
Rubiaceae,Galium,odorata,Galium_odorata,22
Rubiaceae,Galium,odoratum,Galium_odoratum,22
Rubiaceae,Galium,odoratum (L.) SCOP.,Galium_odoratum (l.) scop.,22
Rubiaceae,Galium,oelandicum,Galium_oelandicum,11
Rubiaceae,Galium,ophiolithicum,Galium_ophiolithicum,11
Rubiaceae,Galium,oreganum,Galium_oreganum,11
Rubiaceae,Galium,ossirvaense,Galium_ossirvaense,11
Rubiaceae,Galium,palaeoitalicum,Galium_palaeoitalicum,10
Rubiaceae,Galium,palustre,Galium_palustre,12
Rubiaceae,Galium,palustre L.,Galium_palustre l.,44
Rubiaceae,Galium,papillosum,Galium_papillosum,11
Rubiaceae,Galium,parishii,Galium_parishii,11
Rubiaceae,Galium,parisiense,Galium_parisiense,33
Rubiaceae,Galium,pastorale,Galium_pastorale,11
Rubiaceae,Galium,pauciflorum,Galium_pauciflorum,11
Rubiaceae,Galium,peloponnesiacum,Galium_peloponnesiacum,22
Rubiaceae,Galium,physocarpum,Galium_physocarpum,33
Rubiaceae,Galium,pilosum,Galium_pilosum,12
Rubiaceae,Galium,pisoderium,Galium_pisoderium,22
Rubiaceae,Galium,polonicum,Galium_polonicum,22
Rubiaceae,Galium,pomeranicum,Galium_pomeranicum,22
Rubiaceae,Galium,procurrens,Galium_procurrens,11
Rubiaceae,Galium,propinquum,Galium_propinquum,11
Rubiaceae,Galium,propinquum A.Cunn.,Galium_propinquum a.cunn.,11
Rubiaceae,Galium,protopycnotrichum,Galium_protopycnotrichum,11
Rubiaceae,Galium,pruinosum,Galium_pruinosum,11
Rubiaceae,Galium,pseudaristatum,Galium_pseudaristatum,11
Rubiaceae,Galium,pseudoaristatum,Galium_pseudoaristatum,11
Rubiaceae,Galium,pseudohelveticum,Galium_pseudohelveticum,22
Rubiaceae,Galium,pumilum,Galium_pumilum,44
Rubiaceae,Galium,pusillum,Galium_pusillum,44
Rubiaceae,Galium,pycnotrichum,Galium_pycnotrichum,22
Rubiaceae,Galium,pyrenaicum,Galium_pyrenaicum,11
Rubiaceae,Galium,reiseri,Galium_reiseri,11
Rubiaceae,Galium,rhodopeum,Galium_rhodopeum,11
Rubiaceae,Galium,rigidifolium,Galium_rigidifolium,22
Rubiaceae,Galium,rivale,Galium_rivale,33
Rubiaceae,Galium,rivalis,Galium_rivalis,11
Rubiaceae,Galium,rivulare,Galium_rivulare,11
Rubiaceae,Galium,rosellum,Galium_rosellum,11
Rubiaceae,Galium,rotundifolium,Galium_rotundifolium,11
Rubiaceae,Galium,rotundifolium L.,Galium_rotundifolium l.,11
Rubiaceae,Galium,rubioides,Galium_rubioides,33
Rubiaceae,Galium,rubrum,Galium_rubrum,44
Rubiaceae,Galium,ruprechtii,Galium_ruprechtii,12
Rubiaceae,Galium,ruthenicum,Galium_ruthenicum,22
Rubiaceae,Galium,sacrorum,Galium_sacrorum,22
Rubiaceae,Galium,samium,Galium_samium,11
Rubiaceae,Galium,samothracicum,Galium_samothracicum,22
Rubiaceae,Galium,saxatile,Galium_saxatile,22
Rubiaceae,Galium,saxatile L.,Galium_saxatile l.,22
Rubiaceae,Galium,saxosum,Galium_saxosum,11
Rubiaceae,Galium,scabrelloides,Galium_scabrelloides,11
Rubiaceae,Galium,scabrifolium,Galium_scabrifolium,11
Rubiaceae,Galium,scabriusculum,Galium_scabriusculum,22
Rubiaceae,Galium,scabrum,Galium_scabrum,11
Rubiaceae,Galium,schmidii,Galium_schmidii,22
Rubiaceae,Galium,schultesii,Galium_schultesii,33
Rubiaceae,Galium,schultesii VEST,Galium_schultesii vest,33
Rubiaceae,Galium,septentrionale,Galium_septentrionale,33
Rubiaceae,Galium,serpenticum,Galium_serpenticum,11
Rubiaceae,Galium,setaceum,Galium_setaceum,11
Rubiaceae,Galium,simense,Galium_simense,22
Rubiaceae,Galium,sparsiflorum,Galium_sparsiflorum,11
Rubiaceae,Galium,speciosum,Galium_speciosum,11
Rubiaceae,Galium,spurium,Galium_spurium,10
Rubiaceae,Galium,stellatum,Galium_stellatum,11
Rubiaceae,Galium,sterneri,Galium_sterneri,22
Rubiaceae,Galium,stojanovii,Galium_stojanovii,11
Rubiaceae,Galium,subvillosum,Galium_subvillosum,22
Rubiaceae,Galium,sudeticum,Galium_sudeticum,22
Rubiaceae,Galium,sudeticum TAUSCH,Galium_sudeticum tausch,22
Rubiaceae,Galium,suecicum,Galium_suecicum,11
Rubiaceae,Galium,sylvaticum,Galium_sylvaticum,11
Rubiaceae,Galium,t,Galium_t,12
Rubiaceae,Galium,talaveranum,Galium_talaveranum,11
Rubiaceae,Galium,taygeteum,Galium_taygeteum,22
Rubiaceae,Galium,tendae,Galium_tendae,11
Rubiaceae,Galium,tenuissimum,Galium_tenuissimum,22
Rubiaceae,Galium,thracicum,Galium_thracicum,11
Rubiaceae,Galium,thunbergianum,Galium_thunbergianum,11
Rubiaceae,Galium,timeroyi,Galium_timeroyi,11
Rubiaceae,Galium,tinctorium,Galium_tinctorium,12
Rubiaceae,Galium,tomentosum,Galium_tomentosum,22
Rubiaceae,Galium,tomentoswn,Galium_tomentoswn,22
Rubiaceae,Galium,tricornatum,Galium_tricornatum,22
Rubiaceae,Galium,tricorne,Galium_tricorne,22
Rubiaceae,Galium,tricornutum,Galium_tricornutum,22
Rubiaceae,Galium,trifidum,Galium_trifidum,12
Rubiaceae,Galium,trifloriforme,Galium_trifloriforme,52
Rubiaceae,Galium,triflorum,Galium_triflorum,33
Rubiaceae,Galium,trilobum,Galium_trilobum,22
Rubiaceae,Galium,trilobum Colenso,Galium_trilobum colenso,22
Rubiaceae,Galium,truniacum,Galium_truniacum,11
Rubiaceae,Galium,uliginosum,Galium_uliginosum,22
Rubiaceae,Galium,vaillantii,Galium_vaillantii,11
Rubiaceae,Galium,valdepilosum,Galium_valdepilosum,11
Rubiaceae,Galium,valdepilosum HEINR. BRAUN,Galium_valdepilosum heinr. braun,11
Rubiaceae,Galium,verosimile,Galium_verosimile,11
Rubiaceae,Galium,verrucosum,Galium_verrucosum,11
Rubiaceae,Galium,verticillatum,Galium_verticillatum,11
Rubiaceae,Galium,verum,Galium_verum,22
Rubiaceae,Galium,verum L.,Galium_verum l.,22
Rubiaceae,Galium,violaceum,Galium_violaceum,11
Rubiaceae,Galium,virgatum,Galium_virgatum,11
Rubiaceae,Galium,vivianum,Galium_vivianum,11
Rubiaceae,Galium,volcanense,Galium_volcanense,11
Rubiaceae,Galium,watsonii,Galium_watsonii,11
Rubiaceae,Galium,wigginsii,Galium_wigginsii,11
Rubiaceae,Galium,wirtgenii,Galium_wirtgenii,11
Rubiaceae,Galium,witheringii,Galium_witheringii,12
Rubiaceae,Galium,wrightii,Galium_wrightii,11
Rubiaceae,Galium,x,Galium_x,22
Rubiaceae,Galium,×pomeranicum,Galium_×pomeranicum,22
Rubiaceae,Galopina,aspera,Galopina_aspera,11
Rubiaceae,Galopina,circaeoides,Galopina_circaeoides,11
Rubiaceae,Galopina,crocyllioides,Galopina_crocyllioides,11
Rubiaceae,Galopina,tomentosa,Galopina_tomentosa,11
Rubiaceae,Gardenia,aqualla,Gardenia_aqualla,11
Rubiaceae,Gardenia,boninensis,Gardenia_boninensis,11
Rubiaceae,Gardenia,brighamii,Gardenia_brighamii,11
Rubiaceae,Gardenia,fasminoides,Gardenia_fasminoides,11
Rubiaceae,Gardenia,florida,Gardenia_florida,11
Rubiaceae,Gardenia,jasminoides,Gardenia_jasminoides,11
Rubiaceae,Gardenia,latifolia,Gardenia_latifolia,11
Rubiaceae,Gardenia,lucida,Gardenia_lucida,11
Rubiaceae,Gardenia,nitida,Gardenia_nitida,11
Rubiaceae,Gardenia,posoquerioides,Gardenia_posoquerioides,11
Rubiaceae,Gardenia,remyi,Gardenia_remyi,11
Rubiaceae,Gardenia,resinifera,Gardenia_resinifera,11
Rubiaceae,Gardenia,saxtilis,Gardenia_saxtilis,11
Rubiaceae,Gardenia,spatulifolia,Gardenia_spatulifolia,11
Rubiaceae,Gardenia,ternifolia,Gardenia_ternifolia,11
Rubiaceae,Gardenia,thunbergia,Gardenia_thunbergia,11
Rubiaceae,Gardenia,thunbergii,Gardenia_thunbergii,11
Rubiaceae,Gardenia,tubifera,Gardenia_tubifera,11
Rubiaceae,Gardenia,volkensii,Gardenia_volkensii,11
Rubiaceae,Genipa,americana,Genipa_americana,11
Rubiaceae,Genipa,infundibuliformis,Genipa_infundibuliformis,10
Rubiaceae,Geophila,cordiformis,Geophila_cordiformis,11
Rubiaceae,Geophila,obvallata,Geophila_obvallata,11
Rubiaceae,Geophila,reniformis,Geophila_reniformis,22
Rubiaceae,Geophila,repens,Geophila_repens,22
Rubiaceae,Geophila,uniflora,Geophila_uniflora,22
Rubiaceae,Guettarda,scabra,Guettarda_scabra,22
Rubiaceae,Guettarda,speciosa,Guettarda_speciosa,22
Rubiaceae,Guettarda,undulata,Guettarda_undulata,7
Rubiaceae,Guihaiothamnus,acaulis,Guihaiothamnus_acaulis,11
Rubiaceae,Haldina,cordifolia,Haldina_cordifolia,22
Rubiaceae,Hamelia,patens,Hamelia_patens,12
Rubiaceae,Hedyotis,articularis,Hedyotis_articularis,11
Rubiaceae,Hedyotis,nitida,Hedyotis_nitida,36
Rubiaceae,Hedyotis,pruinosa,Hedyotis_pruinosa,36
Rubiaceae,Hedyotis,scandens,Hedyotis_scandens,29
Rubiaceae,Hedyotis,uncinella,Hedyotis_uncinella,18
Rubiaceae,Heinsia,pulchella,Heinsia_pulchella,11
Rubiaceae,Himalrandia,tetrasperma,Himalrandia_tetrasperma,11
Rubiaceae,Hoffmannia,discolor,Hoffmannia_discolor,24
Rubiaceae,Hoffmannia,ghiesbreghtii,Hoffmannia_ghiesbreghtii,24
Rubiaceae,Hoffmannia,refulgens,Hoffmannia_refulgens,24
Rubiaceae,Hoffmannia,regalis,Hoffmannia_regalis,24
Rubiaceae,Hoffmannia,rejulgens,Hoffmannia_rejulgens,24
Rubiaceae,Houstonia,acerosa,Houstonia_acerosa,11
Rubiaceae,Houstonia,australis,Houstonia_australis,16
Rubiaceae,Houstonia,caerulea,Houstonia_caerulea,16
Rubiaceae,Houstonia,canadensis,Houstonia_canadensis,9
Rubiaceae,Houstonia,coerulea,Houstonia_coerulea,16
Rubiaceae,Houstonia,croftiae,Houstonia_croftiae,11
Rubiaceae,Houstonia,humifusa,Houstonia_humifusa,11
Rubiaceae,Houstonia,longifolia,Houstonia_longifolia,6
Rubiaceae,Houstonia,michauxii,Houstonia_michauxii,16
Rubiaceae,Houstonia,micrantha,Houstonia_micrantha,16
Rubiaceae,Houstonia,nigricans,Houstonia_nigricans,11
Rubiaceae,Houstonia,palmeri,Houstonia_palmeri,11
Rubiaceae,Houstonia,parviflora,Houstonia_parviflora,11
Rubiaceae,Houstonia,procumbens,Houstonia_procumbens,14
Rubiaceae,Houstonia,purpure,Houstonia_purpure,9
Rubiaceae,Houstonia,purpurea,Houstonia_purpurea,9
Rubiaceae,Houstonia,pusilla,Houstonia_pusilla,8
Rubiaceae,Houstonia,pygmaea,Houstonia_pygmaea,11
Rubiaceae,Houstonia,rosea,Houstonia_rosea,7
Rubiaceae,Houstonia,rubra,Houstonia_rubra,11
Rubiaceae,Houstonia,serpyllifolia,Houstonia_serpyllifolia,8
Rubiaceae,Houstonia,subviscosa,Houstonia_subviscosa,11
Rubiaceae,Houstonia,umbellata,Houstonia_umbellata,18
Rubiaceae,Houstonia,wrightii,Houstonia_wrightii,11
Rubiaceae,Hydnophytum,formicarium,Hydnophytum_formicarium,22
Rubiaceae,Hydnophytum,formicarum,Hydnophytum_formicarum,22
Rubiaceae,Hydrophylax,maritima,Hydrophylax_maritima,28
Rubiaceae,Hymenodictyon,excelsum,Hymenodictyon_excelsum,32
Rubiaceae,Hymenodictyon,excelswn,Hymenodictyon_excelswn,33
Rubiaceae,Hymenodictyon,floribundum,Hymenodictyon_floribundum,22
Rubiaceae,Hymenodictyon,orixense,Hymenodictyon_orixense,32
Rubiaceae,Hypodematium,crenatum,Hypodematium_crenatum,41
Rubiaceae,Hypodematium,fauriei,Hypodematium_fauriei,80
Rubiaceae,Ixora,acuminata,Ixora_acuminata,11
Rubiaceae,Ixora,ampliflora,Ixora_ampliflora,11
Rubiaceae,Ixora,arborea,Ixora_arborea,11
Rubiaceae,Ixora,bandhuca,Ixora_bandhuca,11
Rubiaceae,Ixora,barbata,Ixora_barbata,11
Rubiaceae,Ixora,brachiata,Ixora_brachiata,11
Rubiaceae,Ixora,calycina,Ixora_calycina,11
Rubiaceae,Ixora,chinensis,Ixora_chinensis,11
Rubiaceae,Ixora,coccinea,Ixora_coccinea,11
Rubiaceae,Ixora,congesta,Ixora_congesta,11
Rubiaceae,Ixora,cuneifolia,Ixora_cuneifolia,11
Rubiaceae,Ixora,duffii,Ixora_duffii,10
Rubiaceae,Ixora,finlaysoniana,Ixora_finlaysoniana,11
Rubiaceae,Ixora,griffithii,Ixora_griffithii,11
Rubiaceae,Ixora,javanica,Ixora_javanica,11
Rubiaceae,Ixora,lutea,Ixora_lutea,11
Rubiaceae,Ixora,multibracteata,Ixora_multibracteata,11
Rubiaceae,Ixora,nigricans,Ixora_nigricans,11
Rubiaceae,Ixora,notoniana,Ixora_notoniana,11
Rubiaceae,Ixora,parviflora,Ixora_parviflora,11
Rubiaceae,Ixora,plumea,Ixora_plumea,11
Rubiaceae,Ixora,radiata,Ixora_radiata,11
Rubiaceae,Ixora,renulosa,Ixora_renulosa,11
Rubiaceae,Ixora,rosea,Ixora_rosea,11
Rubiaceae,Ixora,samoensis,Ixora_samoensis,11
Rubiaceae,Ixora,spectabilis,Ixora_spectabilis,11
Rubiaceae,Ixora,splendida,Ixora_splendida,11
Rubiaceae,Ixora,stricta,Ixora_stricta,11
Rubiaceae,Ixora,subsessilis,Ixora_subsessilis,11
Rubiaceae,Ixora,undulata,Ixora_undulata,11
Rubiaceae,Ixora,villosa,Ixora_villosa,11
Rubiaceae,Kadua,axillaris,Kadua_axillaris,36
Rubiaceae,Kadua,centranthoides,Kadua_centranthoides,50
Rubiaceae,Kadua,littoralis,Kadua_littoralis,50
Rubiaceae,Kadua,terminalis,Kadua_terminalis,50
Rubiaceae,Keetia,rubens,Keetia_rubens,22
Rubiaceae,Keetia,venosum,Keetia_venosum,22
Rubiaceae,Kelloggia,chinensis,Kelloggia_chinensis,11
Rubiaceae,Kelloggia,galioides,Kelloggia_galioides,11
Rubiaceae,Knoxia,corymbosa,Knoxia_corymbosa,12
Rubiaceae,Knoxia,linearis,Knoxia_linearis,10
Rubiaceae,Knoxia,mollis,Knoxia_mollis,10
Rubiaceae,Knoxia,sumatrensis,Knoxia_sumatrensis,10
Rubiaceae,Kohautia,amatymbica,Kohautia_amatymbica,27
Rubiaceae,Kohautia,aspera,Kohautia_aspera,18
Rubiaceae,Kohautia,caespitosa,Kohautia_caespitosa,18
Rubiaceae,Kohautia,coccinea,Kohautia_coccinea,9
Rubiaceae,Kohautia,cynanchica,Kohautia_cynanchica,9
Rubiaceae,Kohautia,gracilis,Kohautia_gracilis,18
Rubiaceae,Kohautia,grandilora,Kohautia_grandilora,9
Rubiaceae,Kohautia,platyphylla,Kohautia_platyphylla,9
Rubiaceae,Kohautia,senegalensis,Kohautia_senegalensis,9
Rubiaceae,Lasianthus,acuminatus,Lasianthus_acuminatus,44
Rubiaceae,Lasianthus,erythrocarpum,Lasianthus_erythrocarpum,9
Rubiaceae,Lasianthus,hirsutum,Lasianthus_hirsutum,9
Rubiaceae,Lelya,prostrata(R.,Lelya_prostrata(r.,18
Rubiaceae,Leptactina,platyphylla,Leptactina_platyphylla,11
Rubiaceae,Leptactinia,mannii,Leptactinia_mannii,11
Rubiaceae,Leptodermis,lanceolata,Leptodermis_lanceolata,11
Rubiaceae,Leptodermis,pilosa,Leptodermis_pilosa,22
Rubiaceae,Leptodermis,virgata,Leptodermis_virgata,12
Rubiaceae,Leptopetalum,grayi,Leptopetalum_grayi,17
Rubiaceae,Leptostigma,setulosa,Leptostigma_setulosa,20
Rubiaceae,Leptostigma,setulosa (Hook.f.) Fosberg,Leptostigma_setulosa (hook.f.) fosberg,20
Rubiaceae,Leptostigma,setulosum,Leptostigma_setulosum,20
Rubiaceae,Luculia,gratissima,Luculia_gratissima,22
Rubiaceae,Luculia,pinceana,Luculia_pinceana,22
Rubiaceae,Macrosphyra,longistyla,Macrosphyra_longistyla,11
Rubiaceae,Manettia,bicolor,Manettia_bicolor,11
Rubiaceae,Manettia,coccinea,Manettia_coccinea,18
Rubiaceae,Manettia,inflata,Manettia_inflata,18
Rubiaceae,Manostachya,staelioides,Manostachya_staelioides,22
Rubiaceae,Massularia,acuminata,Massularia_acuminata,11
Rubiaceae,Massularia,acuminata(G.Don),Massularia_acuminata(g.don),11
Rubiaceae,Mericarpaea,vaillantoides,Mericarpaea_vaillantoides,11
Rubiaceae,Mexotis,gracilis,Mexotis_gracilis,17
Rubiaceae,Meyna,spinosa,Meyna_spinosa,22
Rubiaceae,Mitchella,repens,Mitchella_repens,11
Rubiaceae,Mitchella,undulata,Mitchella_undulata,11
Rubiaceae,Mitracarpus,breviflorus,Mitracarpus_breviflorus,42
Rubiaceae,Mitracarpus,hirtus,Mitracarpus_hirtus,14
Rubiaceae,Mitracarpus,hi~pida,Mitracarpus_hi~pida,14
Rubiaceae,Mitracarpus,linearis,Mitracarpus_linearis,40
Rubiaceae,Mitracarpus,verticillatus,Mitracarpus_verticillatus,16
Rubiaceae,Mitragyna,parvifolia,Mitragyna_parvifolia,22
Rubiaceae,Mitriostigma,axillare,Mitriostigma_axillare,11
Rubiaceae,Mitriostigma,axillaris,Mitriostigma_axillaris,11
Rubiaceae,Morinda,angustifolia,Morinda_angustifolia,11
Rubiaceae,Morinda,boninensis,Morinda_boninensis,22
Rubiaceae,Morinda,citridolia,Morinda_citridolia,11
Rubiaceae,Morinda,citrifolia,Morinda_citrifolia,22
Rubiaceae,Morinda,coreia,Morinda_coreia,11
Rubiaceae,Morinda,officinalis,Morinda_officinalis,11
Rubiaceae,Morinda,parvifolia,Morinda_parvifolia,11
Rubiaceae,Morinda,royoc,Morinda_royoc,11
Rubiaceae,Morinda,shuanghuaensis,Morinda_shuanghuaensis,11
Rubiaceae,Morinda,tinctoria,Morinda_tinctoria,11
Rubiaceae,Morinda,trimera,Morinda_trimera,11
Rubiaceae,Morinda,umbellata,Morinda_umbellata,11
Rubiaceae,Mouretia,larsenii,Mouretia_larsenii,11
Rubiaceae,Mussaenda,arcuata,Mussaenda_arcuata,11
Rubiaceae,Mussaenda,chippii,Mussaenda_chippii,11
Rubiaceae,Mussaenda,corymbosa,Mussaenda_corymbosa,11
Rubiaceae,Mussaenda,elegans,Mussaenda_elegans,11
Rubiaceae,Mussaenda,erythrophylla,Mussaenda_erythrophylla,11
Rubiaceae,Mussaenda,frondosa,Mussaenda_frondosa,11
Rubiaceae,Mussaenda,glabra,Mussaenda_glabra,11
Rubiaceae,Mussaenda,glabrata,Mussaenda_glabrata,11
Rubiaceae,Mussaenda,hirsutissima,Mussaenda_hirsutissima,11
Rubiaceae,Mussaenda,incana,Mussaenda_incana,11
