Family,Genus,epithet,species,haploid
Rubiaceae,Asperula,ciliata,Asperula_ciliata,22
Rubiaceae,Asperula,crassula,Asperula_crassula,11
Rubiaceae,Asperula,cynanchica,Asperula_cynanchica,20
Rubiaceae,Asperula,cynanchica L.,Asperula_cynanchica l.,22
Rubiaceae,Asperula,deficiens,Asperula_deficiens,10
Rubiaceae,Asperula,doerfleri,Asperula_doerfleri,11
Rubiaceae,Asperula,gionae,Asperula_gionae,11
Rubiaceae,Asperula,hercegovina,Asperula_hercegovina,11
Rubiaceae,Asperula,hexaphylla,Asperula_hexaphylla,11
Rubiaceae,Asperula,hirsuta,Asperula_hirsuta,11
Rubiaceae,Asperula,hirta,Asperula_hirta,11
Rubiaceae,Asperula,hungarorum,Asperula_hungarorum,11
Rubiaceae,Asperula,idaea,Asperula_idaea,22
Rubiaceae,Asperula,incana,Asperula_incana,22
Rubiaceae,Asperula,laevigata,Asperula_laevigata,11
Rubiaceae,Asperula,molluginoides,Asperula_molluginoides,10
Rubiaceae,Asperula,mollugo,Asperula_mollugo,22
Rubiaceae,Asperula,montana,Asperula_montana,22
Rubiaceae,Asperula,muscosa,Asperula_muscosa,11
Rubiaceae,Asperula,naufraga,Asperula_naufraga,10
Rubiaceae,Asperula,neilreichii,Asperula_neilreichii,10
Rubiaceae,Asperula,orientalis,Asperula_orientalis,11
Rubiaceae,Asperula,paui,Asperula_paui,11
Rubiaceae,Asperula,perpusillum,Asperula_perpusillum,44
Rubiaceae,Asperula,perpusillum (Hook.f.) Allan,Asperula_perpusillum (hook.f.) allan,44
Rubiaceae,Asperula,pulvinaris,Asperula_pulvinaris,22
Rubiaceae,Asperula,purpurea,Asperula_purpurea,11
Rubiaceae,Asperula,purpureum,Asperula_purpureum,11
Rubiaceae,Asperula,rigida,Asperula_rigida,11
Rubiaceae,Asperula,rigidula,Asperula_rigidula,22
Rubiaceae,Asperula,rotundifolia,Asperula_rotundifolia,11
Rubiaceae,Asperula,rotundifolium,Asperula_rotundifolium,11
Rubiaceae,Asperula,rupestris,Asperula_rupestris,22
Rubiaceae,Asperula,scutellaris,Asperula_scutellaris,11
Rubiaceae,Asperula,setosa,Asperula_setosa,11
Rubiaceae,Asperula,supina,Asperula_supina,10
Rubiaceae,Asperula,taurina,Asperula_taurina,11
Rubiaceae,Asperula,tinctoria,Asperula_tinctoria,22
Rubiaceae,Asperula,tinctoria L.,Asperula_tinctoria l.,22
Rubiaceae,Asperula,tournefortii,Asperula_tournefortii,11
Rubiaceae,Atractocarpus,longipes,Atractocarpus_longipes,11
Rubiaceae,Atractogyne,bracteata,Atractogyne_bracteata,11
Rubiaceae,Aulacocalyx,laxiflora,Aulacocalyx_laxiflora,11
Rubiaceae,Benkara,fasciculata,Benkara_fasciculata,11
Rubiaceae,Benkara,malabarica,Benkara_malabarica,11
Rubiaceae,Bertiera,bracteolata,Bertiera_bracteolata,11
Rubiaceae,Bertiera,spicata,Bertiera_spicata,11
Rubiaceae,Bertiera,zaluziana,Bertiera_zaluziana,11
Rubiaceae,Bobea,timonioides,Bobea_timonioides,44
Rubiaceae,Bouvardia,chrysantha,Bouvardia_chrysantha,36
Rubiaceae,Bouvardia,corymbosa,Bouvardia_corymbosa,18
Rubiaceae,Bouvardia,leiantha,Bouvardia_leiantha,36
Rubiaceae,Bouvardia,mexicana,Bouvardia_mexicana,17
Rubiaceae,Bouvardia,multiflora,Bouvardia_multiflora,36
Rubiaceae,Bouvardia,ternifolia,Bouvardia_ternifolia,36
Rubiaceae,Breonia,chinensis,Breonia_chinensis,22
Rubiaceae,Bullockia,setiflorum,Bullockia_setiflorum,22
Rubiaceae,Burchellia,capensis,Burchellia_capensis,20
Rubiaceae,Callipeltis,cucullaria,Callipeltis_cucullaria,11
Rubiaceae,Callipeltis,cucullaris,Callipeltis_cucullaris,11
Rubiaceae,Callipeltis,factorovskyi,Callipeltis_factorovskyi,11
Rubiaceae,Calycophyllum,candidissimum,Calycophyllum_candidissimum,17
Rubiaceae,Calycosia,sessilis,Calycosia_sessilis,22
Rubiaceae,Canthium,aagustifolium,Canthium_aagustifolium,11
Rubiaceae,Canthium,angustifolium,Canthium_angustifolium,22
Rubiaceae,Canthium,coromandelicum,Canthium_coromandelicum,22
Rubiaceae,Canthium,parviflora,Canthium_parviflora,22
Rubiaceae,Canthium,parviflorum,Canthium_parviflorum,22
Rubiaceae,Canthium,suberosum,Canthium_suberosum,22
Rubiaceae,Carapichea,ipecacuanha,Carapichea_ipecacuanha,11
Rubiaceae,Carpacoce,heteromorpha,Carpacoce_heteromorpha,11
Rubiaceae,Carpacoce,scabra,Carpacoce_scabra,11
Rubiaceae,Carpacoce,spermacocea,Carpacoce_spermacocea,11
Rubiaceae,Carpacoce,vaginellata,Carpacoce_vaginellata,11
Rubiaceae,Carterella,alexanderae,Carterella_alexanderae,13
Rubiaceae,Catesbaea,latifolia,Catesbaea_latifolia,12
Rubiaceae,Catesbaea,spinosa,Catesbaea_spinosa,12
Rubiaceae,Catunaregam,dumetorum,Catunaregam_dumetorum,11
Rubiaceae,Catunaregam,spincsa,Catunaregam_spincsa,11
Rubiaceae,Catunaregam,spinosa,Catunaregam_spinosa,11
Rubiaceae,Cephaelis,bearii,Cephaelis_bearii,11
Rubiaceae,Cephalanthus,occidentalis,Cephalanthus_occidentalis,22
Rubiaceae,Chasallia,discolor,Chasallia_discolor,11
Rubiaceae,Chasallia,ophioxyloides,Chasallia_ophioxyloides,22
Rubiaceae,Chassalia,corallifera,Chassalia_corallifera,11
Rubiaceae,Chassalia,curviflora,Chassalia_curviflora,11
Rubiaceae,Chassalia,kolly,Chassalia_kolly,11
Rubiaceae,Chazaliella,sciadephora,Chazaliella_sciadephora,11
Rubiaceae,Chiococca,alba,Chiococca_alba,12
Rubiaceae,Chiococca,coriacea,Chiococca_coriacea,13
Rubiaceae,Chiococca,racemosa,Chiococca_racemosa,12
Rubiaceae,Cinchona,calisaya,Cinchona_calisaya,17
Rubiaceae,Cinchona,hybrida,Cinchona_hybrida,17
Rubiaceae,Cinchona,ledgeriana,Cinchona_ledgeriana,17
Rubiaceae,Cinchona,officinalis,Cinchona_officinalis,17
Rubiaceae,Cinchona,robusta,Cinchona_robusta,17
Rubiaceae,Cinchona,succirubra,Cinchona_succirubra,17
Rubiaceae,Coccocypselum,brevipetiolatum,Coccocypselum_brevipetiolatum,10
Rubiaceae,Coccocypselum,decumbens,Coccocypselum_decumbens,10
Rubiaceae,Coccocypselum,guianense,Coccocypselum_guianense,20
Rubiaceae,Coccocypselum,lanceolatum,Coccocypselum_lanceolatum,10
Rubiaceae,Coffea,abeokutae,Coffea_abeokutae,11
Rubiaceae,Coffea,anthonyi,Coffea_anthonyi,11
Rubiaceae,Coffea,arabica,Coffea_arabica,22
Rubiaceae,Coffea,bengalensis,Coffea_bengalensis,11
Rubiaceae,Coffea,bertrandii,Coffea_bertrandii,11
Rubiaceae,Coffea,brevipes,Coffea_brevipes,11
Rubiaceae,Coffea,canephora,Coffea_canephora,11
Rubiaceae,Coffea,congensis,Coffea_congensis,11
Rubiaceae,Coffea,costatifructa,Coffea_costatifructa,11
Rubiaceae,Coffea,dewevrei,Coffea_dewevrei,11
Rubiaceae,Coffea,dybowskii,Coffea_dybowskii,11
Rubiaceae,Coffea,ebracteolata,Coffea_ebracteolata,11
Rubiaceae,Coffea,ebracteolatus,Coffea_ebracteolatus,11
Rubiaceae,Coffea,eugenioides,Coffea_eugenioides,11
Rubiaceae,Coffea,eugenoides,Coffea_eugenoides,11
Rubiaceae,Coffea,excelsa,Coffea_excelsa,22
Rubiaceae,Coffea,farafanganensis,Coffea_farafanganensis,11
Rubiaceae,Coffea,horsfieldiana,Coffea_horsfieldiana,22
Rubiaceae,Coffea,humilis,Coffea_humilis,11
Rubiaceae,Coffea,kapakata,Coffea_kapakata,11
Rubiaceae,Coffea,liberica,Coffea_liberica,11
Rubiaceae,Coffea,mannii,Coffea_mannii,11
Rubiaceae,Coffea,mauritanica,Coffea_mauritanica,11
Rubiaceae,Coffea,millotii,Coffea_millotii,11
Rubiaceae,Coffea,pocsii,Coffea_pocsii,11
Rubiaceae,Coffea,pseudozanguebariae,Coffea_pseudozanguebariae,11
Rubiaceae,Coffea,racemosa,Coffea_racemosa,11
Rubiaceae,Coffea,robusta,Coffea_robusta,11
Rubiaceae,Coffea,salvatrix,Coffea_salvatrix,11
Rubiaceae,Coffea,semiexserta,Coffea_semiexserta,11
Rubiaceae,Coffea,sessiliflora,Coffea_sessiliflora,11
Rubiaceae,Coffea,stenophylla,Coffea_stenophylla,11
Rubiaceae,Coffea,travancorensis,Coffea_travancorensis,11
Rubiaceae,Coffea,ugandae,Coffea_ugandae,11
Rubiaceae,Coffea,×heterocalyx,Coffea_×heterocalyx,11
Rubiaceae,Condaminea,corymbosa,Condaminea_corymbosa,11
Rubiaceae,Conostomium,kenyense,Conostomium_kenyense,18
Rubiaceae,Conostomium,natalense,Conostomium_natalense,9
Rubiaceae,Conostomium,quadrangulare,Conostomium_quadrangulare,9
Rubiaceae,Coprosma,Coprosma repens,Coprosma_coprosma repens,22
Rubiaceae,Coprosma,acerosa,Coprosma_acerosa,22
Rubiaceae,Coprosma,acerosa A.Cunn.,Coprosma_acerosa a.cunn.,22
Rubiaceae,Coprosma,acutifolia,Coprosma_acutifolia,22
Rubiaceae,Coprosma,acutifolia Hook.f.,Coprosma_acutifolia hook.f.,22
Rubiaceae,Coprosma,arborea,Coprosma_arborea,22
Rubiaceae,Coprosma,arborea Kirk,Coprosma_arborea kirk,22
Rubiaceae,Coprosma,areolata,Coprosma_areolata,22
Rubiaceae,Coprosma,areolata Cheeseman,Coprosma_areolata cheeseman,22
Rubiaceae,Coprosma,atropurpurea,Coprosma_atropurpurea,110
Rubiaceae,Coprosma,atropurpurea (Cockayne et Allan) L.B.Moore,Coprosma_atropurpurea (cockayne et allan) l.b.moore,110
Rubiaceae,Coprosma,baueri,Coprosma_baueri,22
Rubiaceae,Coprosma,chathamica Cockayne,Coprosma_chathamica cockayne,66
Rubiaceae,Coprosma,cheesemanii,Coprosma_cheesemanii,44
Rubiaceae,Coprosma,cheesemanii W.R.B.Oliv.,Coprosma_cheesemanii w.r.b.oliv.,44
Rubiaceae,Coprosma,ciliata,Coprosma_ciliata,44
Rubiaceae,Coprosma,ciliata Hook.f.,Coprosma_ciliata hook.f.,44
Rubiaceae,Coprosma,colensoi,Coprosma_colensoi,44
Rubiaceae,Coprosma,colensoi Hook.f.,Coprosma_colensoi hook.f.,44
Rubiaceae,Coprosma,crassifolia,Coprosma_crassifolia,66
Rubiaceae,Coprosma,crassifolia Colenso,Coprosma_crassifolia colenso,66
Rubiaceae,Coprosma,crenulata,Coprosma_crenulata,22
Rubiaceae,Coprosma,crenulata W.R.B.Oliv.,Coprosma_crenulata w.r.b.oliv.,22
Rubiaceae,Coprosma,cuneata,Coprosma_cuneata,22
Rubiaceae,Coprosma,cuneata Hook.f.,Coprosma_cuneata hook.f.,22
Rubiaceae,Coprosma,cunninghamii,Coprosma_cunninghamii,22
Rubiaceae,Coprosma,decurva,Coprosma_decurva,22
Rubiaceae,Coprosma,decurva Heads,Coprosma_decurva heads,22
Rubiaceae,Coprosma,depressa,Coprosma_depressa,22
Rubiaceae,Coprosma,depressa Colenso ex Hook.f.,Coprosma_depressa colenso ex hook.f.,22
Rubiaceae,Coprosma,distantia (de Lange et R.O.Gardner) de Lange,Coprosma_distantia (de lange et r.o.gardner) de lange,22
Rubiaceae,Coprosma,dodonaeifolia,Coprosma_dodonaeifolia,22
Rubiaceae,Coprosma,dodonaeifolia W.R.B.Oliv.,Coprosma_dodonaeifolia w.r.b.oliv.,22
Rubiaceae,Coprosma,dumosa (Cheeseman) G.T.Jane,Coprosma_dumosa (cheeseman) g.t.jane,66
Rubiaceae,Coprosma,elatirioides,Coprosma_elatirioides,22
Rubiaceae,Coprosma,elatirioides de Lange et A.S.Markey,Coprosma_elatirioides de lange et a.s.markey,22
Rubiaceae,Coprosma,ernodeoides,Coprosma_ernodeoides,110
Rubiaceae,Coprosma,foetidissima,Coprosma_foetidissima,66
Rubiaceae,Coprosma,foetidissima J.R.Forst. et G.Forst.,Coprosma_foetidissima j.r.forst. et g.forst.,66
Rubiaceae,Coprosma,foliosa,Coprosma_foliosa,22
Rubiaceae,Coprosma,fowerakeri D.A.Norton et de Lange,Coprosma_fowerakeri d.a.norton et de lange,44
Rubiaceae,Coprosma,grandiflora,Coprosma_grandiflora,22
Rubiaceae,Coprosma,grandifolia Hook.f.,Coprosma_grandifolia hook.f.,22
Rubiaceae,Coprosma,intertexta,Coprosma_intertexta,22
Rubiaceae,Coprosma,intertexta G.Simpson,Coprosma_intertexta g.simpson,22
Rubiaceae,Coprosma,laevigata,Coprosma_laevigata,22
Rubiaceae,Coprosma,linariifolia,Coprosma_linariifolia,22
Rubiaceae,Coprosma,linariifolia Hook.f.,Coprosma_linariifolia hook.f.,22
Rubiaceae,Coprosma,longifolia,Coprosma_longifolia,22
Rubiaceae,Coprosma,lucida,Coprosma_lucida,22
Rubiaceae,Coprosma,lucida J.R.Forst. et G.Forst.,Coprosma_lucida j.r.forst. et g.forst.,22
Rubiaceae,Coprosma,macrocarpa,Coprosma_macrocarpa,22
Rubiaceae,Coprosma,macrocarpa Cheeseman subsp. macrocarpa,Coprosma_macrocarpa cheeseman subsp. macrocarpa,22
Rubiaceae,Coprosma,microcarpa,Coprosma_microcarpa,22
Rubiaceae,Coprosma,microcarpa Hook.f.,Coprosma_microcarpa hook.f.,22
Rubiaceae,Coprosma,montana,Coprosma_montana,22
Rubiaceae,Coprosma,moorei,Coprosma_moorei,22
Rubiaceae,Coprosma,neglecta,Coprosma_neglecta,22
Rubiaceae,Coprosma,neglecta Cheeseman,Coprosma_neglecta cheeseman,22
Rubiaceae,Coprosma,niphophila,Coprosma_niphophila,66
Rubiaceae,Coprosma,niphophila Orchard,Coprosma_niphophila orchard,66
Rubiaceae,Coprosma,obconica,Coprosma_obconica,22
Rubiaceae,Coprosma,obconica Kirk,Coprosma_obconica kirk,22
Rubiaceae,Coprosma,parviflora,Coprosma_parviflora,66
Rubiaceae,Coprosma,parviflora Hook.f.,Coprosma_parviflora hook.f.,66
Rubiaceae,Coprosma,"pedicellata Molloy, de Lange et B.D.Clarkson","Coprosma_pedicellata molloy, de lange et b.d.clarkson",22
Rubiaceae,Coprosma,perpusilla Colenso subsp. perpusilla,Coprosma_perpusilla colenso subsp. perpusilla,66
Rubiaceae,Coprosma,perpusilla subsp. subantarctica Orchard,Coprosma_perpusilla subsp. subantarctica orchard,77
Rubiaceae,Coprosma,petiolata,Coprosma_petiolata,22
Rubiaceae,Coprosma,petiolata Hook.f.,Coprosma_petiolata hook.f.,22
Rubiaceae,Coprosma,petriei,Coprosma_petriei,22
Rubiaceae,Coprosma,petriei Cheeseman,Coprosma_petriei cheeseman,22
Rubiaceae,Coprosma,pilosa,Coprosma_pilosa,66
Rubiaceae,Coprosma,propinqua,Coprosma_propinqua,22
Rubiaceae,Coprosma,propinqua A.Cunn.  robusta Raoul,Coprosma_propinqua a.cunn.  robusta raoul,22
Rubiaceae,Coprosma,propinqua A.Cunn. var. propinqua,Coprosma_propinqua a.cunn. var. propinqua,22
Rubiaceae,Coprosma,pseudociliata G.T.Jane,Coprosma_pseudociliata g.t.jane,44
Rubiaceae,Coprosma,pseudocuneata,Coprosma_pseudocuneata,44
Rubiaceae,Coprosma,pseudocuneata W.R.B.Oliv. ex Garn.-Jones et Elder,Coprosma_pseudocuneata w.r.b.oliv. ex garn.-jones et elder,66
Rubiaceae,Coprosma,pumila,Coprosma_pumila,66
Rubiaceae,Coprosma,pyrifolia,Coprosma_pyrifolia,22
Rubiaceae,Coprosma,repens,Coprosma_repens,22
Rubiaceae,Coprosma,repens Hook.f.,Coprosma_repens hook.f.,22
Rubiaceae,Coprosma,repens Variegata ?,Coprosma_repens variegata ?,22
Rubiaceae,Coprosma,rhamnoides,Coprosma_rhamnoides,22
Rubiaceae,Coprosma,rhamnoides A.Cunn.,Coprosma_rhamnoides a.cunn.,22
Rubiaceae,Coprosma,rhynchocarpa,Coprosma_rhynchocarpa,22
Rubiaceae,Coprosma,rigida,Coprosma_rigida,22
Rubiaceae,Coprosma,rigida Cheeseman,Coprosma_rigida cheeseman,22
Rubiaceae,Coprosma,robusta,Coprosma_robusta,22
Rubiaceae,Coprosma,robusta ?,Coprosma_robusta ?,11
Rubiaceae,Coprosma,robusta Raoul,Coprosma_robusta raoul,22
Rubiaceae,Coprosma,rotundifolia,Coprosma_rotundifolia,22
Rubiaceae,Coprosma,rotundifolia A.Cunn.,Coprosma_rotundifolia a.cunn.,22
Rubiaceae,Coprosma,rubra,Coprosma_rubra,22
Rubiaceae,Coprosma,rubra Petrie,Coprosma_rubra petrie,22
Rubiaceae,Coprosma,rugosa,Coprosma_rugosa,22
Rubiaceae,Coprosma,rugosa Cheeseman,Coprosma_rugosa cheeseman,22
Rubiaceae,Coprosma,serrulata Hook.f. ex Buchanan,Coprosma_serrulata hook.f. ex buchanan,22
Rubiaceae,Coprosma,spathulata,Coprosma_spathulata,22
Rubiaceae,Coprosma,spathulata A.Cunn. subsp. spathulata,Coprosma_spathulata a.cunn. subsp. spathulata,22
Rubiaceae,Coprosma,strigulosa,Coprosma_strigulosa,22
Rubiaceae,Coprosma,talbrockiei,Coprosma_talbrockiei,22
Rubiaceae,Coprosma,talbrockiei L.B.Moore et R.Mason,Coprosma_talbrockiei l.b.moore et r.mason,22
Rubiaceae,Coprosma,tayloriae A.P.Druce ex G.T.Jane,Coprosma_tayloriae a.p.druce ex g.t.jane,66
Rubiaceae,Coprosma,tenuicaulis,Coprosma_tenuicaulis,22
Rubiaceae,Coprosma,tenuicaulis Hook.f.,Coprosma_tenuicaulis hook.f.,22
Rubiaceae,Coprosma,tenuifolia,Coprosma_tenuifolia,22
Rubiaceae,Coprosma,tenuifolia Cheeseman,Coprosma_tenuifolia cheeseman,22
Rubiaceae,Coprosma,virescens,Coprosma_virescens,22
Rubiaceae,Coprosma,virescens Petrie,Coprosma_virescens petrie,22
Rubiaceae,Coprosma,waima A.P.Druce,Coprosma_waima a.p.druce,22
Rubiaceae,Coprosma,waimeae,Coprosma_waimeae,22
Rubiaceae,Coprosma,wallii,Coprosma_wallii,66
Rubiaceae,Coprosma,wallii Petrie in Cheeseman,Coprosma_wallii petrie in cheeseman,66
Rubiaceae,Coptosapelta,flavescens,Coptosapelta_flavescens,11
Rubiaceae,Coptosperma,littoralis,Coptosperma_littoralis,11
Rubiaceae,Cordiera,concolor,Cordiera_concolor,11
Rubiaceae,Cordiera,sessilis,Cordiera_sessilis,11
Rubiaceae,Cordylostigma,longifolia,Cordylostigma_longifolia,18
Rubiaceae,Cordylostigma,virgata,Cordylostigma_virgata,27
Rubiaceae,Coussarea,hydrangeifolia,Coussarea_hydrangeifolia,11
Rubiaceae,Craterispermum,caudatum,Craterispermum_caudatum,11
Rubiaceae,Craterispermum,gracile,Craterispermum_gracile,11
Rubiaceae,Crossopteryx,febrifuga,Crossopteryx_febrifuga,11
Rubiaceae,Crucianella,aegyptiaca,Crucianella_aegyptiaca,11
Rubiaceae,Crucianella,aegyptica,Crucianella_aegyptica,11
Rubiaceae,Crucianella,angustifolia,Crucianella_angustifolia,11
Rubiaceae,Crucianella,augustifolia,Crucianella_augustifolia,11
Rubiaceae,Crucianella,chlorostachys,Crucianella_chlorostachys,11
Rubiaceae,Crucianella,gilanica,Crucianella_gilanica,11
Rubiaceae,Crucianella,glauca,Crucianella_glauca,11
Rubiaceae,Crucianella,graeca,Crucianella_graeca,11
Rubiaceae,Crucianella,herbacea,Crucianella_herbacea,11
Rubiaceae,Crucianella,imbricata,Crucianella_imbricata,11
Rubiaceae,Crucianella,latifolia,Crucianella_latifolia,22
Rubiaceae,Crucianella,macrostachya,Crucianella_macrostachya,11
Rubiaceae,Crucianella,maritima,Crucianella_maritima,11
Rubiaceae,Crucianella,patula,Crucianella_patula,11
Rubiaceae,Crucianella,rupestris,Crucianella_rupestris,11
Rubiaceae,Crucianella,sintenisii,Crucianella_sintenisii,11
Rubiaceae,Cruciata,Cruciata laevipes,Cruciata_cruciata laevipes,11
Rubiaceae,Cruciata,articulatum,Cruciata_articulatum,33
Rubiaceae,Cruciata,cruciata,Cruciata_cruciata,11
Rubiaceae,Cruciata,cruciatum,Cruciata_cruciatum,11
Rubiaceae,Cruciata,glabra,Cruciata_glabra,22
Rubiaceae,Cruciata,glabra (L.) EHREND.,Cruciata_glabra (l.) ehrend.,22
Rubiaceae,Cruciata,krylovii,Cruciata_krylovii,20
Rubiaceae,Cruciata,laevipes,Cruciata_laevipes,11
Rubiaceae,Cruciata,laevipes OPIZ,Cruciata_laevipes opiz,11
Rubiaceae,Cruciata,pedemontana,Cruciata_pedemontana,9
Rubiaceae,Cruciata,taurica,Cruciata_taurica,22
Rubiaceae,Crusea,parviflora,Crusea_parviflora,28
Rubiaceae,Cuviera,acutiflora,Cuviera_acutiflora,11
Rubiaceae,Cuviera,nigrescens,Cuviera_nigrescens,22
Rubiaceae,Cyanoneuron,cyaneum,Cyanoneuron_cyaneum,11
Rubiaceae,Damnacanthus,indicus,Damnacanthus_indicus,19
Rubiaceae,Dentella,repens,Dentella_repens,18
Rubiaceae,Dibrachionostylus,kaessneri,Dibrachionostylus_kaessneri,9
Rubiaceae,Dichilanthe,zeylanica,Dichilanthe_zeylanica,22
Rubiaceae,Diodella,maritima,Diodella_maritima,14
Rubiaceae,Diodella,serrulata,Diodella_serrulata,14
Rubiaceae,Diodella,teres,Diodella_teres,14
Rubiaceae,Diodia,virginiana,Diodia_virginiana,14
Rubiaceae,Dolichopentas,longiflora,Dolichopentas_longiflora,10
Rubiaceae,Emmenopterys,henryi,Emmenopterys_henryi,38
Rubiaceae,Empogona,junodii,Empogona_junodii,11
Rubiaceae,Empogona,reflexa,Empogona_reflexa,11
Rubiaceae,Ernodea,cokeri,Ernodea_cokeri,7
Rubiaceae,Ernodea,littoralis,Ernodea_littoralis,7
Rubiaceae,Ernodea,millspaughii,Ernodea_millspaughii,7
Rubiaceae,Ernodea,taylori,Ernodea_taylori,7
Rubiaceae,Euclinia,longiflora,Euclinia_longiflora,11
Rubiaceae,Euclinia,macrantha,Euclinia_macrantha,11
Rubiaceae,Exostema,myrtifolium,Exostema_myrtifolium,13
Rubiaceae,Exostema,nitens,Exostema_nitens,13
Rubiaceae,Exostema,subcordata,Exostema_subcordata,11
Rubiaceae,Feretia,aeruginescens,Feretia_aeruginescens,11
Rubiaceae,Feretia,apodanthera,Feretia_apodanthera,11
Rubiaceae,Feretia,canthioides,Feretia_canthioides,11
Rubiaceae,Fleroya,rubrostipulata,Fleroya_rubrostipulata,22
Rubiaceae,Gaertnera,occidentalis,Gaertnera_occidentalis,11
Rubiaceae,Gaertnera,paniculata,Gaertnera_paniculata,11
Rubiaceae,Galianthe,angulatum,Galianthe_angulatum,15
Rubiaceae,Galianthe,anthospermoides,Galianthe_anthospermoides,11
Rubiaceae,Galianthe,bogotensis,Galianthe_bogotensis,11
Rubiaceae,Galianthe,brasiliensis,Galianthe_brasiliensis,15
Rubiaceae,Galianthe,krausei,Galianthe_krausei,8
Rubiaceae,Galiniera,coffeoides,Galiniera_coffeoides,11
Rubiaceae,Galium,Galium album,Galium_galium album,22
Rubiaceae,Galium,Galium aparine,Galium_galium aparine,33
Rubiaceae,Galium,Galium boreale,Galium_galium boreale,22
Rubiaceae,Galium,Galium constrictum,Galium_galium constrictum,12
Rubiaceae,Galium,Galium odoratum,Galium_galium odoratum,22
Rubiaceae,Galium,Galium pumilum,Galium_galium pumilum,44
Rubiaceae,Galium,Galium saxatile,Galium_galium saxatile,22
