Clade,family,full_species,Genus,species,haploid
Angiosperm,Asteraceae,Helianthus_grosseserratus,Helianthus,grosseserratus,17
Angiosperm,Asteraceae,Helianthus_heterophyllus,Helianthus,heterophyllus,17
Angiosperm,Asteraceae,Helianthus_hirsutus,Helianthus,hirsutus,51
Angiosperm,Asteraceae,Helianthus_impapurensis,Helianthus,impapurensis,17
Angiosperm,Asteraceae,Helianthus_inexpectatus,Helianthus,inexpectatus,34
Angiosperm,Asteraceae,Helianthus_laciniatus,Helianthus,laciniatus,17
Angiosperm,Asteraceae,Helianthus_laevigatus,Helianthus,laevigatus,34
Angiosperm,Asteraceae,Helianthus_lenticularis,Helianthus,lenticularis,17
Angiosperm,Asteraceae,Helianthus_leoninus,Helianthus,leoninus,34
Angiosperm,Asteraceae,Helianthus_macrophyllus,Helianthus,macrophyllus,51
Angiosperm,Asteraceae,Helianthus_maximiliani,Helianthus,maximiliani,17
Angiosperm,Asteraceae,Helianthus_micranthus,Helianthus,micranthus,17
Angiosperm,Asteraceae,Helianthus_multiflorus,Helianthus,multiflorus,17
Angiosperm,Asteraceae,Helianthus_neglectus,Helianthus,neglectus,17
Angiosperm,Asteraceae,Helianthus_oleifer,Helianthus,oleifer,17
Angiosperm,Asteraceae,Helianthus_paradoxus,Helianthus,paradoxus,17
Angiosperm,Asteraceae,Helianthus_porteri,Helianthus,porteri,17
Angiosperm,Asteraceae,Helianthus_praecox,Helianthus,praecox,3
Angiosperm,Asteraceae,Helianthus_radula,Helianthus,radula,17
Angiosperm,Asteraceae,Helianthus_resinosus,Helianthus,resinosus,51
Angiosperm,Asteraceae,Helianthus_scaberrimus,Helianthus,scaberrimus,17
Angiosperm,Asteraceae,Helianthus_schweinitzii,Helianthus,schweinitzii,51
Angiosperm,Asteraceae,Helianthus_simulans,Helianthus,simulans,17
Angiosperm,Asteraceae,Helianthus_strumosus,Helianthus,strumosus,51
Angiosperm,Asteraceae,Helianthus_tuberosus,Helianthus,tuberosus,51
Angiosperm,Asteraceae,Helianthus_verticillatus,Helianthus,verticillatus,34
Angiosperm,Asteraceae,Helianthus_virilis,Helianthus,virilis,34
Angiosperm,Asteraceae,Helichrysum_graveolens,Helichrysum,graveolens,14
Angiosperm,Asteraceae,Helichrysum_indicum,Helichrysum,indicum,7
Angiosperm,Asteraceae,Helichrysum_glomeratum,Helichrysum,glomeratum,14
Angiosperm,Asteraceae,Helichrysum_scorpioides,Helichrysum,scorpioides,24
Angiosperm,Asteraceae,Helichrysum_lanceolatum,Helichrysum,lanceolatum,14
Angiosperm,Asteraceae,Helichrysum_ambiguum,Helichrysum,ambiguum,14
Angiosperm,Asteraceae,Helichrysum_glutinosum,Helichrysum,glutinosum,11
Angiosperm,Asteraceae,Helichrysum_arenarium,Helichrysum,arenarium,14
Angiosperm,Asteraceae,Helichrysum_bracteatum,Helichrysum,bracteatum,12
Angiosperm,Asteraceae,Helichrysum_buddleioides,Helichrysum,buddleioides,14
Angiosperm,Asteraceae,Helichrysum_decorum,Helichrysum,decorum,7
Angiosperm,Asteraceae,Helichrysum_foetidum,Helichrysum,foetidum,7
Angiosperm,Asteraceae,Helichrysum_herniarioides,Helichrysum,herniarioides,7
Angiosperm,Asteraceae,Helichrysum_intermedium,Helichrysum,intermedium,14
Angiosperm,Asteraceae,Helichrysum_italicum,Helichrysum,italicum,14
Angiosperm,Asteraceae,Helichrysum_leucopsideum,Helichrysum,leucopsideum,14
Angiosperm,Asteraceae,Helichrysum_mechowianum,Helichrysum,mechowianum,7
Angiosperm,Asteraceae,Helichrysum_melaleucum,Helichrysum,melaleucum,14
Angiosperm,Asteraceae,Helichrysum_mixtum,Helichrysum,mixtum,7
Angiosperm,Asteraceae,Helichrysum_monogynum,Helichrysum,monogynum,21
Angiosperm,Asteraceae,Helichrysum_nudifolium,Helichrysum,nudifolium,7
Angiosperm,Asteraceae,Helichrysum_obconicum,Helichrysum,obconicum,14
Angiosperm,Asteraceae,Helichrysum_oocephalum,Helichrysum,oocephalum,14
Angiosperm,Asteraceae,Helichrysum_panduratum,Helichrysum,panduratum,7
Angiosperm,Asteraceae,Helichrysum_parvifolium,Helichrysum,parvifolium,14
Angiosperm,Asteraceae,Helichrysum_plumeum,Helichrysum,plumeum,14
Angiosperm,Asteraceae,Helichrysum_rubicundum,Helichrysum,rubicundum,14
Angiosperm,Asteraceae,Helichrysum_stoechas,Helichrysum,stoechas,14
Angiosperm,Asteraceae,Helichrysum_thianschanicum,Helichrysum,thianschanicum,14
Angiosperm,Asteraceae,Heliocauta_atlantica,Heliocauta,atlantica,9
Angiosperm,Asteraceae,Heliomeris_annua,Heliomeris,annua,8
Angiosperm,Asteraceae,Heliomeris_hispida,Heliomeris,hispida,8
Angiosperm,Asteraceae,Heliomeris_longifolia,Heliomeris,longifolia,8
Angiosperm,Asteraceae,Heliomeris_hispidus,Heliomeris,hispidus,8
Angiosperm,Asteraceae,Heliomeris_multiflora,Heliomeris,multiflora,8
Angiosperm,Asteraceae,Heliomeris_obscura,Heliomeris,obscura,13
Angiosperm,Asteraceae,Heliopsis_annua,Heliopsis,annua,14
Angiosperm,Asteraceae,Heliopsis_lanceolata,Heliopsis,lanceolata,14
Angiosperm,Asteraceae,Heliopsis_helianthoides,Heliopsis,helianthoides,14
Angiosperm,Asteraceae,Heliopsis_procumbens,Heliopsis,procumbens,14
Angiosperm,Asteraceae,Heliopsis_rubra,Heliopsis,rubra,14
Angiosperm,Asteraceae,Heliopsis_buphthalmoides,Heliopsis,buphthalmoides,28
Angiosperm,Asteraceae,Heliopsis_parvifolia,Heliopsis,parvifolia,14
Angiosperm,Asteraceae,Helipterum_craspedioides,Helipterum,craspedioides,8
Angiosperm,Asteraceae,Helipterum_manglesii,Helipterum,manglesii,11
Angiosperm,Asteraceae,Helipterum_spicatum,Helipterum,spicatum,10
Angiosperm,Asteraceae,Helminthotheca_echioides,Helminthotheca,echioides,5
Angiosperm,Asteraceae,Hemistepta_lyrata,Hemistepta,lyrata,18
Angiosperm,Asteraceae,Hemizonella_minima,Hemizonella,minima,16
Angiosperm,Asteraceae,Hemizonia_ciliata,Hemizonia,ciliata,6
Angiosperm,Asteraceae,Hemizonia_paniculata,Hemizonia,paniculata,12
Angiosperm,Asteraceae,Hemizonia_angustifolia,Hemizonia,angustifolia,10
Angiosperm,Asteraceae,Hemizonia_floribunda,Hemizonia,floribunda,13
Angiosperm,Asteraceae,Hemizonia_laevis,Hemizonia,laevis,9
Angiosperm,Asteraceae,Hemizonia_perennis,Hemizonia,perennis,13
Angiosperm,Asteraceae,Hemizonia_pungens,Hemizonia,pungens,9
Angiosperm,Asteraceae,Hemizonia_congesta,Hemizonia,congesta,14
Angiosperm,Asteraceae,Hemizonia_fasciculata,Hemizonia,fasciculata,12
Angiosperm,Asteraceae,Hemizonia_kelloggii,Hemizonia,kelloggii,9
Angiosperm,Asteraceae,Henricksonia_mexicana,Henricksonia,mexicana,18
Angiosperm,Asteraceae,Herrickia_glauca,Herrickia,glauca,9
Angiosperm,Asteraceae,Herrickia_horrida,Herrickia,horrida,9
Angiosperm,Asteraceae,Herrickia_kingii,Herrickia,kingii,9
Angiosperm,Asteraceae,Hertia_maroccana,Hertia,maroccana,10
Angiosperm,Asteraceae,Hertia_intermedia,Hertia,intermedia,10
Angiosperm,Asteraceae,Heteranthemis_viscidehirta,Heteranthemis,viscidehirta,9
Angiosperm,Asteraceae,Heterocondylus_vitalbae,Heterocondylus,vitalbae,20
Angiosperm,Asteraceae,Heterolepis_aliena,Heterolepis,aliena,6
Angiosperm,Asteraceae,Heteropappus_altaicus,Heteropappus,altaicus,9
Angiosperm,Asteraceae,Heteropappus_holohermaphroditus,Heteropappus,holohermaphroditus,9
Angiosperm,Asteraceae,Heteropappus_oldhamii,Heteropappus,oldhamii,27
Angiosperm,Asteraceae,Heterosperma_nanum,Heterosperma,nanum,13
Angiosperm,Asteraceae,Heterosperma_diversifolium,Heterosperma,diversifolium,9
Angiosperm,Asteraceae,Heterosperma_pinnatum,Heterosperma,pinnatum,25
Angiosperm,Asteraceae,Heterosperma_xanti,Heterosperma,xanti,11
Angiosperm,Asteraceae,Heterothalamus_alienus,Heterothalamus,alienus,9
Angiosperm,Asteraceae,Heterotheca_grandiflora,Heterotheca,grandiflora,9
Angiosperm,Asteraceae,Heterotheca_fastigiata,Heterotheca,fastigiata,9
Angiosperm,Asteraceae,Heterotheca_canescens,Heterotheca,canescens,9
Angiosperm,Asteraceae,Heterotheca_pumila,Heterotheca,pumila,9
Angiosperm,Asteraceae,Heterotheca_camporum,Heterotheca,camporum,18
Angiosperm,Asteraceae,Heterotheca_sessiliflora,Heterotheca,sessiliflora,9
Angiosperm,Asteraceae,Heterotheca_villosa,Heterotheca,villosa,18
Angiosperm,Asteraceae,Heterotheca_mexicana,Heterotheca,mexicana,9
Angiosperm,Asteraceae,Heterotheca_oregona,Heterotheca,oregona,9
Angiosperm,Asteraceae,Heterotheca_stenophylla,Heterotheca,stenophylla,18
Angiosperm,Asteraceae,Heterotheca_viscida,Heterotheca,viscida,9
Angiosperm,Asteraceae,Heterotheca_marginata,Heterotheca,marginata,9
Angiosperm,Asteraceae,Heterotheca_inuloides,Heterotheca,inuloides,9
Angiosperm,Asteraceae,Heterotheca_brandegei,Heterotheca,brandegei,9
Angiosperm,Asteraceae,Heterotheca_fulcrata,Heterotheca,fulcrata,9
Angiosperm,Asteraceae,Heterotheca_jonesii,Heterotheca,jonesii,9
Angiosperm,Asteraceae,Heterotheca_leptoglossa,Heterotheca,leptoglossa,9
Angiosperm,Asteraceae,Heterotheca_mucronata,Heterotheca,mucronata,9
Angiosperm,Asteraceae,Heterotheca_shevockii,Heterotheca,shevockii,18
Angiosperm,Asteraceae,Heterotheca_subaxillaris,Heterotheca,subaxillaris,9
Angiosperm,Asteraceae,Heterotheca_zionensis,Heterotheca,zionensis,9
Angiosperm,Asteraceae,Hidalgoa_ternata,Hidalgoa,ternata,16
Angiosperm,Asteraceae,Hieracium_pringlei,Hieracium,pringlei,9
Angiosperm,Asteraceae,Hieracium_prenanthoides,Hieracium,prenanthoides,9
Angiosperm,Asteraceae,Hieracium_mexicanum,Hieracium,mexicanum,9
Angiosperm,Asteraceae,Hieracium_fendleri,Hieracium,fendleri,9
Angiosperm,Asteraceae,Hieracium_triste,Hieracium,triste,9
Angiosperm,Asteraceae,Hieracium_greenei,Hieracium,greenei,9
Angiosperm,Asteraceae,Hieracium_glaciale,Hieracium,glaciale,9
Angiosperm,Asteraceae,Hieracium_commersonii,Hieracium,commersonii,9
Angiosperm,Asteraceae,Hieracium_glaucum,Hieracium,glaucum,5
Angiosperm,Asteraceae,Hieracium_abscissum,Hieracium,abscissum,9
Angiosperm,Asteraceae,Hieracium_albiflorum,Hieracium,albiflorum,9
Angiosperm,Asteraceae,Hieracium_alpinum,Hieracium,alpinum,18
Angiosperm,Asteraceae,Hieracium_amplexicaule,Hieracium,amplexicaule,18
Angiosperm,Asteraceae,Hieracium_antarcticum,Hieracium,antarcticum,9
Angiosperm,Asteraceae,Hieracium_argutum,Hieracium,argutum,9
Angiosperm,Asteraceae,Hieracium_auricula,Hieracium,auricula,9
Angiosperm,Asteraceae,Hieracium_avilae,Hieracium,avilae,9
Angiosperm,Asteraceae,Hieracium_bifidum,Hieracium,bifidum,5
Angiosperm,Asteraceae,Hieracium_bupleuroides,Hieracium,bupleuroides,27
Angiosperm,Asteraceae,Hieracium_cantianum,Hieracium,cantianum,2
Angiosperm,Asteraceae,Hieracium_cerinthoides,Hieracium,cerinthoides,9
Angiosperm,Asteraceae,Hieracium_crepidispermum,Hieracium,crepidispermum,9
Angiosperm,Asteraceae,Hieracium_dublighii,Hieracium,dublighii,9
Angiosperm,Asteraceae,Hieracium_dublizkii,Hieracium,dublizkii,9
Angiosperm,Asteraceae,Hieracium_excellens,Hieracium,excellens,17
Angiosperm,Asteraceae,Hieracium_froelichianum,Hieracium,froelichianum,9
Angiosperm,Asteraceae,Hieracium_glaucinum,Hieracium,glaucinum,9
Angiosperm,Asteraceae,Hieracium_gronovii,Hieracium,gronovii,9
Angiosperm,Asteraceae,Hieracium_irasuense,Hieracium,irasuense,9
Angiosperm,Asteraceae,Hieracium_korshinskyi,Hieracium,korshinskyi,9
Angiosperm,Asteraceae,Hieracium_lagopus,Hieracium,lagopus,9
Angiosperm,Asteraceae,Hieracium_leptocephalum,Hieracium,leptocephalum,9
Angiosperm,Asteraceae,Hieracium_longipilum,Hieracium,longipilum,9
Angiosperm,Asteraceae,Hieracium_paniculatum,Hieracium,paniculatum,9
Angiosperm,Asteraceae,Hieracium_patagonicum,Hieracium,patagonicum,9
Angiosperm,Asteraceae,Hieracium_sabaudum,Hieracium,sabaudum,18
Angiosperm,Asteraceae,Hieracium_scapigerum,Hieracium,scapigerum,26
Angiosperm,Asteraceae,Hieracium_scouleri,Hieracium,scouleri,9
Angiosperm,Asteraceae,Hieracium_sparsum,Hieracium,sparsum,18
Angiosperm,Asteraceae,Hieracium_stuposum,Hieracium,stuposum,9
Angiosperm,Asteraceae,Hieracium_subcaesium,Hieracium,subcaesium,27
Angiosperm,Asteraceae,Hieracium_tandilense,Hieracium,tandilense,9
Angiosperm,Asteraceae,Hieracium_traillii,Hieracium,traillii,18
Angiosperm,Asteraceae,Hieracium_umbellatum,Hieracium,umbellatum,9
Angiosperm,Asteraceae,Hieracium_venosum,Hieracium,venosum,9
Angiosperm,Asteraceae,Hieracium_verrucatum,Hieracium,verrucatum,18
Angiosperm,Asteraceae,Hieracium_villosum,Hieracium,villosum,14
Angiosperm,Asteraceae,Hilliardiella_oligocephala,Hilliardiella,oligocephala,9
Angiosperm,Asteraceae,Hilliardiella_pinifolia,Hilliardiella,pinifolia,9
Angiosperm,Asteraceae,Hilliardiella_smithiana,Hilliardiella,smithiana,10
Angiosperm,Asteraceae,Himalaiella_albescens,Himalaiella,albescens,17
Angiosperm,Asteraceae,Himalaiella_heteromalla,Himalaiella,heteromalla,17
Angiosperm,Asteraceae,Hinterhubera_imbricata,Hinterhubera,imbricata,9
Angiosperm,Asteraceae,Hirpicium_diffusum,Hirpicium,diffusum,5
Angiosperm,Asteraceae,Hirpicium_gorterioides,Hirpicium,gorterioides,5
Angiosperm,Asteraceae,Hirtellina_fruticosa,Hirtellina,fruticosa,17
Angiosperm,Asteraceae,Hispidella_hispanica,Hispidella,hispanica,9
Angiosperm,Asteraceae,Hofmeisteria_dissecta,Hofmeisteria,dissecta,17
Angiosperm,Asteraceae,Hofmeisteria_schaffneri,Hofmeisteria,schaffneri,18
Angiosperm,Asteraceae,Hofmeisteria_fasciculata,Hofmeisteria,fasciculata,18
Angiosperm,Asteraceae,Hofmeisteria_urenifolia,Hofmeisteria,urenifolia,18
Angiosperm,Asteraceae,Holocarpha_virgata,Holocarpha,virgata,4
Angiosperm,Asteraceae,Holocarpha_heermannii,Holocarpha,heermannii,6
Angiosperm,Asteraceae,Holocarpha_macradenia,Holocarpha,macradenia,4
Angiosperm,Asteraceae,Holocarpha_obconica,Holocarpha,obconica,6
Angiosperm,Asteraceae,Holocheilus_hieracioides,Holocheilus,hieracioides,9
Angiosperm,Asteraceae,Holocheilus_pinnatifidus,Holocheilus,pinnatifidus,11
Angiosperm,Asteraceae,Holocheilus_brasiliensis,Holocheilus,brasiliensis,11
Angiosperm,Asteraceae,Holozonia_filipes,Holozonia,filipes,14
Angiosperm,Asteraceae,Homogyne_alpina,Homogyne,alpina,60
Angiosperm,Asteraceae,Homogyne_sylvestris,Homogyne,sylvestris,29
Angiosperm,Asteraceae,Hulsea_nana,Hulsea,nana,19
Angiosperm,Asteraceae,Hulsea_brevifolia,Hulsea,brevifolia,19
Angiosperm,Asteraceae,Hulsea_californica,Hulsea,californica,19
Angiosperm,Asteraceae,Hulsea_vestita,Hulsea,vestita,19
Angiosperm,Asteraceae,Hulsea_mexicana,Hulsea,mexicana,19
Angiosperm,Asteraceae,Hulsea_algida,Hulsea,algida,19
Angiosperm,Asteraceae,Hulsea_heterochroma,Hulsea,heterochroma,19
Angiosperm,Asteraceae,Hulteniella_integrifolia,Hulteniella,integrifolia,9
Angiosperm,Asteraceae,Humbertacalia_tomentosa,Humbertacalia,tomentosa,21
Angiosperm,Asteraceae,Hyalis_argentea,Hyalis,argentea,27
Angiosperm,Asteraceae,Hyalosperma_cotula,Hyalosperma,cotula,12
Angiosperm,Asteraceae,Hyalosperma_glutinosum,Hyalosperma,glutinosum,11
Angiosperm,Asteraceae,Hyalosperma_semisterile,Hyalosperma,semisterile,7
Angiosperm,Asteraceae,Hyalosperma_zacchaeus,Hyalosperma,zacchaeus,8
Angiosperm,Asteraceae,Hybridella_globosa,Hybridella,globosa,16
Angiosperm,Asteraceae,Hydropectis_aquatica,Hydropectis,aquatica,9
Angiosperm,Asteraceae,Hymenopappus_tenuifolius,Hymenopappus,tenuifolius,17
Angiosperm,Asteraceae,Hymenopappus_radiatus,Hymenopappus,radiatus,17
Angiosperm,Asteraceae,Hymenopappus_flavescens,Hymenopappus,flavescens,17
Angiosperm,Asteraceae,Hymenopappus_filifolius,Hymenopappus,filifolius,17
Angiosperm,Asteraceae,Hymenopappus_artemisiifolius,Hymenopappus,artemisiifolius,17
Angiosperm,Asteraceae,Hymenopappus_mexicanus,Hymenopappus,mexicanus,17
Angiosperm,Asteraceae,Hymenopappus_newberryi,Hymenopappus,newberryi,17
Angiosperm,Asteraceae,Hymenopappus_scabiosaeus,Hymenopappus,scabiosaeus,17
Angiosperm,Asteraceae,Hymenostemma_pseudanthemis,Hymenostemma,pseudanthemis,9
Angiosperm,Asteraceae,Hymenostephium_rivularis,Hymenostephium,rivularis,17
Angiosperm,Asteraceae,Hymenostephium_uniseriatum,Hymenostephium,uniseriatum,12
Angiosperm,Asteraceae,Hymenothrix_wrightii,Hymenothrix,wrightii,12
Angiosperm,Asteraceae,Hymenothrix_palmeri,Hymenothrix,palmeri,12
Angiosperm,Asteraceae,Hymenothrix_wislizeni,Hymenothrix,wislizeni,12
Angiosperm,Asteraceae,Hymenothrix_loomisii,Hymenothrix,loomisii,24
Angiosperm,Asteraceae,Hymenoxys_odorata,Hymenoxys,odorata,15
Angiosperm,Asteraceae,Hymenoxys_anthemoides,Hymenoxys,anthemoides,15
Angiosperm,Asteraceae,Hymenoxys_grandiflora,Hymenoxys,grandiflora,15
Angiosperm,Asteraceae,Hymenoxys_cooperi,Hymenoxys,cooperi,15
Angiosperm,Asteraceae,Hymenoxys_integrifolia,Hymenoxys,integrifolia,15
Angiosperm,Asteraceae,Hymenoxys_arizonica,Hymenoxys,arizonica,15
Angiosperm,Asteraceae,Hymenoxys_bigelovii,Hymenoxys,bigelovii,15
Angiosperm,Asteraceae,Hymenoxys_californica,Hymenoxys,californica,10
Angiosperm,Asteraceae,Hymenoxys_texana,Hymenoxys,texana,3
Angiosperm,Asteraceae,Hymenoxys_rusbyi,Hymenoxys,rusbyi,15
Angiosperm,Asteraceae,Hymenoxys_insignis,Hymenoxys,insignis,15
Angiosperm,Asteraceae,Hymenoxys_vaseyi,Hymenoxys,vaseyi,15
Angiosperm,Asteraceae,Hymenoxys_helenioides,Hymenoxys,helenioides,15
Angiosperm,Asteraceae,Hymenoxys_chrysanthemoides,Hymenoxys,chrysanthemoides,15
Angiosperm,Asteraceae,Hymenoxys_robusta,Hymenoxys,robusta,15
Angiosperm,Asteraceae,Hymenoxys_cabrerae,Hymenoxys,cabrerae,15
Angiosperm,Asteraceae,Hymenoxys_ambigens,Hymenoxys,ambigens,15
Angiosperm,Asteraceae,Hymenoxys_hoopesii,Hymenoxys,hoopesii,15
Angiosperm,Asteraceae,Hymenoxys_jamesii,Hymenoxys,jamesii,15
Angiosperm,Asteraceae,Hymenoxys_quinquesquamata,Hymenoxys,quinquesquamata,15
Angiosperm,Asteraceae,Hymenoxys_richardsonii,Hymenoxys,richardsonii,15
Angiosperm,Asteraceae,Hymenoxys_subintegra,Hymenoxys,subintegra,15
Angiosperm,Asteraceae,Hymenoxys_tweediei,Hymenoxys,tweediei,15
Angiosperm,Asteraceae,Hyoseris_radiata,Hyoseris,radiata,8
Angiosperm,Asteraceae,Hyoseris_scabra,Hyoseris,scabra,6
Angiosperm,Asteraceae,Hypericophyllum_compositarum,Hypericophyllum,compositarum,9
Angiosperm,Asteraceae,Hypochaeris_alba,Hypochaeris,alba,4
Angiosperm,Asteraceae,Hypochaeris_microcephala,Hypochaeris,microcephala,4
Angiosperm,Asteraceae,Hypochaeris_petiolaris,Hypochaeris,petiolaris,4
Angiosperm,Asteraceae,Hypochaeris_elata,Hypochaeris,elata,4
Angiosperm,Asteraceae,Hypochaeris_apargioides,Hypochaeris,apargioides,4
Angiosperm,Asteraceae,Hypochaeris_patagonica,Hypochaeris,patagonica,4
Angiosperm,Asteraceae,Hypochaeris_acaulis,Hypochaeris,acaulis,4
Angiosperm,Asteraceae,Hypochaeris_montana,Hypochaeris,montana,4
Angiosperm,Asteraceae,Hypochaeris_spathulata,Hypochaeris,spathulata,4
Angiosperm,Asteraceae,Hypochaeris_incana,Hypochaeris,incana,4
Angiosperm,Asteraceae,Hypochaeris_radiata,Hypochaeris,radiata,4
Angiosperm,Asteraceae,Hypochaeris_sessiliflora,Hypochaeris,sessiliflora,4
Angiosperm,Asteraceae,Hypochaeris_caespitosa,Hypochaeris,caespitosa,8
Angiosperm,Asteraceae,Hypochaeris_lutea,Hypochaeris,lutea,5
Angiosperm,Asteraceae,Hypochaeris_megapotamica,Hypochaeris,megapotamica,4
Angiosperm,Asteraceae,Hypochaeris_achyrophorus,Hypochaeris,achyrophorus,6
Angiosperm,Asteraceae,Hypochaeris_albiflora,Hypochaeris,albiflora,4
Angiosperm,Asteraceae,Hypochaeris_chillensis,Hypochaeris,chillensis,4
Angiosperm,Asteraceae,Hypochaeris_chondrilloides,Hypochaeris,chondrilloides,8
Angiosperm,Asteraceae,Hypochaeris_cretensis,Hypochaeris,cretensis,4
Angiosperm,Asteraceae,Hypochaeris_glabra,Hypochaeris,glabra,5
Angiosperm,Asteraceae,Hypochaeris_leontodontoides,Hypochaeris,leontodontoides,6
Angiosperm,Asteraceae,Hypochaeris_maculata,Hypochaeris,maculata,5
Angiosperm,Asteraceae,Hypochaeris_meyeniana,Hypochaeris,meyeniana,4
Angiosperm,Asteraceae,Hypochaeris_palustris,Hypochaeris,palustris,4
Angiosperm,Asteraceae,Hypochaeris_pampasica,Hypochaeris,pampasica,4
Angiosperm,Asteraceae,Hypochaeris_radicata,Hypochaeris,radicata,4
Angiosperm,Asteraceae,Hypochaeris_robertia,Hypochaeris,robertia,8
Angiosperm,Asteraceae,Hypochaeris_taraxacoides,Hypochaeris,taraxacoides,4
Angiosperm,Asteraceae,Hypochaeris_thrincioides,Hypochaeris,thrincioides,4
Angiosperm,Asteraceae,Hypochaeris_variegata,Hypochaeris,variegata,4
Angiosperm,Asteraceae,Hysterionica_montevidensis,Hysterionica,montevidensis,9
Angiosperm,Asteraceae,Hysterionica_bakeri,Hysterionica,bakeri,18
Angiosperm,Asteraceae,Hysterionica_jasionoides,Hysterionica,jasionoides,15
Angiosperm,Asteraceae,Ichthyothere_rufa,Ichthyothere,rufa,33
Angiosperm,Asteraceae,Ichthyothere_terminalis,Ichthyothere,terminalis,16
Angiosperm,Asteraceae,Ifloga_spicata,Ifloga,spicata,7
Angiosperm,Asteraceae,Inezia_integrifolia,Inezia,integrifolia,10
Angiosperm,Asteraceae,Inula_japonica,Inula,japonica,8
Angiosperm,Asteraceae,Inula_paniculata,Inula,paniculata,10
Angiosperm,Asteraceae,Inula_royleana,Inula,royleana,10
Angiosperm,Asteraceae,Inula_orientalis,Inula,orientalis,8
Angiosperm,Asteraceae,Inula_montana,Inula,montana,8
Angiosperm,Asteraceae,Inula_racemosa,Inula,racemosa,10
Angiosperm,Asteraceae,Inula_salicina,Inula,salicina,8
Angiosperm,Asteraceae,Inula_eupatorioides,Inula,eupatorioides,10
Angiosperm,Asteraceae,Inula_candida,Inula,candida,8
Angiosperm,Asteraceae,Inula_cappa,Inula,cappa,10
Angiosperm,Asteraceae,Inula_cuspidata,Inula,cuspidata,10
Angiosperm,Asteraceae,Inula_germanica,Inula,germanica,8
Angiosperm,Asteraceae,Inula_hirta,Inula,hirta,8
Angiosperm,Asteraceae,Inula_aucheriana,Inula,aucheriana,9
Angiosperm,Asteraceae,Inula_britannica,Inula,britannica,16
Angiosperm,Asteraceae,Inula_conyza,Inula,conyza,16
Angiosperm,Asteraceae,Inula_ensifolia,Inula,ensifolia,8
Angiosperm,Asteraceae,Inula_grantioides,Inula,grantioides,9
Angiosperm,Asteraceae,Inula_helenium,Inula,helenium,10
Angiosperm,Asteraceae,Inula_klingii,Inula,klingii,10
Angiosperm,Asteraceae,Inula_mannii,Inula,mannii,20
Angiosperm,Asteraceae,Inula_oculus-christi,Inula,oculus-christi,16
Angiosperm,Asteraceae,Inula_peacockiana,Inula,peacockiana,10
Angiosperm,Asteraceae,Inula_pseudolimonella,Inula,pseudolimonella,8
Angiosperm,Asteraceae,Inulopsis_scaposa,Inulopsis,scaposa,9
Angiosperm,Asteraceae,Iocenes_acanthifolius,Iocenes,acanthifolius,20
Angiosperm,Asteraceae,Ionactis_alpina,Ionactis,alpina,9
Angiosperm,Asteraceae,Ionactis_elegans,Ionactis,elegans,9
Angiosperm,Asteraceae,Ionactis_caelestis,Ionactis,caelestis,9
Angiosperm,Asteraceae,Ionactis_linariifolia,Ionactis,linariifolia,9
Angiosperm,Asteraceae,Iostephane_heterophylla,Iostephane,heterophylla,17
Angiosperm,Asteraceae,Iostephane_trilobata,Iostephane,trilobata,17
Angiosperm,Asteraceae,Iphiona_aucheri,Iphiona,aucheri,9
Angiosperm,Asteraceae,Iphiona_grantioides,Iphiona,grantioides,9
Angiosperm,Asteraceae,Ismelia_carinata,Ismelia,carinata,9
Angiosperm,Asteraceae,Isocarpha_oppositifolia,Isocarpha,oppositifolia,10
Angiosperm,Asteraceae,Isocarpha_microcephala,Isocarpha,microcephala,10
Angiosperm,Asteraceae,Isocarpha_atriplicifolia,Isocarpha,atriplicifolia,10
Angiosperm,Asteraceae,Isocoma_coronopifolia,Isocoma,coronopifolia,6
Angiosperm,Asteraceae,Isocoma_tenuisecta,Isocoma,tenuisecta,6
Angiosperm,Asteraceae,Isocoma_menziesii,Isocoma,menziesii,12
Angiosperm,Asteraceae,Isocoma_rusbyi,Isocoma,rusbyi,6
Angiosperm,Asteraceae,Isocoma_drummondii,Isocoma,drummondii,6
Angiosperm,Asteraceae,Isocoma_hartwegii,Isocoma,hartwegii,6
Angiosperm,Asteraceae,Isocoma_gypsophila,Isocoma,gypsophila,6
Angiosperm,Asteraceae,Isocoma_acradenia,Isocoma,acradenia,12
Angiosperm,Asteraceae,Isocoma_azteca,Isocoma,azteca,6
Angiosperm,Asteraceae,Isocoma_pluriflora,Isocoma,pluriflora,6
Angiosperm,Asteraceae,Isocoma_veneta,Isocoma,veneta,6
Angiosperm,Asteraceae,Isoetopsis_graminifolia,Isoetopsis,graminifolia,17
Angiosperm,Asteraceae,Iva_ciliata,Iva,ciliata,17
Angiosperm,Asteraceae,Iva_microcephala,Iva,microcephala,16
Angiosperm,Asteraceae,Iva_annua,Iva,annua,17
Angiosperm,Asteraceae,Iva_asperifolia,Iva,asperifolia,16
Angiosperm,Asteraceae,Iva_frutescens,Iva,frutescens,17
Angiosperm,Asteraceae,Iva_angustifolia,Iva,angustifolia,16
Angiosperm,Asteraceae,Iva_axillaris,Iva,axillaris,18
Angiosperm,Asteraceae,Iva_xanthiifolia,Iva,xanthiifolia,18
Angiosperm,Asteraceae,Ixeridium_gracile,Ixeridium,gracile,16
Angiosperm,Asteraceae,Ixeridium_alpicola,Ixeridium,alpicola,7
