"class","order","family","species","haploid"
"Actinopteri","Siluriformes","Callichthyidae","corydoras melanistius","23"
"Actinopteri","Siluriformes","Callichthyidae","corydoras melanistius","23"
"Actinopteri","Siluriformes","Callichthyidae","corydoras melanistius","24"
"Actinopteri","Siluriformes","Callichthyidae","corydoras metae","46"
"Actinopteri","Siluriformes","Callichthyidae","corydoras metae","46"
"Actinopteri","Siluriformes","Callichthyidae","corydoras nattereri","22"
"Actinopteri","Siluriformes","Callichthyidae","corydoras nattereri","22"
"Actinopteri","Siluriformes","Callichthyidae","corydoras nattereri","22"
"Actinopteri","Siluriformes","Callichthyidae","corydoras nattereri","20"
"Actinopteri","Siluriformes","Callichthyidae","corydoras nattereri","21"
"Actinopteri","Siluriformes","Callichthyidae","corydoras paleatus","22"
"Actinopteri","Siluriformes","Callichthyidae","corydoras paleatus","22"
"Actinopteri","Siluriformes","Callichthyidae","corydoras paleatus","22"
"Actinopteri","Siluriformes","Callichthyidae","corydoras panda","23"
"Actinopteri","Siluriformes","Callichthyidae","corydoras pulcher","51"
"Actinopteri","Siluriformes","Callichthyidae","corydoras punctatus","22-23"
"Actinopteri","Siluriformes","Callichthyidae","corydoras rabauti","29"
"Actinopteri","Siluriformes","Callichthyidae","corydoras rabauti","28"
"Actinopteri","Siluriformes","Callichthyidae","corydoras reticulatus","37"
"Actinopteri","Siluriformes","Callichthyidae","corydoras reticulatus","37"
"Actinopteri","Siluriformes","Callichthyidae","corydoras robineae","42"
"Actinopteri","Siluriformes","Callichthyidae","corydoras schwartzi","23"
"Actinopteri","Siluriformes","Callichthyidae","corydoras simulatus","31"
"Actinopteri","Siluriformes","Callichthyidae","corydoras sodalis","37"
"Actinopteri","Siluriformes","Callichthyidae","corydoras trilineatus","23"
"Actinopteri","Siluriformes","Callichthyidae","corydoras undulatus","26"
"Actinopteri","Siluriformes","Callichthyidae","corydoras undulatus","25"
"Actinopteri","Siluriformes","Callichthyidae","corydoras zygatus","28"
"Actinopteri","Siluriformes","Diplomystidae","diplomystes camposensis","28"
"Actinopteri","Siluriformes","Diplomystidae","diplomystes nahuelbutaensis","28"
"Actinopteri","Siluriformes","Trichomycteridae","eremophilus mutisii","27"
"Actinopteri","Siluriformes","Sisoridae","euchiloglanis davidi","18"
"Actinopteri","Siluriformes","Sisoridae","euchiloglanis kishinouyei","25"
"Actinopteri","Siluriformes","Schilbeidae","eutropiichthys vacha","29"
"Actinopteri","Siluriformes","Sisoridae","gagata cenia","23"
"Actinopteri","Siluriformes","Ariidae","genidens barbus","28"
"Actinopteri","Siluriformes","Ariidae","genidens genidens","28"
"Actinopteri","Siluriformes","Auchenipteridae","glanidium ribeiroi","29"
"Actinopteri","Siluriformes","Sisoridae","glyptosternon reticulatum","21"
"Actinopteri","Siluriformes","Sisoridae","glyptothorax fokiensis","26"
"Actinopteri","Siluriformes","Sisoridae","glyptothorax telchitta","28"
"Actinopteri","Siluriformes","Sisoridae","glyptothorax trilineatus","26"
"Actinopteri","Siluriformes","Sisoridae","gogangra viridescens","21"
"Actinopteri","Siluriformes","Sisoridae","gogangra viridescens","24"
"Actinopteri","Siluriformes","Loricariidae","harttia kronei","29"
"Actinopteri","Siluriformes","Loricariidae","harttia loricariformis","26"
"Actinopteri","Siluriformes","Loricariidae","harttia loricariformis","28"
"Actinopteri","Siluriformes","Doradidae","hassar orestis","29"
"Actinopteri","Siluriformes","Doradidae","hassar orestis","29"
"Actinopteri","Siluriformes","Doradidae","hassar wilderi","29"
"Actinopteri","Siluriformes","Trichomycteridae","hatcheria macraei","26"
"Actinopteri","Siluriformes","Loricariidae","hemiancistrus spilomma","26"
"Actinopteri","Siluriformes","Loricariidae","hemiancistrus spilomma","26"
"Actinopteri","Siluriformes","Loricariidae","hemiancistrus spinosissimus","26"
"Actinopteri","Siluriformes","Bagridae","hemibagrus guttatus","30"
"Actinopteri","Siluriformes","Bagridae","hemibagrus guttatus","30"
"Actinopteri","Siluriformes","Bagridae","hemibagrus macropterus","30"
"Actinopteri","Siluriformes","Bagridae","hemibagrus macropterus","30"
"Actinopteri","Siluriformes","Bagridae","hemibagrus menoda","24"
"Actinopteri","Siluriformes","Bagridae","hemibagrus menoda","29"
"Actinopteri","Siluriformes","Bagridae","hemibagrus menoda","28"
"Actinopteri","Siluriformes","Bagridae","hemibagrus menoda","29"
"Actinopteri","Siluriformes","Bagridae","hemibagrus nemurus","28"
"Actinopteri","Siluriformes","Bagridae","hemibagrus nemurus","28"
"Actinopteri","Siluriformes","Bagridae","hemibagrus wyckii","27"
"Actinopteri","Siluriformes","Pimelodidae","hemisorubim platyrhynchos","28"
"Actinopteri","Siluriformes","Mochokidae","hemisynodontis membranaceus","27"
"Actinopteri","Siluriformes","Mochokidae","hemisynodontis membranaceus","27"
"Actinopteri","Siluriformes","Heptapteridae","lmparfinis borodini","26"
"Actinopteri","Siluriformes","Clariidae","heterobranchus longifilis","26"
"Actinopteri","Siluriformes","Clariidae","heterobranchus longifilis","26"
"Actinopteri","Siluriformes","Heteropneustidae","heteropneustes fossilis","28"
"Actinopteri","Siluriformes","Heteropneustidae","heteropneustes fossilis","28"
"Actinopteri","Siluriformes","Heteropneustidae","heteropneustes fossilis","28"
"Actinopteri","Siluriformes","Heteropneustidae","heteropneustes fossilis","28"
"Actinopteri","Siluriformes","Heteropneustidae","heteropneustes fossilis","28"
"Actinopteri","Siluriformes","Loricariidae","hisonotus depressicauda","27"
"Actinopteri","Siluriformes","Loricariidae","hisonotus leucofrenatus","27"
"Actinopteri","Siluriformes","Loricariidae","hisonotus leucofrenatus","27"
"Actinopteri","Siluriformes","Loricariidae","hisonotus leucofrenatus","27"
"Actinopteri","Siluriformes","Loricariidae","hisonotus nigricauda","27"
"Actinopteri","Siluriformes","Callichthyidae","hoplosternum littorale","30"
"Actinopteri","Siluriformes","Bagridae","horabagrus brachysoma","30"
"Actinopteri","Siluriformes","Bagridae","horabagrus nigricollaris","30"
"Actinopteri","Siluriformes","Loricariidae","hypostomus affinis","33"
"Actinopteri","Siluriformes","Loricariidae","hypostomus albopunctatus","37"
"Actinopteri","Siluriformes","Loricariidae","hypostomus ancistroides","34"
"Actinopteri","Siluriformes","Loricariidae","hypostomus ancistroides","34"
"Actinopteri","Siluriformes","Loricariidae","hypostomus ancistroides","34"
"Actinopteri","Siluriformes","Loricariidae","hypostomus ancistroides","34"
"Actinopteri","Siluriformes","Loricariidae","hypostomus commersoni","34"
"Actinopteri","Siluriformes","Loricariidae","hypostomus goyazensis","36"
"Actinopteri","Siluriformes","Loricariidae","hypostomus macrops","34"
"Actinopteri","Siluriformes","Loricariidae","hypostomus nigromaculatus","38"
"Actinopteri","Siluriformes","Loricariidae","hypostomus nigromaculatus","38"
"Actinopteri","Siluriformes","Loricariidae","hypostomus paulinus","37"
"Actinopteri","Siluriformes","Loricariidae","hypostomus plecostomus","34"
"Actinopteri","Siluriformes","Loricariidae","hypostomus plecostomus","27"
"Actinopteri","Siluriformes","Loricariidae","hypostomus regani","36"
"Actinopteri","Siluriformes","Loricariidae","hypostomus regani","36"
"Actinopteri","Siluriformes","Loricariidae","hypostomus strigaticeps","37"
"Actinopteri","Siluriformes","Loricariidae","hypostomus tietensis","34"
"Actinopteri","Siluriformes","Loricariidae","kronichthys lacerta","27"
"Actinopteri","Siluriformes","Loricariidae","kronichthys subteres","27"
"Actinopteri","Siluriformes","Siluridae","kryptopterus bicirrhis","30"
"Actinopteri","Siluriformes","Loricariidae","lampiella gibbosa","29"
"Actinopteri","Siluriformes","Doradidae","leptodoras acipenserinus","29"
"Actinopteri","Siluriformes","Amblycipitidae","liobagrus andersoni","14"
"Actinopteri","Siluriformes","Amblycipitidae","liobagrus andersoni","14"
"Actinopteri","Siluriformes","Amblycipitidae","liobagrus anguillicauda","17"
"Actinopteri","Siluriformes","Amblycipitidae","liobagrus marginatoides","15"
"Actinopteri","Siluriformes","Amblycipitidae","liobagrus marginatoides","15"
"Actinopteri","Siluriformes","Amblycipitidae","liobagrus marginatus","12"
"Actinopteri","Siluriformes","Amblycipitidae","liobagrus marginatus","12"
"Actinopteri","Siluriformes","Amblycipitidae","liobagrus marginatus","12"
"Actinopteri","Siluriformes","Amblycipitidae","liobagrus mediadiposalis","14"
"Actinopteri","Siluriformes","Amblycipitidae","liobagrus mediadiposalis","21"
"Actinopteri","Siluriformes","Amblycipitidae","liobagrus mediadiposalis","21"
"Actinopteri","Siluriformes","Amblycipitidae","liobagrus nigricauda","15"
"Actinopteri","Siluriformes","Amblycipitidae","liobagrus nigricauda","15"
"Actinopteri","Siluriformes","Amblycipitidae","liobagrus obesus","10"
"Actinopteri","Siluriformes","Amblycipitidae","liobagrus reinii","19"
"Actinopteri","Siluriformes","Amblycipitidae","liobagrus reinii","19"
"Actinopteri","Siluriformes","Pseudopimelodidae","lophiosilurus alexandri","27"
"Actinopteri","Siluriformes","Pseudopimelodidae","lophiosilurus alexandri","27"
"Actinopteri","Siluriformes","Loricariidae","loricaria cataphracta","32"
"Actinopteri","Siluriformes","Loricariidae","loricariichthys maculatus","28"
"Actinopteri","Siluriformes","Loricariidae","loricariichthys platymetopon","27"
"Actinopteri","Siluriformes","Loricariidae","loricariichthys platymetopon","27"
"Actinopteri","Siluriformes","Loricariidae","loricariichthys platymetopon","27"
"Actinopteri","Siluriformes","Pimelodidae","luciopimelodus pati","25"
"Actinopteri","Siluriformes","Loricariidae","macrotocinclus affinis","27"
"Actinopteri","Siluriformes","Loricariidae","macrotocinclus affinis","27"
"Actinopteri","Siluriformes","Loricariidae","megalancistrus parananus","26"
"Actinopteri","Siluriformes","Callichthyidae","megalechis thoracata","32"
"Actinopteri","Siluriformes","Pimelodidae","megalonema platanum","27"
"Actinopteri","Siluriformes","Pimelodidae","megalonema platanum","27"
"Actinopteri","Siluriformes","Pseudopimelodidae","microglanis cottoides","27"
"Actinopteri","Siluriformes","Bagridae","mystus cavasius","29"
"Actinopteri","Siluriformes","Bagridae","mystus cavasius","29"
"Actinopteri","Siluriformes","Bagridae","mystus cavasius","29"
"Actinopteri","Siluriformes","Bagridae","mystus gulio","29"
"Actinopteri","Siluriformes","Bagridae","mystus gulio","29"
"Actinopteri","Siluriformes","Bagridae","mystus gulio","29"
"Actinopteri","Siluriformes","Bagridae","mystus tengara","27"
"Actinopteri","Siluriformes","Bagridae","mystus tengara","27"
"Actinopteri","Siluriformes","Bagridae","mystus tengara","27"
"Actinopteri","Siluriformes","Bagridae","mystus tengara","27"
"Actinopteri","Siluriformes","Bagridae","mystus vittatus","27"
"Actinopteri","Siluriformes","Bagridae","mystus vittatus","27"
"Actinopteri","Siluriformes","Bagridae","mystus vittatus","29"
"Actinopteri","Siluriformes","Bagridae","mystus vittatus","27"
"Actinopteri","Siluriformes","Bagridae","mystus vittatus","29"
"Actinopteri","Siluriformes","Bagridae","mystus vittatus","27"
"Actinopteri","Siluriformes","Doradidae","nemadoras humeralis","29"
"Actinopteri","Siluriformes","Ariidae","nemapteryx caelata","27"
"Actinopteri","Siluriformes","Ariidae","nemapteryx nenga","27"
"Actinopteri","Siluriformes","Loricariidae","neoplecostomus microps","27"
"Actinopteri","Siluriformes","Loricariidae","neoplecostomus microps","27"
"Actinopteri","Siluriformes","Loricariidae","neoplecostomus paranensis","27"
"Actinopteri","Siluriformes","Loricariidae","neoplecostomus paranensis","27"
"Actinopteri","Siluriformes","Bagridae","neotropius atherinoides","29"
"Actinopteri","Siluriformes","Bagridae","neotropius atherinoides","29"
"Actinopteri","Siluriformes","Ariidae","netuma thalassina","28"
"Actinopteri","Siluriformes","Ariidae","notarius luniscutis","28"
"Actinopteri","Siluriformes","Ictaluridae","noturus albater","33-36"
"Actinopteri","Siluriformes","Ictaluridae","noturus elegans","23"
"Actinopteri","Siluriformes","Ictaluridae","noturus eleutherus","21"
"Actinopteri","Siluriformes","Ictaluridae","noturus exilis","27"
"Actinopteri","Siluriformes","Ictaluridae","noturus flavater","22"
"Actinopteri","Siluriformes","Ictaluridae","noturus flavipinnis","26"
"Actinopteri","Siluriformes","Ictaluridae","noturus flavus","24"
"Actinopteri","Siluriformes","Ictaluridae","noturus flavus","24"
"Actinopteri","Siluriformes","Ictaluridae","noturus flavus","25"
"Actinopteri","Siluriformes","Ictaluridae","noturus funebris","22"
"Actinopteri","Siluriformes","Ictaluridae","noturus gilberti","27"
"Actinopteri","Siluriformes","Ictaluridae","noturus gyrinus","21"
"Actinopteri","Siluriformes","Ictaluridae","noturus hildebrandi","23"
"Actinopteri","Siluriformes","Ictaluridae","noturus hildebrandi","23"
"Actinopteri","Siluriformes","Ictaluridae","noturus insignis","27"
"Actinopteri","Siluriformes","Ictaluridae","noturus lachneri","21"
"Actinopteri","Siluriformes","Ictaluridae","noturus leptacanthus","23"
"Actinopteri","Siluriformes","Ictaluridae","noturus miurus","25"
"Actinopteri","Siluriformes","Ictaluridae","noturus munitus","21"
"Actinopteri","Siluriformes","Ictaluridae","noturus nocturnus","24"
"Actinopteri","Siluriformes","Ictaluridae","noturus phaeus","21"
"Actinopteri","Siluriformes","Ictaluridae","noturus taylori","20"
"Actinopteri","Siluriformes","Diplomystidae","olivaichthys mesembrinus","28"
"Actinopteri","Siluriformes","Siluridae","ompok bimaculatus","21"
"Actinopteri","Siluriformes","Siluridae","ompok bimaculatus","20.5"
"Actinopteri","Siluriformes","Siluridae","ompok bimaculatus","21"
"Actinopteri","Siluriformes","Siluridae","ompok bimaculatus","20.5"
"Actinopteri","Siluriformes","Siluridae","ompok pabda","27"
"Actinopteri","Siluriformes","Siluridae","ompok pabo","27"
"Actinopteri","Siluriformes","Doradidae","opsodoras ternetzi","29"
"Actinopteri","Siluriformes","Doradidae","oxydoras niger","29"
"Actinopteri","Siluriformes","Pangasiidae","pangasianodon gigas","30"
"Actinopteri","Siluriformes","Pangasiidae","pangasianodon gigas","30"
"Actinopteri","Siluriformes","Pangasiidae","pangasianodon hypophthalmus","30"
"Actinopteri","Siluriformes","Pangasiidae","pangasianodon hypophthalmus","30"
"Actinopteri","Siluriformes","Pangasiidae","pangasianodon hypophthalmus","30"
"Actinopteri","Siluriformes","Pangasiidae","pangasius pangasius","29"
"Actinopteri","Siluriformes","Pangasiidae","pangasius pangasius","31"
"Actinopteri","Siluriformes","Pangasiidae","pangasius sanitwongsei","30"
"Actinopteri","Siluriformes","Pimelodidae","parapimelodus nigribarbis","28"
"Actinopteri","Siluriformes","Pimelodidae","parapimelodus valenciennis","28"
"Actinopteri","Siluriformes","Loricariidae","pareiorhaphis splendens","27"
"Actinopteri","Siluriformes","Loricariidae","pareiorhaphis steindachneri","27"
"Actinopteri","Siluriformes","Loricariidae","pareiorhaphis vestigipinnis","27"
"Actinopteri","Siluriformes","Loricariidae","pareiorhina rudolphi","27"
"Actinopteri","Siluriformes","Loricariidae","parotocinclus maculicauda","27"
"Actinopteri","Siluriformes","Bagridae","pelteobagrus eupogon","25"
"Actinopteri","Siluriformes","Bagridae","pelteobagrus nudiceps","28"
"Actinopteri","Siluriformes","Bagridae","pelteobagrus nudiceps","28"
"Actinopteri","Siluriformes","Bagridae","pelteobagrus ussuriensis","26"
"Actinopteri","Siluriformes","Bagridae","pelteobagrus ussuriensis","26"
"Actinopteri","Siluriformes","Bagridae","pelteobagrus ussuriensis","26"
"Actinopteri","Siluriformes","Bagridae","pelteobagrus ussuriensis","26"
"Actinopteri","Siluriformes","Heptapteridae","pimelodella avanhandavae","23"
"Actinopteri","Siluriformes","Heptapteridae","pimelodella cristata","26"
"Actinopteri","Siluriformes","Heptapteridae","pimelodella gracilis","26"
"Actinopteri","Siluriformes","Heptapteridae","pimelodella kronei","29"
"Actinopteri","Siluriformes","Heptapteridae","pimelodella meeki","23"
"Actinopteri","Siluriformes","Heptapteridae","pimelodella transitoria","29"
"Actinopteri","Siluriformes","Pimelodidae","pimelodus absconditus","28"
"Actinopteri","Siluriformes","Pimelodidae","pimelodus albicans","28"
"Actinopteri","Siluriformes","Pimelodidae","pimelodus argenteus","28"
"Actinopteri","Siluriformes","Pimelodidae","pimelodus blochii","28"
"Actinopteri","Siluriformes","Mochokidae","pimelodus clarias","28"
"Actinopteri","Siluriformes","Pimelodidae","pimelodus fur","28"
"Actinopteri","Siluriformes","Pimelodidae","pimelodus fur","27"
"Actinopteri","Siluriformes","Pimelodidae","pimelodus heraldoi","28"
"Actinopteri","Siluriformes","Pimelodidae","pimelodus heraldoi","28"
"Actinopteri","Siluriformes","Pimelodidae","pimelodus maculatus","28"
"Actinopteri","Siluriformes","Pimelodidae","pimelodus maculatus","28"
"Actinopteri","Siluriformes","Pimelodidae","pimelodus maculatus","28"
"Actinopteri","Siluriformes","Pimelodidae","pimelodus maculatus","28"
"Actinopteri","Siluriformes","Pimelodidae","pimelodus maculatus","28"
"Actinopteri","Siluriformes","Pimelodidae","pimelodus maculatus","28"
"Actinopteri","Siluriformes","Pimelodidae","pimelodus mysteriosus","28"
"Actinopteri","Siluriformes","Pimelodidae","pimelodus ornatus","28"
"Actinopteri","Siluriformes","Pimelodidae","pimelodus ornatus","28"
"Actinopteri","Siluriformes","Pimelodidae","pimelodus ortmanni","28"
"Actinopteri","Siluriformes","Pimelodidae","pimelodus ortmanni","28"
"Actinopteri","Siluriformes","Pimelodidae","pimelodus paranaensis","28"
"Actinopteri","Siluriformes","Pimelodidae","pinirampus pirinampu","25"
"Actinopteri","Siluriformes","Pimelodidae","pinirampus pirinampu","25"
"Actinopteri","Siluriformes","Ariidae","plicofollis dussumieri","27"
"Actinopteri","Siluriformes","Plotosidae","plotosus canius","18"
"Actinopteri","Siluriformes","Plotosidae","plotosus canius","18"
"Actinopteri","Siluriformes","Plotosidae","plotosus canius","18"
"Actinopteri","Siluriformes","Plotosidae","plotosus lineatus","24"
"Actinopteri","Siluriformes","Loricariidae","pogonopoma wertheimeri","27"
"Actinopteri","Siluriformes","Ictaluridae","prietella phreatophila","25"
"Actinopteri","Siluriformes","Loricariidae","proloricaria prolixa","31"
"Actinopteri","Siluriformes","Sisoridae","pseudecheneis sulcata","26"
"Actinopteri","Siluriformes","Bagridae","pseudobagrus aurantiacus","24"
"Actinopteri","Siluriformes","Bagridae","pseudobagrus aurantiacus","24"
"Actinopteri","Siluriformes","Bagridae","pseudobagrus crassilabris","26"
"Actinopteri","Siluriformes","Bagridae","pseudobagrus koreanus","24"
"Actinopteri","Siluriformes","Bagridae","pseudobagrus koreanus","24"
"Actinopteri","Siluriformes","Bagridae","pseudobagrus longirostris","26"
"Actinopteri","Siluriformes","Bagridae","pseudobagrus nitidus","26"
"Actinopteri","Siluriformes","Bagridae","pseudobagrus nitidus","26"
"Actinopteri","Siluriformes","Bagridae","pseudobagrus pratti","26"
"Actinopteri","Siluriformes","Bagridae","pseudobagrus tokiensis","28"
"Actinopteri","Siluriformes","Bagridae","pseudobagrus truncatus","26"
"Actinopteri","Siluriformes","Bagridae","pseudobagrus vachellii","26"
"Actinopteri","Siluriformes","Bagridae","pseudobagrus vachellii","26"
"Actinopteri","Siluriformes","Sisoridae","pseudolaguvia ribeiroi","25"
"Actinopteri","Siluriformes","Pseudopimelodidae","pseudopimelodus bufonius","27"
"Actinopteri","Siluriformes","Pseudopimelodidae","pseudopimelodus bufonius","27"
"Actinopteri","Siluriformes","Pseudopimelodidae","pseudopimelodus mangurus","27"
"Actinopteri","Siluriformes","Pimelodidae","pseudoplatystoma corruscans","28"
"Actinopteri","Siluriformes","Pimelodidae","pseudoplatystoma corruscans","28"
"Actinopteri","Siluriformes","Pimelodidae","pseudoplatystoma corruscans","28"
"Actinopteri","Siluriformes","Pimelodidae","pseudoplatystoma corruscans","28"
"Actinopteri","Siluriformes","Pimelodidae","pseudoplatystoma fasciatum","28"
"Actinopteri","Siluriformes","Pimelodidae","pseudoplatystoma fasciatum","28"
"Actinopteri","Siluriformes","Pimelodidae","pseudoplatystoma tigrinum","28"
"Actinopteri","Siluriformes","Loricariidae","pseudotocinclus tietensis","27"
"Actinopteri","Siluriformes","Loricariidae","pseudotocinclus tietensis","27"
"Actinopteri","Siluriformes","Loricariidae","pseudotothyris obtusa","27"
"Actinopteri","Siluriformes","Doradidae","pterodoras granulosus","29"
"Actinopteri","Siluriformes","Loricariidae","pterygoplichthys ambrosettii","26"
"Actinopteri","Siluriformes","Loricariidae","pterygoplichthys gibbiceps","26"
"Actinopteri","Siluriformes","Loricariidae","pterygoplichthys joselimaianus","26"
"Actinopteri","Siluriformes","Loricariidae","pterygoplichthys multiradiatus","26"
"Actinopteri","Siluriformes","Ictaluridae","pylodictis olivaris","28"
"Actinopteri","Siluriformes","Pimelodidae","rhamdia laticauda","29"
"Actinopteri","Siluriformes","Pimelodidae","rhamdia quelen","29"
"Actinopteri","Siluriformes","Pimelodidae","rhamdia quelen","29"
"Actinopteri","Siluriformes","Pimelodidae","rhamdia quelen","29"
"Actinopteri","Siluriformes","Pimelodidae","rhamdia quelen","29"
"Actinopteri","Siluriformes","Pimelodidae","rhamdia quelen","29"
"Actinopteri","Siluriformes","Pimelodidae","rhamdia quelen","29"
"Actinopteri","Siluriformes","Pimelodidae","rhamdia quelen","29"
"Actinopteri","Siluriformes","Pimelodidae","rhamdia quelen","29"
"Actinopteri","Siluriformes","Pimelodidae","rhamdia quelen","29-31.5"
"Actinopteri","Siluriformes","Pimelodidae","rhamdia quelen","29"
