"class","order","family","species","haploid"
"Actinopteri","Siluriformes","Pimelodidae","rhamdia quelen","29"
"Actinopteri","Siluriformes","Pimelodidae","rhamdia quelen","29"
"Actinopteri","Siluriformes","Pimelodidae","rhamdia quelen","29"
"Actinopteri","Siluriformes","Pimelodidae","rhamdia quelen","29"
"Actinopteri","Siluriformes","Pimelodidae","rhamdia quelen","28"
"Actinopteri","Siluriformes","Pimelodidae","rhamdia quelen","29"
"Actinopteri","Siluriformes","Loricariidae","rhinelepis aspera","27"
"Actinopteri","Siluriformes","Doradidae","rhinodoras dorbignyi","29"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria cadeae","33"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria cadeae","32"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria kronei","32"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria latirostris","22"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria latirostris","22"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria latirostris","23"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria latirostris","23"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria latirostris","18.5"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria latirostris","20"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria latirostris","24"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria latirostris","22"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria latirostris","22"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria latirostris","22"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria latirostris","22.5"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria latirostris","23.5"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria latirostris","18"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria latirostris","19"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria latirostris","19.5"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria latirostris","21.5"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria latirostris","22"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria latirostris","23"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria latirostris","23.5"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria parva","24"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria pentamaculata","28"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria strigilata","34"
"Actinopteri","Siluriformes","Bagridae","rita chrysea","27"
"Actinopteri","Siluriformes","Bagridae","rita chrysea","26"
"Actinopteri","Siluriformes","Bagridae","rita rita","27"
"Actinopteri","Siluriformes","Bagridae","rita rita","27"
"Actinopteri","Siluriformes","Ariidae","sciades parkeri","28"
"Actinopteri","Siluriformes","Callichthyidae","scleromystax barbatus","33"
"Actinopteri","Siluriformes","Callichthyidae","scleromystax barbatus","33"
"Actinopteri","Siluriformes","Callichthyidae","scleromystax barbatus","32"
"Actinopteri","Siluriformes","Callichthyidae","scleromystax barbatus","33"
"Actinopteri","Siluriformes","Callichthyidae","scleromystax macropterus","33"
"Actinopteri","Siluriformes","Callichthyidae","scleromystax prionotos","34"
"Actinopteri","Siluriformes","Callichthyidae","scleromystax prionotos","43"
"Actinopteri","Siluriformes","Siluridae","silurus aristotelis","29"
"Actinopteri","Siluriformes","Siluridae","silurus aristotelis","29"
"Actinopteri","Siluriformes","Siluridae","silurus asotus","29"
"Actinopteri","Siluriformes","Siluridae","silurus asotus","29"
"Actinopteri","Siluriformes","Siluridae","silurus asotus","29"
"Actinopteri","Siluriformes","Siluridae","silurus asotus","29"
"Actinopteri","Siluriformes","Siluridae","silurus asotus","29"
"Actinopteri","Siluriformes","Siluridae","silurus asotus","29"
"Actinopteri","Siluriformes","Siluridae","silurus asotus","29"
"Actinopteri","Siluriformes","Siluridae","silurus biwaensis","29"
"Actinopteri","Siluriformes","Siluridae","silurus glanis","30"
"Actinopteri","Siluriformes","Siluridae","silurus glanis","30"
"Actinopteri","Siluriformes","Siluridae","silurus glanis","30"
"Actinopteri","Siluriformes","Siluridae","silurus glanis","24"
"Actinopteri","Siluriformes","Siluridae","silurus lithophilus","29"
"Actinopteri","Siluriformes","Siluridae","silurus meridionalis","29"
"Actinopteri","Siluriformes","Siluridae","silurus microdorsalis","14"
"Actinopteri","Siluriformes","Siluridae","silurus microdorsalis","30"
"Actinopteri","Siluriformes","Siluridae","silurus soldatovi","29"
"Actinopteri","Siluriformes","Pimelodidae","sorubim lima","28"
"Actinopteri","Siluriformes","Pimelodidae","sorubim lima","28"
"Actinopteri","Siluriformes","Pimelodidae","sorubim lima","28"
"Actinopteri","Siluriformes","Bagridae","sperata aor","26"
"Actinopteri","Siluriformes","Bagridae","sperata seenghala","25"
"Actinopteri","Siluriformes","Bagridae","sperata seenghala","27"
"Actinopteri","Siluriformes","Pimelodidae","steindachneridion melanodermatum","28"
"Actinopteri","Siluriformes","Pimelodidae","steindachneridion melanodermatum","28"
"Actinopteri","Siluriformes","Pimelodidae","steindachneridion scriptum","28"
"Actinopteri","Siluriformes","Pimelodidae","steindachneridion scriptum","28"
"Actinopteri","Siluriformes","Mochokidae","synodontis bastiani","27"
"Actinopteri","Siluriformes","Mochokidae","synodontis budgetti","27"
"Actinopteri","Siluriformes","Mochokidae","synodontis courteti","27"
"Actinopteri","Siluriformes","Mochokidae","synodontis filamentosa","28"
"Actinopteri","Siluriformes","Mochokidae","synodontis ocellifer","27"
"Actinopteri","Siluriformes","Mochokidae","synodontis schall","27"
"Actinopteri","Siluriformes","Mochokidae","synodontis sorex","27"
"Actinopteri","Siluriformes","Mochokidae","synodontis sorex","27"
"Actinopteri","Siluriformes","Mochokidae","synodontis violacea","27"
"Actinopteri","Siluriformes","Bagridae","tachysurus adiposalis","25"
"Actinopteri","Siluriformes","Bagridae","tachysurus fulvidraco","26"
"Actinopteri","Siluriformes","Bagridae","tachysurus fulvidraco","26"
"Actinopteri","Siluriformes","Bagridae","tachysurus fulvidraco","26"
"Actinopteri","Siluriformes","Bagridae","tachysurus fulvidraco","26"
"Actinopteri","Siluriformes","Bagridae","tachysurus fulvidraco","26"
"Actinopteri","Siluriformes","Bagridae","tachysurus fulvidraco","26"
"Actinopteri","Siluriformes","Bagridae","tachysurus fulvidraco","26"
"Actinopteri","Siluriformes","Auchenipteridae","trachelyopterus galeatus","29"
"Actinopteri","Siluriformes","Auchenipteridae","trachelyopterus galeatus","29"
"Actinopteri","Siluriformes","Doradidae","trachydoras paraguayensis","28"
"Actinopteri","Siluriformes","Trichomycteridae","trichogenes longipinnis","27"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus areolatus","28"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus areolatus","27"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus areolatus","27.5"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus areolatus","28"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus auroguttatus","27"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus chiltoni","26"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus davisi","27"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus davisi","28"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus davisi","40.5"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus davisi","27.5"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus davisi","27"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus laucaensis","31"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus laucaensis","29"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus paolence","27"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus paolence","27"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus paolence","27.5"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus paolence","28"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus paolence","27"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus paolence","27"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus reinhardti","27"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus spegazzinii","27"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus stawiarski","27"
"Actinopteri","Siluriformes","Trichomycteridae","vandellia cirrhosa","16"
"Actinopteri","Siluriformes","Siluridae","wallago attu","43"
"Actinopteri","Siluriformes","Siluridae","wallago attu","43"
"Actinopteri","Siluriformes","Doradidae","wertheimeria maculata","29"
"Actinopteri","Siluriformes","Pimelodidae","zungaro zungaro","28"
"Actinopteri","Siluriformes","Heptapteridae","imparfinis hollandi","21"
"Actinopteri","Siluriformes","Heptapteridae","imparfinis hollandi","21"
"Actinopteri","Siluriformes","Heptapteridae","imparfinis mirini","29"
"Actinopteri","Siluriformes","Loricariidae","isbrueckerichthys duseni","27"
"Actinopteri","Siluriformes","Heptapteridae","imparfinis mirini","29"
"Actinopteri","Siluriformes","Heptapteridae","imparfinis piperatus","29"
"Actinopteri","Siluriformes","Heptapteridae","imparfinis piperatus","29"
"Actinopteri","Siluriformes","Ictaluridae","ictalurus furcatus","29"
"Actinopteri","Siluriformes","Ictaluridae","ictalurus punctatus","29"
"Actinopteri","Siluriformes","Ictaluridae","ictalurus punctatus","29"
"Actinopteri","Siluriformes","Pimelodidae","iheringichthys labrosus","28"
"Actinopteri","Siluriformes","Loricariidae","ancistrus n","20"
"Actinopteri","Siluriformes","Loricariidae","ancistrus n","19.5"
"Actinopteri","Siluriformes","Loricariidae","ancistrus n","26"
"Actinopteri","Siluriformes","Pimelodidae","iheringichthys labrosus","28"
"Actinopteri","Siluriformes","Pimelodidae","iheringichthys labrosus","28"
"Actinopteri","Siluriformes","Pimelodidae","iheringichthys labrosus","28"
"Actinopteri","Siluriformes","Pimelodidae","iheringichthys labrosus","28"
"Actinopteri","Siluriformes","Aspredinidae","bunocephalus cf","25"
"Actinopteri","Siluriformes","Heptapteridae","cetopsorhamdia sp","29"
"Actinopteri","Siluriformes","Callichthyidae","corydoras sp","42"
"Actinopteri","Siluriformes","Callichthyidae","corydoras sp","31"
"Actinopteri","Siluriformes","Callichthyidae","corydoras sp","30"
"Actinopteri","Siluriformes","Loricariidae","corymbophanes sp","27"
"Actinopteri","Siluriformes","Cranoglanididae","cranoglanis boudenus","37"
"Actinopteri","Siluriformes","Doradidae","daras eigenmanni","33"
"Actinopteri","Siluriformes","Loricariidae","hemiancistrus sp","26"
"Actinopteri","Siluriformes","Callichthyidae","hoplosternum sp","30"
"Actinopteri","Siluriformes","Callichthyidae","hoplosternum sp","31"
"Actinopteri","Siluriformes","Loricariidae","hypostomus aff","38"
"Actinopteri","Siluriformes","Loricariidae","hypostomus sp","27"
"Actinopteri","Siluriformes","Loricariidae","hypostomus sp","41"
"Actinopteri","Siluriformes","Loricariidae","hypostomus sp","42"
"Actinopteri","Siluriformes","Loricariidae","hypostomus sp","36"
"Actinopteri","Siluriformes","Loricariidae","hypostomus sp","32"
"Actinopteri","Siluriformes","Loricariidae","hypostomus sp","41"
"Actinopteri","Siluriformes","Loricariidae","hypostomus sp","42"
"Actinopteri","Siluriformes","Loricariidae","hypostomus sp","36"
"Actinopteri","Siluriformes","Loricariidae","hypostomus sp","40"
"Actinopteri","Siluriformes","Loricariidae","hypostomus sp","36"
"Actinopteri","Siluriformes","Loricariidae","hypostomus sp","32"
"Actinopteri","Siluriformes","Loricariidae","hypostomus sp","33.5"
"Actinopteri","Siluriformes","Loricariidae","hypostomus sp","36"
"Actinopteri","Siluriformes","Loricariidae","hypostomus sp","38"
"Actinopteri","Siluriformes","Loricariidae","hypostomus sp","36"
"Actinopteri","Siluriformes","Loricariidae","hypostomus sp","32"
"Actinopteri","Siluriformes","Loricariidae","hypostomus sp","35"
"Actinopteri","Siluriformes","Loricariidae","loricaria sp","26"
"Actinopteri","Siluriformes","Loricariidae","loricaria sp","31"
"Actinopteri","Siluriformes","Loricariidae","loricaria sp","32"
"Actinopteri","Siluriformes","Loricariidae","loricariichthys sp","27"
"Actinopteri","Siluriformes","Loricariidae","loricariichthys sp","27"
"Actinopteri","Siluriformes","Pseudopimelodidae","microglanis aff","27"
"Actinopteri","Siluriformes","Ictaluridae","noturus stigmasus","21"
"Actinopteri","Siluriformes","Pangasiidae","pangasius lamaud","30"
"Actinopteri","Siluriformes","Loricariidae","pareiorhaphis sp","27"
"Actinopteri","Siluriformes","Heptapteridae","pimelodella sp","23"
"Actinopteri","Siluriformes","Heptapteridae","pimelodella sp","23"
"Actinopteri","Siluriformes","Heptapteridae","pimelodella sp","23"
"Actinopteri","Siluriformes","Heptapteridae","pimelodella sp","23"
"Actinopteri","Siluriformes","Heptapteridae","pimelodella sp","26"
"Actinopteri","Siluriformes","Heptapteridae","pimelodella sp","28"
"Actinopteri","Siluriformes","Heptapteridae","pimelodella sp","23"
"Actinopteri","Siluriformes","Heptapteridae","pimelodella sp","23"
"Actinopteri","Siluriformes","Pimelodidae","pimelodus sp","28"
"Actinopteri","Siluriformes","Pimelodidae","pimelodus sp","28"
"Actinopteri","Siluriformes","Pimelodidae","pimelodus sp","28"
"Actinopteri","Siluriformes","Bagridae","pseudobagrus tenius","26"
"Actinopteri","Siluriformes","Loricariidae","pterygoplichthys ambrosett","26"
"Actinopteri","Siluriformes","Loricariidae","pterygoplichthys ambrosett","26"
"Actinopteri","Siluriformes","Heptapteridae","rhamdella microcephala","28"
"Actinopteri","Siluriformes","Pimelodidae","rhamdia sp","43.5"
"Actinopteri","Siluriformes","Pimelodidae","rhamdia sp","29"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria sp","35"
"Actinopteri","Siluriformes","Scoloplacidae","seoloplax distolothrix","25"
"Actinopteri","Siluriformes","Loricariidae","squahforma emarginata","26"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus aff","27"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus altematus","27"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus cf","27"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus sp","27"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus sp","27"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus sp","27"
"Actinopteri","Siluriformes","Loricariidae","ancistrus cuiabae","17"
"Actinopteri","Siluriformes","Loricariidae","ancistrus cirrhosus","17"
"Actinopteri","Siluriformes","Plotosidae","plotossus canius","18"
"Actinopteri","Siluriformes","Siluridae","ompok bimaculatus","20"
"Actinopteri","Siluriformes","Siluridae","ompok pabda","21"
"Actinopteri","Siluriformes","Sisoridae","nangra viridescens","21"
"Actinopteri","Siluriformes","Siluridae","ompok bimaculatus","21"
"Actinopteri","Siluriformes","Bagridae","rita chrysea","21"
"Actinopteri","Siluriformes","Callichthyidae","aspidoras fuscoguttatus","22"
"Actinopteri","Siluriformes","Callichthyidae","corydoras ehrhardti","22"
"Actinopteri","Siluriformes","Callichthyidae","corydoras paleatus","22"
"Actinopteri","Siluriformes","Heptapteridae","pimelodella meeki","23"
"Actinopteri","Siluriformes","Callichthyidae","aspidoras taurus","23"
"Actinopteri","Siluriformes","Callichthyidae","aspidoras poecilus","23"
"Actinopteri","Siluriformes","Sisoridae","gagata gagata","23"
"Actinopteri","Siluriformes","Callichthyidae","corydoras panda","23"
"Actinopteri","Siluriformes","Callichthyidae","corydoras aeneus","23"
"Actinopteri","Siluriformes","Sisoridae","nangra viridescens","24"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria lanceolata","24"
"Actinopteri","Siluriformes","Loricariidae","ancistrus abilhoai","24"
"Actinopteri","Siluriformes","Clariidae","clarias ebriensis","24"
"Actinopteri","Siluriformes","Clariidae","clarias albopunctatus","24"
"Actinopteri","Siluriformes","Clariidae","clarias macromystax","24.5"
"Actinopteri","Siluriformes","Siluridae","ompok bimaculatus","25"
"Actinopteri","Siluriformes","Bagridae","pseudomystus siamensis","25"
"Actinopteri","Siluriformes","Sisoridae","laguvia rebeiroi","25"
"Actinopteri","Siluriformes","Pimelodidae","luciopimelodus pati","25"
"Actinopteri","Siluriformes","Aspredinidae","bunocephalus cf","25"
"Actinopteri","Siluriformes","Loricariidae","ancistrus aguaboensis","25"
"Actinopteri","Siluriformes","Schilbeidae","eutropiichthys vacha","25"
"Actinopteri","Siluriformes","Clariidae","clarias batrachus","25"
"Actinopteri","Siluriformes","Clariidae","clarias magur","25"
"Actinopteri","Siluriformes","Bagridae","mystus mysticetus","26"
"Actinopteri","Siluriformes","Loricariidae","liposarcus anisitsi","26"
"Actinopteri","Siluriformes","Loricariidae","hypancistrus zebra","26"
"Actinopteri","Siluriformes","Loricariidae","hypancistrus cf","26"
"Actinopteri","Siluriformes","Loricariidae","liposarcus multiradiatus","26"
"Actinopteri","Siluriformes","Sisoridae","pseudocheneis sulcatus","26"
"Actinopteri","Siluriformes","Loricariidae","pterygoplichthys anisitsi","26"
"Actinopteri","Siluriformes","Loricariidae","pterygoplichthys joselimaianus","26"
"Actinopteri","Siluriformes","Loricariidae","pterygoplichthys pardalis","26"
"Actinopteri","Siluriformes","Auchenipteridae","tetranematichthys wallacei","26"
"Actinopteri","Siluriformes","Loricariidae","hemiancistrus spinosissimus","26"
"Actinopteri","Siluriformes","Loricariidae","harttia loricariformis","26"
"Actinopteri","Siluriformes","Loricariidae","hemiancistrus spilomma","26"
"Actinopteri","Siluriformes","Loricariidae","ancistrus multispinis","26"
"Actinopteri","Siluriformes","Ariidae","cathorops spixii","26"
"Actinopteri","Siluriformes","Sisoridae","glyptothorax trilineatus","26"
"Actinopteri","Siluriformes","Sisoridae","glyptothorax pectinopterus","26"
"Actinopteri","Siluriformes","Sisoridae","glyptothorax madraspatanus","26"
"Actinopteri","Siluriformes","Loricariidae","glyptoperichthys gibbiceps","26"
"Actinopteri","Siluriformes","Clariidae","clarias batrachus","26"
"Actinopteri","Siluriformes","Loricariidae","parotocinclus maculicauda","27"
"Actinopteri","Siluriformes","Loricariidae","pareiorhaphis splendens","27"
"Actinopteri","Siluriformes","Bagridae","mystus tengara","27"
"Actinopteri","Siluriformes","Siluridae","ompok pabo","27"
"Actinopteri","Siluriformes","Loricariidae","neoplecostomus yapo","27"
"Actinopteri","Siluriformes","Bagridae","mystus vittatus","27"
"Actinopteri","Siluriformes","Bagridae","mystus vittatus","27"
"Actinopteri","Siluriformes","Bagridae","mystus multiradiatus","27"
"Actinopteri","Siluriformes","Bagridae","mystus atrifasciatus","27"
"Actinopteri","Siluriformes","Pimelodidae","megalonema platanum","27"
"Actinopteri","Siluriformes","Bagridae","sperata seenghala","27"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus reinhardti","27"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus florensis","27"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus davisi","27"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus auroguttatus","27"
"Actinopteri","Siluriformes","Trichomycteridae","trichomycterus areolatus","27"
"Actinopteri","Siluriformes","Bagridae","sperata aor","27"
"Actinopteri","Siluriformes","Ariidae","sciades herzbergii","27"
"Actinopteri","Siluriformes","Trichomycteridae","trychomycterus spegazzini","27"
"Actinopteri","Siluriformes","Bagridae","rita rita","27"
"Actinopteri","Siluriformes","Loricariidae","rhinelepis aspera","27"
"Actinopteri","Siluriformes","Loricariidae","pseudotocinclus tietensis","27"
"Actinopteri","Siluriformes","Pseudopimelodidae","lophiosilurus alexandri","27"
"Actinopteri","Siluriformes","Clariidae","clarias microcephalus","27"
"Actinopteri","Siluriformes","Clariidae","clarias macrocephalus","27"
"Actinopteri","Siluriformes","Clariidae","clarias batrachus","27"
"Actinopteri","Siluriformes","Clariidae","clarias jaensis","27"
"Actinopteri","Siluriformes","Pseudopimelodidae","cephalosilurus apurensis","27"
"Actinopteri","Siluriformes","Callichthyidae","callichthys callichthys","27"
"Actinopteri","Siluriformes","Ariidae","bagre marinus","27"
"Actinopteri","Siluriformes","Ariidae","arius felis","27"
"Actinopteri","Siluriformes","Ariidae","arius dussumieri","27"
"Actinopteri","Siluriformes","Loricariidae","loricariichthys platymetopon","27"
"Actinopteri","Siluriformes","Loricariidae","kronichthys lacerta","27"
"Actinopteri","Siluriformes","Loricariidae","isbrueckerichthys duseni","27"
"Actinopteri","Siluriformes","Loricariidae","hisonotus nigricauda","27"
"Actinopteri","Siluriformes","Ariidae","genidens genidens","27"
"Actinopteri","Siluriformes","Heptapteridae","heptapterus mustelinus","27"
"Actinopteri","Siluriformes","Loricariidae","hisonotus leucofrenatus","27"
"Actinopteri","Siluriformes","Pimelodidae","pimelodus blockii","28"
"Actinopteri","Siluriformes","Pimelodidae","pimelodus argenteus","28"
"Actinopteri","Siluriformes","Pimelodidae","pimelodus albicans","28"
"Actinopteri","Siluriformes","Pimelodidae","parapimelodus nigribarbis","28"
"Actinopteri","Siluriformes","Ariidae","netuma barba","28"
"Actinopteri","Siluriformes","Bagridae","mystus ngasep","28"
"Actinopteri","Siluriformes","Mochokidae","pimelodus clarias","28"
"Actinopteri","Siluriformes","Bagridae","mystus menoda","28"
"Actinopteri","Siluriformes","Pimelodidae","pimelodus heraldoi","28"
"Actinopteri","Siluriformes","Pimelodidae","sorubim lima","28"
"Actinopteri","Siluriformes","Pimelodidae","pimelodus mysteriosus","28"
"Actinopteri","Siluriformes","Pimelodidae","pimelodus ornatus","28"
"Actinopteri","Siluriformes","Pimelodidae","pseudoplatystoma metaense","28"
"Actinopteri","Siluriformes","Pimelodidae","pseudoplatystoma orinocoense","28"
"Actinopteri","Siluriformes","Ariidae","sciades herzbergii","28"
"Actinopteri","Siluriformes","Pimelodidae","steindachneridion inscripta","28"
"Actinopteri","Siluriformes","Pimelodidae","steindachneridion melanodermatum","28"
"Actinopteri","Siluriformes","Pimelodidae","steindachneridion scriptum","28"
"Actinopteri","Siluriformes","Doradidae","trachydoras paraguayensis","28"
"Actinopteri","Siluriformes","Bagridae","mystus bocourti","28"
"Actinopteri","Siluriformes","Pimelodidae","pimelodus maculatus","28"
"Actinopteri","Siluriformes","Bagridae","mystus bleekeri","28"
"Actinopteri","Siluriformes","Loricariidae","hemiancistrus fuliginosus","28"
"Actinopteri","Siluriformes","Pimelodidae","iheringichthys labrosus","28"
"Actinopteri","Siluriformes","Loricariidae","loricariichthys maculata","28"
"Actinopteri","Siluriformes","Ariidae","arius parkeri","28"
"Actinopteri","Siluriformes","Ariidae","bagre bagre","28"
"Actinopteri","Siluriformes","Callichthyidae","callichthys callichthys","28"
"Actinopteri","Siluriformes","Clariidae","clarias camerunensis","28"
"Actinopteri","Siluriformes","Clariidae","clarias gariepinus","28"
"Actinopteri","Siluriformes","Clariidae","clarias anguillaris","28"
"Actinopteri","Siluriformes","Schilbeidae","clupisoma garua","28"
"Actinopteri","Siluriformes","Diplomystidae","diplotnystes mesembrinus","28"
"Actinopteri","Siluriformes","Ariidae","genidens barbus","28"
"Actinopteri","Siluriformes","Ariidae","aspistor luniscutis","28"
"Actinopteri","Siluriformes","Sisoridae","glyptothorax telchitta","28"
"Actinopteri","Siluriformes","Ariidae","genidens genidens","28"
"Actinopteri","Siluriformes","Heteropneustidae","heteropneustes fossilis","28"
"Actinopteri","Siluriformes","Pimelodidae","hemisorubim platyrhynchos","28"
"Actinopteri","Siluriformes","Ariidae","hexanematichthys herzbergii","28"
"Actinopteri","Siluriformes","Loricariidae","harttia torrenticola","28"
"Actinopteri","Siluriformes","Loricariidae","harttia loricariformis","28"
"Actinopteri","Siluriformes","Heptapteridae","pimelodella kronei","29"
"Actinopteri","Siluriformes","Doradidae","opsodoras ternetzi","29"
"Actinopteri","Siluriformes","Pangasiidae","pangasius pangasius","29"
"Actinopteri","Siluriformes","Heptapteridae","pimelodella transitoria","29"
"Actinopteri","Siluriformes","Pimelodidae","rhamdia quelen","29"
"Actinopteri","Siluriformes","Bagridae","pseudeutropius atherinoides","29"
"Actinopteri","Siluriformes","Pimelodidae","rhamdia branneri","29"
"Actinopteri","Siluriformes","Pimelodidae","rhamdia hilarii","29"
"Actinopteri","Siluriformes","Pimelodidae","rhamdia voulezi","29"
"Actinopteri","Siluriformes","Bagridae","mystus menoda","29"
"Actinopteri","Siluriformes","Auchenipteridae","trachelyopterus galeatus","29"
"Actinopteri","Siluriformes","Bagridae","mystus gulio","29"
"Actinopteri","Siluriformes","Schilbeidae","ailia coila","29"
"Actinopteri","Siluriformes","Ariidae","arius subrostratus","29"
"Actinopteri","Siluriformes","Callichthyidae","callichthys callichthys","29"
"Actinopteri","Siluriformes","Callichthyidae","corydoras lacrimostigmata","29"
"Actinopteri","Siluriformes","Callichthyidae","corydoras rabauti","29"
"Actinopteri","Siluriformes","Loricariidae","farlowella amazonum","29"
"Actinopteri","Siluriformes","Auchenipteridae","centromochlus schultzi","29"
"Actinopteri","Siluriformes","Loricariidae","harttia kronei","29"
"Actinopteri","Siluriformes","Loricariidae","harttia longipinna","29"
"Actinopteri","Siluriformes","Doradidae","hassar orestis","29"
"Actinopteri","Siluriformes","Bagridae","hemibagrus filamentus","29"
"Actinopteri","Siluriformes","Bagridae","hemibagrus nemurus","29"
"Actinopteri","Siluriformes","Bagridae","hemibagrus wyckioides","29"
"Actinopteri","Siluriformes","Heteropneustidae","heteropneustes fossilis","29"
"Actinopteri","Siluriformes","Loricariidae","harttia gracilis","29"
"Actinopteri","Siluriformes","Siluridae","silurus glanis","30"
"Actinopteri","Siluriformes","Bagridae","horabagrus nigricollaris","30"
"Actinopteri","Siluriformes","Bagridae","horabagrus brachysoma","30"
"Actinopteri","Siluriformes","Callichthyidae","hoplosternum littorale","30"
"Actinopteri","Siluriformes","Callichthyidae","hoplosternum litorale","30"
"Actinopteri","Siluriformes","Pimelodidae","conorhynchos conirostris","30"
"Actinopteri","Siluriformes","Pangasiidae","pangasius pangasius","31"
"Actinopteri","Siluriformes","Callichthyidae","dianema urostriatum","31"
"Actinopteri","Siluriformes","Bagridae","hemibagrus wyckii","31"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria malabarbai","32"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria kronei","32"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria cadeae","32"
"Actinopteri","Siluriformes","Loricariidae","hypostomus faveolus","32"
"Actinopteri","Siluriformes","Loricariidae","hypostomus cochliodon","32"
"Actinopteri","Siluriformes","Loricariidae","hypostomus aff","32"
"Actinopteri","Siluriformes","Loricariidae","loricaria carinata","32"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria cadeae","33"
"Actinopteri","Siluriformes","Loricariidae","hypostomus tapijara","33"
"Actinopteri","Siluriformes","Loricariidae","hypostomus derbyi","33"
"Actinopteri","Siluriformes","Schilbeidae","clupisoma garua","33"
"Actinopteri","Siluriformes","Clariidae","clarias pachynema","33"
"Actinopteri","Siluriformes","Loricariidae","hypostomus ancistroides","33"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria microlepdogaster","34"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria aequalicuspis","34"
"Actinopteri","Siluriformes","Loricariidae","hypostomus prope","34"
"Actinopteri","Siluriformes","Loricariidae","hypostomus commersoni","34"
"Actinopteri","Siluriformes","Loricariidae","hypostomus ancistroides","34"
"Actinopteri","Siluriformes","Loricariidae","hypostomus plecostomus","34"
"Actinopteri","Siluriformes","Loricariidae","hypostomus boulengeri","34"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria longicauda","35"
"Actinopteri","Siluriformes","Loricariidae","rineloricaria quadrensis","35"
"Actinopteri","Siluriformes","Loricariidae","hypostomus hermanni","36"
"Actinopteri","Siluriformes","Loricariidae","hypostomus strigaticeps","36"
"Actinopteri","Siluriformes","Loricariidae","hypostomus regani","36"
"Actinopteri","Siluriformes","Loricariidae","hypostomus goyazensis","36"
