"class","order","family","species","haploid"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion decorsei","12"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion elberti","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion elberti","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion elegans","10"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion escherichi","20"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion exigoideum","11"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion exiguum","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion franzwerneri","11"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion fulgens","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion gabunense","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion gabunense","20"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion georgiae","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion georgiae","17"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion herzogi","17"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion kouamense","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion labarrei","14"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion labarrei","13"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion lamberti","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion loennbergii","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion loennbergii","17"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion loennbergii","16"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion loennbergii","16"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion loennbergii","17"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion loennbergii","17"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion loennbergii","17"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion louessense","20"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion louessense","10"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion lugens","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion lujae","20"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion maculatum","17"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion malumbresi","12"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion melanogaster","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion microphtalmum","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion mimbon","15"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion obscurum","17"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion ocellatum","15"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion ogoense","20"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion ogoense","16"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion ogoense","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion ogoense","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion ogoense","20"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion pascheni","12"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion pascheni","12"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion primigenium","11"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion punctatum","12"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion punctulatum","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion raddai","16"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion rectogoense","9"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion riggenbachi","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion riggenbachi","12"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion riggenbachi","10"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion riggenbachi","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion riggenbachi","17"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion riggenbachi","15"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion riggenbachi","10"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion riggenbachi","15"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion riggenbachi","10"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion schioetzi","9"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion schluppi","14"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion splendopleure","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion striatum","20"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion thysi","14"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion volcanum","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion volcanum","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion wachtersi","17"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion wildekampi","15"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion zygaima","10"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","archiaphyosemion guineense","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys annulatus","25"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys ansorgii","23"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys barmoiensis","17"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys berkenkampi","24"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys bifasciatus","20"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys bifasciatus","20"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys chaperi","25"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys chaperi","25"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys chaperi","25"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys dageti","25"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys dageti","25"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys dageti","25"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys duboisi","24"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys esekanus","21"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys fasciolatus","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys fasciolatus","20"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys fasciolatus","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys fasciolatus","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys grahami","24"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys grahami","24"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys huberi","23"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys lamottei","24"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys maeseni","21"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys mesogramma","24"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys multifasciatus","23"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys multifasciatus","23"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys olbrechtsi","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys roloffi","23"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys sangmelinensis","24"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys sexfasciatus","24"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys sexfasciatus","24"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys singa","21"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys spilargyreius","17"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys spilargyreius","17"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fenerbahce formosus","12"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","foerschichthys flavipinnis","20"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax arnoldi","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax cinnamomeum","20"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax fallax","22"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax gardneri","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax gardneri","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax gardneri","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax gardneri","18.5"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax gardneri","20"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax gardneri","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax gardneri","19.5"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax gardneri","20"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax gularis","16"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax gularis","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax intermittens","16.5-18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax mirabilis","16-19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax mirabilis","15"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax mirabilis","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax mirabilis","18.5"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax moensis","16"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax moensis","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax ndianus","20"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax oeseri","20"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax puerzli","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax robertsoni","21"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax rubrolabialis","22"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax rubrolabialis","20"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax rubrolabialis","20"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax scheeli","20"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax schwoiseri","22"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax sjostedti","20"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax traudeae","18.5"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax walkeri","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nimbapanchax viridis","20"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius eggersi","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius elongatus","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius foerschi","17"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius foerschi","17"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius furzeri","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius guentheri","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius guentheri","17.5"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius guentheri","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius hengstleri","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius janpapi","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius jubbi","17"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius kirki","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius kiyawensis","14"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius korthausae","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius kuhntae","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius lourensi","16"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius lucius","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius makondorum","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius melanospilus","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius melanospilus","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius melanospilus","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius microlepis","12"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius palmqvisti","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius palmqvisti","17"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius palmqvisti","17"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius patrizii","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius patrizii","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius rachovii","8"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius rachovii","9"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius steinforti","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius thierryi","21"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius thierryi","21.5"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","scriptaphyosemion bertholdi","21"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","scriptaphyosemion bertholdi","21"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","scriptaphyosemion brueningi","21"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","scriptaphyosemion brueningi","21"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","scriptaphyosemion chaytori","21"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","scriptaphyosemion fredrodi","21"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","scriptaphyosemion geryi","20"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","scriptaphyosemion geryi","20"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","scriptaphyosemion geryi","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","scriptaphyosemion geryi","20"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","scriptaphyosemion guignardi","20"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","scriptaphyosemion liberiense","21"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","scriptaphyosemion liberiense","21-24"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","scriptaphyosemion roloffi","21"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","scriptaphyosemion roloffi","21"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","scriptaphyosemion roloffi","21"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","scriptaphyosemion schmitti","20"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius polli","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","aphyosemion cf","14"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","chromaphyosemion sp","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax filamentosum","15"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax filamentosum","15"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax filamentosum","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","fundulopanchax marmoratum","20"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","gallopanchax monroviae","23"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","gallopanchax occidentalis","23-23"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","gallopanchax toddi","23-23"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","ghromaphyosemion poliaki","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nimbapanchax petersii","20"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius cf","22"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius jubbijubbi","17"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius rachovii","8"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius krysanovi","9"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius flammicomantis","10"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","pronothobranchius kiyawensis","14"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius annectens","14"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius ocellatus","15"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius virgatus","16"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius kilomberoensis","16"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius foerschi","17"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","epiplatys spilargyreius","17"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius jubbi","17"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius interruptus","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius patrizii","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius palmqvisti","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius nubaensis","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius neumanni","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius moameensis","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius makondorum","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius kirki","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius korthausae","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius kardashevi","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius kafuensis","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius ivanovae","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius itigiensis","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius lucius","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius polli","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius rubripinnis","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius rosenstocki","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius rubroreticulatus","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius ruudwildekampi","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius seegersi","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius steinforti","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius streltsovi","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius symoensi","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius taeniopygus","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius torgashevi","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius ugandensis","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius usanguensis","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius venustus","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius wattersi","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius robustus","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius hoermanni","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius flagrans","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius hassoni","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius eggersi","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius chochamandai","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius cardinalis","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius capriviensis","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius boklundi","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius elongatus","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius albimarginatus","18"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius hengstleri","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius kadleci","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius kuhntae","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius luekei","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius melanospilus","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius vosseleri","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius geminus","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius milvertzi","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius fuscotaeniatus","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius orthonotus","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius furzeri","19"
"Actinopteri","Cyprinodontiformes","Nothobranchiidae","nothobranchius malaissei","24"
